Timestep	2016	2017	2018	2019	ground
1303	275.35	281.95	273.85	276.65	278.12
1304	275.25	282.05	273.95	276.35	278.13
1305	275.85	281.95	273.95	275.95	278.14
1306	275.85	281.85	274.05	276.65	278.14
1307	276.05	281.25	274.25	278.85	278.14
1308	276.65	282.05	274.45	279.45	278.14
1309	276.25	282.55	274.65	280.35	278.14
1310	276.05	282.95	274.85	280.35	278.13
1311	276.75	283.45	274.75	281.15	278.16
1312	277.05	283.25	274.55	282.05	278.14
1313	277.05	282.85	274.45	283.05	278.16
1314	277.15	281.75	274.35	283.55	278.16
1315	276.75	281.75	274.45	283.05	278.16
1316	277.05	279.95	274.55	281.85	278.16
1317	277.05	279.85	274.75	280.85	278.15
1318	277.05	279.85	274.95	280.75	278.15
1319	277.15	279.75	274.95	280.05	278.15
1320	277.35	279.35	274.75	279.25	278.15
1321	277.15	278.85	274.55	278.55	278.15
1322	277.25	278.55	274.05	278.35	278.15
1323	277.15	278.55	273.65	278.15	278.15
1324	277.35	278.45	273.25	277.55	278.15
1325	277.45	277.75	272.95	277.25	278.15
1326	277.55	277.15	272.65	277.05	278.15
1327	277.95	276.85	272.35	276.75	278.15
1328	278.35	276.65	271.65	276.15	278.15
1329	278.75	276.15	271.05	275.65	278.15
1330	279.45	276.85	270.55	277.25	278.15
1331	279.95	277.75	270.35	280.05	278.16
1332	280.45	279.75	270.75	282.05	278.15
1333	281.05	281.05	271.15	281.85	278.16
1334	280.75	282.15	271.35	282.15	278.15
1335	280.55	282.25	272.35	283.05	278.17
1336	280.55	282.45	272.55	284.05	278.16
1337	280.05	282.75	272.85	284.65	278.16
1338	279.55	283.25	273.05	285.05	278.16
1339	279.45	282.95	272.55	284.95	278.15
1340	279.15	281.45	271.75	283.35	278.16
1341	279.05	280.55	271.05	281.55	278.15
1342	279.15	279.55	270.45	280.35	278.15
1343	278.95	278.95	269.85	279.55	278.15
1344	278.65	278.75	269.35	279.05	278.14
1345	278.35	278.15	268.95	278.45	278.14
1346	278.15	277.95	268.55	277.75	278.14
1347	277.25	277.75	268.35	277.15	278.16
1348	276.55	277.35	268.05	276.85	278.16
1349	276.85	277.25	267.85	276.55	278.16
1350	277.25	276.95	267.55	276.15	278.19
1351	277.45	277.45	267.35	275.85	278.18
1352	276.95	277.55	266.75	275.85	278.18
1353	276.65	276.05	266.35	275.65	278.18
1354	277.05	277.65	266.15	276.45	278.18
1355	277.55	279.65	266.85	278.45	278.18
1356	277.95	280.75	267.65	279.65	278.18
1357	278.75	282.15	268.45	280.95	278.18
1358	279.35	284.15	269.35	282.55	278.19
1359	279.15	285.65	269.95	284.15	278.18
1360	279.05	286.75	270.25	284.95	278.18
1361	279.55	286.75	270.15	286.05	278.19
1362	279.45	287.05	269.85	286.35	278.19
1363	279.35	286.65	268.95	286.15	278.19
1364	278.25	285.55	267.95	284.35	278.19
1365	277.85	283.55	267.35	282.75	278.21
1366	277.25	282.15	266.65	281.55	278.21
1367	276.65	280.75	266.15	280.75	278.22
1368	276.15	279.75	265.85	279.75	278.22
1369	275.95	278.95	265.65	278.95	278.22
1370	275.75	278.25	265.55	278.45	278.22
1371	275.45	277.65	265.55	277.95	278.2
1372	275.15	277.25	265.45	277.45	278.19
1373	274.95	276.75	265.25	276.75	278.2
1374	275.15	276.35	265.05	276.55	278.19
1375	275.15	275.95	264.95	276.35	278.19
1376	274.95	275.65	264.85	275.75	278.2
1377	274.65	276.45	264.85	275.75	278.21
1378	275.15	277.85	265.35	277.45	278.23
1379	276.25	279.85	266.35	279.85	278.25
1380	277.45	280.75	267.85	281.85	278.24
1381	277.95	282.15	268.65	282.55	278.25
1382	278.85	284.55	268.95	284.05	278.25
1383	279.75	288.45	269.25	285.55	278.27
1384	280.65	289.55	269.85	286.15	278.25
1385	281.25	290.05	270.45	286.95	278.26
1386	281.05	289.85	270.05	287.95	278.26
1387	280.35	288.95	269.35	288.25	278.27
1388	279.25	288.15	268.55	286.25	278.26
1389	278.85	287.35	267.95	284.35	278.27
1390	278.65	287.05	267.55	283.35	278.28
1391	278.45	286.85	267.15	282.05	278.27
1392	278.35	286.65	266.75	281.75	278.27
1393	278.25	286.65	266.35	281.45	278.28
1394	277.95	286.75	266.05	280.45	278.28
1395	277.85	286.35	265.75	279.75	278.28
1396	277.65	284.95	265.45	279.15	278.29
1397	277.55	281.55	265.65	278.85	278.29
1398	277.35	281.05	265.65	278.25	278.29
1399	277.35	281.05	265.55	278.15	278.29
1400	277.25	281.05	265.25	279.65	278.29
1401	277.25	280.75	265.15	279.75	278.29
1402	277.65	279.85	266.45	281.05	278.29
1403	279.15	279.95	267.05	283.35	278.31
1404	280.05	280.55	267.65	285.25	278.31
1405	279.75	281.65	268.85	287.15	278.28
1406	280.55	281.15	270.05	289.55	278.3
1407	280.35	283.55	271.05	291.95	278.29
1408	280.35	282.25	271.65	292.25	278.34
1409	280.35	280.35	272.25	291.85	278.34
1410	280.55	281.05	272.45	290.75	278.33
1411	280.25	281.35	272.55	288.95	278.33
1412	279.85	281.25	272.25	286.95	278.33
1413	279.45	280.75	271.95	285.65	278.32
1414	278.95	279.35	271.75	284.75	278.33
1415	278.45	279.45	271.65	284.65	278.33
1416	278.45	279.35	271.45	284.95	278.33
1417	278.45	279.55	271.35	284.85	278.33
1418	278.55	279.85	270.75	284.65	278.33
1419	278.55	279.55	270.45	284.85	278.33
1420	278.45	279.45	269.95	284.55	278.33
1421	278.45	278.45	269.45	284.35	278.33
1422	278.45	277.95	269.45	283.95	278.34
1423	278.35	278.15	269.45	283.65	278.34
1424	277.55	278.05	269.65	283.75	278.35
1425	277.95	278.35	270.15	283.65	278.34
1426	278.35	279.05	272.75	283.75	278.36
1427	278.95	279.25	274.65	283.85	278.35
1428	279.75	280.45	275.95	283.95	278.36
1429	280.55	280.75	273.55	284.25	278.38
1430	281.45	281.05	273.95	284.25	278.38
1431	281.95	281.85	273.65	284.35	278.38
1432	282.65	282.35	274.55	284.05	278.39
1433	283.45	282.75	273.35	283.15	278.39
1434	283.65	282.75	273.05	283.45	278.38
1435	283.05	282.15	272.85	283.15	278.38
1436	282.35	281.05	272.65	282.75	278.39
1437	281.95	280.95	271.95	282.25	278.39
1438	281.45	280.95	271.95	281.75	278.38
1439	281.35	281.05	272.05	281.55	278.4
1440	280.05	281.25	271.35	281.65	278.4
1441	279.45	281.65	270.85	281.65	278.4
1442	278.95	281.95	270.65	281.75	278.39
1443	278.65	282.25	270.65	281.65	278.41
1444	278.85	282.25	271.35	281.55	278.4
1445	279.15	282.35	271.85	281.55	278.4
1446	279.15	282.45	271.35	281.25	278.41
1447	279.25	282.75	270.95	281.35	278.39
1448	279.45	282.75	270.85	280.95	278.41
1449	279.55	282.65	270.55	281.25	278.43
1450	279.95	282.25	271.85	281.65	278.42
1451	280.75	282.75	272.35	281.95	278.44
1452	281.65	282.75	273.25	283.05	278.45
1453	283.15	282.85	273.35	283.85	278.44
1454	283.25	284.35	273.95	283.85	278.44
1455	283.95	284.65	274.15	284.05	278.44
1456	283.55	284.95	275.65	283.95	278.44
1457	282.65	285.15	276.55	284.05	278.45
1458	281.25	285.35	276.65	284.55	278.44
1459	281.45	284.95	276.55	284.65	278.45
1460	281.45	284.05	276.55	284.15	278.44
1461	280.45	282.45	275.15	283.95	278.45
1462	279.95	281.35	274.45	283.75	278.46
1463	279.55	280.45	273.35	283.35	278.46
1464	277.75	279.85	272.55	283.05	278.46
1465	277.65	279.55	273.15	283.15	278.45
1466	277.95	279.05	273.75	282.75	278.44
1467	277.55	278.25	273.65	282.15	278.45
1468	277.05	277.65	273.45	281.55	278.45
1469	277.05	277.45	273.25	281.15	278.46
1470	276.65	278.05	273.25	280.75	278.48
1471	276.65	278.05	273.55	280.25	278.47
1472	276.45	277.65	273.65	280.25	278.49
1473	276.45	277.35	273.55	280.25	278.49
1474	276.85	278.45	274.35	280.45	278.49
1475	276.85	279.45	275.05	281.65	278.49
1476	277.25	280.35	275.65	283.45	278.5
1477	276.75	281.35	276.05	285.25	278.5
1478	277.65	281.35	277.15	286.85	278.49
1479	278.55	281.85	277.75	287.35	278.5
1480	279.85	282.75	277.45	287.55	278.5
1481	278.85	283.45	277.65	288.05	278.5
1482	277.75	283.55	277.45	288.55	278.51
1483	278.45	283.35	277.65	288.35	278.5
1484	278.65	282.65	277.25	287.05	278.51
1485	278.45	281.75	277.25	285.85	278.51
1486	278.55	280.95	277.05	285.55	278.51
1487	278.65	280.35	277.85	284.65	278.51
1488	278.55	280.05	277.95	284.45	278.51
1489	278.15	279.75	276.85	283.85	278.51
1490	278.15	279.45	276.95	283.45	278.51
1491	277.55	279.05	276.85	284.25	278.51
1492	276.95	279.05	276.25	284.65	278.52
1493	276.55	278.85	276.45	284.15	278.52
1494	276.65	279.05	276.55	283.95	278.53
1495	276.45	278.85	276.65	284.55	278.55
1496	276.15	278.15	276.65	285.05	278.56
1497	276.55	278.15	276.65	287.45	278.55
1498	277.65	278.75	277.05	287.15	278.55
1499	278.05	280.95	277.55	285.45	278.55
1500	278.85	282.85	278.45	283.55	278.56
1501	278.95	282.95	278.65	284.35	278.54
1502	278.25	285.25	279.85	284.55	278.56
1503	278.05	285.85	278.85	285.45	278.57
1504	277.95	285.85	278.85	285.65	278.57
1505	279.05	284.65	278.25	283.25	278.56
1506	279.05	284.75	277.05	284.05	278.58
1507	279.45	282.75	277.15	283.55	278.57
1508	279.35	282.05	277.65	282.95	278.56
1509	279.15	281.65	277.65	283.25	278.56
1510	279.25	281.05	277.15	283.15	278.57
1511	279.25	280.85	277.85	282.55	278.58
1512	278.75	280.95	277.65	282.15	278.59
1513	278.65	280.65	278.45	281.95	278.59
1514	278.85	279.95	279.25	281.65	278.59
1515	279.05	280.05	278.75	280.75	278.59
1516	278.85	280.05	278.35	280.65	278.59
1517	277.85	279.95	278.45	280.35	278.61
1518	276.35	280.05	278.35	280.75	278.6
1519	276.75	279.55	278.35	280.85	278.6
1520	277.15	279.55	278.05	280.65	278.6
1521	277.55	279.75	278.05	280.55	278.61
1522	277.75	280.45	278.75	281.75	278.6
1523	277.65	281.25	279.45	283.75	278.6
1524	278.35	282.65	280.75	285.25	278.61
1525	279.05	283.65	280.95	285.95	278.63
1526	278.85	284.65	282.55	286.85	278.62
1527	279.35	285.05	281.45	287.05	278.62
1528	279.95	283.65	281.55	287.45	278.63
1529	280.45	281.35	282.75	287.65	278.63
1530	280.05	280.25	282.45	287.15	278.63
1531	280.05	280.25	282.05	286.55	278.6
1532	279.55	281.05	280.75	285.45	278.6
1533	278.75	280.85	279.15	284.65	278.6
1534	278.25	280.85	278.35	283.35	278.61
1535	278.55	280.95	277.95	281.95	278.6
1536	278.55	280.75	277.75	280.85	278.63
1537	278.95	280.25	277.75	279.95	278.62
1538	278.25	280.05	277.55	279.25	278.62
1539	278.05	280.05	277.15	278.65	278.63
1540	277.55	280.05	276.65	278.15	278.65
1541	277.45	280.55	276.65	277.85	278.65
1542	277.95	280.75	276.85	277.45	278.64
1543	277.55	281.05	277.25	276.95	278.65
1544	277.45	281.25	277.45	276.95	278.65
1545	277.65	281.35	277.95	276.95	278.65
1546	277.45	281.35	278.85	277.95	278.64
1547	277.65	280.95	280.05	279.55	278.65
1548	278.05	280.85	280.25	280.95	278.67
1549	277.75	280.85	279.95	281.65	278.68
1550	278.05	280.25	280.05	281.85	278.69
1551	279.55	280.35	280.65	282.95	278.69
1552	280.75	280.45	280.15	283.85	278.69
1553	280.65	280.85	280.95	285.45	278.7
1554	279.85	281.95	281.05	283.75	278.69
1555	279.05	281.45	280.85	283.95	278.67
1556	279.45	280.95	280.55	283.65	278.68
1557	280.15	280.45	280.25	282.75	278.67
1558	278.95	280.05	280.15	282.35	278.67
1559	278.75	280.15	280.15	281.85	278.66
1560	278.15	280.25	280.15	281.65	278.67
1561	277.55	279.95	280.15	281.45	278.67
1562	277.05	279.75	279.75	281.55	278.68
1563	276.85	279.55	279.35	281.15	278.67
1564	276.55	279.65	279.25	280.65	278.68
1565	276.15	279.55	279.05	281.25	278.68
1566	275.55	279.05	278.75	282.35	278.7
1567	274.95	278.55	278.75	281.65	278.7
1568	274.85	277.35	279.05	281.35	278.7
1569	274.85	277.45	278.95	281.15	278.7
1570	275.85	278.05	279.75	280.85	278.71
1571	278.05	278.65	279.65	280.85	278.71
1572	279.05	279.75	280.35	282.45	278.72
1573	278.45	279.85	281.65	283.25	278.72
1574	278.85	280.75	282.75	285.75	278.71
1575	279.95	281.45	283.05	286.65	278.72
1576	280.25	282.15	282.25	286.95	278.72
1577	280.15	282.85	282.75	286.45	278.73
1578	278.95	282.15	282.45	285.05	278.71
1579	277.25	281.95	282.45	284.65	278.73
1580	277.25	281.35	281.15	283.65	278.71
1581	277.15	280.85	279.45	282.75	278.7
1582	277.35	280.35	279.65	282.25	278.71
1583	277.35	280.15	279.55	283.15	278.72
1584	277.45	280.05	279.05	283.65	278.72
1585	277.35	280.05	278.95	283.25	278.72
1586	277.25	279.55	278.65	282.65	278.73
1587	277.05	278.95	278.95	282.85	278.73
1588	276.65	277.95	278.95	282.85	278.73
1589	276.75	277.75	278.75	282.15	278.74
1590	276.85	278.25	278.65	281.85	278.73
1591	276.85	278.35	278.35	281.85	278.73
1592	276.55	278.25	277.55	282.05	278.75
1593	276.25	279.15	276.95	281.95	278.74
1594	277.45	279.75	278.45	281.95	278.76
1595	278.95	279.35	280.05	281.95	278.75
1596	278.85	279.95	280.85	282.65	278.76
1597	279.55	281.05	281.65	283.45	278.77
1598	279.35	281.55	282.95	283.55	278.76
1599	279.35	281.25	284.45	284.55	278.77
1600	279.95	280.85	286.55	286.15	278.74
1601	279.45	280.85	286.75	285.35	278.77
1602	279.05	281.15	286.45	285.25	278.76
1603	278.75	281.35	285.95	284.65	278.76
1604	278.05	281.05	285.05	283.45	278.77
1605	277.75	281.15	284.45	282.75	278.78
1606	277.65	281.15	284.05	282.75	278.75
1607	277.05	280.85	283.45	282.35	278.76
1608	276.75	280.75	282.45	282.35	278.78
1609	276.25	280.75	282.25	282.15	278.78
1610	275.85	280.95	281.95	282.05	278.79
1611	275.25	281.05	281.45	282.75	278.78
1612	274.95	281.15	281.65	282.95	278.81
1613	274.75	281.15	281.25	282.95	278.79
1614	274.75	281.35	281.55	282.85	278.81
1615	275.45	281.45	281.65	282.85	278.81
1616	275.55	281.65	281.75	282.65	278.8
1617	275.65	281.85	281.65	282.35	278.81
1618	276.85	282.55	282.55	282.35	278.81
1619	278.35	283.25	282.95	282.65	278.81
1620	278.45	283.35	284.15	282.95	278.82
1621	277.75	283.35	285.35	284.15	278.82
1622	278.35	284.15	287.25	284.55	278.82
1623	279.05	285.35	288.35	284.45	278.82
1624	279.55	285.75	288.55	284.75	278.83
1625	280.15	286.35	288.65	285.15	278.83
1626	280.55	286.25	288.75	284.65	278.81
1627	279.65	285.65	287.85	284.55	278.82
1628	279.55	285.95	286.55	284.55	278.8
1629	279.65	285.85	285.75	284.35	278.79
1630	279.45	285.45	285.75	283.75	278.81
1631	279.35	285.15	285.65	283.65	278.81
1632	278.65	284.65	285.45	283.95	278.82
1633	278.35	284.45	285.15	284.15	278.82
1634	277.75	284.35	284.95	283.85	278.81
1635	277.15	284.25	284.75	283.65	278.81
1636	276.35	284.35	284.25	283.65	278.83
1637	275.65	284.05	283.85	283.95	278.84
1638	275.35	283.75	284.05	284.15	278.84
1639	275.15	283.15	283.75	285.25	278.84
1640	274.75	282.85	282.55	285.55	278.84
1641	274.65	282.65	282.55	285.95	278.85
1642	276.45	283.35	282.85	286.35	278.85
1643	277.65	284.65	283.15	286.65	278.86
1644	279.15	285.65	282.35	287.15	278.86
1645	280.35	286.65	282.25	287.25	278.87
1646	280.95	287.75	282.45	286.65	278.87
1647	282.05	288.05	282.85	287.25	278.87
1648	282.95	288.85	283.55	287.45	278.87
1649	283.95	289.15	284.85	287.15	278.86
1650	284.25	288.95	285.45	287.05	278.86
1651	283.55	288.25	284.25	287.05	278.86
1652	281.95	287.45	284.35	286.65	278.86
1653	280.95	285.55	283.55	286.15	278.87
1654	280.15	284.15	283.15	284.95	278.89
1655	279.65	283.85	282.55	282.65	278.9
1656	279.15	282.55	281.85	282.45	278.89
1657	279.25	281.65	282.25	282.15	278.9
1658	279.45	281.05	281.75	281.65	278.9
1659	279.65	280.85	281.15	281.55	278.9
1660	279.75	280.15	281.25	281.05	278.89
1661	279.65	279.15	280.85	280.35	278.9
1662	279.45	278.15	281.05	280.25	278.9
1663	279.45	277.65	281.05	280.25	278.89
1664	278.95	278.55	281.05	280.55	278.89
1665	278.45	279.15	280.45	280.45	278.89
1666	278.85	280.45	280.75	279.75	278.92
1667	279.85	281.35	281.05	277.65	278.92
1668	280.65	282.05	281.35	278.75	278.92
1669	281.85	282.45	281.15	277.95	278.92
1670	283.15	284.15	280.95	278.15	278.93
1671	284.05	284.75	281.45	279.05	278.93
1672	284.35	285.15	281.75	279.15	278.94
1673	285.05	286.35	281.75	278.65	278.93
1674	284.55	286.45	282.15	277.35	278.95
1675	283.35	286.05	281.45	277.45	278.95
1676	282.55	285.35	281.75	277.25	278.95
1677	282.15	285.75	281.55	277.65	278.94
1678	281.65	284.65	280.95	278.05	278.96
1679	281.25	282.95	280.95	278.35	278.96
1680	281.05	282.05	280.45	277.85	278.96
1681	280.75	281.75	279.85	277.75	278.95
1682	280.85	281.65	279.75	277.45	278.95
1683	280.85	281.35	279.95	276.85	278.95
1684	280.75	280.75	280.35	276.55	278.95
1685	280.55	280.25	280.35	276.25	278.95
1686	280.35	279.75	281.05	275.85	278.97
1687	280.15	279.55	281.45	275.55	278.97
1688	279.95	279.45	281.65	275.05	278.98
1689	279.85	279.55	281.75	274.85	278.96
1690	280.15	280.85	282.05	276.25	278.96
1691	280.55	281.55	283.05	277.95	278.99
1692	280.95	283.25	284.95	278.95	278.99
1693	281.75	283.45	286.35	279.75	279
1694	282.85	284.25	286.55	280.25	279
1695	284.05	285.35	286.85	281.45	279.01
1696	283.55	286.45	284.65	283.25	279.01
1697	283.25	287.05	284.05	283.45	279.01
1698	282.85	286.85	284.05	283.85	279.01
1699	282.15	286.95	283.75	283.05	279.02
1700	281.45	286.15	283.75	282.35	279.02
1701	281.05	285.05	283.75	281.35	279.01
1702	280.85	284.75	283.05	281.15	279.01
1703	280.85	283.85	282.55	282.25	279.01
1704	280.65	283.05	282.45	284.05	279.01
1705	280.75	282.35	282.45	284.75	279.03
1706	280.65	281.65	281.85	283.95	279.03
1707	280.45	281.05	281.15	281.25	279.03
1708	280.25	280.65	281.25	280.65	279.04
1709	279.85	280.25	281.15	280.45	279.05
1710	279.35	280.05	281.05	280.05	279.04
1711	279.45	279.85	280.65	279.25	279.06
1712	279.65	279.35	280.55	279.55	279.07
1713	279.65	280.25	280.65	279.85	279.07
1714	279.45	282.05	280.95	279.75	279.08
1715	279.45	282.15	281.15	281.35	279.08
1716	280.25	283.45	280.95	281.45	279.08
1717	280.95	284.35	281.55	283.15	279.08
1718	280.75	285.35	282.85	283.65	279.08
1719	281.15	287.05	282.75	282.45	279.08
1720	281.65	287.75	283.05	282.15	279.09
1721	282.15	288.45	283.15	280.85	279.09
1722	281.55	288.85	283.25	280.25	279.09
1723	281.35	288.65	282.75	281.25	279.1
1724	281.35	287.65	282.25	280.85	279.09
1725	281.15	286.75	281.75	279.95	279.1
1726	280.65	286.35	281.15	279.75	279.11
1727	279.85	286.05	281.25	279.35	279.1
1728	279.65	284.85	281.15	278.95	279.11
1729	279.35	283.35	280.95	279.25	279.11
1730	279.05	282.25	280.95	278.55	279.12
1731	278.75	281.25	281.05	278.55	279.11
1732	278.55	280.55	280.75	278.75	279.12
1733	278.85	280.05	280.95	278.45	279.13
1734	279.25	279.85	280.75	278.25	279.14
1735	279.25	279.45	280.65	278.35	279.12
1736	279.35	278.95	279.95	278.65	279.13
1737	279.45	278.95	280.65	278.95	279.13
1738	279.95	280.85	280.25	279.75	279.16
1739	280.45	282.55	279.95	279.65	279.16
1740	281.35	283.75	281.15	279.75	279.17
1741	281.95	285.95	282.85	279.95	279.17
1742	281.35	286.65	283.05	280.25	279.17
1743	281.65	286.85	283.45	280.45	279.17
1744	281.75	288.55	284.05	280.25	279.17
1745	281.85	289.05	284.75	279.95	279.17
1746	281.35	289.55	285.05	279.25	279.17
1747	281.15	289.25	284.85	279.05	279.18
1748	280.25	288.15	284.05	279.15	279.17
1749	279.75	286.45	282.75	279.15	279.19
1750	279.75	285.55	281.45	279.45	279.18
1751	279.85	284.95	280.85	279.75	279.18
1752	279.75	284.65	280.25	280.15	279.18
1753	279.45	284.15	279.65	281.05	279.19
1754	279.55	282.25	279.35	281.65	279.18
1755	278.75	280.95	278.85	281.95	279.2
1756	277.65	280.75	278.55	282.45	279.19
1757	276.85	280.45	278.25	282.65	279.2
1758	276.35	280.25	278.35	281.85	279.2
1759	275.75	280.05	278.85	281.75	279.2
1760	275.45	279.35	279.05	281.55	279.21
1761	275.75	279.55	279.45	281.55	279.2
1762	277.55	281.35	279.85	283.05	279.21
1763	278.55	283.25	279.65	283.75	279.23
1764	279.85	283.65	279.55	284.35	279.23
1765	280.35	285.35	280.35	284.85	279.25
1766	281.05	286.35	281.05	285.35	279.26
1767	282.05	287.85	282.25	285.95	279.26
1768	282.45	289.25	282.15	286.55	279.26
1769	282.95	290.25	282.75	287.15	279.27
1770	282.55	290.55	282.65	286.95	279.27
1771	282.25	289.45	282.25	286.25	279.27
1772	280.65	288.35	281.75	285.25	279.27
1773	280.55	287.25	281.45	285.35	279.27
1774	279.85	286.45	281.45	285.95	279.27
1775	278.55	285.35	280.65	285.85	279.27
1776	277.75	284.75	280.05	285.55	279.28
1777	277.45	283.95	279.95	285.05	279.27
1778	277.35	283.25	279.95	283.85	279.28
1779	277.25	282.85	280.25	283.65	279.29
1780	277.05	282.15	279.65	283.55	279.28
1781	276.95	281.65	279.75	283.25	279.29
1782	276.85	281.05	280.15	283.15	279.29
1783	276.65	280.75	279.95	283.15	279.28
1784	276.55	280.25	279.75	283.15	279.28
1785	276.55	280.15	280.25	283.55	279.29
1786	275.95	282.15	281.25	284.95	279.32
1787	275.75	283.65	282.05	286.35	279.33
1788	276.55	284.85	282.55	287.85	279.33
1789	277.55	285.65	283.95	288.85	279.32
1790	278.05	286.75	285.25	289.45	279.35
1791	278.15	287.45	286.05	290.45	279.35
1792	278.75	288.35	286.75	291.55	279.35
1793	279.45	289.05	286.95	291.65	279.36
1794	279.95	289.65	287.15	291.75	279.36
1795	280.05	289.45	286.05	291.35	279.37
1796	279.85	288.45	285.05	290.05	279.37
1797	279.35	286.95	283.85	288.15	279.38
1798	278.95	285.75	282.85	286.65	279.37
1799	278.95	284.65	282.85	286.05	279.38
1800	278.95	283.75	282.45	285.65	279.38
1801	279.05	283.15	282.25	285.25	279.37
1802	278.95	282.75	282.35	284.45	279.39
1803	278.85	282.25	282.25	283.75	279.39
1804	278.55	281.85	282.05	283.35	279.38
1805	278.15	281.45	281.45	283.35	279.4
1806	277.35	280.85	281.05	283.45	279.41
1807	276.55	280.55	281.15	284.35	279.41
1808	276.05	280.15	281.25	285.25	279.41
1809	276.35	281.25	281.45	284.35	279.43
1810	277.85	284.25	281.65	284.65	279.43
1811	279.75	286.55	282.15	286.25	279.44
1812	281.95	288.15	281.75	288.85	279.45
1813	281.25	289.65	281.55	289.85	279.46
1814	281.85	291.65	282.15	290.05	279.45
1815	282.75	294.05	281.95	290.95	279.48
1816	284.05	294.85	281.45	289.95	279.48
1817	284.85	294.45	281.15	285.75	279.48
1818	285.55	292.65	281.35	283.35	279.49
1819	285.45	291.05	281.25	282.95	279.49
1820	284.35	290.05	281.05	283.05	279.5
1821	282.75	289.65	280.75	280.95	279.51
1822	281.65	289.35	280.65	280.65	279.51
1823	280.75	288.15	280.55	281.05	279.51
1824	280.15	287.45	280.45	281.35	279.51
1825	279.55	287.65	280.05	281.05	279.52
1826	278.85	287.85	279.95	279.95	279.52
1827	277.95	286.45	279.75	279.65	279.52
1828	277.35	285.95	279.55	280.15	279.52
1829	276.85	286.05	279.05	279.65	279.52
1830	276.25	286.15	278.15	279.35	279.52
1831	275.95	284.95	277.45	278.95	279.51
1832	275.65	284.55	277.35	279.15	279.51
1833	276.15	284.45	277.35	279.55	279.52
1834	278.55	284.35	277.25	280.85	279.55
1835	279.85	284.45	277.75	281.45	279.57
1836	281.25	284.45	278.15	281.85	279.57
1837	282.25	284.35	278.95	283.65	279.58
1838	283.55	285.35	278.95	282.45	279.58
1839	284.65	285.85	279.45	282.85	279.58
1840	285.75	285.45	280.25	283.35	279.58
1841	286.55	284.45	279.75	283.05	279.58
1842	286.85	284.85	279.45	283.35	279.59
1843	286.85	285.05	279.15	281.05	279.58
1844	286.25	284.95	278.65	281.25	279.61
1845	284.35	284.05	278.35	280.45	279.59
1846	283.35	284.05	278.05	279.95	279.61
1847	281.95	284.25	277.75	279.45	279.61
1848	280.95	284.45	277.45	279.45	279.62
1849	279.95	283.55	277.35	279.25	279.61
1850	278.95	283.65	277.05	278.25	279.62
1851	278.15	283.65	277.05	277.75	279.6
1852	277.35	283.75	277.05	277.35	279.61
1853	276.85	283.85	276.95	276.95	279.61
1854	276.45	283.75	276.45	276.85	279.62
1855	276.15	283.65	276.15	276.75	279.62
1856	275.95	283.85	276.05	276.35	279.63
1857	276.25	283.65	276.05	276.65	279.66
1858	278.75	284.45	276.25	277.95	279.63
1859	280.95	285.25	276.35	279.95	279.66
1860	282.25	287.55	278.15	280.35	279.65
1861	283.35	288.85	279.05	281.55	279.67
1862	284.45	289.15	278.65	282.25	279.66
1863	285.05	290.45	279.45	283.75	279.68
1864	286.25	290.95	279.35	283.75	279.68
1865	287.25	290.85	279.55	284.05	279.7
1866	287.55	290.55	279.55	283.95	279.69
1867	287.65	290.05	278.75	283.95	279.69
1868	286.85	289.35	278.05	282.95	279.69
1869	284.85	288.85	277.35	281.55	279.69
1870	283.05	288.15	276.45	280.95	279.69
1871	282.15	287.25	275.95	280.25	279.71
1872	281.25	286.45	275.95	279.55	279.7
1873	280.55	285.95	275.75	278.65	279.7
1874	279.75	285.05	275.65	278.25	279.7
1875	279.25	284.25	274.95	277.95	279.72
1876	278.95	283.75	274.45	278.05	279.72
1877	278.25	283.65	274.15	277.45	279.72
1878	278.45	283.65	274.15	277.25	279.74
1879	278.05	284.35	274.15	277.15	279.74
1880	277.45	284.75	273.95	277.05	279.74
1881	277.75	284.95	274.35	277.75	279.73
1882	278.95	284.95	274.65	279.15	279.74
1883	279.95	286.55	276.15	280.35	279.74
1884	278.95	287.65	277.25	282.15	279.74
1885	279.85	287.95	277.25	283.65	279.73
1886	280.45	288.95	278.05	284.85	279.75
1887	282.25	289.95	277.25	285.75	279.72
1888	283.55	290.95	277.55	286.15	279.73
1889	284.35	291.15	278.05	286.25	279.77
1890	284.55	291.55	278.05	286.05	279.75
1891	284.85	290.65	277.55	285.45	279.78
1892	284.35	288.95	277.05	284.25	279.79
1893	283.45	288.45	276.75	282.65	279.8
1894	282.95	287.55	276.25	281.85	279.8
1895	282.85	286.75	275.65	281.25	279.81
1896	282.55	285.75	275.25	280.45	279.81
1897	281.15	285.25	275.75	280.05	279.81
1898	280.55	284.75	275.45	280.05	279.81
1899	279.85	284.35	274.95	279.45	279.82
1900	279.15	283.65	274.85	278.75	279.81
1901	278.55	283.45	274.75	278.35	279.81
1902	278.15	284.15	274.85	277.65	279.81
1903	277.55	284.65	274.95	277.55	279.81
1904	277.05	284.95	274.95	276.95	279.81
1905	277.35	285.05	274.95	277.25	279.82
1906	279.05	285.75	275.45	279.75	279.83
1907	280.85	286.85	275.95	281.65	279.83
1908	281.55	288.15	276.45	282.85	279.82
1909	281.95	287.95	277.05	283.45	279.85
1910	282.85	288.75	276.95	283.35	279.85
