Timestep	2016	2017	2018	2019	ground
4630	291.55	297.45	299.35	299.15	290.28
4631	291.55	296.25	298.45	298.55	290.29
4632	291.45	296.25	297.25	298.05	290.28
4633	291.05	295.55	296.15	297.55	290.3
4634	290.45	295.35	295.15	296.75	290.29
4635	289.75	294.45	294.05	295.95	290.28
4636	289.45	293.65	293.15	295.25	290.29
4637	289.05	293.05	292.25	294.65	290.3
4638	289.15	292.35	291.55	294.25	290.31
4639	288.85	291.75	291.05	293.95	290.32
4640	289.25	291.85	290.95	293.15	290.32
4641	289.65	293.45	291.75	294.05	290.35
4642	291.15	294.05	293.55	294.95	290.35
4643	292.65	295.95	295.45	295.55	290.36
4644	294.25	297.65	296.45	296.85	290.36
4645	294.05	296.45	297.95	297.95	290.36
4646	293.95	297.55	298.45	298.65	290.34
4647	294.55	298.45	299.95	298.35	290.35
4648	294.25	298.75	300.65	298.75	290.34
4649	293.25	299.45	301.45	298.95	290.36
4650	292.65	299.75	302.45	299.25	290.38
4651	293.05	299.45	302.25	299.15	290.37
4652	292.45	299.15	302.15	298.15	290.36
4653	291.25	298.65	302.25	297.85	290.38
4654	290.45	298.55	301.55	296.35	290.37
4655	289.65	298.15	300.85	295.75	290.38
4656	289.15	297.45	299.65	294.75	290.36
4657	288.95	296.85	298.85	294.25	290.38
4658	289.05	296.15	297.85	293.35	290.38
4659	288.85	295.25	296.85	292.65	290.37
4660	288.75	294.75	295.95	292.05	290.38
4661	288.65	294.35	295.05	291.75	290.37
4662	288.35	294.65	294.25	291.25	290.37
4663	288.05	294.25	293.35	290.25	290.39
4664	288.25	293.95	293.25	289.95	290.4
4665	288.35	294.55	294.45	290.95	290.41
4666	288.55	296.35	296.25	292.75	290.42
4667	289.35	297.55	298.15	294.95	290.41
4668	290.85	297.85	299.05	295.55	290.42
4669	291.65	299.45	299.75	297.25	290.42
4670	293.05	300.35	300.75	298.15	290.41
4671	292.25	301.25	302.15	298.15	290.43
4672	291.35	301.25	302.65	298.65	290.43
4673	291.45	301.85	303.35	299.05	290.45
4674	291.25	301.25	303.75	299.25	290.43
4675	290.75	299.95	304.25	298.85	290.44
4676	290.95	299.75	303.65	295.75	290.44
4677	291.05	298.25	304.05	294.15	290.44
4678	290.55	296.75	303.45	293.65	290.43
4679	290.05	295.45	300.15	293.65	290.43
4680	289.55	294.85	297.75	292.75	290.44
4681	289.45	294.65	297.45	291.55	290.45
4682	289.35	294.35	297.35	291.85	290.45
4683	288.65	293.85	296.65	290.65	290.46
4684	287.25	292.85	296.35	290.65	290.46
4685	286.55	292.35	295.55	290.65	290.48
4686	286.25	291.55	294.75	290.15	290.49
4687	285.65	290.85	294.25	290.25	290.5
4688	285.65	290.55	294.15	290.55	290.5
4689	286.45	291.05	294.95	290.25	290.52
4690	289.45	293.15	296.25	290.65	290.52
4691	292.15	294.85	297.15	291.65	290.51
4692	292.95	296.05	297.95	292.15	290.51
4693	292.85	297.55	297.85	293.25	290.52
4694	292.45	297.65	299.65	294.05	290.51
4695	292.75	297.55	300.85	295.15	290.53
4696	293.45	298.25	301.55	295.65	290.53
4697	293.35	298.55	302.85	296.15	290.52
4698	293.35	298.85	301.35	296.75	290.54
4699	293.95	298.45	300.65	296.85	290.53
4700	293.95	297.85	297.55	297.35	290.53
4701	293.15	296.95	294.95	297.15	290.53
4702	292.35	296.15	294.65	296.45	290.53
4703	291.25	295.05	294.65	295.25	290.51
4704	290.45	294.25	294.05	294.35	290.5
4705	289.55	293.25	293.45	293.55	290.5
4706	288.95	292.75	293.05	292.95	290.51
4707	288.25	292.25	292.45	292.15	290.53
4708	287.75	291.65	292.15	291.55	290.52
4709	287.25	291.15	291.65	290.85	290.52
4710	286.65	290.55	291.15	290.25	290.51
4711	286.15	290.35	290.75	289.75	290.53
4712	286.35	290.45	290.65	289.55	290.53
4713	287.25	292.05	291.55	290.55	290.52
4714	288.75	293.35	293.45	292.65	290.54
4715	290.95	294.35	294.55	294.75	290.56
4716	292.75	294.35	294.95	294.95	290.55
4717	294.35	295.05	295.75	296.45	290.56
4718	295.05	296.05	297.85	297.15	290.56
4719	294.95	298.15	299.25	297.75	290.58
4720	296.25	298.25	299.65	298.95	290.59
4721	296.25	298.85	300.55	299.75	290.59
4722	297.05	299.85	301.95	300.65	290.59
4723	297.35	299.75	303.05	300.85	290.57
4724	296.95	300.05	302.55	300.65	290.59
4725	296.45	299.85	302.15	300.65	290.59
4726	295.35	299.65	301.45	299.95	290.57
4727	293.95	298.35	299.85	298.55	290.58
4728	292.85	297.15	298.35	297.55	290.59
4729	292.25	296.35	297.05	296.25	290.59
4730	291.35	295.35	295.95	295.25	290.58
4731	290.45	294.35	295.05	294.05	290.57
4732	289.85	293.65	294.45	292.75	290.58
4733	289.25	292.95	293.75	291.85	290.58
4734	288.65	292.25	293.75	291.25	290.6
4735	288.15	291.55	293.65	290.45	290.6
4736	288.15	291.05	293.75	289.95	290.62
4737	288.85	291.85	294.65	291.05	290.62
4738	290.85	293.95	296.45	293.25	290.63
4739	293.95	296.05	298.55	295.55	290.63
4740	293.85	296.95	300.15	297.05	290.63
4741	295.35	298.05	302.55	298.65	290.64
4742	296.85	299.25	303.05	299.65	290.65
4743	297.55	300.35	303.05	299.95	290.65
4744	298.75	300.85	300.75	301.55	290.65
4745	299.15	301.75	301.35	302.45	290.65
4746	300.05	302.55	303.05	302.95	290.64
4747	300.45	302.55	302.65	303.15	290.64
4748	300.65	302.45	301.95	302.85	290.67
4749	300.65	302.65	301.15	301.75	290.67
4750	300.45	301.55	300.75	300.65	290.67
4751	299.05	300.25	299.05	299.65	290.68
4752	297.45	299.25	297.65	297.75	290.69
4753	296.15	298.15	296.65	295.95	290.67
4754	295.15	297.25	295.85	294.75	290.67
4755	293.95	296.15	295.05	293.65	290.67
4756	292.85	295.35	294.25	292.85	290.67
4757	291.85	294.45	293.65	292.35	290.68
4758	291.05	293.85	293.05	292.15	290.69
4759	290.45	293.45	292.35	291.75	290.68
4760	290.15	293.35	292.05	291.35	290.67
4761	290.85	294.05	292.85	292.35	290.69
4762	293.25	295.55	294.85	294.05	290.7
4763	295.75	297.25	297.05	296.55	290.72
4764	296.65	298.55	297.55	298.45	290.75
4765	298.15	298.95	298.95	300.25	290.73
4766	299.35	300.45	300.25	301.05	290.74
4767	300.25	302.15	301.05	301.05	290.75
4768	301.25	303.05	301.55	301.05	290.74
4769	301.85	304.35	302.35	301.75	290.75
4770	303.05	306.45	302.65	302.25	290.74
4771	303.45	306.95	303.05	301.45	290.74
4772	303.45	306.55	302.95	301.45	290.75
4773	303.55	305.95	302.75	302.15	290.74
4774	302.55	304.25	302.15	300.45	290.75
4775	301.05	303.05	300.75	299.35	290.75
4776	299.75	302.15	299.45	298.45	290.75
4777	298.45	300.75	298.35	297.45	290.75
4778	297.45	299.55	297.35	296.55	290.76
4779	296.45	298.45	296.45	295.75	290.77
4780	295.55	297.75	295.95	294.85	290.75
4781	294.55	296.75	295.85	294.15	290.78
4782	293.45	296.25	295.45	293.65	290.76
4783	292.75	295.85	294.95	293.05	290.79
4784	292.15	295.95	294.75	292.95	290.79
4785	292.75	296.55	295.55	294.05	290.8
4786	295.05	297.15	296.85	295.75	290.8
4787	297.25	300.35	297.85	298.35	290.8
4788	298.45	300.95	299.95	301.05	290.8
4789	298.95	301.45	302.25	303.05	290.82
4790	299.85	303.55	300.85	302.05	290.83
4791	301.35	305.35	301.15	303.05	290.84
4792	302.55	306.75	301.95	302.95	290.84
4793	303.25	306.75	302.65	303.45	290.85
4794	303.85	306.15	303.15	302.85	290.85
4795	304.15	305.85	303.55	303.05	290.84
4796	304.35	305.95	303.35	303.15	290.84
4797	304.25	304.95	302.65	303.25	290.84
4798	303.55	303.55	302.05	302.45	290.84
4799	301.85	302.05	301.15	300.95	290.85
4800	299.95	301.25	300.15	299.55	290.85
4801	298.35	300.55	299.05	298.15	290.84
4802	297.15	299.65	298.35	297.35	290.86
4803	296.15	298.55	297.55	297.05	290.85
4804	295.35	298.65	296.65	295.85	290.85
4805	294.65	297.65	295.55	294.75	290.85
4806	293.85	296.65	294.75	293.95	290.88
4807	293.05	296.25	294.15	293.85	290.89
4808	292.75	295.35	294.15	293.25	290.88
4809	293.15	293.35	295.25	294.15	290.88
4810	295.65	293.05	296.85	295.75	290.89
4811	297.75	294.75	299.35	297.45	290.89
4812	299.35	296.35	301.15	298.95	290.89
4813	300.95	298.55	301.85	301.05	290.89
4814	302.85	300.25	302.55	303.45	290.89
4815	304.85	301.75	299.85	306.45	290.91
4816	305.25	303.75	298.55	306.65	290.9
4817	305.85	302.55	298.35	305.65	290.9
4818	306.75	302.15	298.85	306.05	290.9
4819	306.55	301.95	300.25	306.15	290.9
4820	306.35	301.35	299.25	305.75	290.9
4821	305.75	300.65	297.25	304.25	290.91
4822	304.45	299.45	295.55	302.95	290.9
4823	303.05	298.75	294.55	301.75	290.92
4824	302.55	298.15	294.05	300.95	290.9
4825	301.65	297.35	293.95	300.35	290.9
4826	301.05	296.85	294.05	300.05	290.91
4827	301.25	296.85	293.85	299.95	290.94
4828	300.75	296.35	293.95	299.35	290.93
4829	299.45	296.25	293.95	298.05	290.93
4830	298.25	295.85	293.65	297.15	290.92
4831	297.35	295.15	293.45	296.75	290.93
4832	297.05	294.75	293.65	296.75	290.92
4833	297.45	295.25	294.05	296.85	290.93
4834	298.35	296.35	294.45	297.75	290.94
4835	298.55	297.75	295.15	299.25	290.94
4836	299.05	297.65	294.65	300.55	290.95
4837	300.45	298.35	294.85	301.55	290.96
4838	300.35	299.45	295.85	302.45	290.96
4839	301.65	300.85	296.65	303.85	290.96
4840	302.15	301.45	296.85	304.25	290.95
4841	302.05	300.65	299.05	305.25	290.96
4842	301.05	297.65	296.75	305.45	290.96
4843	301.05	296.75	297.55	304.95	290.96
4844	299.65	297.35	297.95	304.45	290.94
4845	298.45	296.25	296.75	304.15	290.95
4846	298.35	296.15	296.55	303.45	290.95
4847	298.05	295.45	296.05	302.05	290.96
4848	297.05	294.35	295.25	300.75	290.95
4849	297.35	293.75	294.65	299.65	290.95
4850	297.35	293.25	293.85	298.65	290.96
4851	296.75	293.65	293.15	297.65	290.97
4852	296.35	293.15	292.55	296.85	290.96
4853	296.35	292.45	291.95	296.15	290.96
4854	295.95	292.15	291.35	295.55	290.97
4855	295.55	292.25	291.05	294.95	290.97
4856	295.25	292.05	291.05	294.75	290.98
4857	295.75	293.25	291.85	295.65	290.97
4858	296.45	294.65	293.95	297.25	290.99
4859	296.85	295.25	297.05	298.85	290.99
4860	296.45	295.75	298.95	298.95	291
4861	295.05	297.15	299.65	300.55	291
4862	293.65	298.45	299.75	301.75	291
4863	294.55	299.35	300.45	302.65	291.01
4864	295.55	300.25	300.95	303.55	290.99
4865	295.75	301.05	300.75	304.45	291.02
4866	296.55	301.55	300.95	304.35	291.02
4867	296.35	300.05	301.45	305.05	291.02
4868	296.65	299.95	301.25	305.15	291.02
4869	296.95	299.95	300.65	304.25	291.02
4870	296.55	298.95	300.35	303.65	291.02
4871	294.45	296.85	299.15	302.65	291.01
4872	294.05	295.95	298.25	301.75	291.01
4873	293.85	295.85	297.55	300.85	291.02
4874	293.65	295.45	296.55	299.85	291.03
4875	293.05	294.05	296.05	298.85	291.03
4876	292.75	294.05	295.55	297.95	291.04
4877	292.75	293.95	294.95	297.25	291.02
4878	292.95	293.85	294.15	296.55	291.05
4879	292.95	293.95	293.55	295.75	291.03
4880	293.15	293.75	293.15	295.15	291.04
4881	293.45	293.35	293.95	295.95	291.04
4882	294.45	293.95	296.05	297.35	291.04
4883	295.65	294.25	298.35	298.75	291.04
4884	296.75	294.65	298.35	299.95	291.04
4885	298.55	296.05	299.35	301.25	291.07
4886	297.65	297.75	301.65	302.25	291.05
4887	298.85	298.35	302.85	303.35	291.07
4888	299.75	299.35	302.95	305.35	291.08
4889	299.85	299.85	302.25	306.35	291.08
4890	300.55	300.05	302.45	306.05	291.08
4891	301.05	299.75	303.05	306.25	291.08
4892	298.35	299.05	302.95	306.65	291.08
4893	296.75	297.65	302.55	306.85	291.08
4894	296.55	297.55	301.65	306.35	291.09
4895	297.05	297.05	300.05	304.55	291.08
4896	296.45	296.45	298.95	302.75	291.09
4897	295.85	295.85	298.15	301.55	291.1
4898	295.85	295.15	297.55	300.55	291.09
4899	295.75	294.45	296.75	299.65	291.08
4900	295.55	294.35	296.05	299.05	291.09
4901	295.35	293.55	295.35	298.05	291.1
4902	294.85	292.85	294.65	297.45	291.1
4903	294.35	292.55	293.95	296.35	291.1
4904	293.95	292.65	293.55	296.25	291.11
4905	294.75	292.25	294.35	296.85	291.1
4906	295.55	292.05	295.95	298.75	291.09
4907	296.55	291.85	297.25	300.85	291.1
4908	296.25	291.95	298.25	302.65	291.13
4909	296.85	292.65	299.65	304.45	291.1
4910	297.85	293.75	300.55	306.35	291.12
4911	298.95	293.45	301.85	307.55	291.1
4912	299.95	294.45	303.35	308.45	291.12
4913	300.15	294.85	304.25	309.45	291.13
4914	300.65	294.45	305.45	309.65	291.11
4915	300.55	294.45	305.75	309.45	291.11
4916	299.95	294.65	305.45	309.05	291.13
4917	298.85	293.65	304.75	308.35	291.12
4918	298.45	293.45	302.35	307.45	291.13
4919	297.55	292.25	301.65	305.95	291.11
4920	297.05	292.15	301.15	304.25	291.13
4921	296.35	291.55	300.35	302.45	291.13
4922	295.95	291.25	299.35	301.05	291.12
4923	295.65	290.85	298.85	299.85	291.12
4924	295.15	290.95	298.15	298.75	291.12
4925	294.25	290.55	297.75	297.95	291.12
4926	293.55	290.25	297.15	296.85	291.12
4927	293.15	289.95	297.25	295.95	291.12
4928	293.15	290.25	296.55	295.55	291.12
4929	293.95	290.45	296.65	297.15	291.12
4930	295.95	290.45	297.75	298.75	291.12
4931	297.55	290.95	299.05	300.95	291.12
4932	297.55	293.25	299.25	302.05	291.14
4933	299.05	293.65	300.85	303.65	291.14
4934	300.35	293.95	301.85	304.55	291.14
4935	300.55	293.95	303.05	305.95	291.14
4936	301.05	292.75	304.25	307.35	291.15
4937	301.65	293.15	304.65	308.15	291.14
4938	301.75	293.65	304.65	308.25	291.15
4939	301.35	294.75	304.25	308.25	291.14
4940	300.95	293.95	304.15	308.75	291.14
4941	300.45	293.65	303.75	308.45	291.13
4942	299.65	292.45	302.65	306.85	291.13
4943	299.05	291.05	301.45	305.35	291.13
4944	298.45	290.45	299.65	303.75	291.15
4945	297.75	290.55	298.55	302.45	291.15
4946	297.25	290.45	297.65	301.25	291.16
4947	296.35	290.25	296.75	300.15	291.15
4948	295.95	289.85	296.05	299.75	291.14
4949	295.65	289.45	295.35	299.55	291.13
4950	294.95	289.45	294.85	298.45	291.15
4951	294.15	289.65	294.25	298.75	291.16
4952	293.65	289.85	293.95	297.95	291.16
4953	294.25	290.15	294.45	298.75	291.17
4954	295.95	290.95	296.55	299.25	291.17
4955	298.55	292.55	299.15	301.35	291.16
4956	298.25	294.95	299.75	302.35	291.16
4957	299.85	295.35	301.15	303.85	291.17
4958	299.85	294.95	302.95	304.85	291.16
4959	300.75	296.35	304.25	306.35	291.16
4960	301.25	295.85	306.15	307.55	291.16
4961	301.65	297.05	307.05	308.05	291.16
4962	302.05	297.75	307.85	308.85	291.16
4963	302.35	297.65	307.65	308.05	291.17
4964	301.65	297.15	307.35	307.85	291.16
4965	301.35	296.35	306.55	303.35	291.16
4966	300.15	295.75	304.75	297.85	291.16
4967	299.15	294.95	302.95	296.75	291.16
4968	298.65	293.85	301.55	297.25	291.15
4969	298.05	292.95	300.15	296.35	291.17
4970	297.75	292.65	298.95	296.45	291.16
4971	297.25	292.75	298.05	296.35	291.14
4972	296.85	293.15	296.95	295.75	291.16
4973	296.65	293.25	296.15	295.45	291.15
4974	295.85	292.95	295.05	294.75	291.16
4975	295.05	292.95	294.55	294.65	291.15
4976	294.95	292.75	293.95	294.65	291.16
4977	295.55	292.65	294.75	295.55	291.18
4978	296.15	293.25	296.75	297.25	291.19
4979	297.25	293.85	299.85	296.85	291.17
4980	299.05	294.55	300.65	297.65	291.18
4981	299.45	295.45	301.55	299.15	291.18
4982	300.05	296.45	302.45	299.75	291.18
4983	300.95	298.15	303.55	299.85	291.19
4984	301.65	299.25	304.35	300.25	291.2
4985	301.55	300.15	304.75	298.25	291.17
4986	301.85	299.85	305.35	297.95	291.17
4987	300.85	299.95	305.95	298.25	291.18
4988	299.55	299.05	305.85	298.75	291.17
4989	299.25	298.75	305.65	297.75	291.17
4990	298.65	298.45	304.75	297.15	291.17
4991	297.75	298.05	303.25	296.85	291.18
4992	297.05	297.55	301.65	296.55	291.19
4993	296.25	295.45	300.15	296.25	291.19
4994	295.55	295.35	298.95	295.75	291.17
4995	294.35	295.55	298.15	293.25	291.18
4996	293.75	295.45	297.65	293.15	291.18
4997	293.35	295.65	297.15	293.05	291.19
4998	292.65	295.05	296.85	293.05	291.2
4999	292.25	294.45	296.95	292.95	291.2
5000	292.05	293.95	296.85	293.15	291.2
5001	293.05	294.35	296.55	293.35	291.21
5002	294.45	294.95	296.75	293.45	291.21
5003	295.75	295.85	297.15	293.45	291.22
5004	297.35	298.05	296.95	293.35	291.22
5005	298.05	299.45	298.25	293.55	291.22
5006	299.75	299.75	297.15	293.65	291.2
5007	301.05	300.05	297.75	293.35	291.21
5008	301.45	299.95	297.95	293.35	291.23
5009	301.45	300.15	297.75	293.05	291.23
5010	300.95	300.55	298.55	293.25	291.22
5011	301.05	299.35	298.15	292.95	291.22
5012	301.35	299.95	298.45	292.55	291.22
5013	299.95	299.45	298.45	292.65	291.22
5014	299.15	298.35	298.25	292.35	291.22
5015	298.15	297.95	297.45	292.25	291.22
5016	297.25	296.45	296.45	292.15	291.22
5017	296.75	295.25	295.75	292.15	291.22
5018	295.85	294.15	295.05	292.05	291.22
5019	295.05	293.45	294.55	292.25	291.22
5020	294.25	292.55	294.15	292.15	291.23
5021	294.35	292.05	293.75	292.05	291.23
5022	294.05	291.45	293.65	291.95	291.23
5023	293.55	290.95	293.75	291.45	291.23
5024	293.05	290.85	293.75	290.85	291.25
5025	293.45	291.85	294.55	291.25	291.24
5026	295.15	293.35	295.75	292.45	291.25
5027	297.85	295.95	297.45	294.35	291.25
5028	300.35	296.25	298.45	295.95	291.25
5029	301.75	296.55	298.35	296.85	291.26
5030	302.65	297.75	299.75	297.85	291.26
5031	303.15	298.25	300.55	298.45	291.24
5032	303.35	299.65	301.75	297.85	291.26
5033	303.95	300.25	302.35	297.75	291.25
5034	303.95	302.15	302.95	298.15	291.26
5035	303.75	302.75	303.05	298.05	291.26
5036	303.25	302.55	303.15	297.85	291.25
5037	302.65	302.45	303.55	297.55	291.25
5038	301.35	301.95	303.15	297.25	291.26
5039	300.25	300.75	301.65	296.45	291.26
5040	299.05	299.55	300.15	295.65	291.26
5041	297.75	298.35	298.85	294.55	291.26
5042	296.85	297.85	298.05	293.75	291.26
5043	295.75	297.45	297.25	292.95	291.27
5044	294.75	296.95	296.45	292.25	291.26
5045	294.15	296.25	295.95	291.75	291.27
5046	293.65	296.15	295.25	291.35	291.27
5047	293.55	295.45	294.75	290.85	291.28
5048	293.55	295.35	294.15	290.75	291.3
5049	294.65	295.15	294.45	291.45	291.28
5050	296.35	295.95	296.65	293.05	291.3
5051	298.15	297.65	299.35	295.05	291.3
5052	299.15	299.75	299.75	296.45	291.31
5053	300.75	302.65	301.35	297.65	291.32
5054	302.55	303.35	301.85	299.75	291.32
5055	304.45	303.95	303.05	300.55	291.31
5056	302.95	304.85	304.55	301.65	291.33
5057	302.15	304.35	305.05	302.05	291.33
5058	301.95	304.25	305.85	301.35	291.33
5059	302.25	304.75	306.15	298.95	291.33
5060	301.55	303.65	305.85	298.45	291.33
5061	301.25	302.55	306.15	297.15	291.34
5062	300.55	301.75	305.45	295.45	291.33
5063	299.55	297.75	303.85	295.25	291.33
5064	298.65	296.55	302.25	295.15	291.32
5065	297.85	296.45	300.85	295.15	291.32
5066	297.15	295.45	299.65	294.85	291.34
5067	296.25	295.25	298.35	294.05	291.32
5068	294.65	295.15	297.55	293.75	291.34
5069	294.45	294.65	296.75	293.55	291.33
5070	294.15	294.25	296.05	293.65	291.33
5071	294.15	293.75	295.35	293.55	291.34
5072	294.55	293.65	295.35	293.45	291.35
5073	294.35	294.25	296.15	293.55	291.36
5074	294.25	294.35	297.95	293.65	291.36
5075	294.65	295.05	300.25	294.15	291.36
5076	296.65	297.05	301.75	294.75	291.36
5077	298.85	299.35	303.75	296.25	291.36
5078	298.95	298.95	305.25	296.45	291.37
5079	299.85	298.85	305.45	296.85	291.36
5080	298.15	298.35	306.35	297.45	291.36
5081	295.65	299.25	307.15	298.05	291.36
5082	295.25	300.25	307.15	298.15	291.38
5083	295.55	300.75	306.45	298.45	291.37
5084	295.55	300.55	306.35	298.25	291.38
5085	295.25	300.95	305.55	298.15	291.38
5086	294.75	300.65	305.15	297.15	291.37
5087	293.65	299.75	303.75	295.85	291.37
5088	293.55	298.85	302.25	295.25	291.37
5089	293.65	297.65	301.25	294.45	291.39
5090	293.35	296.75	300.15	294.15	291.39
5091	292.85	295.95	299.15	293.45	291.39
5092	292.25	295.05	298.45	292.95	291.39
5093	292.05	294.85	297.95	292.35	291.41
5094	291.65	294.45	297.45	291.45	291.42
5095	291.65	293.95	296.95	290.55	291.4
5096	291.45	293.75	296.65	290.25	291.41
5097	292.05	294.45	297.15	290.45	291.42
5098	293.45	296.15	299.45	292.45	291.44
5099	294.45	297.45	300.95	294.95	291.44
5100	296.05	298.25	301.55	295.05	291.42
5101	296.45	299.65	302.85	296.15	291.43
5102	297.85	301.05	305.35	297.25	291.43
5103	299.25	302.55	304.85	297.95	291.44
5104	299.35	303.55	305.85	298.75	291.45
5105	298.55	304.15	307.05	299.85	291.45
5106	298.55	304.85	305.45	299.75	291.44
5107	298.55	305.25	302.25	300.05	291.44
5108	298.85	304.95	302.85	299.95	291.45
5109	298.35	304.15	301.85	299.75	291.45
5110	297.75	302.35	301.35	299.25	291.45
5111	296.65	300.55	300.35	298.65	291.45
5112	295.75	299.95	300.05	297.35	291.45
5113	294.75	299.45	299.65	296.55	291.44
5114	293.55	299.05	298.85	296.05	291.43
5115	292.85	298.15	298.15	295.35	291.44
5116	291.95	297.35	297.45	294.75	291.44
5117	291.75	296.75	296.75	294.45	291.43
5118	291.85	296.25	296.35	294.15	291.44
5119	291.95	295.45	295.85	294.15	291.45
5120	291.95	295.55	295.35	293.85	291.44
5121	292.55	296.15	295.95	293.95	291.44
5122	293.45	297.25	297.35	294.25	291.46
5123	294.45	298.75	298.85	293.95	291.46
5124	295.95	298.95	300.55	295.75	291.46
5125	297.95	300.05	300.85	296.65	291.46
5126	301.05	301.35	301.55	297.65	291.47
5127	301.65	303.25	302.35	297.85	291.46
5128	301.45	304.15	303.75	298.55	291.47
5129	300.65	305.35	305.25	298.65	291.46
5130	300.85	305.95	306.55	298.75	291.47
5131	300.65	306.15	306.55	298.45	291.46
5132	300.65	306.65	306.65	298.75	291.47
5133	300.05	306.75	305.85	298.55	291.48
5134	299.05	304.75	304.65	298.35	291.47
5135	298.25	303.25	303.25	297.95	291.48
5136	298.15	301.85	302.05	297.15	291.46
5137	297.55	300.65	301.35	296.05	291.47
5138	297.15	299.65	300.55	295.25	291.47
5139	296.65	299.15	300.05	294.45	291.46
5140	295.65	298.95	299.65	293.65	291.46
5141	294.45	298.55	299.45	292.95	291.45
5142	294.15	298.25	298.85	292.65	291.45
5143	293.95	297.75	298.45	292.25	291.45
5144	293.55	297.45	297.85	292.05	291.45
5145	293.95	297.15	298.25	292.75	291.46
5146	295.15	298.35	299.25	294.05	291.47
5147	296.45	301.15	301.25	296.55	291.46
5148	297.95	303.35	301.75	297.55	291.47
5149	300.35	305.65	302.55	300.15	291.47
5150	301.65	307.55	303.85	300.65	291.47
5151	303.85	308.95	304.95	301.45	291.47
5152	304.65	309.75	306.25	301.55	291.49
5153	305.05	310.35	307.25	301.95	291.48
5154	304.65	309.35	308.25	301.75	291.49
5155	304.25	307.05	308.65	301.15	291.48
5156	304.05	306.95	308.65	301.15	291.48
5157	303.45	305.15	308.25	300.75	291.48
5158	301.85	304.45	307.15	299.45	291.49
5159	300.05	303.75	305.45	298.25	291.49
5160	297.95	302.65	304.15	297.15	291.47
5161	296.75	301.95	303.15	296.25	291.47
5162	295.25	301.45	301.95	295.35	291.48
5163	293.75	300.55	301.05	294.65	291.47
5164	292.95	299.75	300.35	293.55	291.48
5165	292.05	299.35	299.65	292.65	291.49
5166	291.45	299.05	298.95	292.15	291.48
5167	291.05	299.05	298.25	291.65	291.48
5168	291.05	298.55	297.75	291.05	291.49
5169	291.95	298.95	298.45	291.45	291.49
5170	293.85	300.15	299.75	293.05	291.48
5171	296.55	301.65	301.35	294.75	291.51
5172	296.75	303.65	302.55	295.95	291.5
5173	298.15	303.75	303.35	297.15	291.52
5174	300.25	304.05	305.25	297.95	291.51
5175	300.35	305.35	305.25	298.85	291.53
5176	300.65	305.55	305.65	300.35	291.53
5177	300.25	305.05	306.45	300.65	291.53
5178	300.55	303.95	306.55	301.05	291.54
5179	299.75	302.85	304.95	301.25	291.53
5180	297.35	302.35	303.05	301.45	291.52
5181	295.55	301.65	303.95	301.75	291.53
5182	293.25	301.55	304.15	301.25	291.54
5183	293.05	301.05	303.05	299.75	291.54
5184	292.75	300.15	301.95	298.55	291.52
5185	292.55	299.55	300.95	297.95	291.53
5186	292.35	299.15	300.05	297.35	291.53
5187	292.25	298.25	299.15	297.15	291.52
5188	290.85	297.75	298.65	297.05	291.53
5189	291.05	297.35	297.85	296.45	291.52
5190	290.65	296.45	297.35	296.15	291.53
5191	290.65	295.65	296.85	295.65	291.55
5192	290.45	295.65	296.55	294.95	291.55
5193	291.05	296.05	297.05	295.35	291.55
5194	291.85	297.35	299.25	296.35	291.55
5195	292.35	299.85	301.95	297.25	291.55
5196	294.35	301.85	302.65	299.05	291.55
5197	293.45	303.35	303.65	301.35	291.55
5198	294.05	304.35	304.15	302.35	291.55
5199	294.65	304.45	305.25	304.25	291.55
5200	294.55	304.65	306.25	304.95	291.56
5201	294.75	304.55	307.95	306.25	291.56
5202	295.65	304.35	308.35	307.15	291.56
5203	295.75	303.45	308.95	306.85	291.56
5204	296.15	302.45	308.45	306.35	291.57
5205	295.35	301.45	307.85	305.55	291.57
5206	294.05	300.95	306.25	303.25	291.57
5207	292.65	299.35	304.95	302.25	291.57
5208	291.75	298.45	304.25	301.45	291.57
5209	290.85	297.35	303.45	300.35	291.57
5210	290.05	296.65	302.85	299.65	291.57
5211	289.45	295.85	302.05	298.75	291.58
5212	288.85	295.15	301.35	297.85	291.58
5213	288.25	294.75	300.45	296.95	291.59
5214	287.85	294.75	299.95	296.55	291.6
5215	287.55	294.65	299.15	296.65	291.59
5216	287.45	294.55	298.55	296.55	291.59
5217	288.05	294.25	298.95	297.15	291.61
5218	289.85	294.35	300.15	296.45	291.61
5219	292.15	295.15	301.75	296.05	291.61
5220	294.55	295.85	301.85	295.95	291.6
5221	295.15	297.15	302.65	296.25	291.59
5222	296.15	298.05	304.25	298.05	291.6
5223	297.15	298.35	305.75	299.95	291.61
5224	297.15	298.45	305.95	297.45	291.6
5225	297.15	298.85	306.85	296.85	291.61
5226	297.15	299.05	307.05	298.85	291.62
5227	297.25	299.15	306.55	297.95	291.63
5228	297.35	298.85	306.65	297.55	291.63
5229	297.25	298.15	306.25	297.05	291.64
5230	296.15	296.95	305.15	296.65	291.63
5231	294.85	296.05	302.15	295.75	291.62
5232	294.15	295.05	298.85	295.15	291.64
5233	293.55	294.15	297.95	294.85	291.66
5234	292.65	293.15	297.95	294.55	291.66
5235	291.95	292.65	298.45	294.45	291.65
5236	291.45	291.85	297.95	294.15	291.66
5237	290.95	291.15	297.55	294.05	291.65
