Timestep	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53
2346	1212.74	5930.5	8389.2	13945.3	19772.8	270.552	1600.39	2146.83	43839.5	8847.49	2524.6	7313.97	32898.5	837.273	647.547	20902.6	5966.29	21315.8	2460.34	1777.22	9261.03	1627.08	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	59.4184	304.559	304.559	304.559	241.809	175.484	0	0	1357.41	26.4531	144.718	0.00653573	0.00653573	0	0	0	0	0
2347	4814.2	5520.64	15155.8	12981.5	35721.1	64.6971	2283.55	3063.25	79199.4	14627.6	7998.29	10436.1	46942	3323.72	2570.57	37762.2	8513.14	30414.9	8724.22	5630.48	9261.03	2321.64	1073.18	867.726	595.539	3488.83	2499.84	2291.61	2616.54	2492.26	2253	2147.74	2769.12	2826.8	2730.13	98.2367	1209.01	1209.01	1209.01	959.908	696.62	0	0	1936.85	83.8071	458.486	0.0259449	0.0259449	0	0	0	0	0
2348	6026.93	7317.92	19471.2	17207.7	45892.2	64.6971	2970.38	3984.59	101751	20965.6	14611.4	13575	61060.8	4160.99	3218.11	48514.5	11073.6	39562.8	13291	10285.9	14107.4	3019.92	1343.53	1086.31	745.56	4367.7	3129.57	2868.88	3275.67	3120.09	2820.55	2688.78	3466.69	3538.89	3417.87	140.802	1513.56	1513.56	1513.56	1201.72	872.104	0	0	2519.4	153.101	837.571	0.0324806	0.0324806	0	0	0	0	0
2349	2849.61	9628.7	13045	22641.4	30746.1	64.6971	2644.46	3547.39	68169	18885.5	13427.4	12085.5	54361.1	837.273	647.547	32502.9	9858.62	35221.9	8077.49	9452.34	19017.1	2688.56	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	126.832	304.559	304.559	304.559	241.809	175.484	0	0	2242.96	140.694	769.697	0.00653573	0.00653573	0	0	0	0	0
2350	5188.01	12196.2	15954.8	28678.9	37604.4	1660.21	3297.01	4422.74	83375	25159.2	20241.6	15067.7	67775.2	3775.76	2920.18	39753.1	12291.3	43913.2	11588.2	14249.3	25940.4	3351.99	1219.14	985.741	676.535	3963.33	2839.83	2603.28	2972.4	627.822	567.55	541.034	697.565	712.094	687.742	168.966	304.559	304.559	304.559	241.809	175.484	0	0	2796.43	212.094	1160.31	0.00653573	0.00653573	0	0	0	0	0
2351	6824.88	13993.5	17991.7	32905.1	42405.2	3255.72	3753.79	5035.48	94019.2	29550.9	25011.6	17155.3	77165	6714.25	5192.8	44828.2	13994.2	49997.1	14045.7	17607.1	30786.7	3816.39	2167.94	1752.9	1203.05	7047.8	5049.93	4629.28	5285.68	2121.3	1917.65	1828.06	2356.95	2406.04	2323.76	198.459	1029.05	1029.05	1029.05	817.031	592.932	0	0	3183.86	262.074	1433.74	0.00653573	0.00653573	0	0	0	0	0
2352	7369.33	15277.3	18272.8	35923.8	43067.8	4395.37	3961.55	5314.19	95488.3	31685.1	27469.2	18104.8	81436	8381.85	6482.53	45528.7	14768.8	52764.4	14714.5	19337.2	34248.4	4027.62	2706.38	2188.26	1501.85	8798.24	6304.17	5779.04	6598.46	3664.73	3312.91	3158.13	4071.84	4156.64	4014.5	212.792	1777.77	1777.77	1777.77	1411.49	1024.34	0	0	3360.08	287.826	1574.62	0.00316884	0.00316884	0	0	0	0	0
2353	9473.89	17588.1	20891.7	41357.5	49240.2	6446.75	4548.85	6102	109174	37331.4	33602	20788.8	93508.6	12159.9	9404.48	52053.9	16958.2	60586.6	17874.1	23654.5	40479.4	4624.71	3926.27	3174.6	2178.79	12764	9145.72	8383.9	9572.67	7025.07	6350.64	6053.95	7805.46	7968.03	7695.54	250.712	3407.88	3407.88	3407.88	2705.74	1963.6	0	0	3858.21	352.086	1926.17	0.0407176	0.0407176	0	0	0	0	0
2354	10643.1	18871.8	22346.6	44376.2	52669.4	7586.4	4875.12	6539.68	116777	40468.3	37009.1	22279.9	100216	14258.8	11027.8	55679	18174.6	64932.2	19629.5	26052.9	43941.1	4956.42	4603.98	3722.56	2554.87	14967.2	10724.4	9831.04	11225	8891.92	8038.27	7662.73	9879.69	10085.5	9740.57	271.779	4313.5	4313.5	4313.5	3424.77	2485.41	0	0	4134.94	387.786	2121.47	0.0641857	0.0641857	0	0	0	0	0
2355	12513.8	20925.9	24674.5	49206.2	58156	9409.84	5397.15	7239.96	128941	45487.3	42460.5	24665.6	110947	17617.1	13625.1	61479.1	20120.7	71885.3	22438.1	29890.5	49479.7	5487.16	5688.32	4599.31	3156.6	18492.3	13250.2	12146.5	13868.8	11878.9	10738.5	10236.8	13198.5	13473.4	13012.6	305.486	5762.48	5762.48	5762.48	4575.21	3320.3	0	0	4577.72	444.906	2433.96	0.101734	0.101734	0	0	0	0	0
2356	14384.5	22979.9	27002.4	54036.1	63642.7	11233.3	5919.19	7940.24	141106	50506.3	47911.9	27051.4	121678	20975.4	16222.4	67279.3	22066.9	78838.3	25246.7	33728	55018.4	6017.91	6772.66	5476.06	3758.33	22017.4	15776	14461.9	16512.5	14865.8	13438.7	12810.8	16517.2	16861.3	16284.6	339.193	7211.47	7211.47	7211.47	5725.66	4155.19	0	0	5020.5	502.027	2746.45	0.139283	0.139283	0	0	0	0	0
2357	16255.2	25033.9	29330.2	58866.1	69129.3	13056.7	6441.23	8640.52	153271	55525.3	53363.3	29437.2	132409	24333.6	18819.7	73079.4	24013	85791.4	28055.2	37565.6	60557.1	6548.65	7857	6352.81	4360.06	25542.5	18301.9	16777.3	19156.2	17852.8	16138.9	15384.9	19836	20249.2	19556.7	372.9	8660.45	8660.45	8660.45	6876.1	4990.09	0	0	5463.28	559.147	3058.94	0.176832	0.176832	0	0	0	0	0
2358	18516.8	26831.2	32540.9	63092.3	76696.7	14652.2	7016.52	9412.23	170049	60919.6	59082.7	32066.3	144235	27703.5	21425.9	81079.2	26157.7	93453.7	31599.3	41591.9	65403.4	7133.53	8945.07	7232.57	4963.86	29079.7	20836.4	19100.7	21809.1	20789.8	18793.9	17915.9	23099.3	23580.4	22774	409.127	10085.2	10085.2	10085.2	8007.31	5811.02	0	0	5951.22	619.077	3386.8	0.213054	0.213054	0	0	0	0	0
2359	23521.3	28371.7	41053.4	66714.8	96759.9	16019.8	8091.21	10853.9	214533	70464	68645	36977.8	166327	32708.6	25296.9	102289	30164.2	107768	39969.6	48323.3	69557.4	8226.14	10561.2	8539.26	5860.67	34333.5	24600.8	22551.6	25749.3	24894.5	22504.6	21453.2	27659.9	28236	27270.4	473.225	12076.4	12076.4	12076.4	9588.24	6958.33	0	0	6862.74	719.271	3934.93	0.260625	0.260625	0	0	0	0	0
2360	20621.4	29551.8	35159.8	69489.8	82869.1	16909.5	7603.81	10200	183734	66566	65215.5	34750.3	156308	31481.5	24347.8	87604.4	28347.2	101276	34759	45909.1	72955.7	7730.62	10165	8218.91	5640.81	33045.4	23677.9	21705.6	24783.3	24150.2	21831.7	20811.7	26832.9	27391.8	26455.1	447.047	11715.3	11715.3	11715.3	9301.56	6750.28	0	0	6449.35	683.337	3738.35	0.255297	0.255297	0	0	0	0	0
2361	19996.7	29821.2	33986	70123.1	80102.6	17044.7	7485.3	10041.1	177601	65563.3	64266	34208.7	153872	31050.2	24014.2	84679.7	27905.4	99697.5	33672.4	45240.7	72955.7	7610.13	10025.7	8106.3	5563.52	32592.7	23353.5	21408.2	24443.7	23826.7	21539.3	20533	26473.6	27025	26100.8	440.313	11558.4	11558.4	11558.4	9176.99	6659.88	0	0	6348.83	673.388	3683.92	0.25193	0.25193	0	0	0	0	0
2362	16255.2	25982.5	29330.2	61096.5	69129.3	13533.1	6441.23	8640.52	153271	55525.3	53363.3	29437.2	132409	24333.6	18819.7	73079.4	24013	85791.4	28055.2	37565.6	61878.4	6548.65	7857	6352.81	4360.06	25542.5	18301.9	16777.3	19156.2	17852.8	16138.9	15384.9	19836	20249.2	19556.7	372.9	8660.45	8660.45	8660.45	6876.1	4990.09	0	0	5463.28	559.147	3058.94	0.176832	0.176832	0	0	0	0	0
2363	10876.9	20346.5	22637.6	47843.7	53355.2	8426.01	4940.37	6627.21	118297	41095.7	37690.5	22578.1	101557	14678.6	11352.4	56404	18417.8	65801.4	19980.6	26532.6	45954.7	5022.76	4739.52	3832.16	2630.09	15407.8	11040.1	10120.5	11555.5	9265.29	8375.8	7984.49	10294.5	10509	10149.6	275.992	4494.62	4494.62	4494.62	3568.57	2589.77	0	0	4190.29	394.926	2160.53	0.0688793	0.0688793	0	0	0	0	0
2364	6901.66	15712.3	17690.9	36946.7	41696.1	4415.92	3831.05	5139.12	92447.1	30430.3	26106.3	17508.3	78753.1	7542.28	5833.2	44078.7	14282.2	51026.1	14012.3	18377.8	34185	3894.94	2435.3	1969.07	1351.41	7916.96	5672.71	5200.18	5937.53	2917.99	2637.86	2514.62	3242.14	3309.67	3196.49	204.365	1415.53	1415.53	1415.53	1123.88	815.616	0	0	3249.39	273.545	1496.49	0.00316884	0.00316884	0	0	0	0	0
2365	8789.47	12336.8	22721.3	29009.3	53552.6	1730.79	3980.17	5339.16	118735	30939.3	25715.3	18189.8	81818.6	6262.21	4843.19	56612.7	14838.2	53012.3	17852.1	18102.5	27261.7	4046.55	2021.98	1634.88	1122.05	6573.3	4709.94	4317.61	4929.81	2492.26	2253	2147.74	2769.12	2826.8	2730.13	207.784	1209.01	1209.01	1209.01	959.908	696.62	0	0	3375.87	269.448	1474.08	0.0259449	0.0259449	0	0	0	0	0
2366	5421.84	13132.2	16245.8	30879.7	38290.2	2229.27	3362.26	4510.27	84895.6	25786.6	20923	15365.9	69116.6	4195.55	3244.84	40478.1	12534.6	44782.3	11939.3	14729	27954	3418.34	1354.68	1095.33	751.751	4403.97	3155.56	2892.71	3302.87	627.822	567.55	541.034	697.565	712.094	687.742	173.179	304.559	304.559	304.559	241.809	175.484	0	0	2851.78	219.234	1199.37	0.00653573	0.00653573	0	0	0	0	0
2367	2692.55	11360.1	12453.1	26712.7	29351.2	676.379	2656.46	3563.49	65076.4	19137.6	13840.7	12140.4	54607.8	405.951	313.962	31028.3	9903.36	35381.7	7693.05	9743.3	21723	2700.77	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	128.525	147.665	147.665	147.665	117.241	85.0834	0	0	2253.14	145.025	793.391	0.00316884	0.00316884	0	0	0	0	0
2368	587.994	8266.45	9252.31	19438.2	21807	541.103	1938.66	2600.6	48349.8	12236.4	6345.05	8859.92	39852.3	405.951	313.962	23053.1	7227.39	25821.3	3831.25	4466.66	14107.4	1971	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	82.1781	147.665	147.665	147.665	117.241	85.0834	0	0	1644.32	66.4843	363.717	0.00316884	0.00316884	0	0	0	0	0
2369	587.994	6982.68	7797.38	16419.4	18377.9	541.103	1612.39	2162.93	40746.8	9099.56	2937.93	7368.82	33145.2	405.951	313.962	19428	6011.03	21475.6	2075.89	2068.19	10645.7	1639.28	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	61.1113	147.665	147.665	147.665	117.241	85.0834	0	0	1367.59	30.784	168.411	0.00316884	0.00316884	0	0	0	0	0
2370	1212.74	3619.72	5770.34	8511.59	13600.3	270.552	1013.1	1359.01	30154.1	3201.11	1843.18	4629.98	20825.8	837.273	647.547	14377.4	3776.86	13493.6	2109.27	1297.53	3030.03	1029.99	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	21.4982	304.559	304.559	304.559	241.809	175.484	0	0	859.283	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
2371	4814.2	2439.6	11663.9	5736.6	27491.1	64.6971	1500.5	2012.83	60952.3	7726.46	7316.87	6857.45	30845.1	3323.72	2570.57	29062	5593.89	19985.3	8373.15	5150.78	1645.36	1525.52	1073.18	867.726	595.539	3488.83	2499.84	2291.61	2616.54	2492.26	2253	2147.74	2769.12	2826.8	2730.13	51.8897	1209.01	1209.01	1209.01	959.908	696.62	0	0	1272.68	76.6671	419.425	0.0259449	0.0259449	0	0	0	0	0
2372	6026.93	3723.37	15397.4	8755.32	36290.6	64.6971	2056.82	2759.09	80462.2	12182.3	9160.05	9399.89	42281.1	4160.99	3218.11	38364.3	7667.86	27395	10482.4	6448.31	4414.69	2091.12	1343.53	1086.31	745.56	4367.7	3129.57	2868.88	3275.67	3120.09	2820.55	2688.78	3466.69	3538.89	3417.87	81.8146	1513.56	1513.56	1513.56	1201.72	872.104	0	0	1744.54	95.9802	525.082	0.0324806	0.0324806	0	0	0	0	0
2373	1212.74	5007.13	7807.24	11774	18401.1	64.6971	1469.88	1971.76	40798.3	7592.74	1843.18	6717.53	30215.7	837.273	647.547	19452.6	5479.75	19577.5	2109.27	1297.53	6555.09	1494.39	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	50.9917	304.559	304.559	304.559	241.809	175.484	0	0	1246.71	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
2374	2148.09	8858.44	12172	20830.2	28688.6	64.6971	2448.7	3284.78	63607.3	17003.4	11383.1	11190.8	50336.8	837.273	647.547	30327.9	9128.81	32614.5	7024.28	8013.25	16940.1	2489.54	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	114.192	304.559	304.559	304.559	241.809	175.484	0	0	2076.92	119.274	652.514	0.00653573	0.00653573	0	0	0	0	0
2375	4486.49	11426	15081.8	26867.6	35546.9	976.419	3101.24	4160.13	78813.2	23277.1	18197.3	14173.1	63750.9	2516.41	1946.19	37578	11561.5	41305.8	10535	12810.2	23863.4	3152.96	812.514	656.961	450.886	2641.42	1892.65	1734.99	1981	627.822	567.55	541.034	697.565	712.094	687.742	156.326	304.559	304.559	304.559	241.809	175.484	0	0	2630.39	190.674	1043.13	0.00653573	0.00653573	0	0	0	0	0
2376	5966.3	13736.8	16526.9	32301.3	38952.8	3027.79	3570.03	4788.98	86364.7	27920.8	23380.6	16315.4	73387.5	5863.14	4534.56	41178.6	13309.1	47549.6	12608.1	16459	30094.4	3629.56	1893.13	1530.7	1050.55	6154.41	4409.8	4042.47	4615.66	1424.51	1287.75	1227.59	1582.75	1615.72	1560.47	187.512	691.034	691.034	691.034	548.657	398.169	0	0	3028	244.985	1340.25	0.00316884	0.00316884	0	0	0	0	0
2377	7837.01	15790.8	18854.8	37131.3	44439.4	4851.24	4092.06	5489.26	98529.5	32939.8	28832	18701.2	84118.8	9221.42	7131.85	46978.7	15255.3	54502.6	15416.6	20296.6	35633.1	4160.31	2977.47	2407.44	1652.28	9679.51	6935.62	6357.9	7259.4	4411.47	3987.96	3801.65	4901.53	5003.62	4832.51	221.219	2140.02	2140.02	2140.02	1699.1	1233.06	0	0	3470.78	302.106	1652.74	0.00786244	0.00786244	0	0	0	0	0
2378	9240.05	17331.3	20600.7	40753.8	48554.4	6218.82	4483.59	6014.47	107653	36704.1	32920.6	20490.5	92167.2	11740.1	9079.82	51328.9	16714.9	59717.4	17523.1	23174.8	39787.1	4558.36	3790.73	3065	2103.58	12323.3	8830	8094.47	9242.21	6651.7	6013.12	5732.19	7390.61	7544.54	7286.54	246.499	3226.76	3226.76	3226.76	2561.93	1859.23	0	0	3802.86	344.946	1887.1	0.036024	0.036024	0	0	0	0	0
2379	10876.9	19128.6	22637.6	44980	53355.2	7814.33	4940.37	6627.21	118297	41095.7	37690.5	22578.1	101557	14678.6	11352.4	56404	18417.8	65801.4	19980.6	26532.6	44633.4	5022.76	4739.52	3832.16	2630.09	15407.8	11040.1	10120.5	11555.5	9265.29	8375.8	7984.49	10294.5	10509	10149.6	275.992	4494.62	4494.62	4494.62	3568.57	2589.77	0	0	4190.29	394.926	2160.53	0.0688793	0.0688793	0	0	0	0	0
2380	12981.5	21439.4	25256.4	50413.7	59527.7	9865.7	5527.66	7415.03	131983	46742.1	43823.3	25262.1	113630	18456.7	14274.4	62929.2	20607.3	73623.5	23140.2	30849.9	50864.4	5619.85	5959.41	4818.5	3307.04	19373.5	13881.7	12725.3	14529.7	12625.6	11413.5	10880.3	14028.2	14320.3	13830.6	313.913	6124.73	6124.73	6124.73	4862.82	3529.02	0	0	4688.42	459.187	2512.08	0.111122	0.111122	0	0	0	0	0
2381	14852.2	23493.4	27584.3	55243.6	65014.3	11689.1	6049.7	8115.31	144147	51761.1	49274.7	27647.8	124361	21814.9	16871.7	68729.3	22553.4	80576.6	25948.8	34687.4	56403.1	6150.59	7043.75	5695.25	3908.77	22898.6	16407.5	15040.8	17173.4	15612.6	14113.7	13454.4	17346.9	17708.2	17102.7	347.619	7573.71	7573.71	7573.71	6013.27	4363.92	0	0	5131.19	516.307	2824.57	0.14867	0.14867	0	0	0	0	0
2382	16880	25033.9	30504	58866.1	71895.9	13056.7	6559.73	8799.49	159405	56528	54312.8	29978.8	134846	24765	19153.2	76004.1	24454.8	87369.8	29141.8	38234	60557.1	6669.13	7996.27	6465.41	4437.35	25995.2	18626.3	17074.7	19495.8	18176.2	16431.3	15663.6	20195.4	20616	19911	379.633	8817.35	8817.35	8817.35	7000.67	5080.49	0	0	5563.79	569.096	3113.37	0.180199	0.180199	0	0	0	0	0
2383	21650.6	26317.7	38725.5	61884.8	91273.3	14196.4	7569.17	10153.6	202368	65445	63193.6	34592	155596	29350.3	22699.6	96488.7	28218.1	100815	37161.1	44485.8	64018.7	7695.4	9476.82	7662.52	5258.95	30808.4	22075	20236.2	23105.5	21907.5	19804.3	18879.1	24341.2	24848.1	23998.4	439.518	10627.4	10627.4	10627.4	8437.8	6123.43	0	0	6419.97	662.15	3622.45	0.223076	0.223076	0	0	0	0	0
2384	15476.9	23903.3	28758.1	56207.4	67780.9	11895	6168.21	8274.28	150281	52763.7	50224.2	28189.4	126797	22246.3	17205.3	71653.9	22995.2	82155	27035.4	35355.9	57724.4	6271.07	7183.02	5807.85	3986.05	23351.4	16731.9	15338.1	17513	15936	14406.1	13733.1	17706.3	18075.1	17456.9	354.353	7730.61	7730.61	7730.61	6137.84	4454.32	0	0	5231.71	526.256	2879	0.152037	0.152037	0	0	0	0	0
2385	12981.5	22118.6	25256.4	52010.8	59527.7	10206.8	5527.66	7415.03	131983	46742.1	43823.3	25262.1	113630	18456.7	14274.4	62929.2	20607.3	73623.5	23140.2	30849.9	52185.7	5619.85	5959.41	4818.5	3307.04	19373.5	13881.7	12725.3	14529.7	12625.6	11413.5	10880.3	14028.2	14320.3	13830.6	313.913	6124.73	6124.73	6124.73	4862.82	3529.02	0	0	4688.42	459.187	2512.08	0.111122	0.111122	0	0	0	0	0
2386	9941.57	19050.1	21473.7	44795.4	50611.9	7379.01	4679.35	6277.07	112215	38586.2	34964.8	21385.2	96191.5	12999.5	10053.8	53503.9	17444.7	62324.8	18576.3	24613.8	43185.4	4757.39	4197.35	3393.78	2329.22	13645.3	9777.18	8962.76	10233.6	7771.81	7025.69	6697.46	8635.15	8815.01	8513.55	259.139	3770.13	3770.13	3770.13	2993.35	2172.32	0	0	3968.9	366.366	2004.29	0.0501048	0.0501048	0	0	0	0	0
2387	6200.14	15211.4	16817.9	35768.8	39638.6	3867.4	3635.28	4876.51	87885.3	28548.2	24062.1	16613.7	74728.9	6282.93	4859.22	41903.6	13552.4	48418.7	12959.1	16938.7	32108	3695.91	2028.67	1640.29	1125.76	6595.05	4725.52	4331.89	4946.13	1797.88	1625.28	1549.35	1997.6	2039.21	1969.47	191.725	872.157	872.157	872.157	692.463	502.531	0	0	3083.35	252.125	1379.31	0.00316884	0.00316884	0	0	0	0	0
2388	3160.23	11604.2	13035.1	27286.8	30722.8	769.034	2786.97	3738.56	68117.6	20392.3	15203.6	12736.8	57290.6	825.735	638.624	32478.4	10389.9	37120	8395.19	10702.7	23107.7	2833.45	266.618	215.575	147.954	866.755	621.053	569.32	650.045	304.399	275.176	262.32	338.213	345.258	333.451	136.952	147.665	147.665	147.665	117.241	85.0834	0	0	2363.84	159.305	871.513	0.00316884	0.00316884	0	0	0	0	0
2389	8087.95	11566.5	21848.4	27198.1	51495.1	1047	3784.41	5076.55	114173	29057.2	23671	17295.2	77794.4	5002.86	3869.21	54437.6	14108.4	50404.9	16798.9	16663.5	25184.7	3847.52	1615.35	1306.1	896.404	5251.38	3762.75	3449.32	3938.41	2492.26	2253	2147.74	2769.12	2826.8	2730.13	195.144	1209.01	1209.01	1209.01	959.908	696.62	0	0	3209.83	248.028	1356.89	0.0259449	0.0259449	0	0	0	0	0
2390	4252.65	11848.4	14790.9	27861	34861	1089.62	3035.99	4072.6	77292.6	22649.7	17515.9	13874.8	62409.5	2096.63	1621.53	36853	11318.2	40436.7	10183.9	12330.5	24492.4	3086.62	676.972	547.368	375.67	2200.78	1576.92	1445.56	1650.53	627.822	567.55	541.034	697.565	712.094	687.742	152.112	304.559	304.559	304.559	241.809	175.484	0	0	2575.05	183.534	1004.06	0.00653573	0.00653573	0	0	0	0	0
2391	587.994	9049.29	9834.28	21279	23178.7	676.379	2069.17	2775.67	51391	13491.2	7707.9	9456.36	42535.1	405.951	313.962	24503.2	7713.93	27559.5	4533.4	5426.05	15492	2103.68	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	90.6048	147.665	147.665	147.665	117.241	85.0834	0	0	1755.02	80.7643	441.84	0.00316884	0.00316884	0	0	0	0	0
2392	587.994	5442.16	6051.48	12797	14262.9	541.103	1220.86	1637.72	31623.2	5335.31	893.664	5579.49	25096.8	405.951	313.962	15077.9	4551.41	16260.8	1022.67	629.103	6491.69	1241.22	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	35.8312	147.665	147.665	147.665	117.241	85.0834	0	0	1035.5	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
2393	587.994	4671.9	5178.52	10985.7	12205.4	541.103	1025.1	1375.11	27061.4	3453.19	893.664	4684.83	21072.5	405.951	313.962	12902.9	3821.6	13653.4	1022.67	629.103	4414.69	1042.2	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	23.1911	147.665	147.665	147.665	117.241	85.0834	0	0	869.463	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
2394	1212.74	3876.47	6061.33	9115.34	14286.1	270.552	1078.35	1446.55	31674.7	3828.49	1843.18	4928.2	22167.2	837.273	647.547	15102.5	4020.13	14362.7	2109.27	1297.53	3722.36	1096.34	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	25.7115	304.559	304.559	304.559	241.809	175.484	0	0	914.631	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
2395	4814.2	5007.13	14573.8	11774	34349.4	64.6971	2153.04	2888.18	76158.3	13372.8	7316.87	9839.66	44259.2	3323.72	2570.57	36312.2	8026.6	28676.6	8373.15	5150.78	7876.36	2188.95	1073.18	867.726	595.539	3488.83	2499.84	2291.61	2616.54	2492.26	2253	2147.74	2769.12	2826.8	2730.13	89.8099	1209.01	1209.01	1209.01	959.908	696.62	0	0	1826.15	76.6671	419.425	0.0259449	0.0259449	0	0	0	0	0
2396	7429.97	9371.95	21799.1	22037.7	51378.8	64.6971	3492.42	4684.87	113915	25984.6	20062.8	15960.8	71792.1	4160.99	3218.11	54314.7	13019.8	46515.9	16099.6	14123.4	19646	3550.66	1343.53	1086.31	745.56	4367.7	3129.57	2868.88	3275.67	3120.09	2820.55	2688.78	3466.69	3538.89	3417.87	174.508	1513.56	1513.56	1513.56	1201.72	872.104	0	0	2962.17	210.221	1150.06	0.0324806	0.0324806	0	0	0	0	0
2397	4954.17	11939.5	15663.8	28075.1	36918.5	1432.28	3231.75	4335.2	81854.4	24531.9	19560.2	14769.5	66433.7	3355.98	2595.51	39028.1	12048.1	43044.1	11237.1	13769.6	25248.1	3285.65	1083.6	876.148	601.319	3522.69	2524.1	2313.85	2641.94	627.822	567.55	541.034	697.565	712.094	687.742	164.752	304.559	304.559	304.559	241.809	175.484	0	0	2741.09	204.954	1121.25	0.00653573	0.00653573	0	0	0	0	0
2398	5421.84	12453	16245.8	29282.6	38290.2	1888.14	3362.26	4510.27	84895.6	25786.6	20923	15365.9	69116.6	4195.55	3244.84	40478.1	12534.6	44782.3	11939.3	14729	26632.7	3418.34	1354.68	1095.33	751.751	4403.97	3155.56	2892.71	3302.87	627.822	567.55	541.034	697.565	712.094	687.742	173.179	304.559	304.559	304.559	241.809	175.484	0	0	2851.78	219.234	1199.37	0.00653573	0.00653573	0	0	0	0	0
2399	6591.04	13736.8	17700.7	32301.3	41719.3	3027.79	3688.53	4947.95	92498.6	28923.5	24330.2	16857	75823.6	6294.47	4868.14	44103.2	13750.9	49128	13694.6	17127.5	30094.4	3750.05	2032.4	1643.3	1127.83	6607.16	4734.2	4339.85	4955.21	1747.93	1580.13	1506.31	1942.11	1982.56	1914.76	194.246	847.928	847.928	847.928	673.226	488.57	0	0	3128.52	254.934	1394.68	0.00653573	0.00653573	0	0	0	0	0
2400	6433.98	14250.3	17108.9	33508.8	40324.5	3483.65	3700.54	4964.05	89405.9	29175.6	24743.5	16911.9	76070.3	6702.71	5183.88	42628.6	13795.7	49287.8	13310.2	17418.4	31479.1	3762.25	2164.21	1749.88	1200.98	7035.69	5041.25	4621.32	5276.59	2171.25	1962.81	1871.1	2412.45	2462.69	2378.48	195.939	1053.28	1053.28	1053.28	836.268	606.892	0	0	3138.7	259.265	1418.37	0.00316884	0.00316884	0	0	0	0	0
2401	7369.33	15277.3	18272.8	35923.8	43067.8	4395.37	3961.55	5314.19	95488.3	31685.1	27469.2	18104.8	81436	8381.85	6482.53	45528.7	14768.8	52764.4	14714.5	19337.2	34248.4	4027.62	2706.38	2188.26	1501.85	8798.24	6304.17	5779.04	6598.46	3664.73	3312.91	3158.13	4071.84	4156.64	4014.5	212.792	1777.77	1777.77	1777.77	1411.49	1024.34	0	0	3360.08	287.826	1574.62	0.00316884	0.00316884	0	0	0	0	0
2402	7369.33	15277.3	18272.8	35923.8	43067.8	4395.37	3961.55	5314.19	95488.3	31685.1	27469.2	18104.8	81436	8381.85	6482.53	45528.7	14768.8	52764.4	14714.5	19337.2	34248.4	4027.62	2706.38	2188.26	1501.85	8798.24	6304.17	5779.04	6598.46	3664.73	3312.91	3158.13	4071.84	4156.64	4014.5	212.792	1777.77	1777.77	1777.77	1411.49	1024.34	0	0	3360.08	287.826	1574.62	0.00316884	0.00316884	0	0	0	0	0
2403	7603.17	15534	18563.8	36527.6	43753.6	4623.3	4026.81	5401.72	97008.9	32312.4	28150.6	18403	82777.4	8801.63	6807.19	46253.7	15012	53633.5	15065.6	19816.9	34940.7	4093.96	2841.93	2297.85	1577.06	9238.87	6619.9	6068.47	6928.93	4038.1	3650.43	3479.89	4486.68	4580.13	4423.5	217.005	1958.9	1958.9	1958.9	1555.3	1128.7	0	0	3415.43	294.966	1613.68	0.00316884	0.00316884	0	0	0	0	0
2404	7837.01	15790.8	18854.8	37131.3	44439.4	4851.24	4092.06	5489.26	98529.5	32939.8	28832	18701.2	84118.8	9221.42	7131.85	46978.7	15255.3	54502.6	15416.6	20296.6	35633.1	4160.31	2977.47	2407.44	1652.28	9679.51	6935.62	6357.9	7259.4	4411.47	3987.96	3801.65	4901.53	5003.62	4832.51	221.219	2140.02	2140.02	2140.02	1699.1	1233.06	0	0	3470.78	302.106	1652.74	0.00786244	0.00786244	0	0	0	0	0
