Timestep	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53
6577	587.994	4236.87	5760.49	9962.81	13577.1	64.6971	1155.61	1550.18	30102.6	4707.94	893.664	5281.27	23755.4	405.951	313.962	14352.9	4308.14	15391.7	1022.67	629.103	4478.09	1174.88	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	31.6178	147.665	147.665	147.665	117.241	85.0834	0	0	980.157	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
6578	587.994	4236.87	5760.49	9962.81	13577.1	64.6971	1155.61	1550.18	30102.6	4707.94	893.664	5281.27	23755.4	405.951	313.962	14352.9	4308.14	15391.7	1022.67	629.103	4478.09	1174.88	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	31.6178	147.665	147.665	147.665	117.241	85.0834	0	0	980.157	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
6579	587.994	4236.87	5760.49	9962.81	13577.1	64.6971	1155.61	1550.18	30102.6	4707.94	893.664	5281.27	23755.4	405.951	313.962	14352.9	4308.14	15391.7	1022.67	629.103	4478.09	1174.88	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	31.6178	147.665	147.665	147.665	117.241	85.0834	0	0	980.157	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
6580	587.994	3980.12	5469.51	9359.06	12891.3	64.6971	1090.35	1462.65	28582	4080.56	893.664	4983.05	22414	405.951	313.962	13627.9	4064.87	14522.6	1022.67	629.103	3785.75	1108.54	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	27.4045	147.665	147.665	147.665	117.241	85.0834	0	0	924.81	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
6581	587.994	4493.63	6051.48	10566.5	14262.9	64.6971	1220.86	1637.72	31623.2	5335.31	893.664	5579.49	25096.8	405.951	313.962	15077.9	4551.41	16260.8	1022.67	629.103	5170.42	1241.22	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	35.8312	147.665	147.665	147.665	117.241	85.0834	0	0	1035.5	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
6582	1212.74	5777.4	8680.19	13585.3	20458.6	64.6971	1665.64	2234.36	45360.1	9474.86	3206.03	7612.19	34239.9	837.273	647.547	21627.6	6209.56	22184.9	2811.41	2256.92	8632.08	1693.42	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	63.6317	304.559	304.559	304.559	241.809	175.484	0	0	1412.75	33.5932	183.779	0.00653573	0.00653573	0	0	0	0	0
6583	4814.2	6290.9	16028.7	14792.8	37778.5	64.6971	2479.32	3325.85	83761.2	16509.7	10042.6	11330.8	50966.2	3323.72	2570.57	39937.2	9242.95	33022.3	9777.43	7069.56	10016.8	2520.66	1073.18	867.726	595.539	3488.83	2499.84	2291.61	2616.54	2492.26	2253	2147.74	2769.12	2826.8	2730.13	110.877	1209.01	1209.01	1209.01	959.908	696.62	0	0	2102.89	105.227	575.67	0.0259449	0.0259449	0	0	0	0	0
6584	1212.74	6957.52	9553.14	16360.3	22516.1	270.552	1861.41	2496.97	49921.9	11357	5250.3	8506.85	38264.2	837.273	647.547	23802.7	6939.37	24792.3	3864.63	3696	12030.4	1892.45	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	76.2718	304.559	304.559	304.559	241.809	175.484	0	0	1578.8	55.0133	300.963	0.00653573	0.00653573	0	0	0	0	0
6585	587.994	7483.61	8670.34	17597.3	20435.4	405.827	1808.15	2425.53	45308.6	10981.7	4982.2	8263.48	37169.5	405.951	313.962	21603.1	6740.84	24083	3129.11	3507.27	12722.7	1838.31	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	73.7514	147.665	147.665	147.665	117.241	85.0834	0	0	1533.63	52.2042	285.595	0.00316884	0.00316884	0	0	0	0	0
6586	587.994	7496.19	8379.35	17626.9	19749.6	541.103	1742.9	2338	43788	10354.3	4300.78	7965.26	35828	405.951	313.962	20878.1	6497.57	23213.9	2778.04	3027.58	12030.4	1771.97	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	69.538	147.665	147.665	147.665	117.241	85.0834	0	0	1478.28	45.0641	246.534	0.00316884	0.00316884	0	0	0	0	0
6587	587.994	7765.53	8379.35	18260.3	19749.6	676.379	1742.9	2338	43788	10354.3	4300.78	7965.26	35828	405.951	313.962	20878.1	6497.57	23213.9	2778.04	3027.58	12030.4	1771.97	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	69.538	147.665	147.665	147.665	117.241	85.0834	0	0	1478.28	45.0641	246.534	0.00316884	0.00316884	0	0	0	0	0
6588	587.994	4415.14	4887.54	10382	11519.6	541.103	959.846	1287.58	25540.8	2825.81	893.664	4386.61	19731.1	405.951	313.962	12177.8	3578.33	12784.3	1022.67	629.103	3722.36	975.853	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	18.9777	147.665	147.665	147.665	117.241	85.0834	0	0	814.115	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
6589	4814.2	526.09	9336.06	1237.08	22004.5	135.276	978.462	1312.55	48787.5	7726.46	7316.87	4471.69	20113.8	3323.72	2570.57	23261.8	3647.73	13032.2	8373.15	5150.78	1645.36	994.78	1073.18	867.726	595.539	3488.83	2499.84	2291.61	2616.54	2492.26	2253	2147.74	2769.12	2826.8	2730.13	51.8897	1209.01	1209.01	1209.01	959.908	696.62	0	0	829.905	76.6671	419.425	0.0259449	0.0259449	0	0	0	0	0
6590	1212.74	808.01	2278.53	1900	5370.34	405.827	230.045	308.591	11906.9	1946.36	1843.18	1051.33	4728.93	837.273	647.547	5677.21	857.612	3063.99	2109.27	1297.53	1645.36	233.881	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	13.0715	304.559	304.559	304.559	241.809	175.484	0	0	195.118	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
6591	587.994	1603.44	1395.73	3770.4	3289.63	676.379	176.791	237.155	7293.65	943.69	893.664	807.957	3634.22	405.951	313.962	3477.6	659.082	2354.7	1022.67	629.103	1645.36	179.74	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	149.95	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
6592	587.994	1077.35	1104.74	2533.33	2603.8	541.103	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	1645.36	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
6593	587.994	1077.35	1104.74	2533.33	2603.8	541.103	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	1645.36	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
6594	1212.74	538.673	2278.53	1266.66	5370.34	270.552	230.045	308.591	11906.9	1946.36	1843.18	1051.33	4728.93	837.273	647.547	5677.21	857.612	3063.99	2109.27	1297.53	1645.36	233.881	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	13.0715	304.559	304.559	304.559	241.809	175.484	0	0	195.118	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
6595	4814.2	2439.6	11663.9	5736.6	27491.1	64.6971	1500.5	2012.83	60952.3	7726.46	7316.87	6857.45	30845.1	3323.72	2570.57	29062	5593.89	19985.3	8373.15	5150.78	1645.36	1525.52	1073.18	867.726	595.539	3488.83	2499.84	2291.61	2616.54	2492.26	2253	2147.74	2769.12	2826.8	2730.13	51.8897	1209.01	1209.01	1209.01	959.908	696.62	0	0	1272.68	76.6671	419.425	0.0259449	0.0259449	0	0	0	0	0
6596	6026.93	6547.66	18598.2	15396.5	43834.7	64.6971	2774.62	3721.98	97188.8	19083.4	12567.2	12680.3	57036.6	4160.99	3218.11	46339.5	10343.8	36955.4	12237.8	8846.78	12030.4	2820.89	1343.53	1086.31	745.56	4367.7	3129.57	2868.88	3275.67	3120.09	2820.55	2688.78	3466.69	3538.89	3417.87	128.162	1513.56	1513.56	1513.56	1201.72	872.104	0	0	2353.35	131.68	720.388	0.0324806	0.0324806	0	0	0	0	0
6597	2381.93	9115.19	12463	21433.9	29374.4	64.6971	2513.95	3372.32	65127.9	17630.7	12064.5	11489.1	51678.2	837.273	647.547	31052.9	9372.08	33483.6	7375.35	8492.95	17632.4	2555.88	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	118.405	304.559	304.559	304.559	241.809	175.484	0	0	2132.27	126.414	691.575	0.00653573	0.00653573	0	0	0	0	0
6598	3317.29	10142.2	13626.9	23848.9	32117.7	64.6971	2774.97	3722.46	71210.2	20140.2	14790.2	12681.9	57043.9	837.273	647.547	33953	10345.2	36960.1	8779.64	10411.7	20401.8	2821.25	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	135.259	304.559	304.559	304.559	241.809	175.484	0	0	2353.66	154.974	847.82	0.00653573	0.00653573	0	0	0	0	0
6599	3784.97	10655.7	14208.9	25056.4	33489.4	292.628	2905.48	3897.53	74251.4	21395	16153.1	13278.4	59726.7	1257.06	972.208	35403	10831.7	38698.4	9481.78	11371.1	21786.4	2953.94	405.887	328.181	225.237	1319.5	945.459	866.704	989.596	627.822	567.55	541.034	697.565	712.094	687.742	143.685	304.559	304.559	304.559	241.809	175.484	0	0	2464.35	169.254	925.942	0.00653573	0.00653573	0	0	0	0	0
6600	3861.74	11426	13908.1	26867.6	32780.3	976.419	2982.74	4001.16	72679.4	22274.4	17247.8	13631.5	61314.8	2085.09	1612.61	34653.4	11119.7	39727.4	9448.41	12141.8	23863.4	3032.48	673.246	544.355	373.602	2188.67	1568.24	1437.61	1641.45	304.399	275.176	262.32	338.213	345.258	333.451	149.592	147.665	147.665	147.665	117.241	85.0834	0	0	2529.88	180.725	988.697	0.00316884	0.00316884	0	0	0	0	0
6601	5030.94	12709.7	15363	29886.4	36209.5	2116.07	3309.01	4438.84	80282.4	25411.3	20654.9	15122.6	68021.9	4184.01	3235.91	38278.5	12336.1	44073.1	11203.8	14540.3	27325.1	3364.19	1350.96	1092.32	749.684	4391.86	3146.88	2884.75	3293.79	304.399	275.176	262.32	338.213	345.258	333.451	170.659	147.665	147.665	147.665	117.241	85.0834	0	0	2806.61	216.425	1184	0.00316884	0.00316884	0	0	0	0	0
6602	6433.98	14250.3	17108.9	33508.8	40324.5	3483.65	3700.54	4964.05	89405.9	29175.6	24743.5	16911.9	76070.3	6702.71	5183.88	42628.6	13795.7	49287.8	13310.2	17418.4	31479.1	3762.25	2164.21	1749.88	1200.98	7035.69	5041.25	4621.32	5276.59	2171.25	1962.81	1871.1	2412.45	2462.69	2378.48	195.939	1053.28	1053.28	1053.28	836.268	606.892	0	0	3138.7	259.265	1418.37	0.00316884	0.00316884	0	0	0	0	0
6603	8070.85	16047.5	19145.8	37735	45125.3	5079.17	4157.32	5576.79	100050	33567.2	29513.4	18999.4	85460.2	9641.2	7456.51	47703.8	15498.6	55371.8	15767.7	20776.3	36325.4	4226.65	3113.01	2517.04	1727.49	10120.2	7251.35	6647.32	7589.87	4784.84	4325.49	4123.4	5316.38	5427.11	5241.51	225.432	2321.14	2321.14	2321.14	1842.91	1337.43	0	0	3526.13	309.246	1691.8	0.012556	0.012556	0	0	0	0	0
6604	9941.57	18101.6	21473.7	42565	50611.9	6902.61	4679.35	6277.07	112215	38586.2	34964.8	21385.2	96191.5	12999.5	10053.8	53503.9	17444.7	62324.8	18576.3	24613.8	41864.1	4757.39	4197.35	3393.78	2329.22	13645.3	9777.18	8962.76	10233.6	7771.81	7025.69	6697.46	8635.15	8815.01	8513.55	259.139	3770.13	3770.13	3770.13	2993.35	2172.32	0	0	3968.9	366.366	2004.29	0.0501048	0.0501048	0	0	0	0	0
6605	11578.4	19898.9	23510.5	46791.2	55412.7	8498.12	5136.14	6889.82	122859	42977.8	39734.8	23472.7	105581	15938	12326.4	58579.1	19147.6	68408.8	21033.8	27971.7	46710.4	5221.79	5146.15	4160.94	2855.74	16729.7	11987.3	10988.8	12546.9	10385.4	9388.38	8949.76	11539.1	11779.4	11376.6	288.633	5037.99	5037.99	5037.99	3999.99	2902.85	0	0	4356.33	416.346	2277.72	0.0829601	0.0829601	0	0	0	0	0
6606	12904.7	20669.1	25557.3	48602.4	60236.7	9181.91	5450.41	7311.39	133555	45862.6	42728.6	24909	112042	17628.6	13634	63678.7	20319.3	72594.6	23173.6	30079.2	48787.4	5541.3	5692.05	4602.32	3158.67	18504.4	13258.9	12154.4	13877.8	11828.9	10693.3	10193.7	13143	13416.7	12957.9	308.006	5738.25	5738.25	5738.25	4555.97	3306.34	0	0	4622.89	447.716	2449.33	0.100408	0.100408	0	0	0	0	0
6607	18610.7	22979.9	34942.7	54036.1	82357.5	11233.3	6720.86	9015.63	182600	57289.1	54335.1	30715.1	138158	23893.1	18479	87063.5	25055.5	89515.9	32597.1	38249.7	55018.4	6832.95	7714.77	6237.8	4281.13	25080.1	17970.5	16473.6	18809.5	17053.7	15416.5	14696.3	18948.2	19342.8	18681.3	384.745	8272.81	8272.81	8272.81	6568.32	4766.73	0	0	5700.45	569.33	3114.65	0.162059	0.162059	0	0	0	0	0
6608	16178.5	24673.5	29631.1	58018.6	69838.4	12578.8	6363.97	8536.88	154843	54645.9	52268.5	29084.1	130821	23505.6	18179.3	73829	23725	84762.4	28088.6	36794.9	59801.4	6470.1	7589.64	6136.63	4211.7	24673.3	17679.1	16206.4	18504.4	17056.1	15418.7	14698.3	18950.8	19345.5	18684	366.993	8273.98	8273.98	8273.98	6569.25	4767.4	0	0	5397.75	547.676	2996.19	0.166118	0.166118	0	0	0	0	0
6609	16956.7	26483.4	30203.2	62274.4	71186.8	14081.7	6636.99	8903.12	157833	57407.4	55407.5	30331.8	136434	25593	19793.6	75254.5	24742.9	88398.8	29108.5	39004.7	63955.4	6747.68	8263.63	6681.59	4585.71	26864.4	19249	17645.6	20147.6	18972.9	17151.5	16350.2	21080.6	21519.6	20783.7	385.54	9203.82	9203.82	9203.82	7307.52	5303.17	0	0	5629.32	580.567	3176.13	0.190913	0.190913	0	0	0	0	0
6610	16021.4	25725.7	29039.2	60492.8	68443.5	13305.2	6375.97	8552.98	151750	54897.9	52681.8	29138.9	131068	23913.9	18495	72354.4	23769.8	84922.3	27704.2	37085.9	61186	6482.3	7721.46	6243.21	4284.85	25101.8	17986.1	16487.9	18825.8	17479.4	15801.4	15063.1	19421.2	19825.7	19147.7	368.686	8479.33	8479.33	8479.33	6732.29	4885.73	0	0	5407.93	552.007	3019.88	0.172138	0.172138	0	0	0	0	0
6611	11344.6	20860	23219.6	49051.2	54726.9	8881.87	5070.88	6802.28	121338	42350.4	39053.4	23174.5	104240	15518.2	12001.8	57854	18904.4	67539.6	20682.7	27492	47339.4	5155.45	5010.61	4051.34	2780.52	16289.1	11671.6	10699.3	12216.4	10012	9050.85	8628	11124.2	11355.9	10967.6	284.419	4856.87	4856.87	4856.87	3856.18	2798.49	0	0	4300.99	409.206	2238.66	0.0782665	0.0782665	0	0	0	0	0
6612	6667.82	15455.6	17399.9	36343	41010.3	4187.99	3765.79	5051.58	90926.5	29802.9	25424.9	17210.1	77411.7	7122.5	5508.54	43353.7	14039	50157	13661.3	17898.1	33492.7	3828.59	2299.76	1859.48	1276.2	7476.32	5356.98	4910.75	5607.06	2544.62	2300.33	2192.86	2827.3	2886.18	2787.48	200.152	1234.4	1234.4	1234.4	980.074	711.254	0	0	3194.04	266.405	1457.43	0.00316884	0.00316884	0	0	0	0	0
6613	8789.47	12336.8	22721.3	29009.3	53552.6	1730.79	3980.17	5339.16	118735	30939.3	25715.3	18189.8	81818.6	6262.21	4843.19	56612.7	14838.2	53012.3	17852.1	18102.5	27261.7	4046.55	2021.98	1634.88	1122.05	6573.3	4709.94	4317.61	4929.81	2492.26	2253	2147.74	2769.12	2826.8	2730.13	207.784	1209.01	1209.01	1209.01	959.908	696.62	0	0	3375.87	269.448	1474.08	0.0259449	0.0259449	0	0	0	0	0
6614	3317.29	10821.4	13626.9	25446	32117.7	405.827	2774.97	3722.46	71210.2	20140.2	14790.2	12681.9	57043.9	837.273	647.547	33953	10345.2	36960.1	8779.64	10411.7	21723	2821.25	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	135.259	304.559	304.559	304.559	241.809	175.484	0	0	2353.66	154.974	847.82	0.00653573	0.00653573	0	0	0	0	0
6615	1991.03	10589.8	11580.2	24901.5	27293.7	676.379	2460.7	3300.88	60514.6	17255.4	11796.4	11245.7	50583.5	405.951	313.962	28853.3	9173.55	32774.3	6639.83	8304.22	19646	2501.74	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	115.885	147.665	147.665	147.665	117.241	85.0834	0	0	2087.1	123.605	676.207	0.00316884	0.00316884	0	0	0	0	0
6616	587.994	8266.45	9252.31	19438.2	21807	541.103	1938.66	2600.6	48349.8	12236.4	6345.05	8859.92	39852.3	405.951	313.962	23053.1	7227.39	25821.3	3831.25	4466.66	14107.4	1971	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	82.1781	147.665	147.665	147.665	117.241	85.0834	0	0	1644.32	66.4843	363.717	0.00316884	0.00316884	0	0	0	0	0
6617	587.994	6725.93	7506.4	15815.7	17692.1	541.103	1547.14	2075.39	39226.2	8472.19	2256.51	7070.6	31803.8	405.951	313.962	18703	5767.76	20606.5	1724.82	1588.49	9953.36	1572.94	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	56.8979	147.665	147.665	147.665	117.241	85.0834	0	0	1312.24	23.644	129.35	0.00316884	0.00316884	0	0	0	0	0
6618	1212.74	4903.49	7225.27	11530.3	17029.5	270.552	1339.37	1796.69	37757.1	6337.99	1843.18	6121.09	27532.9	837.273	647.547	18002.5	4993.21	17839.2	2109.27	1297.53	6491.69	1361.71	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	42.565	304.559	304.559	304.559	241.809	175.484	0	0	1136.02	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
6619	4814.2	6034.15	15737.7	14189	37092.7	64.6971	2414.06	3238.32	82240.6	15882.3	9361.14	11032.5	49624.8	3323.72	2570.57	39212.2	8999.68	32153.2	9426.36	6589.87	10645.7	2454.32	1073.18	867.726	595.539	3488.83	2499.84	2291.61	2616.54	2492.26	2253	2147.74	2769.12	2826.8	2730.13	106.663	1209.01	1209.01	1209.01	959.908	696.62	0	0	2047.54	98.0872	536.609	0.0259449	0.0259449	0	0	0	0	0
6620	6026.93	7061.16	19180.2	16604	45206.4	64.6971	2905.12	3897.05	100230	20338.2	13930	13276.8	59719.4	4160.99	3218.11	47789.5	10830.4	38693.7	12939.9	9806.17	13415	2953.57	1343.53	1086.31	745.56	4367.7	3129.57	2868.88	3275.67	3120.09	2820.55	2688.78	3466.69	3538.89	3417.87	136.588	1513.56	1513.56	1513.56	1201.72	872.104	0	0	2464.05	145.96	798.51	0.0324806	0.0324806	0	0	0	0	0
6621	2381.93	9115.19	12463	21433.9	29374.4	64.6971	2513.95	3372.32	65127.9	17630.7	12064.5	11489.1	51678.2	837.273	647.547	31052.9	9372.08	33483.6	7375.35	8492.95	17632.4	2555.88	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	118.405	304.559	304.559	304.559	241.809	175.484	0	0	2132.27	126.414	691.575	0.00653573	0.00653573	0	0	0	0	0
6622	3551.13	10399	13917.9	24452.7	32803.5	64.6971	2840.23	3809.99	72730.8	20767.6	15471.6	12980.2	58385.3	837.273	647.547	34678	10588.4	37829.3	9130.71	10891.4	21094.1	2887.59	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	139.472	304.559	304.559	304.559	241.809	175.484	0	0	2409	162.114	886.881	0.00653573	0.00653573	0	0	0	0	0
6623	4486.49	11426	15081.8	26867.6	35546.9	976.419	3101.24	4160.13	78813.2	23277.1	18197.3	14173.1	63750.9	2516.41	1946.19	37578	11561.5	41305.8	10535	12810.2	23863.4	3152.96	812.514	656.961	450.886	2641.42	1892.65	1734.99	1981	627.822	567.55	541.034	697.565	712.094	687.742	156.326	304.559	304.559	304.559	241.809	175.484	0	0	2630.39	190.674	1043.13	0.00653573	0.00653573	0	0	0	0	0
6624	5030.94	12709.7	15363	29886.4	36209.5	2116.07	3309.01	4438.84	80282.4	25411.3	20654.9	15122.6	68021.9	4184.01	3235.91	38278.5	12336.1	44073.1	11203.8	14540.3	27325.1	3364.19	1350.96	1092.32	749.684	4391.86	3146.88	2884.75	3293.79	304.399	275.176	262.32	338.213	345.258	333.451	170.659	147.665	147.665	147.665	117.241	85.0834	0	0	2806.61	216.425	1184	0.00316884	0.00316884	0	0	0	0	0
6625	6901.66	14763.8	17690.9	34716.3	41696.1	3939.51	3831.05	5139.12	92447.1	30430.3	26106.3	17508.3	78753.1	7542.28	5833.2	44078.7	14282.2	51026.1	14012.3	18377.8	32863.7	3894.94	2435.3	1969.07	1351.41	7916.96	5672.71	5200.18	5937.53	2917.99	2637.86	2514.62	3242.14	3309.67	3196.49	204.365	1415.53	1415.53	1415.53	1123.88	815.616	0	0	3249.39	273.545	1496.49	0.00316884	0.00316884	0	0	0	0	0
6626	9240.05	17331.3	20600.7	40753.8	48554.4	6218.82	4483.59	6014.47	107653	36704.1	32920.6	20490.5	92167.2	11740.1	9079.82	51328.9	16714.9	59717.4	17523.1	23174.8	39787.1	4558.36	3790.73	3065	2103.58	12323.3	8830	8094.47	9242.21	6651.7	6013.12	5732.19	7390.61	7544.54	7286.54	246.499	3226.76	3226.76	3226.76	2561.93	1859.23	0	0	3802.86	344.946	1887.1	0.036024	0.036024	0	0	0	0	0
6627	10876.9	19128.6	22637.6	44980	53355.2	7814.33	4940.37	6627.21	118297	41095.7	37690.5	22578.1	101557	14678.6	11352.4	56404	18417.8	65801.4	19980.6	26532.6	44633.4	5022.76	4739.52	3832.16	2630.09	15407.8	11040.1	10120.5	11555.5	9265.29	8375.8	7984.49	10294.5	10509	10149.6	275.992	4494.62	4494.62	4494.62	3568.57	2589.77	0	0	4190.29	394.926	2160.53	0.0688793	0.0688793	0	0	0	0	0
6628	12046.1	20412.4	24092.5	47998.7	56784.4	8953.98	5266.64	7064.89	125900	44232.6	41097.6	24069.2	108264	16777.5	12975.8	60029.1	19634.2	70147	21735.9	28931.1	48095.1	5354.48	5417.24	4380.12	3006.17	17611	12618.7	11567.6	13207.8	11132.1	10063.4	9593.27	12368.8	12626.4	12194.6	297.059	5400.24	5400.24	5400.24	4287.6	3111.58	0	0	4467.03	430.626	2355.84	0.0923473	0.0923473	0	0	0	0	0
6629	13449.2	21952.9	25838.4	51621.2	60899.4	10321.6	5658.17	7590.1	135024	47996.8	45186.2	25858.5	116313	19296.2	14923.7	64379.2	21093.8	75361.8	23842.4	31809.3	52249.1	5752.53	6230.49	5037.68	3457.47	20254.8	14513.1	13304.2	15190.6	13372.4	12088.6	11523.8	14857.9	15167.3	14648.6	322.339	6486.97	6486.97	6486.97	5150.43	3737.75	0	0	4799.11	473.467	2590.21	0.120509	0.120509	0	0	0	0	0
6630	14073.9	21952.9	27012.2	51621.2	63665.9	10321.6	5776.68	7749.07	141158	48999.5	46135.7	26400.1	118749	19727.6	15257.3	67303.8	21535.6	76940.2	24929	32477.7	52249.1	5873.02	6369.76	5150.29	3534.75	20707.6	14837.5	13601.6	15530.2	13695.8	12381	11802.5	15217.2	15534.2	15002.9	329.073	6643.87	6643.87	6643.87	5275	3828.15	0	0	4899.63	483.416	2644.64	0.123876	0.123876	0	0	0	0	0
6631	16272.3	20412.4	32032.8	47998.7	75499.2	8953.98	6068.32	8140.28	167394	51015.3	47520.8	27732.9	124744	19695.3	15232.4	79813.3	22622.8	80824.6	29086.4	33452.8	48095.1	6169.52	6359.34	5141.87	3528.97	20673.7	14813.3	13579.3	15504.8	13320	12041.3	11478.7	14799.7	15107.9	14591.3	342.611	6461.58	6461.58	6461.58	5130.27	3723.11	0	0	5146.98	497.93	2724.04	0.115123	0.115123	0	0	0	0	0
6632	10566.3	18511.4	22647.4	43528.8	53378.4	7108.46	4797.86	6436.04	118349	39588.9	35914.3	21926.8	98627.6	13430.8	10387.4	56428.5	17886.5	63903.2	19662.9	25282.3	43185.4	4877.88	4336.62	3506.39	2406.51	14098	10101.6	9260.14	10573.2	8095.23	7318.07	6976.17	8994.5	9181.84	8867.84	265.873	3927.02	3927.02	3927.02	3117.92	2262.72	0	0	4069.42	376.315	2058.72	0.0534717	0.0534717	0	0	0	0	0
6633	10409.2	19294.3	22055.6	45369.6	51983.6	7699.6	4809.86	6452.14	115256	39840.9	36327.7	21981.6	98874.3	13839	10703.1	54954	17931.3	64063.1	19278.4	25573.2	44570	4890.08	4468.44	3612.97	2479.66	14526.5	10408.6	9541.61	10894.5	8518.55	7700.75	7340.97	9464.85	9661.98	9331.56	267.566	4132.37	4132.37	4132.37	3280.96	2381.04	0	0	4079.6	380.646	2082.41	0.0594921	0.0594921	0	0	0	0	0
6634	7837.01	16739.3	18854.8	39361.7	44439.4	5327.64	4092.06	5489.26	98529.5	32939.8	28832	18701.2	84118.8	9221.42	7131.85	46978.7	15255.3	54502.6	15416.6	20296.6	36954.4	4160.31	2977.47	2407.44	1652.28	9679.51	6935.62	6357.9	7259.4	4411.47	3987.96	3801.65	4901.53	5003.62	4832.51	221.219	2140.02	2140.02	2140.02	1699.1	1233.06	0	0	3470.78	302.106	1652.74	0.00786244	0.00786244	0	0	0	0	0
6635	5966.3	14954.6	16526.9	35165.1	38952.8	3639.47	3570.03	4788.98	86364.7	27920.8	23380.6	16315.4	73387.5	5863.14	4534.56	41178.6	13309.1	47549.6	12608.1	16459	31415.7	3629.56	1893.13	1530.7	1050.55	6154.41	4409.8	4042.47	4615.66	1424.51	1287.75	1227.59	1582.75	1615.72	1560.47	187.512	691.034	691.034	691.034	548.657	398.169	0	0	3028	244.985	1340.25	0.00316884	0.00316884	0	0	0	0	0
