l	0	-15	-14	-13	-12	-11	-10	-9	-8	-7	-6	-5	-4	-3	-2	-1	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
k	s	37	35	15	9	43	28	16	47	52	48	5	21	12	2	-1	1	-1	8	-1	44	6	-1	49	19	-1	27	42	24	29	34	51
k	p	0	0	0	0	-1	53	18	0	10	0	3	0	0	-1	0	-1	0	7	0	36	-1	0	20	-1	0	-1	41	25	26	40	31
k	d	0	0	0	0	0	13	17	0	0	0	4	0	0	0	0	0	0	22	0	45	0	0	14	0	0	0	39	23	0	33	32
k	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	46	0	0	11	0	0	0	50	0	0	30	0
k	g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	38	0	0	-1	0
n	0	0	0	0	0	14	0	0	0	0	0	0	0	0	5	3	1	2	4	6	7	8	9	10	11	12	13	0	0	0	15	0
