Timestep	2018	2019	2020	2021	2022
631	278.85	277.45	277.25	272.95	273.85
632	278.95	277.45	276.95	272.75	273.95
633	279.25	276.45	277.15	272.75	273.75
634	279.45	276.55	278.45	273.55	273.95
635	279.75	277.15	279.25	274.35	274.35
636	279.75	277.85	279.45	274.65	274.55
637	279.95	278.55	279.95	274.45	274.95
638	280.35	280.75	279.75	274.55	274.75
639	280.25	280.45	280.05	274.65	274.85
640	280.35	279.95	280.15	275.05	274.85
641	280.15	279.05	280.55	275.15	274.75
642	279.85	277.75	280.65	275.15	274.15
643	280.15	278.65	281.25	275.05	273.65
644	280.05	277.95	280.75	275.45	273.25
645	279.85	276.45	280.35	275.95	273.75
646	279.85	275.85	279.85	276.35	273.35
647	279.75	275.35	279.75	276.35	273.05
648	279.65	275.05	279.75	276.55	273.95
649	279.55	274.45	279.85	276.25	274.45
650	279.25	273.45	279.75	276.05	274.55
651	279.05	274.05	279.75	275.95	274.75
652	278.95	274.25	279.95	276.35	274.85
653	278.85	274.45	279.95	277.15	274.95
654	278.75	274.35	281.55	277.25	275.15
655	278.65	274.25	283.05	277.15	274.65
656	278.55	274.45	283.15	277.55	274.35
657	278.45	274.15	282.75	277.45	274.55
658	278.65	273.85	280.95	277.55	276.05
659	279.45	274.05	277.35	278.25	277.45
660	279.55	275.05	278.95	278.75	278.05
661	279.35	275.95	279.15	279.45	278.55
662	279.45	276.15	278.25	280.05	278.75
663	279.45	276.45	278.35	280.45	279.35
664	279.25	276.15	278.35	281.05	280.25
665	278.95	275.45	278.85	281.45	279.85
666	278.45	275.45	278.95	281.85	279.55
667	277.85	275.25	279.15	282.55	278.85
668	277.65	273.85	279.15	282.65	278.25
669	277.35	273.95	279.35	282.65	277.45
670	277.15	273.85	279.45	282.65	277.15
671	276.85	273.95	279.45	282.55	277.45
672	276.85	273.55	279.25	282.55	276.85
673	277.55	273.75	279.05	281.95	276.05
674	277.25	274.15	278.65	281.75	275.55
675	277.25	273.95	279.05	281.15	275.15
676	276.25	274.35	279.25	280.65	274.45
677	276.05	274.55	278.95	281.15	274.25
678	276.85	274.45	278.65	281.45	274.55
679	276.55	274.05	278.25	282.05	274.05
680	276.05	273.95	278.45	282.65	273.45
681	276.25	273.85	278.85	281.95	273.95
682	276.85	274.85	278.55	283.45	275.25
683	276.55	275.25	278.75	282.85	275.75
684	276.95	275.25	280.05	281.95	276.55
685	276.85	274.95	280.25	283.15	277.45
686	276.85	275.25	279.65	281.65	278.25
687	276.65	275.35	279.75	282.45	278.15
688	276.45	275.35	279.95	282.45	279.05
689	275.95	275.25	279.85	282.55	278.85
690	275.75	274.95	279.95	281.85	278.25
691	275.65	274.35	279.85	281.65	277.65
692	275.95	274.25	279.45	281.35	277.15
693	276.05	274.25	279.45	280.45	276.35
694	276.05	274.25	279.15	280.35	276.95
695	276.15	274.85	278.95	280.45	276.35
696	276.35	274.45	278.95	280.55	276.35
697	276.45	273.95	278.75	280.35	276.35
698	276.35	273.55	277.75	280.15	275.45
699	275.95	273.55	277.75	279.85	275.35
700	275.55	274.25	277.55	279.65	275.95
701	275.45	275.85	277.15	279.15	276.25
702	275.25	276.45	276.35	278.65	275.95
703	275.65	276.55	276.25	278.65	275.65
704	275.65	276.45	276.15	278.75	276.35
705	276.05	276.15	276.15	278.55	276.55
706	276.15	275.75	277.25	279.25	277.05
707	276.45	275.45	277.85	279.45	277.65
708	276.65	275.65	278.35	279.35	278.15
709	276.65	275.55	279.05	279.05	279.45
710	277.25	275.95	279.65	278.85	280.25
711	277.65	276.55	280.25	278.95	282.55
712	277.75	276.95	280.05	278.85	283.25
713	277.85	276.55	279.95	278.75	282.75
714	277.95	276.05	279.15	278.95	281.15
715	278.55	275.55	278.75	278.95	279.75
716	278.75	275.35	279.05	278.85	279.25
717	278.35	275.15	279.25	278.95	278.45
718	278.55	274.95	279.45	278.65	277.65
719	279.05	274.35	279.65	278.45	276.95
720	279.15	273.95	279.65	278.95	276.15
721	278.85	273.95	279.75	278.95	275.55
722	278.85	272.85	279.95	278.85	275.25
723	278.65	272.75	280.15	278.75	274.95
724	278.55	271.95	280.25	278.75	275.85
725	278.15	272.25	280.05	278.85	276.45
726	278.05	272.55	280.55	278.55	276.55
727	277.85	272.25	280.55	278.35	276.85
728	277.55	272.55	280.25	278.55	277.45
729	277.45	272.15	280.75	278.75	278.35
730	277.75	272.55	280.75	278.95	278.65
731	277.85	273.05	281.45	278.95	277.45
732	278.35	274.05	282.25	279.05	277.05
733	279.45	275.15	282.45	279.35	277.85
734	279.65	275.45	283.35	279.85	278.15
735	279.95	275.75	283.35	279.75	278.05
736	279.85	276.45	284.65	279.85	277.05
737	279.55	276.55	284.15	280.35	276.95
738	279.55	275.95	283.65	279.65	276.15
739	278.55	274.25	283.25	279.55	276.05
740	278.75	274.05	282.75	279.45	274.95
741	279.25	273.95	283.15	279.15	275.25
742	280.85	274.45	283.05	279.35	275.45
743	281.25	274.95	282.65	279.55	275.75
744	280.75	275.35	282.35	279.25	275.55
745	279.85	276.05	282.45	279.25	275.65
746	278.95	276.65	282.55	278.85	275.75
747	278.75	276.65	281.85	278.75	275.65
748	278.45	276.85	281.05	278.95	275.45
749	278.25	276.95	281.25	279.35	275.25
750	278.05	276.55	281.05	278.95	274.55
751	278.05	276.75	280.65	278.85	275.15
752	277.45	277.15	280.25	278.75	274.85
753	277.05	276.55	280.55	279.25	274.85
754	277.35	276.45	282.55	279.55	275.15
755	277.25	276.45	282.45	279.65	275.55
756	277.05	276.65	284.05	279.85	275.95
757	277.55	276.65	283.95	279.95	276.25
758	277.75	276.05	283.45	280.35	276.55
759	277.85	275.55	283.15	280.45	276.45
760	278.05	275.25	283.85	280.45	276.35
761	277.55	274.55	283.35	280.35	276.35
762	277.05	273.55	283.85	279.85	277.05
763	276.15	273.45	284.05	280.15	276.75
764	275.75	273.95	284.05	280.15	275.95
765	275.45	274.45	284.25	279.55	275.15
766	275.85	274.55	284.05	279.65	275.05
767	276.15	274.75	284.65	279.65	275.45
768	276.05	274.85	284.45	279.55	275.65
769	275.25	275.15	283.95	279.65	275.85
770	274.45	275.55	283.75	279.85	276.05
771	274.45	275.25	283.55	279.75	276.25
772	274.35	275.05	283.55	279.85	276.65
773	273.85	275.05	283.45	279.95	276.85
774	273.25	274.65	283.05	279.75	277.05
775	272.95	274.25	282.85	279.75	277.25
776	273.05	274.25	282.95	279.65	277.35
777	272.55	274.65	282.35	279.75	277.45
778	274.25	276.15	282.05	279.85	277.65
779	275.55	277.15	282.05	280.05	277.95
780	276.25	276.95	282.05	280.45	278.25
781	276.95	277.05	282.25	280.85	278.65
782	277.65	276.55	282.15	280.85	279.25
783	277.35	276.75	282.85	280.85	279.15
784	277.35	276.95	283.45	281.15	279.05
785	277.55	276.85	283.65	281.45	279.15
786	277.15	276.65	283.45	281.65	278.85
787	276.55	276.55	283.95	281.65	278.85
788	276.25	276.55	284.25	281.95	279.15
789	276.05	276.85	284.15	282.15	278.35
790	275.95	277.15	283.85	282.25	277.85
791	275.65	276.75	283.65	282.05	277.65
792	274.75	275.85	284.75	281.95	277.45
793	274.05	275.45	286.75	281.65	277.35
794	273.95	275.55	285.65	281.35	276.85
795	274.35	274.75	286.25	281.45	276.45
796	274.15	274.45	286.45	281.65	276.35
797	274.25	274.35	286.15	281.65	276.15
798	274.15	274.35	286.15	281.35	276.25
799	274.15	274.15	286.05	281.15	276.25
800	274.25	274.35	286.35	281.45	276.45
801	274.45	274.45	286.45	281.15	276.45
802	274.65	274.55	286.35	281.75	276.65
803	274.55	274.75	285.85	282.55	276.75
804	275.35	275.25	285.95	283.05	276.75
805	276.15	275.75	286.05	283.55	277.05
806	276.75	276.05	286.05	283.95	277.05
807	276.85	276.35	286.85	284.65	276.85
808	276.75	276.35	287.75	283.65	276.85
809	276.95	275.55	287.75	282.25	276.75
810	276.35	275.05	287.45	282.25	276.55
811	275.85	274.55	286.35	282.65	276.35
812	275.55	274.25	285.85	283.25	276.45
813	275.45	274.15	285.35	283.65	276.35
814	275.25	273.95	285.15	283.45	276.35
815	274.45	273.95	285.25	283.45	275.85
816	273.85	273.75	285.65	283.65	275.55
817	273.65	273.45	286.25	283.25	275.35
818	274.05	273.15	285.65	282.65	275.35
819	273.85	272.95	285.75	281.15	275.35
820	274.05	272.95	286.35	280.65	274.85
821	274.15	272.65	281.95	279.85	275.15
822	274.05	272.45	280.15	279.45	275.25
823	274.05	272.15	279.95	279.05	275.95
824	273.85	271.85	279.15	279.35	276.45
825	273.95	272.05	277.95	279.95	276.95
826	274.45	272.65	278.15	280.55	278.35
827	275.05	274.25	278.25	280.45	278.55
828	275.65	274.85	277.25	280.85	279.15
829	275.95	275.25	275.15	281.25	279.85
830	276.05	275.25	277.15	282.25	280.65
831	276.35	275.35	277.15	282.05	280.55
832	276.75	275.35	276.25	281.85	280.95
833	276.45	275.35	275.85	281.35	280.75
834	276.15	274.55	276.15	281.05	280.15
835	275.95	273.55	275.75	281.25	280.15
836	275.65	273.15	274.95	281.25	279.85
837	275.55	272.75	274.95	280.55	279.85
838	275.55	272.65	274.55	280.35	279.65
839	275.35	272.55	274.85	280.15	279.35
840	275.45	272.45	275.25	279.75	279.25
841	275.45	272.25	275.75	279.55	278.55
842	275.35	272.45	276.25	279.25	278.75
843	274.95	272.75	276.35	279.05	279.15
844	274.65	272.65	276.45	279.15	279.35
845	274.15	272.05	276.55	279.15	279.45
846	274.05	271.85	276.45	279.45	278.85
847	274.05	271.55	276.35	279.45	278.65
848	273.95	271.75	275.75	279.35	278.55
849	274.05	272.55	276.15	279.75	277.65
850	274.55	273.35	277.85	280.05	278.75
851	275.15	274.45	278.45	280.35	280.05
852	275.35	275.15	279.45	281.15	280.95
853	276.05	275.25	279.75	281.15	280.95
854	275.65	275.35	279.85	281.25	281.45
855	275.95	275.55	281.05	283.05	281.65
856	276.45	275.95	280.85	281.75	281.95
857	276.35	276.05	280.25	281.65	281.95
858	275.55	275.65	278.95	281.25	281.25
859	275.25	274.55	277.85	280.85	279.25
860	275.15	273.95	277.15	280.85	278.35
861	274.85	273.45	276.85	280.35	277.75
862	274.75	273.35	276.65	280.05	276.95
863	274.95	273.25	276.35	279.85	276.15
864	274.65	272.75	275.85	279.55	275.55
865	274.55	272.25	275.35	279.35	275.15
866	274.25	272.05	275.15	278.95	274.85
867	274.05	271.75	274.45	279.05	274.65
868	273.65	271.95	274.25	278.85	274.65
869	273.75	271.55	274.15	278.85	274.65
870	273.75	271.65	273.85	278.75	274.25
871	273.55	271.85	273.65	278.55	274.15
872	273.15	272.35	273.55	278.65	274.15
873	273.65	272.65	273.85	278.65	274.65
874	274.75	272.65	274.55	278.95	276.25
875	275.45	273.05	275.55	279.55	277.15
876	275.85	273.45	276.15	280.35	278.65
877	275.95	273.35	276.45	280.25	279.65
878	276.15	273.55	276.75	280.75	279.85
879	276.55	273.55	277.35	280.25	279.95
880	276.75	273.55	277.55	280.45	280.15
881	276.75	273.45	277.75	280.75	280.35
882	276.25	273.15	277.25	280.55	279.65
883	275.75	273.05	276.15	280.15	277.75
884	275.05	273.05	275.55	279.95	277.35
885	274.75	273.05	275.55	280.15	277.45
886	274.75	273.15	275.75	280.45	277.85
887	274.75	273.25	275.25	280.25	277.85
888	274.95	273.05	275.35	280.15	278.45
889	275.45	273.05	275.15	280.25	279.45
890	275.45	273.15	274.35	280.95	279.65
891	275.65	273.15	274.15	280.25	279.35
892	275.75	272.95	273.95	280.75	279.95
893	275.45	273.05	273.75	281.45	279.95
894	275.65	272.85	273.45	281.25	278.65
895	275.75	273.25	273.45	280.95	278.25
896	275.55	273.05	273.35	280.75	277.85
897	275.25	273.25	273.75	280.55	277.05
898	275.45	274.15	275.95	280.25	277.25
899	275.85	274.75	276.55	280.15	277.75
900	275.75	275.35	276.95	280.25	279.15
901	275.85	276.15	277.15	280.15	279.25
902	275.95	276.05	277.45	279.65	279.85
903	275.95	276.35	278.15	279.15	279.55
904	276.05	276.45	278.85	278.65	279.75
905	275.95	276.55	278.55	278.55	279.85
906	275.75	276.75	277.85	278.25	279.85
907	275.55	276.95	277.15	277.85	277.85
908	275.55	276.65	276.55	277.85	277.05
909	275.35	276.95	276.15	278.25	276.95
910	275.15	276.75	275.65	277.95	276.85
911	275.05	276.45	275.45	277.35	276.35
912	275.05	276.35	275.15	277.45	275.95
913	275.05	275.95	275.05	277.55	275.75
914	274.85	275.85	274.95	277.45	274.75
915	274.75	275.85	275.05	277.45	274.25
916	274.65	275.55	275.05	277.95	273.85
917	274.25	275.15	274.85	277.75	273.65
918	274.25	274.75	274.65	277.65	273.85
919	274.45	274.55	274.45	277.85	273.55
920	274.35	274.35	274.35	277.75	273.55
921	274.35	274.95	274.45	277.75	274.35
922	274.75	276.45	276.45	277.55	276.25
923	275.25	277.25	277.15	278.95	276.95
924	275.75	277.55	277.45	279.45	276.95
925	276.25	277.65	278.05	280.25	277.45
926	276.65	277.85	278.65	281.15	277.75
927	276.75	277.95	279.65	281.35	278.25
928	276.75	278.45	280.15	281.65	279.15
929	276.25	278.75	281.05	281.15	279.35
930	275.85	278.05	279.35	280.85	278.55
931	275.55	277.45	279.25	280.65	277.45
932	274.85	277.25	278.65	280.05	277.35
933	274.35	276.95	279.05	279.55	276.95
934	274.05	276.65	278.75	279.35	276.25
935	274.25	277.15	278.75	279.15	275.85
936	274.05	276.85	278.45	278.85	275.75
937	273.95	276.45	278.25	278.85	275.65
938	274.05	276.75	277.55	278.75	275.15
939	274.05	277.65	277.05	278.85	274.85
940	274.05	278.65	276.85	278.65	274.65
941	274.05	279.25	276.85	277.95	274.75
942	274.25	279.35	276.55	277.45	274.45
943	274.35	279.65	276.25	277.05	274.55
944	274.45	279.85	276.45	276.75	274.35
945	274.55	279.95	277.05	277.25	275.05
946	274.95	279.95	278.65	277.65	276.75
947	275.15	280.55	279.35	277.95	277.45
948	275.75	280.95	279.85	278.65	277.95
949	275.95	281.65	281.55	279.45	278.55
950	276.35	282.05	282.45	279.95	279.35
951	276.65	282.95	282.35	280.05	280.15
952	276.95	283.15	283.25	280.05	280.35
953	276.95	282.85	283.25	279.95	280.65
954	276.25	282.85	283.25	279.05	279.75
955	275.05	282.55	282.85	277.95	279.35
956	274.65	281.75	283.45	277.05	279.35
957	275.55	281.55	283.05	276.25	278.35
958	275.85	281.25	283.15	275.85	277.75
959	275.55	280.55	283.15	275.95	277.75
960	275.55	280.75	282.25	276.15	277.85
961	275.45	280.25	281.85	275.95	278.25
962	274.35	279.95	282.15	275.95	278.25
963	274.45	280.35	282.85	275.75	278.75
964	274.35	279.75	282.95	274.95	278.25
965	274.05	279.15	283.15	273.95	277.75
966	273.85	280.05	284.05	273.65	277.95
967	273.85	280.45	284.75	274.15	277.45
968	273.65	280.35	286.95	274.45	277.05
969	273.95	280.95	285.75	274.75	277.45
970	274.55	281.35	284.95	275.45	279.25
971	275.05	281.95	283.85	276.35	279.85
972	275.55	282.15	284.45	276.75	280.85
973	275.65	282.15	284.25	277.75	281.55
974	275.95	281.95	284.35	278.35	282.85
975	276.05	281.35	284.75	279.45	283.25
976	276.15	280.95	284.95	279.35	283.75
977	276.15	280.55	284.55	279.55	284.25
978	275.85	279.15	284.65	279.75	281.75
979	275.55	279.55	284.75	279.35	282.45
980	275.45	279.15	285.05	278.75	282.55
981	275.35	278.65	285.05	277.85	283.05
982	275.15	278.45	284.85	276.95	283.65
983	274.85	278.45	284.75	276.65	283.25
984	274.65	278.05	284.15	276.25	283.05
985	274.75	276.45	283.75	275.85	282.85
986	274.65	277.25	282.85	275.45	282.35
987	274.35	276.75	282.85	275.15	281.25
988	274.45	275.45	282.35	274.45	282.05
989	275.05	275.65	282.25	274.05	280.65
990	275.35	275.85	281.95	273.45	279.85
991	275.25	276.05	281.95	272.85	278.95
992	274.95	275.05	281.65	272.25	278.35
993	274.85	275.75	281.25	272.05	278.05
994	273.95	275.95	281.05	271.85	277.85
995	274.05	275.95	281.25	272.05	277.95
996	273.75	276.25	281.65	272.25	279.05
997	274.45	276.55	281.75	272.75	279.85
998	274.65	276.45	281.05	272.95	280.25
999	275.05	275.95	280.05	273.05	280.85
1000	274.65	276.65	279.25	272.85	280.85
1001	275.05	277.05	279.35	272.35	280.35
1002	275.15	276.45	280.05	271.85	279.35
1003	275.95	276.35	280.25	271.15	278.25
1004	276.35	275.85	279.85	270.35	277.65
1005	276.55	275.45	280.25	270.25	277.35
1006	277.05	275.65	280.05	269.95	276.45
1007	277.05	275.85	279.75	269.75	276.05
1008	276.35	275.25	279.55	269.65	275.75
1009	276.35	274.65	279.35	269.65	275.05
1010	276.85	274.55	279.05	269.65	274.45
1011	275.95	274.95	279.15	269.65	273.95
1012	275.75	274.25	278.85	269.85	273.75
1013	275.65	274.05	278.65	269.65	273.65
1014	275.25	273.95	278.05	269.45	273.25
1015	274.25	273.35	278.25	269.25	272.85
1016	274.15	273.05	278.45	269.15	272.55
1017	273.85	273.75	278.65	269.25	273.15
1018	273.95	275.65	277.85	269.05	275.05
1019	275.25	276.65	278.45	269.15	275.45
1020	276.35	276.85	280.05	269.65	275.85
1021	276.65	277.15	280.15	270.05	276.05
1022	276.45	277.65	280.85	270.25	276.55
1023	276.75	278.05	281.15	270.35	277.35
1024	276.35	279.45	281.35	270.15	277.55
1025	275.85	279.25	281.15	269.75	277.15
1026	275.45	278.35	280.45	269.35	276.65
1027	274.15	277.45	279.85	268.95	276.45
1028	273.55	276.95	278.45	268.85	276.05
1029	273.05	276.85	277.45	268.75	275.95
1030	272.95	276.25	276.95	268.95	275.35
1031	272.85	275.15	276.75	269.05	275.25
1032	272.65	274.95	276.05	268.95	275.05
1033	272.25	274.85	275.95	268.75	275.35
1034	271.95	274.45	275.55	268.55	275.95
1035	271.45	274.55	275.55	268.25	276.05
1036	270.85	274.35	275.35	268.05	275.65
1037	270.25	274.55	274.95	267.75	275.25
1038	269.95	274.15	274.65	267.65	275.05
1039	269.55	274.05	274.45	267.45	274.95
1040	269.55	273.75	274.35	267.25	274.85
1041	270.85	274.05	275.85	267.15	275.75
1042	271.75	275.45	277.15	267.25	277.35
1043	272.65	276.05	278.25	267.65	277.55
1044	273.35	276.25	279.15	268.15	277.95
1045	273.55	276.85	278.95	268.45	279.35
1046	273.75	277.55	278.45	268.85	280.35
1047	274.15	278.05	278.75	269.05	281.05
1048	274.55	278.55	279.05	269.25	281.65
1049	274.45	278.75	279.75	268.85	281.65
1050	274.05	278.15	280.45	268.75	280.75
1051	273.45	277.15	281.15	268.55	279.65
1052	273.35	276.45	280.65	268.75	280.65
1053	273.15	276.15	280.95	268.75	281.35
1054	273.35	275.75	281.45	268.85	281.15
1055	273.25	275.35	281.35	268.85	280.05
1056	273.45	275.05	281.55	268.75	279.35
1057	273.55	274.85	281.25	268.55	278.85
1058	273.35	274.65	280.65	268.55	278.75
1059	272.85	274.45	280.15	268.35	278.25
1060	272.75	274.35	280.15	268.55	278.25
1061	273.05	274.05	280.25	268.55	278.85
1062	273.15	273.85	279.55	268.55	278.85
1063	273.35	273.65	279.05	268.55	279.65
1064	273.65	273.55	278.95	268.35	279.85
1065	273.85	274.55	279.35	268.65	280.05
1066	274.15	276.25	280.25	269.55	280.45
1067	274.75	276.95	281.55	270.35	280.75
1068	275.45	277.55	282.25	270.95	281.35
1069	275.55	278.25	282.45	271.45	281.75
1070	276.15	278.85	282.45	271.95	281.15
1071	276.55	279.65	282.65	272.55	279.35
1072	276.55	280.15	283.05	272.85	278.95
1073	276.55	280.05	283.25	273.05	278.55
1074	276.15	279.85	282.65	272.65	277.95
1075	274.95	279.05	281.25	272.35	277.75
1076	274.25	278.55	280.25	272.15	277.75
1077	273.85	278.15	279.55	271.95	277.85
1078	273.95	277.65	279.75	271.95	277.85
1079	273.95	277.15	279.45	271.65	277.55
1080	273.95	276.85	279.15	271.55	277.25
1081	274.15	276.55	278.55	271.75	277.25
1082	274.55	276.55	278.65	272.05	277.45
1083	274.85	276.15	278.05	272.15	277.55
1084	274.75	275.75	277.35	272.15	277.55
1085	274.85	275.35	276.95	272.05	277.65
1086	275.15	275.15	276.85	272.15	277.65
1087	274.45	275.05	276.35	272.15	277.85
1088	274.15	274.95	276.05	272.15	277.85
1089	274.05	275.85	276.85	272.65	277.75
1090	274.55	277.25	278.35	274.35	278.05
1091	275.15	277.75	279.25	275.45	278.75
1092	275.15	278.55	279.65	276.05	279.05
1093	275.35	279.25	280.25	277.25	279.05
1094	275.95	280.15	280.85	277.95	279.45
1095	276.55	280.45	282.25	278.25	277.95
1096	276.95	280.95	282.45	278.75	278.25
1097	276.85	281.15	282.85	278.45	279.55
1098	277.15	280.05	282.65	278.15	278.75
1099	277.45	279.65	281.95	277.85	277.85
1100	278.05	279.15	281.95	278.05	277.85
1101	277.75	278.85	281.45	277.95	277.65
1102	277.85	278.55	280.85	278.05	276.85
1103	278.35	277.95	281.55	278.45	277.05
1104	278.65	277.65	282.45	278.45	277.05
1105	278.85	277.05	282.35	278.35	277.65
1106	278.85	276.65	281.25	277.95	277.65
1107	279.45	276.35	280.55	278.15	277.75
1108	278.75	276.05	280.05	277.65	277.35
1109	278.75	276.05	280.55	277.45	276.95
1110	279.15	275.65	280.75	277.65	277.25
1111	279.45	275.55	280.55	277.05	276.85
1112	279.85	275.35	280.85	276.95	276.75
1113	279.35	276.55	281.45	277.55	276.95
1114	279.65	277.65	283.15	278.55	276.95
1115	280.85	278.75	283.15	278.95	276.95
1116	280.15	279.35	284.15	279.65	276.95
1117	280.65	280.25	284.65	281.15	277.45
1118	280.95	281.45	284.95	281.25	277.05
1119	281.35	282.05	286.15	281.75	277.25
1120	281.45	282.65	286.35	282.05	277.95
1121	280.95	283.15	286.55	282.65	278.15
1122	280.75	282.35	286.35	281.35	278.45
1123	280.65	281.25	285.45	280.35	278.65
1124	280.35	281.05	285.05	280.55	278.95
1125	279.95	280.25	284.25	281.45	279.05
1126	279.75	279.75	284.05	281.75	279.35
1127	279.55	279.15	283.75	281.85	279.65
1128	279.25	278.75	283.35	281.95	279.75
1129	279.05	278.45	283.45	281.85	279.95
1130	279.05	278.05	283.75	281.75	280.15
1131	278.75	277.65	283.45	281.45	280.95
1132	278.75	277.35	283.75	280.75	280.55
1133	278.65	277.15	283.25	280.45	281.65
1134	278.45	276.25	283.05	279.95	282.05
1135	278.35	276.25	282.85	279.55	282.35
1136	278.35	276.35	282.65	279.95	282.15
1137	278.45	276.95	283.25	280.15	282.55
1138	278.55	278.05	283.85	281.65	283.25
1139	278.75	278.95	284.05	282.05	283.85
1140	279.25	279.95	285.05	282.45	284.85
1141	279.75	280.75	284.25	283.15	285.45
1142	279.55	282.15	283.25	283.75	285.15
1143	280.55	282.85	282.15	284.55	284.35
1144	280.85	283.25	281.45	284.65	284.55
1145	280.65	283.95	281.15	284.75	284.65
1146	280.45	282.35	281.05	283.55	284.65
1147	280.35	281.65	280.75	282.25	283.95
1148	280.15	281.25	280.55	281.05	283.45
1149	279.95	280.35	280.55	280.25	283.45
1150	279.45	279.65	280.35	279.65	282.95
1151	278.25	279.35	280.25	279.45	282.55
1152	277.65	278.85	280.35	279.45	282.65
