2012	2013	2014	2015	2016	2017	2018	2019	2020	mean	max	min
697	648	694	139	377	369	145	623	591	475.8888889	697	139
748	617	759	97	545	308	214	731	690	523.2222222	759	97
741	521	741	77	606	190	237	775	640	503.1111111	775	77
677	340	680	76	624	306	457	766	689	512.7777778	766	76
555	338	486	70	547	227	311	680	628	426.8888889	680	70
395	291	198	54	394	173	300	527	473	311.6666667	527	54
215	170	99	32	220	86	231	359	333	193.8888889	359	32
36	56	44	11	64	25	126	155	154	74.55555556	155	11
4	3	2	1	3	2	28	23	24	10	28	1
3	2	1	1	2	1	1	2	2	1.666666667	3	1
3	2	2	2	2	1	1	2	1	1.777777778	3	1
3	1	1	1	2	1	1	2	1	1.444444444	3	1
3	1	2	1	2	1	1	1	1	1.444444444	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	2	1	1	1	1	1	1.333333333	3	1
3	1	2	2	1	1	1	1	1	1.444444444	3	1
3	1	1	2	1	2	1	1	1	1.444444444	3	1
3	1	2	2	1	1	1	1	1	1.444444444	3	1
3	1	2	1	1	1	1	1	1	1.333333333	3	1
6	2	2	2	2	2	1	1	1	2.111111111	6	1
81	50	13	32	56	12	10	8	2	29.33333333	81	2
241	249	19	77	208	40	122	118	16	121.1111111	249	16
415	440	29	84	428	65	316	312	42	236.7777778	440	29
578	581	26	140	589	355	483	481	82	368.3333333	589	26
668	690	67	164	720	324	581	630	141	442.7777778	720	67
751	718	33	131	768	281	717	739	177	479.4444444	768	33
736	727	42	206	748	459	757	787	165	514.1111111	787	42
674	570	61	397	678	403	699	776	153	490.1111111	776	61
556	481	78	249	541	489	551	687	146	419.7777778	687	78
401	231	54	140	412	240	227	545	130	264.4444444	545	54
185	194	55	43	238	89	145	384	72	156.1111111	384	43
38	55	65	15	67	23	61	184	35	60.33333333	184	15
4	3	2	2	3	2	10	30	9	7.222222222	30	2
3	2	2	1	2	1	1	2	1	1.666666667	3	1
3	2	1	1	2	1	1	2	1	1.555555556	3	1
3	2	1	1	1	1	1	2	1	1.444444444	3	1
3	2	1	1	2	1	1	2	1	1.555555556	3	1
3	1	1	2	2	1	1	1	1	1.444444444	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	2	1	1	1	1	1	2	1	1.444444444	3	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	2	1	1	1	1	1	1.222222222	2	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
4	3	1	3	2	2	1	1	1	2	4	1
66	29	20	45	55	25	7	9	5	29	66	5
235	36	71	188	141	66	110	120	44	112.3333333	235	36
430	100	191	479	276	101	261	312	111	251.2222222	479	100
582	209	119	597	532	253	285	483	188	360.8888889	597	119
696	191	61	696	722	635	323	632	278	470.4444444	722	61
747	99	163	760	833	759	690	739	396	576.2222222	833	99
736	193	385	739	754	765	738	785	684	642.1111111	785	193
672	199	207	687	619	657	749	780	743	590.3333333	780	199
551	154	316	556	214	543	567	693	696	476.6666667	696	154
404	90	141	415	157	323	530	548	548	350.6666667	548	90
225	50	135	231	86	130	395	381	386	224.3333333	395	50
57	14	67	66	16	48	209	180	185	93.55555556	209	14
4	2	2	4	2	3	33	30	31	12.33333333	33	2
4	1	1	2	1	1	2	2	2	1.777777778	4	1
3	1	1	2	1	2	2	2	1	1.666666667	3	1
3	2	1	2	1	1	1	1	1	1.444444444	3	1
3	2	1	2	2	1	1	2	1	1.666666667	3	1
3	2	1	2	2	1	1	1	1	1.555555556	3	1
3	2	1	2	1	1	1	2	1	1.555555556	3	1
3	1	1	1	1	1	1	2	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
5	2	1	2	3	2	1	1	1	2	5	1
68	24	32	72	71	27	11	11	13	36.55555556	72	11
237	57	136	222	252	66	128	122	135	150.5555556	252	57
428	105	131	442	461	165	321	314	338	300.5555556	461	105
584	147	196	599	670	190	491	481	511	429.8888889	670	147
696	172	323	705	768	155	636	629	661	527.2222222	768	155
752	145	109	692	796	233	742	736	771	552.8888889	796	109
744	145	67	479	767	181	784	783	816	529.5555556	816	67
680	117	537	620	691	210	770	772	805	578	805	117
558	87	603	257	568	219	682	681	706	484.5555556	706	87
411	45	429	309	425	166	411	536	560	365.7777778	560	45
213	23	118	232	176	80	265	376	393	208.4444444	393	23
46	7	38	52	43	25	192	177	187	85.22222222	192	7
4	1	2	3	3	2	25	30	33	11.44444444	33	1
3	1	1	2	2	1	2	2	2	1.777777778	3	1
3	1	1	2	2	1	2	2	1	1.666666667	3	1
3	1	1	2	2	1	1	2	1	1.555555556	3	1
3	1	1	2	1	1	1	2	1	1.444444444	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	2	1	1	1	2	1	1.444444444	3	1
3	1	1	2	1	1	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	2	1	1	1	1	1	1.333333333	3	1
6	2	4	2	2	2	1	1	1	2.333333333	6	1
72	22	71	64	23	18	11	6	13	33.33333333	72	6
237	43	272	179	72	61	152	58	128	133.5555556	272	43
435	81	347	221	200	101	216	195	317	234.7777778	435	81
589	150	461	398	258	183	377	271	487	352.6666667	589	150
702	98	558	171	280	427	654	208	636	414.8888889	702	98
753	98	711	183	161	715	466	605	742	492.6666667	753	98
755	73	423	87	98	776	749	702	791	494.8888889	791	73
652	63	504	38	136	706	799	678	778	483.7777778	799	38
513	46	273	25	159	568	279	446	684	332.5555556	684	25
406	32	252	60	105	410	211	196	480	239.1111111	480	32
230	18	148	24	77	233	200	217	252	155.4444444	252	18
67	6	45	10	27	44	108	165	153	69.44444444	165	6
5	1	3	2	2	2	23	48	50	15.11111111	50	1
2	1	2	1	2	2	1	2	2	1.666666667	2	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	2	1	2	1	1	1.444444444	3	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
6	1	1	2	5	1	1	1	1	2.111111111	6	1
82	6	27	16	86	9	15	10	21	30.22222222	86	6
266	29	64	52	281	33	94	93	131	115.8888889	281	29
465	71	209	149	486	157	173	231	317	250.8888889	486	71
616	124	474	103	639	197	493	187	484	368.5555556	639	103
731	146	703	246	755	386	629	264	629	498.7777778	755	146
770	153	472	275	808	453	476	631	736	530.4444444	808	153
759	152	492	133	781	407	213	646	788	485.6666667	788	133
694	120	330	175	729	259	199	766	773	449.4444444	773	120
577	107	255	58	599	115	307	710	681	378.7777778	710	58
429	64	194	34	447	133	263	538	505	289.6666667	538	34
245	36	138	66	252	98	160	398	217	178.8888889	398	36
70	12	44	36	68	43	55	196	76	66.66666667	196	12
6	1	3	2	4	3	12	35	20	9.555555556	35	1
2	1	1	1	2	1	2	2	2	1.555555556	2	1
2	1	2	1	2	1	2	1	1	1.444444444	2	1
3	1	1	1	2	2	1	1	1	1.444444444	3	1
3	1	1	2	2	2	1	1	1	1.555555556	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	2	1	1	1	1	1	1.333333333	3	1
3	1	1	2	1	1	1	1	1	1.333333333	3	1
7	1	5	6	3	5	1	1	1	3.333333333	7	1
88	18	74	12	34	89	9	16	22	40.22222222	89	9
275	57	277	83	64	267	31	136	144	148.2222222	277	31
474	146	484	193	113	440	107	336	321	290.4444444	484	107
626	194	510	362	162	593	243	504	485	408.7777778	626	162
733	320	671	286	95	717	424	644	590	497.7777778	733	95
788	464	766	471	119	788	475	744	715	592.2222222	788	119
774	403	774	606	293	791	385	793	789	623.1111111	793	293
708	404	674	534	331	719	358	747	750	580.5555556	750	331
581	534	584	411	153	590	247	678	632	490	678	153
427	422	450	334	84	438	105	525	389	352.6666667	525	84
234	245	241	179	85	261	71	371	232	213.2222222	371	71
47	71	52	58	123	74	40	210	107	86.88888889	210	40
6	4	3	4	5	5	14	47	23	12.33333333	47	3
3	1	3	2	2	2	1	2	2	2	3	1
3	1	2	2	2	2	1	1	2	1.777777778	3	1
2	1	2	2	1	1	1	1	2	1.444444444	2	1
2	1	2	1	1	1	1	1	1	1.222222222	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
2	1	1	1	1	2	1	1	1	1.222222222	2	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
7	4	4	5	8	6	1	1	1	4.111111111	8	1
93	21	88	93	101	83	6	18	18	57.88888889	101	6
281	54	281	290	345	259	46	147	133	204	345	46
476	62	479	486	356	440	116	340	316	341.2222222	486	62
621	105	622	642	103	605	233	509	475	435	642	103
732	149	739	726	109	687	271	644	632	521	739	109
778	80	789	797	262	592	262	764	736	562.2222222	797	80
765	83	780	469	512	786	272	814	782	584.7777778	814	83
701	103	695	246	419	654	319	796	767	522.2222222	796	103
578	78	570	164	298	568	362	705	675	444.2222222	705	78
428	45	405	85	339	449	214	550	525	337.7777778	550	45
247	33	228	97	261	284	118	396	373	226.3333333	396	33
74	14	60	43	69	70	54	207	180	85.66666667	207	14
6	2	7	2	4	5	15	38	29	12	38	2
3	1	2	2	1	2	2	2	2	1.888888889	3	1
3	1	2	2	1	1	1	2	2	1.666666667	3	1
3	1	2	1	1	1	1	1	2	1.444444444	3	1
3	1	2	1	2	1	1	2	1	1.555555556	3	1
3	1	2	1	2	2	1	2	2	1.777777778	3	1
2	1	2	1	1	2	1	1	2	1.444444444	2	1
3	1	1	1	2	2	1	1	1	1.444444444	3	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
3	1	1	1	1	1	2	1	1	1.333333333	3	1
2	1	1	2	2	1	1	1	1	1.333333333	2	1
9	2	7	3	4	6	1	1	1	3.777777778	9	1
93	10	103	32	55	90	3	19	3	45.33333333	103	3
276	40	290	100	138	272	18	149	14	144.1111111	290	14
464	75	450	315	294	454	48	342	75	279.6666667	464	48
607	73	466	189	467	624	177	509	240	372.4444444	624	73
715	92	520	183	568	708	276	659	434	461.6666667	715	92
768	159	780	175	611	773	210	762	576	534.8888889	780	159
755	175	748	236	479	798	103	809	676	531	809	103
691	143	716	245	347	724	156	788	536	482.8888889	788	143
595	97	563	88	163	591	107	692	365	362.3333333	692	88
440	71	341	64	102	434	193	548	52	249.4444444	548	52
256	57	182	38	36	250	139	400	26	153.7777778	400	26
98	14	77	12	25	79	70	202	16	65.88888889	202	12
7	2	5	2	3	5	28	40	9	11.22222222	40	2
2	1	2	1	1	2	2	2	1	1.555555556	2	1
3	1	2	1	1	2	1	2	1	1.555555556	3	1
3	1	2	1	2	2	1	2	1	1.666666667	3	1
3	1	2	1	1	1	1	2	1	1.444444444	3	1
2	1	2	1	2	1	1	1	1	1.333333333	2	1
2	1	2	1	1	2	1	2	1	1.444444444	2	1
3	1	2	1	1	1	1	1	1	1.333333333	3	1
2	1	2	1	1	2	1	1	1	1.333333333	2	1
2	1	2	1	2	1	1	1	1	1.333333333	2	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
8	2	7	3	5	8	1	1	1	4	8	1
64	15	96	45	30	93	14	21	6	42.66666667	96	6
202	46	268	128	70	272	93	154	58	143.4444444	272	46
313	74	448	233	177	455	151	349	106	256.2222222	455	74
504	140	610	446	355	604	178	517	102	384	610	102
729	197	691	462	346	718	384	667	132	480.6666667	729	132
793	195	670	216	335	800	769	769	135	520.2222222	800	135
710	207	699	357	601	797	660	816	108	550.5555556	816	108
700	173	578	214	515	729	576	795	113	488.1111111	795	113
598	100	425	169	482	610	173	705	181	382.5555556	705	100
449	48	306	127	370	416	47	550	172	276.1111111	550	47
265	69	140	61	203	261	30	396	58	164.7777778	396	30
86	31	51	17	75	102	11	198	29	66.66666667	198	11
7	2	4	2	7	6	5	43	8	9.333333333	43	2
3	1	2	2	2	2	1	2	1	1.777777778	3	1
3	2	2	1	2	1	1	2	1	1.666666667	3	1
3	1	2	1	1	2	1	2	1	1.555555556	3	1
2	1	2	1	1	1	1	1	1	1.222222222	2	1
3	1	2	1	2	2	1	2	1	1.666666667	3	1
3	1	2	1	2	1	1	2	1	1.555555556	3	1
3	1	2	1	2	2	1	1	1	1.555555556	3	1
3	1	1	2	2	2	1	1	1	1.555555556	3	1
2	1	2	1	1	2	1	2	1	1.444444444	2	1
3	1	2	1	2	1	1	1	1	1.444444444	3	1
11	2	10	6	9	12	1	1	1	5.888888889	12	1
115	49	99	48	137	114	9	24	26	69	137	9
301	149	267	190	256	275	60	160	172	203.3333333	301	60
508	263	449	372	461	401	92	345	371	362.4444444	508	92
656	411	558	261	513	552	210	510	543	468.2222222	656	210
752	300	669	327	548	731	377	674	700	564.2222222	752	300
730	474	658	176	322	770	371	754	808	562.5555556	808	176
714	417	711	196	159	637	244	811	862	527.8888889	862	159
747	385	666	196	237	691	248	806	839	535	839	196
603	173	480	165	463	452	252	711	749	449.7777778	749	165
454	192	334	54	273	331	269	552	596	339.4444444	596	54
260	167	273	64	103	198	193	407	444	234.3333333	444	64
87	87	68	30	25	93	161	207	231	109.8888889	231	25
8	6	4	7	2	5	30	45	50	17.44444444	50	2
3	1	2	2	2	2	2	2	2	2	3	1
3	1	2	2	2	2	1	2	1	1.777777778	3	1
3	1	1	1	2	1	1	2	1	1.444444444	3	1
3	1	2	1	2	1	1	1	1	1.444444444	3	1
2	1	2	1	1	1	1	2	1	1.333333333	2	1
2	1	1	1	2	1	1	2	1	1.333333333	2	1
2	1	2	2	2	1	1	2	1	1.555555556	2	1
3	1	1	2	2	1	1	1	1	1.444444444	3	1
3	1	2	2	1	1	1	1	1	1.444444444	3	1
2	1	2	1	2	1	1	1	1	1.333333333	2	1
6	3	10	4	2	8	1	1	1	4	10	1
50	29	99	34	15	93	10	27	29	42.88888889	99	10
151	79	274	115	58	275	107	167	176	155.7777778	275	58
306	148	474	136	140	465	145	362	372	283.1111111	474	136
409	362	635	316	317	521	329	523	538	438.8888889	635	316
633	814	687	313	261	320	362	681	688	528.7777778	814	261
812	644	705	272	263	479	347	764	788	563.7777778	812	263
757	637	687	200	235	336	408	798	838	544	838	200
725	723	663	387	270	152	163	759	815	517.4444444	815	152
612	590	507	252	336	77	508	500	727	456.5555556	727	77
471	268	418	176	97	80	310	390	580	310	580	80
282	68	267	116	79	66	279	387	433	219.6666667	433	66
102	51	97	23	59	31	80	203	226	96.88888889	226	23
9	5	5	3	7	3	44	63	49	20.88888889	63	3
3	2	2	2	2	1	2	2	2	2	3	1
3	1	2	1	2	1	1	2	2	1.666666667	3	1
3	1	1	1	2	1	1	1	2	1.444444444	3	1
3	1	2	1	2	1	1	2	1	1.555555556	3	1
3	1	2	1	2	1	1	1	1	1.444444444	3	1
3	1	2	1	2	1	1	2	1	1.555555556	3	1
3	1	2	1	2	1	1	1	1	1.444444444	3	1
2	1	2	1	2	1	1	2	1	1.444444444	2	1
3	1	1	1	2	1	1	2	1	1.444444444	3	1
2	1	2	1	1	1	1	1	1	1.222222222	2	1
14	5	13	3	5	3	1	1	1	5.111111111	14	1
107	52	117	30	35	22	25	27	29	49.33333333	117	22
307	108	286	85	77	57	178	176	84	150.8888889	307	57
498	214	493	218	154	63	362	288	301	287.8888889	498	63
641	458	622	203	213	87	483	486	533	414	641	87
757	715	622	263	380	244	587	681	685	548.2222222	757	244
803	676	486	520	368	280	587	705	787	579.1111111	803	280
791	712	652	238	350	556	583	702	842	602.8888889	842	238
732	713	622	125	365	481	489	791	820	570.8888889	820	125
616	565	599	75	223	393	250	511	737	441	737	75
460	407	388	62	204	276	292	440	593	346.8888889	593	62
258	241	154	34	255	240	251	265	433	236.7777778	433	34
107	86	105	20	49	113	88	72	114	83.77777778	114	20
12	5	6	4	5	7	21	33	26	13.22222222	33	4
3	2	2	2	2	2	2	1	3	2.111111111	3	1
3	1	2	2	2	2	1	1	2	1.777777778	3	1
2	1	2	1	1	1	1	1	2	1.333333333	2	1
2	1	1	1	2	2	1	1	2	1.444444444	2	1
3	1	2	1	1	1	1	1	1	1.333333333	3	1
2	1	1	1	2	1	2	1	1	1.333333333	2	1
2	1	2	1	2	1	1	1	1	1.333333333	2	1
2	1	1	1	2	2	2	1	1	1.444444444	2	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
2	1	2	1	1	1	2	1	1	1.333333333	2	1
4	5	8	6	15	12	1	1	1	5.888888889	15	1
27	35	43	60	65	113	19	6	33	44.55555556	113	6
138	95	81	228	96	294	64	113	180	143.2222222	294	64
170	189	79	386	247	465	148	342	373	266.5555556	465	79
443	255	141	441	398	643	334	343	543	393.4444444	643	141
776	466	142	591	321	739	596	273	691	510.5555556	776	142
703	670	156	639	309	683	768	169	793	543.3333333	793	156
648	771	172	601	294	591	625	58	848	512	848	58
559	713	166	400	241	704	277	36	826	435.7777778	826	36
443	615	167	377	350	590	175	37	732	387.3333333	732	37
469	451	114	205	228	456	372	46	578	324.3333333	578	46
178	255	75	79	93	280	85	39	433	168.5555556	433	39
20	80	29	23	38	75	132	22	224	71.44444444	224	20
4	7	3	4	6	6	44	6	55	15	55	3
2	1	2	2	2	1	2	1	3	1.777777778	3	1
2	1	2	1	2	2	2	1	1	1.555555556	2	1
2	1	1	1	1	1	2	1	2	1.333333333	2	1
2	1	1	1	2	1	1	1	2	1.333333333	2	1
2	1	2	1	2	2	2	1	1	1.555555556	2	1
2	1	1	1	2	2	1	1	1	1.333333333	2	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
2	1	2	1	2	2	1	1	1	1.444444444	2	1
2	1	2	1	2	1	1	1	1	1.333333333	2	1
2	1	2	1	2	1	1	1	1	1.333333333	2	1
5	5	5	2	17	12	2	1	1	5.555555556	17	1
44	22	63	19	163	126	45	10	37	58.77777778	163	10
64	61	213	50	298	247	162	37	188	146.6666667	298	37
97	89	361	140	464	427	381	48	380	265.2222222	464	48
93	159	528	119	517	518	542	58	547	342.3333333	547	58
110	332	610	162	582	568	688	97	697	427.3333333	697	97
153	435	752	206	511	464	741	179	799	471.1111111	799	153
428	368	824	83	257	476	271	242	848	421.8888889	848	83
341	318	586	94	167	487	82	175	822	341.3333333	822	82
297	286	479	75	208	244	38	156	736	279.8888889	736	38
111	232	369	60	116	224	54	147	582	210.5555556	582	54
120	154	114	26	103	146	12	155	442	141.3333333	442	12
79	68	38	11	36	110	24	90	235	76.77777778	235	11
7	6	3	3	5	8	16	38	58	16	58	3
2	2	1	1	1	1	2	3	3	1.777777778	3	1
2	2	2	1	1	1	1	1	2	1.444444444	2	1
2	2	2	1	2	1	1	1	2	1.555555556	2	1
2	2	1	1	2	1	1	1	2	1.444444444	2	1
2	2	1	1	2	2	1	1	2	1.555555556	2	1
2	1	2	1	1	2	1	1	1	1.333333333	2	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	2	1	2	1	1	1	1	1.333333333	2	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
4	20	10	13	10	6	1	1	1	7.333333333	20	1
18	175	72	84	91	91	4	34	41	67.77777778	175	4
58	294	149	288	103	180	110	84	197	162.5555556	294	58
92	298	160	309	244	330	82	151	391	228.5555556	391	82
218	300	400	479	248	609	392	237	557	382.2222222	609	218
308	266	593	419	330	701	540	328	706	465.6666667	706	266
235	322	620	571	266	413	537	411	807	464.6666667	807	235
145	530	557	511	303	720	700	551	857	541.5555556	857	145
133	393	221	391	218	660	713	799	831	484.3333333	831	133
89	208	116	414	106	181	524	838	746	358	838	89
50	104	36	483	23	206	243	616	594	261.6666667	616	23
25	29	16	197	24	292	419	405	446	205.8888889	446	16
21	13	9	118	9	96	237	181	242	102.8888889	242	9
5	3	3	7	2	8	58	65	61	23.55555556	65	2
2	2	1	1	1	1	3	3	4	2	4	1
2	1	1	1	2	2	2	1	2	1.555555556	2	1
2	1	2	1	2	1	2	1	2	1.555555556	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
2	2	2	1	1	2	1	1	2	1.555555556	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	2	1.222222222	2	1
4	8	3	16	8	12	2	2	3	6.444444444	16	2
18	51	26	152	50	55	51	35	46	53.77777778	152	18
71	94	84	362	160	206	190	128	202	166.3333333	362	71
70	192	270	555	450	380	369	248	398	325.7777778	555	70
178	335	447	707	652	724	535	436	564	508.6666667	724	178
396	478	383	817	308	522	699	297	711	512.3333333	817	297
437	520	672	859	378	642	801	594	813	635.1111111	859	378
346	546	553	846	327	795	846	834	867	662.2222222	867	327
662	420	709	776	582	783	828	838	845	715.8888889	845	420
576	253	590	661	530	645	736	627	778	599.5555556	778	253
436	227	490	502	376	481	583	439	614	460.8888889	614	227
123	162	295	296	181	297	439	437	462	299.1111111	462	123
42	53	104	110	104	107	238	225	249	136.8888889	249	42
9	7	9	9	10	10	59	67	65	27.22222222	67	7
2	1	2	2	2	1	3	3	5	2.333333333	5	1
2	2	2	2	1	1	2	2	2	1.777777778	2	1
2	2	2	1	2	1	2	1	2	1.666666667	2	1
2	2	2	1	2	1	2	1	2	1.666666667	2	1
2	1	2	1	2	1	1	1	1	1.333333333	2	1
2	1	2	1	2	1	2	1	1	1.444444444	2	1
3	1	2	1	2	1	1	1	2	1.555555556	3	1
2	1	2	1	1	1	1	1	2	1.333333333	2	1
2	1	2	1	1	1	1	1	2	1.333333333	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
4	5	24	19	11	18	1	1	2	9.444444444	24	1
21	44	147	160	34	140	43	6	50	71.66666667	160	6
46	103	304	375	183	343	199	29	208	198.8888889	375	29
53	152	499	572	316	510	355	39	402	322	572	39
82	270	613	717	326	661	440	78	565	416.8888889	717	78
126	424	650	831	533	773	678	149	712	541.7777778	831	126
331	432	664	872	183	848	802	175	813	568.8888889	872	175
706	306	644	855	112	835	831	342	864	610.5555556	864	112
252	279	630	766	135	781	814	236	831	524.8888889	831	135
427	273	415	660	91	653	707	170	744	460	744	91
162	197	455	506	42	506	510	165	591	348.2222222	591	42
54	157	286	311	25	323	319	208	448	236.7777778	448	25
20	72	87	116	13	113	183	160	245	112.1111111	245	13
3	6	8	9	3	11	65	37	65	23	65	3
2	2	1	2	1	2	3	2	4	2.111111111	4	1
2	1	2	2	1	1	2	1	2	1.555555556	2	1
2	1	2	2	2	2	2	1	2	1.777777778	2	1
2	1	1	1	1	2	1	1	1	1.222222222	2	1
2	1	1	1	1	2	1	1	1	1.222222222	2	1
2	1	2	1	2	1	2	1	1	1.444444444	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
3	1	2	1	1	2	1	1	1	1.444444444	3	1
3	1	3	1	2	1	1	1	1	1.555555556	3	1
3	1	1	1	1	1	2	1	1	1.333333333	3	1
6	5	2	26	5	22	2	2	3	8.111111111	26	2
16	46	9	175	26	156	39	33	49	61	175	9
58	139	33	368	50	352	152	138	204	166	368	33
172	215	87	565	75	528	308	424	393	307.4444444	565	75
102	253	164	720	113	686	493	539	557	403	720	102
135	350	225	835	124	789	648	573	704	487	835	124
255	436	112	841	112	863	754	583	800	528.4444444	863	112
433	147	153	851	120	840	799	485	858	520.6666667	858	120
327	112	345	783	87	782	779	431	830	497.3333333	830	87
311	79	380	659	75	659	654	252	749	424.2222222	749	75
337	113	181	498	38	519	409	256	596	327.4444444	596	38
404	159	145	311	16	334	244	211	449	252.5555556	449	16
145	67	83	117	16	123	74	115	248	109.7777778	248	16
13	8	10	11	4	13	30	43	66	22	66	4
3	1	2	2	2	2	5	5	5	3	5	1
3	2	1	2	1	2	1	2	2	1.777777778	3	1
3	2	1	2	1	2	1	2	2	1.777777778	3	1
3	2	2	2	1	1	1	1	2	1.666666667	3	1
3	1	1	2	1	2	1	1	1	1.444444444	3	1
3	1	2	1	1	1	2	1	1	1.444444444	3	1
3	1	2	1	1	2	2	1	2	1.666666667	3	1
2	1	1	1	1	1	1	1	2	1.222222222	2	1
2	1	2	1	1	1	1	1	2	1.333333333	2	1
3	1	2	1	1	1	1	1	1	1.333333333	3	1
12	29	24	22	3	24	2	1	2	13.22222222	29	1
78	84	158	161	21	158	27	18	34	82.11111111	161	18
198	86	370	366	47	351	139	181	127	207.2222222	370	47
269	75	564	560	76	531	228	325	407	337.2222222	564	75
495	62	712	706	99	687	516	569	571	490.7777778	712	62
805	141	825	826	92	792	717	776	708	631.3333333	826	92
688	163	865	862	204	862	739	733	804	657.7777778	865	163
302	147	853	847	206	841	514	735	863	589.7777778	863	147
177	478	772	776	117	786	241	878	833	562	878	117
178	382	661	658	98	656	173	682	745	470.3333333	745	98
208	240	516	510	113	513	204	591	597	388	597	113
131	193	320	312	74	325	288	542	451	292.8888889	542	74
64	60	121	119	45	118	116	240	250	125.8888889	250	45
11	5	12	11	5	13	38	38	69	22.44444444	69	5
3	2	2	2	2	2	3	3	4	2.555555556	4	2
2	2	2	2	2	2	2	2	2	2	2	2
2	1	2	2	1	1	1	2	2	1.555555556	2	1
2	1	2	2	1	1	1	2	2	1.555555556	2	1
2	2	2	2	1	1	1	2	1	1.555555556	2	1
3	2	1	1	2	1	1	2	2	1.666666667	3	1
3	1	1	2	2	2	1	1	1	1.555555556	3	1
2	1	1	2	1	1	1	1	2	1.333333333	2	1
2	2	1	2	1	1	1	1	1	1.333333333	2	1
2	1	1	2	1	1	1	1	1	1.222222222	2	1
15	22	29	33	39	26	2	2	3	19	39	2
145	98	165	171	173	166	17	57	57	116.5555556	173	17
386	154	372	349	342	359	113	193	218	276.2222222	386	113
575	246	550	526	539	536	376	411	411	463.3333333	575	246
656	673	692	672	714	686	325	573	576	618.5555556	714	325
698	629	805	779	819	797	48	727	723	669.4444444	819	48
826	558	851	829	855	870	71	815	821	721.7777778	870	71
430	808	837	817	859	868	110	501	875	678.3333333	875	110
644	703	772	771	784	803	216	507	845	671.6666667	845	216
202	369	646	635	653	605	141	398	766	490.5555556	766	141
77	221	495	493	517	484	379	312	617	399.4444444	617	77
24	201	307	294	328	159	421	156	467	261.8888889	467	24
11	119	121	92	130	90	260	80	269	130.2222222	269	11
3	15	13	14	15	16	69	25	74	27.11111111	74	3
2	1	2	2	2	2	5	3	5	2.666666667	5	1
3	1	2	2	2	1	1	1	2	1.666666667	3	1
3	1	2	2	2	1	1	1	2	1.666666667	3	1
2	2	2	2	2	2	1	1	2	1.777777778	2	1
3	2	2	2	2	2	1	1	2	1.888888889	3	1
3	2	2	1	1	1	1	1	1	1.444444444	3	1
3	1	2	1	2	2	1	1	2	1.666666667	3	1
2	1	2	1	1	1	1	1	2	1.333333333	2	1
2	1	2	1	1	1	1	1	2	1.333333333	2	1
2	1	2	2	1	1	1	1	2	1.444444444	2	1
7	6	27	34	34	11	3	1	3	14	34	1
26	31	155	124	159	71	66	4	61	77.44444444	159	4
58	69	355	217	368	134	270	17	228	190.6666667	368	17
75	114	555	226	584	403	515	36	420	325.3333333	584	36
140	214	684	167	708	400	513	64	584	386	708	64
