2012    2013   2014 2015    2016    2017    2018    2019    mean    max min
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.3	0	0	0	1.2	0	0	0.115384615384615	1.2	0
0	0	0	0	0	0	0	1.4	0	0	0.107692307692308	1.4	0
0	0	0	0	0	0	0	0.9	0	0	0.0692307692307692	0.9	0
0	0	0	0	0	0	0	0.2	0	0	0.0153846153846154	0.2	0
0	0	0	0.1	0	0	0	0	0	0	0.00769230769230769	0.1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.2	0	0	0.0153846153846154	0.2	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.3	0	0	0	0	0	0	0	0.0230769230769231	0.3	0
0	0	0.5	0	0	0	0	0	0	0	0.0384615384615385	0.5	0
0	0	0.7	0	0	0	0	0	0	0	0.0538461538461538	0.7	0
0	0	0.1	0	0	0	0	0	0	0	0.00769230769230769	0.1	0
0	0	0.4	0	0	0	0	0.3	0	0	0.0538461538461538	0.4	0
0	0	0.6	0	0	0	0	0.2	0	0	0.0615384615384615	0.6	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.1	0	0	0.00769230769230769	0.1	0
0	0	0.2	0	0	0	0	0.3	0	0	0.0384615384615385	0.3	0
0	0	0.7	0	0	0	0	2	0	0	0.207692307692308	2	0
0	0	0.3	0	0	0	0	0.1	0	0	0.0307692307692308	0.3	0
0	0	0.1	0	0	0	0	0.1	0	0	0.0153846153846154	0.1	0
0	0	0.2	0	0	0	0	0.3	0	0	0.0384615384615385	0.3	0
0	0	0	0	0	0	0	0.2	0	0	0.0153846153846154	0.2	0
0	0	0	0	0	0.6	0	0.4	0	0	0.0769230769230769	0.6	0
0	0	0	0	0	0.2	0	0	0	0	0.0153846153846154	0.2	0
0	0	0	0	0	0.8	0	0	0	0	0.0615384615384615	0.8	0
0	0	0	0	0	0	0	0	0	0	0	0	0
