Mois	min	max	mean	2014
4	1	2	1.38	1
4	1	2	1.50	2
4	1	2	1.25	1
4	1	2	1.38	1
4	1	15	6.50	12
4	6	113	46.00	113
4	64	294	138.63	294
4	79	465	253.25	465
4	141	643	374.75	643
4	142	776	488.00	739
4	156	768	512.13	683
4	58	771	470.00	591
4	36	713	387.00	704
4	37	615	344.25	590
4	46	469	292.63	456
4	39	280	135.50	280
4	20	132	52.38	75
4	3	44	10.00	6
4	1	2	1.63	1
4	1	2	1.63	2
4	1	2	1.25	1
4	1	2	1.25	1
4	1	2	1.63	2
4	1	2	1.38	2
4	1	2	1.25	1
4	1	2	1.50	2
4	1	2	1.38	1
4	1	2	1.38	1
4	1	17	6.13	12
4	10	163	61.50	126
4	37	298	141.50	247
4	48	464	250.88	427
4	58	542	316.75	518
4	97	688	393.63	568
4	153	752	430.13	464
4	83	824	368.63	476
4	82	586	281.25	487
4	38	479	222.88	244
4	54	369	164.13	224
4	12	155	103.75	146
4	11	110	57.00	110
4	3	38	10.75	8
4	1	3	1.63	1
4	1	2	1.38	1
4	1	2	1.50	1
4	1	2	1.38	1
4	1	2	1.50	2
4	1	2	1.38	2
4	1	2	1.25	1
4	1	2	1.13	1
4	1	2	1.38	1
4	1	2	1.25	1
4	1	20	8.13	6
4	4	175	71.13	91
4	58	294	158.25	180
4	82	330	208.25	330
4	218	609	360.38	609
4	266	701	435.63	701
4	235	620	421.88	413
4	145	720	502.13	720
4	133	799	441.00	660
4	89	838	309.50	181
4	23	616	220.13	206
4	16	419	175.88	292
4	9	237	85.50	96
4	2	65	18.88	8
4	1	3	1.75	1
4	1	2	1.50	2
4	1	2	1.50	1
4	1	2	1.25	1
4	1	2	1.50	2
4	1	2	1.25	1
4	1	2	1.25	1
4	1	2	1.13	1
4	1	2	1.13	1
4	1	2	1.13	1
4	2	16	6.88	12
4	18	152	54.75	55
4	71	362	161.88	206
4	70	555	316.75	380
4	178	724	501.75	724
4	297	817	487.50	522
4	378	859	612.88	642
4	327	846	636.63	795
4	420	838	699.75	783
4	253	736	577.25	645
4	227	583	441.75	481
4	123	439	278.75	297
4	42	238	122.88	107
4	7	67	22.50	10
4	1	3	2.00	1
4	1	2	1.75	1
4	1	2	1.63	1
4	1	2	1.63	1
4	1	2	1.38	1
4	1	2	1.50	1
4	1	3	1.50	1
4	1	2	1.25	1
4	1	2	1.25	1
4	1	2	1.13	1
4	1	24	10.38	18
4	6	160	74.38	140
4	29	375	197.75	343
4	39	572	312.00	510
4	78	717	398.38	661
4	126	831	520.50	773
4	175	872	538.38	848
4	112	855	578.88	835
4	135	814	486.63	781
4	91	707	424.50	653
4	42	510	317.88	506
4	25	323	210.38	323
4	13	183	95.50	113
4	3	65	17.75	11
4	1	3	1.88	2
4	1	2	1.50	1
4	1	2	1.75	2
4	1	2	1.25	2
4	1	2	1.25	2
4	1	2	1.50	1
4	1	2	1.13	1
4	1	3	1.50	2
4	1	3	1.63	1
4	1	3	1.38	1
4	2	26	8.75	22
4	9	175	62.50	156
4	33	368	161.25	352
4	75	565	296.75	528
4	102	720	383.75	686
4	124	835	459.88	789
4	112	863	494.50	863
4	120	851	478.50	840
4	87	783	455.75	782
4	75	659	383.63	659
4	38	519	293.88	519
4	16	404	228.00	334
4	16	145	92.50	123
4	4	43	16.50	13
4	1	5	2.75	2
4	1	3	1.75	2
4	1	3	1.75	2
4	1	3	1.63	1
4	1	3	1.50	2
4	1	3	1.50	1
4	1	3	1.63	2
4	1	2	1.13	1
4	1	2	1.25	1
4	1	3	1.38	1
4	1	29	14.63	24
4	18	161	88.13	158
4	47	370	217.25	351
4	75	564	328.50	531
4	62	712	480.75	687
4	92	826	621.75	792
4	163	865	639.50	862
4	147	853	555.63	841
4	117	878	528.13	786
4	98	682	436.00	656
4	113	591	361.88	513
4	74	542	273.13	325
4	45	240	110.38	118
4	5	38	16.63	13
4	2	3	2.38	2
4	2	2	2.00	2
4	1	2	1.50	1
4	1	2	1.50	1
4	1	2	1.63	1
4	1	3	1.63	1
4	1	3	1.63	2
4	1	2	1.25	1
4	1	2	1.38	1
4	1	2	1.25	1
4	2	39	21.00	26
4	17	173	124.00	166
4	113	386	283.50	359
4	246	575	469.88	536
4	325	714	623.88	686
4	48	819	662.75	797
4	71	870	709.38	870
4	110	868	653.75	868
4	216	803	650.00	803
4	141	653	456.13	605
4	77	517	372.25	484
4	24	421	236.25	159
4	11	260	112.88	90
4	3	69	21.25	16
4	1	5	2.38	2
4	1	3	1.63	1
4	1	3	1.63	1
4	1	2	1.75	2
4	1	3	1.88	2
4	1	3	1.50	1
4	1	3	1.63	2
4	1	2	1.25	1
4	1	2	1.25	1
4	1	2	1.38	1
4	1	34	15.38	11
4	4	159	79.50	71
4	17	368	186.00	134
4	36	584	313.50	403
4	64	708	361.25	400
4	153	761	500.38	740
4	177	807	532.50	794
4	181	764	522.50	621
4	281	738	496.75	650
4	205	639	367.13	639
4	83	510	309.75	439
4	104	328	212.63	328
4	33	137	85.88	137
4	3	41	15.38	20
4	1	3	2.13	1
4	1	3	1.63	1
4	1	3	1.75	1
4	1	3	1.88	2
4	1	2	1.50	2
4	1	2	1.88	2
4	1	3	1.63	1
4	1	2	1.25	1
4	1	2	1.50	1
4	1	2	1.50	1
4	2	32	14.38	32
4	53	170	95.13	159
4	110	353	244.88	335
4	163	570	420.75	527
4	303	711	582.63	660
4	176	792	690.38	792
4	237	875	751.88	855
4	230	867	633.50	867
4	91	804	597.88	793
4	64	699	488.88	662
4	42	529	317.75	529
4	27	480	233.75	338
4	13	303	115.63	125
4	6	90	24.88	15
4	2	5	2.63	2
4	1	2	1.50	1
4	1	2	1.75	2
4	1	2	1.88	2
4	1	2	1.38	2
4	1	3	1.50	1
4	1	2	1.38	1
4	1	2	1.38	2
4	1	2	1.50	2
4	1	2	1.50	1
4	2	33	18.38	33
4	15	178	101.00	178
4	35	389	240.13	358
4	34	571	404.63	538
4	35	714	514.63	690
4	76	874	624.75	809
4	114	875	655.50	875
4	191	874	675.63	874
4	262	832	655.75	803
4	206	687	521.63	660
4	119	691	430.50	532
4	122	343	253.00	343
4	18	137	102.25	135
4	2	41	18.88	18
4	1	4	2.25	1
4	1	2	1.75	2
4	1	2	1.63	2
4	1	2	1.63	2
4	1	2	1.38	1
4	1	3	1.75	2
4	1	3	1.50	1
4	1	2	1.63	2
4	1	2	1.63	2
4	1	2	1.38	1
4	2	42	22.63	35
4	39	197	122.00	182
4	115	390	275.50	371
4	201	574	462.63	543
4	201	743	579.88	666
4	265	828	675.13	749
4	200	890	741.63	890
4	126	865	674.75	856
4	183	808	606.13	761
4	129	681	530.63	656
4	72	516	409.75	490
4	31	405	291.13	341
4	19	265	140.13	132
4	4	89	28.63	11
4	1	5	2.63	1
4	1	2	1.75	1
4	1	2	1.38	2
4	1	2	1.63	1
4	1	2	1.63	1
4	1	2	1.50	1
4	1	2	1.50	2
4	1	2	1.50	1
4	1	2	1.50	1
4	1	2	1.63	1
4	2	40	18.50	16
4	13	203	98.50	131
4	39	404	246.63	289
4	59	609	374.50	302
4	73	747	505.00	376
4	77	866	555.50	464
4	119	913	603.50	407
4	70	906	566.38	251
4	72	867	518.13	235
4	78	775	463.88	301
4	81	613	330.13	167
4	45	476	215.25	67
4	19	265	102.75	41
4	5	68	19.13	5
4	1	6	2.63	1
4	1	2	1.50	1
4	1	2	1.63	1
4	1	2	1.50	1
4	1	2	1.38	1
4	1	2	1.38	1
4	1	2	1.25	1
4	1	2	1.38	1
4	1	2	1.25	1
4	1	3	1.63	1
4	2	40	15.38	15
4	12	204	84.25	38
4	22	432	194.00	50
4	83	608	309.88	154
4	174	750	442.88	504
4	187	863	509.50	288
4	123	912	506.25	140
4	44	921	531.88	128
4	56	852	455.00	173
4	143	693	366.88	186
4	82	533	266.63	121
4	40	343	168.38	61
4	23	147	73.50	31
4	4	39	17.25	6
4	1	9	2.88	1
4	1	2	1.63	1
4	1	2	1.63	1
4	1	2	1.50	2
4	1	2	1.25	1
4	1	2	1.38	1
4	1	2	1.25	1
4	1	3	1.38	1
4	1	2	1.50	1
4	1	3	1.50	2
4	3	45	22.38	37
4	38	206	129.13	200
4	73	424	259.88	404
4	109	610	375.00	535
4	67	754	471.13	636
4	84	868	559.50	741
4	74	912	577.63	635
4	159	913	608.25	494
4	128	799	513.00	294
4	108	748	483.38	283
4	86	690	393.50	220
4	22	394	267.50	237
4	11	218	121.13	55
4	3	80	30.13	6
4	1	11	3.63	2
4	1	2	1.75	1
4	1	2	1.50	1
4	1	2	1.50	1
4	2	3	2.13	2
4	1	3	1.25	1
4	1	3	1.75	1
4	1	3	1.50	1
4	1	2	1.25	1
4	1	2	1.50	2
4	7	21	12.75	21
4	23	140	76.88	140
4	69	299	188.50	299
4	97	602	314.13	602
4	126	768	410.88	768
4	160	823	577.00	798
4	163	906	627.88	873
4	109	913	651.50	913
4	63	875	585.38	793
4	40	785	515.50	408
4	22	611	412.63	438
4	21	468	281.00	322
4	14	274	129.00	116
4	5	84	30.75	24
4	1	8	3.00	1
4	1	3	1.88	1
4	1	3	1.63	1
4	1	3	1.63	1
4	1	3	1.38	1
4	1	3	1.63	1
4	1	2	1.25	1
4	1	2	1.25	1
4	1	3	1.38	1
4	1	3	1.75	1
4	3	49	19.63	19
4	16	223	89.50	108
4	27	395	174.25	219
4	33	466	258.63	368
4	30	614	380.38	528
4	71	889	481.88	568
4	66	956	589.75	746
4	121	898	555.50	565
4	110	870	584.00	544
4	93	818	490.13	295
4	71	617	355.00	290
4	36	482	278.75	302
4	11	290	121.00	115
4	6	95	26.75	8
4	1	9	3.00	1
4	1	2	1.63	1
4	1	2	1.63	1
4	1	2	1.63	1
4	1	2	1.63	1
4	1	2	1.63	1
4	1	2	1.50	1
4	1	3	1.50	1
4	1	3	1.38	1
4	1	3	1.88	2
4	6	62	29.25	50
4	39	234	151.25	229
4	132	434	320.50	420
4	117	650	442.25	387
4	248	796	608.63	756
4	293	894	744.50	888
4	308	938	816.50	919
4	591	911	821.00	911
4	364	888	728.13	844
4	461	788	610.00	686
4	353	638	524.00	575
4	106	497	325.38	380
4	27	298	160.50	167
4	3	100	37.75	25
4	1	10	3.63	1
4	1	3	2.13	1
4	1	2	1.63	1
4	1	3	1.63	1
4	1	2	1.63	1
4	1	2	1.25	1
4	1	2	1.75	1
4	1	2	1.38	1
4	1	3	1.75	1
4	1	4	2.25	2
4	6	71	31.75	56
4	40	236	126.00	236
4	58	439	283.50	421
4	144	662	471.50	593
4	298	773	583.63	738
4	343	880	607.88	850
4	216	916	619.25	911
4	144	901	631.50	901
4	99	873	617.00	837
4	94	765	497.13	680
4	49	622	339.50	570
4	43	488	258.00	384
4	24	299	127.88	170
4	4	101	36.63	28
4	1	9	3.38	2
4	2	3	2.13	2
4	1	2	1.75	2
4	1	2	1.50	2
4	1	3	1.50	1
4	1	3	1.88	1
4	1	2	1.50	1
4	1	3	1.50	1
4	1	3	1.75	1
4	1	3	2.00	2
4	8	60	28.75	60
4	26	235	139.13	232
4	138	460	315.00	413
4	317	615	508.38	590
4	306	756	615.38	738
4	476	872	693.63	854
4	292	942	780.13	910
4	208	901	740.63	901
4	224	882	675.63	832
4	183	786	525.75	677
4	73	621	419.38	557
4	31	403	242.88	365
4	11	274	145.88	167
4	3	94	33.25	35
4	1	9	3.00	1
4	1	3	1.75	1
4	1	2	1.38	1
4	1	2	1.50	1
4	1	2	1.38	1
4	1	3	1.50	1
4	1	2	1.50	2
4	1	2	1.63	1
4	1	2	1.50	1
4	1	3	2.38	3
4	2	60	32.50	55
4	14	234	143.00	221
4	65	438	278.38	420
4	116	619	414.50	557
4	192	784	587.13	735
4	210	875	677.00	853
4	340	914	770.00	910
4	249	911	740.88	911
4	108	844	650.75	841
4	124	714	482.63	690
4	38	577	352.75	577
4	47	406	255.88	392
4	21	177	102.50	177
4	7	59	23.75	32
4	1	7	2.63	2
4	1	3	1.88	2
4	1	2	1.63	1
4	1	2	1.63	2
4	1	3	1.88	2
4	1	3	1.63	1
4	1	2	1.63	1
4	1	2	1.63	1
4	1	2	1.38	1
4	1	3	2.38	3
4	9	64	38.88	64
4	105	241	160.50	241
4	219	446	344.88	420
4	77	627	461.00	595
4	243	768	625.38	737
4	482	876	775.25	850
4	167	917	764.63	909
4	483	923	742.75	923
4	328	897	647.38	847
4	229	768	564.63	681
4	231	649	453.25	559
4	88	471	300.63	347
4	92	309	165.63	176
4	20	131	53.63	35
4	1	12	4.63	2
4	1	3	2.00	1
4	1	2	1.50	1
4	1	2	1.50	1
4	1	2	1.25	1
4	1	3	1.50	1
4	1	2	1.25	1
4	1	2	1.50	1
4	1	3	1.50	1
4	1	5	2.38	2
4	8	73	39.63	67
4	72	251	156.25	139
4	95	442	274.25	95
4	183	618	402.25	199
4	167	765	440.88	167
4	115	866	593.75	115
4	73	905	579.38	73
4	35	889	464.50	76
4	10	841	473.13	93
4	13	784	386.13	66
4	69	605	304.13	73
4	34	441	204.88	34
4	17	155	75.63	17
4	4	90	34.38	5
4	1	16	4.63	1
4	1	3	1.63	1
4	1	3	1.50	1
4	1	3	1.50	1
4	1	3	1.38	1
4	1	3	1.63	1
4	1	3	1.50	1
4	1	2	1.38	1
4	1	3	1.50	1
4	1	7	2.63	1
4	2	104	35.13	5
4	12	249	110.50	21
4	34	356	177.25	44
4	100	610	273.75	100
4	101	759	401.63	101
4	165	855	443.63	165
4	111	839	459.38	111
4	70	699	467.75	70
4	119	779	498.75	119
4	87	697	407.75	87
4	63	664	319.63	63
4	65	486	258.50	65
4	20	262	133.13	20
4	4	100	34.63	4
4	1	17	4.75	1
4	1	3	1.75	1
4	1	3	2.13	1
4	1	3	1.38	1
4	1	2	1.25	1
4	1	3	1.38	1
4	1	2	1.25	1
4	1	3	1.50	1
4	1	3	1.38	1
4	1	6	2.38	1
4	5	92	31.75	14
4	19	263	105.63	51
4	52	457	203.25	72
4	99	640	369.38	131
4	81	734	448.38	168
4	186	837	501.13	205
4	127	888	579.75	127
4	89	922	525.50	89
4	71	906	486.00	71
4	54	792	382.13	128
4	48	636	291.38	144
4	19	528	204.25	98
4	4	375	109.38	32
4	2	140	34.13	6
4	1	12	3.63	1
4	1	3	1.63	1
4	1	3	1.50	1
4	1	2	1.50	1
4	1	3	1.63	1
4	1	2	1.38	1
4	1	2	1.25	1
4	1	3	1.38	1
4	1	2	1.38	1
4	1	9	2.88	1
4	5	91	31.13	10
4	36	278	86.75	36
4	65	488	193.63	91
4	53	677	335.75	211
4	111	796	414.38	448
4	154	767	453.63	767
4	181	938	523.38	547
4	141	925	447.13	229
4	149	909	486.63	801
4	143	781	386.63	715
4	98	605	286.25	370
4	42	393	172.25	121
4	32	157	97.13	98
4	7	78	36.38	46
4	1	9	3.00	1
4	1	2	1.38	1
4	1	2	1.38	1
4	1	2	1.25	1
4	1	4	1.38	1
4	1	3	1.25	1
4	1	3	1.25	1
4	1	1	1.00	1
4	1	2	1.25	1
4	1	5	2.50	4
4	11	84	36.75	67
4	40	276	152.75	276
4	50	480	290.50	456
4	74	665	452.25	636
4	127	782	603.38	782
4	144	901	657.13	896
4	245	946	650.63	946
4	177	946	618.25	946
4	174	897	579.88	872
4	86	724	397.13	724
4	62	602	300.13	602
4	59	453	269.75	413
4	71	198	142.00	197
4	13	50	35.63	43
4	1	7	3.38	3
4	1	4	2.13	2
4	1	3	1.88	1
4	1	2	1.63	2
4	1	2	1.63	1
4	1	2	1.75	1
4	1	3	1.50	1
4	1	2	1.38	1
4	0	3	1.25	1
4	1	7	3.50	5
4	9	112	44.25	89
4	22	308	166.63	277
4	43	484	266.00	453
4	76	633	411.88	633
4	107	778	607.13	773
4	138	892	691.25	879
4	229	920	714.75	920
4	162	959	635.25	835
4	109	911	503.75	877
4	84	704	387.00	704
4	51	537	356.88	537
4	78	455	252.63	353
4	30	349	161.38	170
4	5	148	57.25	48
4	1	16	5.25	2
4	1	2	1.25	2
4	1	2	1.25	1
4	1	3	1.50	1
4	1	2	1.13	1
5	1	2	1.25	1
5	1	2	1.50	2
5	1	2	1.25	2
5	1	2	1.25	2
5	1	3	2.25	3
5	3	22	14.50	22
5	12	114	61.88	31
5	41	313	135.88	51
5	47	518	204.63	86
5	36	694	322.38	125
5	92	886	436.88	202
5	162	905	463.13	262
5	161	935	445.00	285
5	101	925	407.25	309
5	85	809	356.25	433
5	32	679	241.13	293
5	25	540	214.63	300
5	13	348	111.13	136
5	4	143	40.75	43
5	1	19	5.88	1
5	1	3	1.63	2
5	1	2	1.38	1
5	1	2	1.25	1
5	1	2	1.38	2
5	1	2	1.38	1
5	1	2	1.13	1
5	1	2	1.25	1
5	1	2	1.25	1
5	1	14	5.00	14
5	8	117	47.13	117
5	34	272	156.13	202
5	102	422	268.88	257
5	116	524	322.75	165
5	190	765	416.50	338
5	248	746	489.00	418
5	253	769	523.13	715
5	142	821	459.88	600
5	154	808	408.50	441
5	172	634	402.50	499
5	117	527	305.75	178
5	6	384	214.63	130
5	5	194	113.00	154
5	11	66	33.00	23
5	1	10	3.38	2
5	1	3	1.75	1
5	1	3	1.50	1
5	1	3	1.38	1
5	1	3	1.25	1
5	1	2	1.25	1
5	1	2	1.25	1
5	1	2	1.13	1
5	1	3	1.38	1
5	1	8	4.00	6
5	5	73	36.88	62
5	14	314	112.00	314
5	28	465	168.63	369
5	39	684	264.00	149
5	34	786	316.88	312
5	165	674	351.00	347
5	175	951	449.25	600
5	198	778	406.88	562
5	117	792	337.75	533
5	46	635	307.13	388
5	65	384	185.38	213
5	36	224	116.38	97
5	30	171	101.63	57
5	13	62	33.88	44
5	1	10	3.25	1
5	1	3	1.63	1
5	1	2	1.75	1
5	1	3	1.75	1
5	1	2	1.50	2
5	1	3	1.38	1
5	1	3	1.50	1
5	1	3	1.38	1
5	1	3	1.25	1
5	1	12	5.38	5
5	10	114	53.75	48
5	35	297	146.38	196
5	91	512	238.75	110
5	132	667	342.50	176
5	111	787	359.88	111
5	126	942	453.63	186
5	175	980	563.50	549
5	237	977	582.38	440
5	273	893	512.25	596
5	192	741	482.25	409
5	153	687	453.50	235
5	44	414	235.88	79
5	14	214	110.63	55
5	9	63	37.00	61
5	2	5	2.88	4
5	1	4	1.88	1
5	1	2	1.38	1
5	1	2	1.50	1
5	1	2	1.63	1
5	1	2	1.75	2
5	1	3	1.50	1
5	1	2	1.25	1
5	1	2	1.38	1
5	1	11	5.63	8
5	9	99	56.75	95
5	29	317	177.75	294
5	68	543	305.75	463
5	152	688	453.25	644
5	171	787	573.50	787
5	201	960	712.50	896
5	274	1005	735.00	961
5	179	987	763.50	933
5	162	904	688.75	857
5	107	776	581.50	716
5	75	652	451.25	589
5	30	509	297.00	345
5	19	314	183.75	220
5	4	137	69.00	54
5	2	26	7.88	3
5	1	3	1.75	2
5	1	2	1.75	2
5	1	3	1.88	2
5	1	2	1.50	1
5	1	2	1.63	1
5	1	2	1.38	1
5	1	2	1.50	1
5	1	2	1.25	1
5	1	13	5.50	2
5	26	120	47.38	26
5	67	299	156.00	141
5	166	527	306.50	264
5	195	674	486.75	406
5	325	819	623.75	325
5	65	931	607.38	65
5	68	984	623.25	68
5	79	967	594.38	79
5	88	899	518.25	88
5	65	783	468.75	101
5	84	662	400.88	104
5	71	523	264.13	80
5	19	325	167.50	37
5	7	142	53.75	8
5	1	24	7.88	1
5	1	3	1.88	1
5	1	2	1.38	1
5	1	3	1.75	1
5	1	2	1.25	1
5	1	2	1.38	1
5	1	2	1.50	1
5	1	2	1.63	1
5	1	2	1.63	1
5	1	15	6.63	3
5	10	112	54.13	19
5	23	330	182.50	42
5	41	548	347.25	108
5	60	682	417.25	212
5	100	825	557.38	248
5	205	921	635.25	363
5	208	966	678.38	208
5	105	981	672.88	105
5	90	935	639.25	90
5	91	839	528.00	91
5	72	703	470.38	72
5	54	585	318.63	54
5	27	364	187.50	27
5	8	160	62.25	8
5	1	34	8.88	1
5	1	3	2.00	1
5	1	3	1.75	1
5	1	3	1.63	1
5	1	3	1.88	1
5	1	3	1.50	1
5	1	3	1.63	1
5	1	3	1.75	1
5	1	2	1.63	1
5	1	18	9.38	4
5	7	120	75.25	22
5	32	311	215.00	32
5	66	507	368.50	66
5	104	683	492.63	149
5	112	816	565.38	365
5	140	919	633.38	270
5	136	969	641.88	310
5	83	966	509.50	99
5	54	927	522.13	104
5	63	694	365.25	63
5	51	530	264.88	51
5	43	367	159.25	73
5	20	238	90.38	34
5	8	160	42.13	10
5	1	33	6.25	1
5	1	2	1.38	1
5	1	2	1.38	1
5	1	2	1.50	1
5	1	2	1.38	1
5	1	2	1.38	1
5	1	2	1.38	1
5	1	2	1.25	1
5	1	2	1.13	1
5	1	9	4.50	5
5	23	58	35.25	39
5	94	237	143.50	100
5	58	459	218.88	120
5	187	576	334.63	187
5	163	654	400.13	269
5	177	608	395.13	359
5	358	863	536.63	469
5	272	759	535.00	649
5	289	912	611.75	711
5	267	728	468.63	728
5	118	576	302.13	576
5	44	443	237.38	443
5	47	257	154.50	229
5	13	103	59.88	66
5	2	18	5.75	4
5	1	2	1.50	1
5	1	3	1.63	2
5	1	3	1.63	1
5	1	2	1.50	1
5	1	2	1.50	1
5	1	2	1.25	1
5	1	3	1.50	1
5	1	2	1.50	1
5	1	18	8.25	14
5	5	121	59.25	121
5	40	314	173.25	314
5	84	507	304.63	490
5	75	710	475.13	665
5	78	822	569.13	817
5	200	924	678.88	878
5	124	967	581.13	895
5	112	960	605.00	960
5	84	959	599.25	891
5	58	744	509.50	715
5	90	679	443.38	516
5	100	408	276.38	337
5	56	220	152.50	155
5	23	79	49.00	41
5	2	10	4.50	3
5	1	3	1.63	1
5	1	2	1.63	1
5	1	3	1.75	1
5	1	3	1.50	1
5	1	2	1.38	2
5	1	3	1.63	1
5	1	2	1.63	1
5	1	3	1.75	1
5	1	17	7.25	7
5	15	115	52.75	39
5	38	303	153.63	207
5	81	499	249.63	281
5	93	657	353.75	367
5	78	786	456.13	476
5	58	901	513.38	324
5	241	955	632.13	278
5	228	988	721.50	228
5	226	927	584.50	254
5	62	802	465.75	364
5	189	683	408.00	195
5	77	547	271.38	77
5	24	353	168.88	24
5	13	128	48.00	16
5	2	17	5.25	2
5	1	2	1.50	1
5	1	3	1.75	1
5	1	2	1.25	1
5	1	2	1.38	1
5	1	3	1.50	1
5	1	2	1.38	2
5	1	2	1.25	1
5	1	2	1.25	1
5	1	16	6.50	6
5	11	111	44.88	32
5	57	293	133.88	126
5	76	446	232.88	323
5	63	671	387.13	671
5	98	755	463.25	472
5	47	833	480.13	395
5	52	908	497.75	426
5	87	932	553.00	521
5	118	958	516.75	249
5	93	690	407.88	123
5	68	606	387.50	594
5	47	324	211.63	197
5	22	259	134.38	37
5	8	158	58.00	15
5	1	16	6.00	2
5	1	6	2.13	1
5	1	2	1.38	1
5	1	2	1.38	1
5	1	2	1.38	1
5	1	2	1.25	1
5	1	2	1.13	1
5	1	2	1.25	1
5	1	2	1.25	1
5	1	17	8.50	12
5	7	128	54.50	71
5	42	269	138.50	113
5	72	435	237.25	277
5	75	603	270.00	301
5	80	792	442.13	788
5	71	900	519.50	871
5	165	956	600.75	926
5	186	1022	610.50	542
5	176	959	576.75	561
5	116	714	382.75	329
5	71	616	374.50	444
5	59	433	249.25	191
5	44	250	160.38	79
5	12	142	61.63	42
5	2	50	10.13	4
5	1	3	1.63	2
5	1	3	1.63	1
5	1	2	1.38	1
5	1	3	1.38	1
5	1	3	1.50	1
5	1	3	1.63	1
5	1	3	1.50	1
5	1	3	1.50	1
5	1	20	9.25	9
5	14	143	69.00	103
5	25	341	181.50	341
5	90	538	353.13	414
5	312	713	495.88	338
5	340	847	553.13	355
5	401	956	651.50	665
5	308	994	617.13	308
5	371	971	751.13	729
5	117	953	667.88	914
5	145	796	518.38	657
5	77	720	448.00	608
5	108	584	313.13	335
5	29	379	173.75	134
5	17	185	66.13	76
5	3	39	10.00	4
5	1	3	2.00	2
5	1	3	1.75	2
5	1	3	1.63	1
5	1	3	1.50	1
5	1	3	1.50	2
5	1	3	1.25	1
5	1	3	1.50	2
5	1	2	1.38	1
5	1	20	9.00	17
5	4	138	63.50	133
5	26	334	159.88	319
5	42	515	247.88	490
5	61	675	404.50	666
5	93	753	531.38	753
5	86	903	521.00	903
5	70	969	548.13	854
5	182	965	537.50	965
5	155	896	481.75	885
5	184	850	443.63	680
5	39	653	287.25	602
5	72	456	218.38	416
5	48	294	152.75	255
5	20	138	63.50	83
5	2	19	7.38	5
5	1	2	1.50	2
5	1	3	1.63	1
5	1	2	1.25	1
5	1	2	1.38	1
5	1	2	1.63	2
5	1	3	1.63	1
5	1	2	1.38	1
5	1	2	1.38	1
5	2	20	8.13	20
5	7	135	59.75	135
5	21	340	177.75	301
5	63	493	301.00	463
5	75	714	426.00	630
5	184	797	521.13	797
5	142	951	583.00	893
5	133	981	573.50	924
5	151	933	589.38	933
5	198	880	572.25	880
5	222	729	481.50	729
5	120	700	443.38	589
5	31	484	295.50	423
5	11	369	198.13	250
5	4	177	72.13	84
5	2	40	10.63	5
5	1	3	1.88	3
5	1	3	1.63	2
5	1	3	1.88	2
5	1	3	1.75	1
5	1	3	1.63	2
5	1	3	1.50	1
5	1	3	1.63	1
5	1	3	1.75	1
5	2	23	13.13	20
5	18	172	94.50	138
5	41	352	210.38	313
5	133	546	375.75	493
5	143	770	540.13	662
5	189	843	635.50	798
5	351	941	715.50	886
5	386	996	675.38	913
5	344	966	682.75	927
5	414	854	635.75	854
5	206	748	583.50	733
5	199	658	444.50	585
5	197	466	329.25	412
5	99	246	174.00	208
5	36	137	70.75	51
5	4	47	11.50	6
5	1	3	1.88	1
5	0	2	1.50	0
5	1	3	1.75	1
5	1	2	1.63	1
5	1	2	1.25	1
5	1	2	1.63	2
5	1	2	1.63	1
5	1	3	2.00	3
5	1	36	15.25	5
5	23	142	82.13	44
5	47	354	211.50	145
5	137	591	363.50	322
5	258	720	503.00	356
5	339	846	605.63	340
5	287	938	681.13	320
5	460	999	778.50	463
5	291	939	743.25	712
5	344	902	658.38	448
5	263	812	560.38	534
5	213	722	477.88	558
5	173	574	353.38	417
5	103	352	198.75	220
5	38	101	68.63	60
5	4	36	11.25	4
5	1	3	2.00	1
5	1	2	1.63	1
5	1	2	1.38	1
5	1	2	1.38	1
5	1	2	1.38	1
5	1	2	1.50	2
5	1	2	1.63	2
5	1	2	1.38	1
5	1	16	7.50	2
5	10	90	40.63	12
5	39	338	136.75	39
5	46	534	232.63	69
5	88	688	319.38	119
5	145	821	379.50	145
5	115	941	472.00	169
5	60	853	495.13	60
5	76	878	441.75	76
5	111	871	407.25	197
5	104	744	441.25	236
5	59	610	335.75	206
5	29	407	257.25	358
5	23	206	134.75	125
5	12	130	60.13	99
5	3	25	9.38	5
5	1	3	1.75	1
5	1	2	1.38	1
5	1	2	1.63	2
5	1	2	1.38	1
5	1	2	1.38	1
5	1	2	1.38	1
5	1	3	1.38	1
5	1	2	1.50	1
5	1	28	14.00	8
5	4	178	89.13	57
5	20	353	199.38	154
5	33	554	330.88	221
5	57	899	450.50	310
5	88	1031	545.75	592
5	105	996	654.50	610
5	171	936	657.00	662
5	148	987	488.75	237
5	77	884	447.00	249
5	74	784	476.25	280
5	126	722	380.63	259
5	117	464	277.25	247
5	42	324	172.75	271
5	16	119	63.63	97
5	5	55	13.25	8
5	1	4	2.00	1
5	1	3	1.75	2
5	1	2	1.38	1
5	1	3	1.75	2
5	1	3	1.50	1
5	1	2	1.38	2
5	1	2	1.50	1
5	1	2	1.50	2
5	1	24	14.88	24
5	18	150	87.50	150
5	47	332	196.88	330
5	81	537	329.50	514
5	156	709	430.25	688
5	212	835	566.38	831
5	145	993	574.75	993
5	159	964	575.25	783
5	262	948	583.25	881
5	167	919	567.38	790
