Mois	min	max	mean	2014
5	110	741	471.88	660
5	198	739	479.13	625
5	118	429	288.88	417
5	34	242	154.25	242
5	13	164	61.38	103
5	3	59	15.75	9
5	1	3	2.13	2
5	1	2	1.38	2
5	1	2	1.63	2
5	1	2	1.63	1
5	1	2	1.38	1
5	1	2	1.38	1
5	1	2	1.50	1
5	1	2	1.75	2
5	2	30	14.63	26
5	13	161	81.50	154
5	22	325	198.38	322
5	64	486	305.63	486
5	94	653	489.25	653
5	124	820	656.50	820
5	116	914	703.38	914
5	146	941	674.88	933
5	107	973	611.38	973
5	146	1008	618.38	902
5	86	888	580.75	766
5	100	606	411.00	606
5	31	575	220.13	421
5	7	321	141.13	219
5	5	211	58.50	58
5	2	53	12.50	7
5	1	3	1.63	1
5	1	2	1.75	2
5	1	3	1.75	1
5	1	2	1.25	1
5	1	2	1.25	1
5	1	2	1.63	1
5	1	2	1.38	1
5	1	2	1.38	1
5	2	26	8.00	26
5	7	160	56.38	160
5	23	218	155.00	207
5	57	541	317.00	438
5	115	732	481.13	649
5	290	763	533.63	748
5	250	908	633.13	795
5	195	1004	650.25	926
5	271	993	648.38	973
5	205	963	611.00	858
5	113	847	485.00	698
5	36	731	346.38	375
5	88	587	274.13	345
5	48	396	188.38	278
5	10	209	80.63	112
5	2	48	12.50	11
5	1	3	1.75	2
5	1	2	1.63	2
5	1	2	1.63	2
5	1	2	1.38	1
5	1	3	1.50	1
5	1	2	1.25	1
5	1	3	1.50	2
5	1	3	1.63	1
5	2	24	11.75	22
5	32	143	71.13	118
5	111	337	226.25	278
5	185	513	393.88	448
5	400	730	566.88	632
5	319	886	679.88	748
5	341	923	760.38	870
5	129	986	780.63	877
5	353	1003	824.25	896
5	460	944	716.75	871
5	418	829	671.25	752
5	100	778	526.88	615
5	27	614	337.88	425
5	19	400	189.38	260
5	18	198	83.00	105
5	4	55	13.50	11
5	1	4	2.13	2
5	1	3	1.88	2
5	1	2	1.38	1
5	1	2	1.38	1
5	1	2	1.50	1
5	1	3	1.63	2
5	1	3	1.63	1
5	1	3	1.75	2
5	2	45	22.38	31
5	32	160	116.25	157
5	132	354	262.00	341
5	185	554	384.50	504
5	323	740	580.13	659
5	225	824	651.00	762
5	482	918	744.13	863
5	528	981	811.75	870
5	231	995	734.50	899
5	295	947	654.88	865
5	170	819	474.38	747
5	131	720	412.25	625
5	36	531	279.00	445
5	21	307	147.88	278
5	8	164	77.63	102
5	3	35	12.25	9
5	1	3	1.88	2
5	1	2	1.38	1
5	1	2	1.38	1
5	1	3	1.50	1
5	1	3	1.25	1
5	1	2	1.50	2
5	1	3	1.63	2
5	1	3	1.75	2
5	2	32	18.88	30
5	17	161	82.88	161
5	86	341	188.25	341
5	162	520	332.88	520
5	155	683	482.88	683
5	129	823	514.75	816
5	145	915	636.75	901
5	127	958	642.88	937
5	236	997	687.38	957
5	304	1022	605.50	878
5	175	827	535.88	751
5	101	706	427.88	614
5	74	604	325.00	433
5	17	276	150.88	269
5	7	116	76.88	103
5	2	48	17.50	10
5	1	3	2.13	2
5	1	2	1.63	2
5	1	3	2.00	2
5	1	3	1.75	1
5	1	3	1.38	1
5	1	2	1.38	1
5	1	3	1.38	1
5	1	2	1.50	1
5	1	29	16.63	29
5	12	160	103.25	152
5	69	364	249.50	279
5	69	546	369.88	499
5	82	727	495.25	671
5	226	845	659.13	808
5	103	982	744.63	897
5	155	1006	783.00	935
5	167	967	724.25	954
5	142	913	664.38	878
5	126	810	605.63	767
5	90	707	532.25	632
5	77	460	321.63	225
5	49	290	194.25	83
5	12	160	86.00	68
5	4	55	14.50	6
5	1	3	2.25	2
5	1	2	1.63	2
5	1	2	1.38	1
5	1	2	1.38	2
5	1	2	1.38	1
5	1	2	1.38	2
5	1	2	1.50	1
5	1	2	1.50	2
5	1	28	14.75	28
5	8	172	85.88	153
5	25	359	189.50	324
5	55	537	325.25	502
5	65	714	431.00	670
5	106	833	587.63	801
5	158	943	620.13	887
5	181	979	613.25	923
5	106	1005	667.00	958
5	31	923	603.75	714
5	90	794	497.63	227
5	114	645	415.25	183
5	70	454	285.50	103
5	20	264	162.50	77
5	15	132	62.13	132
5	3	49	14.50	15
5	1	3	2.00	2
5	1	2	1.63	2
5	1	2	1.25	1
5	1	2	1.25	1
5	1	3	1.63	2
5	1	2	1.50	2
5	1	2	1.38	1
5	1	2	1.50	1
5	1	30	16.00	30
5	4	157	86.63	157
5	15	332	183.63	332
5	43	526	303.88	507
5	48	707	428.63	672
5	49	840	547.88	802
5	70	944	587.50	885
5	83	986	630.75	918
5	57	974	577.50	922
5	122	902	578.38	869
5	173	885	626.63	766
5	148	706	432.88	579
5	60	555	251.50	61
5	85	389	191.63	103
5	26	179	94.75	26
5	4	77	19.50	4
5	2	4	2.50	2
5	0	2	1.25	0
5	1	2	1.38	1
5	1	3	1.88	1
5	1	2	1.50	1
5	1	2	1.50	2
5	1	2	1.25	1
5	1	2	1.50	1
5	4	31	13.38	20
5	46	161	81.75	67
5	108	357	217.13	108
5	169	542	375.25	169
5	312	732	540.63	430
5	441	847	657.75	686
5	388	945	696.00	600
5	317	977	761.25	908
5	410	1003	759.50	919
5	458	988	748.00	743
5	64	859	562.63	781
5	296	754	556.13	296
5	216	612	385.50	231
5	80	409	201.88	81
5	46	222	98.50	108
5	7	61	21.88	12
5	1	4	2.13	1
5	1	2	1.50	2
5	1	2	1.50	2
5	1	2	1.38	1
5	1	1	1.00	1
5	1	2	1.13	1
5	1	2	1.38	1
5	1	2	1.38	1
5	4	20	12.50	20
5	23	146	69.38	146
5	66	316	183.38	316
5	107	522	335.00	351
5	91	719	479.88	580
5	121	860	614.00	860
5	114	948	719.13	866
5	132	955	715.38	955
5	120	985	673.75	707
5	168	962	590.13	582
5	62	842	465.25	505
5	97	746	414.88	366
5	55	604	362.00	431
5	22	408	207.13	54
5	7	229	109.50	20
5	2	64	21.38	6
5	1	4	2.13	2
5	1	2	1.63	1
5	1	2	1.50	1
5	1	2	1.25	1
6	1	2	1.38	1
6	1	2	1.25	1
6	1	2	1.25	1
6	1	2	1.50	1
6	3	34	15.88	29
6	10	167	89.50	121
6	15	349	187.25	226
6	65	538	351.13	333
6	87	706	471.50	433
6	127	746	550.50	560
6	80	869	615.63	654
6	40	971	666.63	893
6	61	987	754.00	878
6	53	958	617.75	728
6	46	838	546.88	414
6	91	740	450.13	417
6	58	598	334.50	200
6	28	415	213.75	59
6	5	238	103.50	54
6	2	88	27.38	12
6	1	6	2.63	1
6	1	2	1.63	1
6	1	2	1.50	1
6	1	2	1.25	1
6	1	2	1.50	2
6	1	2	1.50	1
6	1	2	1.25	1
6	1	3	1.50	1
6	4	37	13.75	25
6	15	163	76.13	119
6	23	373	187.13	302
6	47	473	290.63	346
6	51	706	486.38	657
6	73	822	588.88	816
6	92	961	684.88	937
6	181	972	737.50	832
6	309	976	795.88	921
6	312	998	748.88	920
6	341	851	587.00	454
6	190	750	544.38	639
6	149	614	436.88	463
6	85	416	290.00	274
6	39	228	126.75	105
6	5	66	24.50	12
6	1	6	2.75	2
6	1	2	1.63	2
6	1	2	1.38	1
6	1	2	1.50	1
6	0	2	1.38	0
6	1	2	1.50	1
6	1	2	1.38	1
6	1	2	1.50	2
6	5	36	15.50	36
6	13	135	73.38	135
6	23	235	173.13	227
6	87	572	356.13	317
6	124	726	485.63	614
6	153	857	589.88	773
6	248	946	663.88	785
6	86	1059	794.25	914
6	99	945	622.13	543
6	132	879	472.88	363
6	136	850	418.25	457
6	80	667	328.25	240
6	57	421	189.63	58
6	8	268	106.88	8
6	5	111	47.88	5
6	2	27	10.25	2
6	1	5	2.13	1
6	1	2	1.50	1
6	0	2	1.38	1
6	1	2	1.38	1
6	1	2	1.38	1
6	1	2	1.25	1
6	1	2	1.50	1
6	1	3	1.88	1
6	5	32	14.38	10
6	34	161	66.63	50
6	44	351	147.63	90
6	61	527	271.00	130
6	179	688	365.63	242
6	232	816	492.63	232
6	173	921	524.38	612
6	132	957	534.00	336
6	76	984	579.00	578
6	90	951	633.00	858
6	131	834	487.50	755
6	195	724	427.50	294
6	83	467	244.25	83
6	38	385	194.25	127
6	50	203	96.88	109
6	3	56	18.88	16
6	1	6	2.00	1
6	1	2	1.38	1
6	1	2	1.38	1
6	1	2	1.38	1
6	1	2	1.13	1
6	1	2	1.13	1
6	1	2	1.13	1
6	1	2	1.50	1
6	3	35	19.25	12
6	32	168	101.88	42
6	71	381	234.88	71
6	125	590	381.38	125
6	192	696	525.75	192
6	308	829	644.75	308
6	542	1087	814.38	542
6	476	940	755.63	476
6	299	974	759.25	299
6	317	948	732.13	317
6	200	812	598.75	473
6	205	733	499.13	522
6	133	632	372.63	311
6	70	411	192.88	192
6	51	206	112.13	51
6	5	42	18.38	10
6	2	5	2.50	2
6	1	4	2.00	1
6	1	3	1.75	1
6	1	2	1.38	1
6	1	2	1.25	1
6	1	2	1.63	1
6	1	2	1.13	1
6	1	2	1.75	2
6	1	41	25.13	34
6	9	165	116.63	159
6	32	360	235.63	292
6	42	545	305.88	42
6	79	714	428.50	122
6	74	850	541.00	93
6	113	937	604.13	391
6	88	991	541.38	88
6	73	980	536.50	79
6	157	908	539.25	531
6	298	792	569.13	700
6	232	711	510.63	648
6	239	544	430.25	496
6	69	313	229.13	313
6	30	131	68.75	58
6	8	32	15.75	8
6	1	3	1.88	1
6	1	2	1.63	2
6	1	2	1.63	1
6	1	2	1.25	1
6	1	2	1.38	1
6	1	2	1.38	1
6	1	2	1.25	1
6	1	3	1.75	1
6	2	46	23.13	17
6	24	180	113.88	96
6	69	367	225.50	235
6	139	554	367.75	554
6	281	759	570.88	592
6	331	841	706.63	806
6	300	945	802.88	771
6	498	991	830.13	594
6	586	975	855.00	740
6	658	952	824.63	928
6	57	836	617.13	696
6	26	725	431.25	665
6	16	731	331.00	488
6	12	305	170.50	305
6	7	148	81.00	135
6	4	21	13.25	17
6	2	3	2.13	2
6	1	2	1.50	2
6	1	2	1.63	2
6	1	2	1.50	2
6	1	2	1.50	1
6	1	2	1.25	1
6	1	2	1.38	2
6	1	3	1.88	3
6	2	37	24.38	32
6	22	179	97.25	149
6	16	378	203.13	333
6	72	539	354.88	539
6	92	719	491.63	660
6	89	827	606.75	808
6	145	958	682.63	914
6	90	975	727.50	967
6	395	989	795.38	988
6	212	1010	638.13	902
6	43	879	530.50	789
6	137	786	381.75	673
6	22	644	286.75	484
6	60	436	207.75	314
6	23	251	104.25	125
6	5	70	23.50	21
6	1	5	2.25	2
6	1	3	1.50	2
6	1	2	1.50	1
6	1	1	1.00	1
6	1	2	1.25	1
6	1	2	1.38	1
6	1	2	1.13	1
6	1	3	1.63	3
6	4	40	18.25	40
6	10	163	69.88	93
6	32	449	175.75	193
6	91	525	242.13	237
6	115	684	340.75	381
6	87	815	465.63	551
6	110	901	551.63	467
6	107	961	602.13	476
6	119	1013	618.75	407
6	104	939	587.00	554
6	128	794	540.50	735
6	134	731	346.88	378
6	28	469	234.38	336
6	31	277	138.75	212
6	23	129	61.38	71
6	6	76	20.63	20
6	1	5	2.13	2
6	1	3	1.38	1
6	1	2	1.63	2
6	1	2	1.38	1
6	1	2	1.25	1
6	1	2	1.25	1
6	1	2	1.38	1
6	1	3	1.75	2
6	2	39	17.50	22
6	9	179	82.50	86
6	34	394	201.50	313
6	68	558	337.00	436
6	135	717	480.38	626
6	130	843	586.13	612
6	136	942	595.00	662
6	59	986	658.13	871
6	223	968	645.00	966
6	165	901	627.50	899
6	66	813	560.50	771
6	54	729	469.88	651
6	43	599	337.75	479
6	18	354	157.50	314
6	6	221	79.38	131
6	2	61	15.63	15
6	1	4	1.88	2
6	1	2	1.50	2
6	1	2	1.50	1
6	1	2	1.38	2
6	1	2	1.25	1
6	1	2	1.38	2
6	1	2	1.25	1
6	1	2	1.63	2
6	5	37	18.13	37
6	34	174	88.00	174
6	50	350	178.00	349
6	51	529	298.13	525
6	220	776	538.75	693
6	68	818	574.38	810
6	72	925	537.63	889
6	46	978	597.88	943
6	104	972	749.25	972
6	72	943	664.13	891
6	178	828	583.13	768
6	123	821	561.38	649
6	83	595	420.75	426
6	30	407	267.13	227
6	25	222	106.25	172
6	13	38	19.25	17
6	2	3	2.13	2
6	1	2	1.63	1
6	1	2	1.63	1
6	1	2	1.38	1
6	1	2	1.50	1
6	1	2	1.13	1
6	0	2	1.00	0
6	1	3	1.75	1
6	1	41	24.25	34
6	14	188	103.00	115
6	25	353	204.88	258
6	45	450	259.25	344
6	102	655	383.13	473
6	134	795	490.00	573
6	204	888	558.25	612
6	232	952	621.38	591
6	285	941	632.25	833
6	193	977	642.63	887
6	200	854	609.50	773
6	200	717	468.00	700
6	170	446	324.88	434
6	46	290	191.75	181
6	13	84	56.63	56
6	9	25	15.75	12
6	1	3	1.75	1
6	1	2	1.38	1
6	1	2	1.38	1
6	1	2	1.38	1
6	1	2	1.25	1
6	1	2	1.50	2
6	1	2	1.25	1
6	1	2	1.50	2
6	2	41	21.88	31
6	16	164	87.63	114
6	41	361	191.50	195
6	62	541	337.75	390
6	46	700	456.38	617
6	75	830	563.63	609
6	166	952	645.88	777
6	194	972	720.75	937
6	129	1007	712.25	982
6	127	972	640.63	836
6	146	866	581.25	763
6	159	776	487.75	633
6	114	641	353.50	459
6	31	436	191.63	288
6	18	256	102.50	119
6	4	83	25.75	24
6	1	7	3.25	2
6	1	2	1.50	1
6	1	2	1.25	1
6	1	2	1.25	1
6	1	2	1.38	1
6	1	2	1.38	1
6	1	2	1.50	1
6	1	3	1.63	1
6	4	48	22.50	8
6	16	188	77.38	16
6	75	370	201.13	148
6	78	586	322.13	310
6	163	697	455.88	655
6	262	805	579.88	790
6	296	950	654.00	844
6	349	988	689.38	824
6	180	1001	713.38	971
6	331	957	612.63	834
6	41	878	567.50	577
6	61	768	466.88	301
6	33	626	338.38	33
6	24	403	222.00	24
6	15	201	112.63	15
6	3	46	19.00	3
6	1	6	2.50	1
6	0	2	1.50	0
6	1	2	1.63	1
6	0	2	1.13	1
6	1	2	1.25	1
6	1	2	1.50	1
6	1	2	1.50	1
6	1	3	1.75	1
6	5	48	19.63	27
6	29	175	79.88	60
6	43	356	215.63	177
6	108	556	361.50	283
6	121	704	508.25	623
6	207	862	617.88	750
6	510	932	795.63	886
6	385	986	801.63	942
6	311	1023	742.75	973
6	663	889	785.88	884
6	369	848	628.63	729
6	93	772	528.25	632
6	110	634	343.75	356
6	8	419	203.63	106
6	5	252	106.88	102
6	15	84	27.38	23
6	1	9	3.25	1
6	1	2	1.50	1
6	1	2	1.63	2
6	1	2	1.50	1
6	1	2	1.38	1
6	1	2	1.25	1
6	1	2	1.25	1
6	1	3	1.63	2
6	3	38	17.00	20
6	16	177	82.50	59
6	68	368	192.50	182
6	73	554	368.50	416
6	82	711	532.88	555
6	172	840	629.38	790
6	285	922	720.75	734
6	209	1011	792.13	951
6	485	970	853.13	970
6	299	926	754.38	879
6	138	843	695.00	790
6	62	698	524.38	658
6	50	594	375.50	444
6	25	408	225.75	342
6	20	254	131.13	122
6	4	84	28.00	18
6	1	7	3.00	2
6	1	3	1.63	2
6	1	2	1.38	1
6	1	2	1.38	1
6	1	2	1.25	1
6	1	2	1.25	1
6	1	2	1.38	1
6	1	3	1.75	2
6	4	41	20.63	38
6	40	178	112.88	178
6	90	366	253.25	358
6	127	539	385.88	533
6	250	693	573.00	687
6	336	847	677.25	817
6	331	950	800.13	898
6	707	989	895.00	938
6	796	981	928.75	981
6	696	972	859.13	903
6	745	856	778.88	784
6	496	763	601.88	670
6	250	633	456.88	484
6	135	442	278.63	313
6	39	172	114.75	137
6	14	63	27.50	20
6	1	12	3.13	1
6	1	2	1.63	1
6	1	2	1.38	1
6	1	2	1.63	1
6	1	2	1.25	1
6	1	2	1.50	1
6	1	2	1.38	1
6	1	3	1.88	2
6	3	48	27.75	38
6	30	179	120.25	179
6	106	360	274.00	360
6	337	537	429.63	537
6	290	691	571.25	691
6	566	842	758.88	827
6	605	907	794.50	907
6	471	975	786.50	945
6	414	986	787.25	981
6	313	897	709.63	897
6	191	938	590.13	779
6	116	819	482.25	661
6	98	670	351.38	477
6	36	428	236.38	306
6	7	281	104.25	136
6	3	91	30.13	23
6	1	11	3.38	1
6	1	2	1.50	2
6	1	2	1.25	1
6	1	2	1.50	1
6	1	2	1.50	1
6	1	2	1.38	2
6	1	2	1.25	1
6	1	3	1.75	2
6	4	41	23.75	36
6	45	195	116.25	164
6	45	353	225.13	220
6	94	524	416.13	478
6	300	709	536.25	588
6	572	845	724.38	831
6	325	961	770.75	855
6	505	982	846.25	926
6	380	990	868.00	969
6	97	970	704.38	891
6	176	855	642.25	777
6	119	756	555.00	656
6	104	622	421.63	472
6	161	428	286.00	307
6	13	253	153.50	133
6	3	87	32.00	20
6	2	8	3.25	2
6	1	2	1.75	2
6	1	2	1.50	1
6	1	2	1.63	1
6	1	2	1.50	1
6	1	2	1.50	2
6	1	2	1.13	1
6	1	3	1.63	2
6	2	37	19.25	34
6	9	169	88.75	169
6	51	359	194.75	342
6	110	550	358.50	517
6	168	696	468.63	674
6	92	891	531.00	806
6	265	966	612.63	886
6	157	987	736.88	928
6	372	1014	772.88	966
6	550	959	768.00	894
6	283	843	599.25	777
6	209	750	496.38	656
6	27	620	347.13	464
6	58	419	254.38	279
6	26	213	108.38	110
6	3	81	25.38	11
6	2	8	3.25	3
6	1	2	1.50	1
6	1	2	1.63	2
6	1	2	1.63	1
6	1	2	1.38	2
6	1	2	1.38	1
6	1	2	1.50	2
6	1	2	1.63	2
6	5	36	18.88	26
6	33	172	100.38	152
6	59	373	227.63	329
6	123	550	309.00	496
6	125	711	419.00	634
6	140	867	599.25	785
6	182	935	662.75	874
6	199	1000	736.00	920
6	159	1002	693.00	961
6	297	931	628.88	878
6	428	798	636.50	782
6	256	678	443.75	678
6	37	480	304.63	328
6	82	472	222.00	288
6	23	235	107.25	137
6	9	52	19.25	18
6	1	6	2.50	2
6	1	3	1.50	1
6	1	2	1.38	1
6	1	2	1.38	2
6	1	2	1.13	1
6	1	2	1.13	2
6	0	2	1.25	0
6	1	2	1.63	2
6	3	35	18.50	31
6	33	179	121.13	152
6	182	378	289.13	322
6	267	567	440.13	490
6	338	712	578.25	655
6	370	851	731.63	795
6	185	946	771.13	880
6	440	1009	850.75	926
6	356	1002	802.00	964
6	513	1001	736.25	513
6	439	884	710.00	827
6	159	778	563.63	631
6	13	639	395.63	474
6	54	442	269.63	297
6	36	268	128.38	118
6	10	117	40.63	15
6	1	14	4.00	2
6	1	3	1.75	1
6	1	2	1.38	1
6	1	2	1.38	1
6	1	2	1.50	1
6	1	2	1.25	1
6	1	2	1.25	1
6	1	2	1.38	1
6	5	35	18.50	28
6	13	165	101.63	165
6	29	366	239.88	329
6	99	555	380.25	425
6	131	712	477.88	299
6	139	851	630.13	637
6	94	966	736.38	797
6	101	969	720.50	902
6	113	1034	755.63	875
6	113	977	801.38	787
6	366	866	650.13	688
6	74	772	582.63	606
6	127	630	457.13	460
6	130	415	272.50	287
6	43	240	145.13	122
6	12	79	34.75	23
6	2	9	3.38	2
6	1	2	1.63	1
6	1	2	1.88	1
6	1	2	1.25	1
6	1	2	1.38	1
6	1	2	1.38	2
6	1	2	1.25	1
6	1	2	1.63	1
6	5	36	14.88	7
6	16	173	83.75	16
6	38	369	193.13	38
6	51	550	316.13	51
6	58	715	411.50	90
6	95	848	506.25	95
6	169	955	633.00	189
6	201	996	695.63	501
6	335	981	729.25	523
6	529	919	753.13	856
6	256	871	626.50	708
6	333	712	570.50	658
6	112	586	389.38	485
6	98	315	259.00	303
6	33	150	93.13	71
6	5	52	22.13	13
6	1	8	3.13	2
6	1	4	2.00	1
6	1	2	1.63	2
6	1	2	1.25	1
6	1	2	1.63	2
6	1	2	1.25	1
6	1	2	1.63	1
6	1	3	1.50	1
6	3	31	12.88	6
6	12	172	67.88	15
6	36	345	172.50	36
6	98	532	380.75	98
6	154	704	437.50	154
6	251	839	594.13	521
6	458	933	695.13	558
6	292	920	736.25	614
6	280	1059	761.88	1059
6	259	961	688.13	623
6	311	854	622.50	455
6	242	753	512.50	640
6	109	618	405.25	484
6	79	428	256.75	313
6	45	256	134.38	140
6	7	91	34.25	21
6	1	8	3.25	2
6	1	2	1.63	2
6	1	2	1.50	1
6	1	2	1.63	1
6	1	2	1.50	1
6	1	2	1.50	1
6	1	2	1.38	1
6	1	3	2.13	2
6	5	40	22.75	34
6	42	204	129.75	167
6	73	368	269.00	349
6	85	556	437.00	520
6	107	690	578.50	688
6	119	853	650.63	821
6	127	934	742.00	807
6	155	1026	798.38	908
6	221	972	744.50	683
6	292	966	756.50	703
6	367	850	612.00	600
6	340	754	540.25	340
6	166	626	377.88	166
6	30	433	228.88	30
6	19	258	117.63	19
6	4	90	30.25	4
6	1	10	3.38	1
6	1	2	1.63	1
6	1	2	1.50	1
6	1	2	1.63	1
6	1	2	1.50	1
6	1	2	1.63	1
6	1	2	1.38	1
6	1	2	1.63	1
6	5	32	17.75	8
6	34	148	92.75	34
6	111	368	239.25	111
6	313	536	430.88	313
6	351	693	544.75	351
6	292	836	652.63	733
6	451	917	736.88	698
6	591	1018	851.13	929
6	504	1002	867.00	924
6	298	978	783.50	790
6	486	877	718.25	486
6	428	766	601.88	467
6	188	632	439.00	465
6	95	440	302.38	256
6	74	261	142.13	138
6	11	90	36.75	24
6	2	9	4.00	3
6	2	3	2.13	3
6	1	2	1.63	1
6	1	2	1.38	1
6	1	2	1.38	1
6	1	2	1.38	1
6	1	2	1.50	1
6	1	3	1.75	1
6	5	35	23.25	12
6	51	163	122.75	51
6	210	356	293.75	317
6	179	541	436.50	514
6	375	713	601.50	713
6	329	834	684.00	642
6	144	958	775.00	744
6	471	977	867.63	955
6	578	965	789.63	578
6	501	969	774.88	529
6	319	852	644.50	622
6	138	760	494.75	138
6	128	621	402.00	128
6	26	436	250.50	26
6	19	260	119.13	19
6	6	92	32.88	6
6	1	8	3.38	1
6	1	2	1.63	1
6	1	2	1.75	2
6	0	2	1.38	0
6	1	2	1.50	1
6	1	2	1.50	1
6	1	2	1.13	1
6	1	2	1.38	1
6	4	31	14.13	31
6	19	144	71.00	144
6	35	346	187.63	346
6	70	508	293.75	508
6	79	674	418.38	674
6	80	782	560.38	486
6	90	913	651.13	423
6	134	973	679.88	565
6	186	981	698.63	373
6	192	980	683.50	664
6	192	863	654.88	529
6	99	769	542.88	434
6	130	617	394.63	189
6	62	434	233.75	109
6	25	254	120.13	47
6	8	87	33.75	14
6	1	9	3.38	1
6	1	2	1.63	1
6	1	2	1.75	2
6	1	2	1.38	1
6	1	2	1.25	1
6	1	2	1.38	1
6	1	2	1.63	1
6	1	2	1.75	2
6	5	32	20.88	32
6	46	169	106.25	169
6	49	371	268.63	371
6	122	519	404.25	519
6	146	712	564.00	712
6	621	874	757.25	835
6	583	962	820.25	915
6	516	1108	897.50	952
6	607	985	859.00	985
6	487	956	813.38	833
6	453	846	713.75	674
6	288	770	606.00	607
6	206	637	478.75	206
6	163	421	291.00	163
6	50	247	122.75	89
6	15	85	32.38	17
6	1	9	3.50	1
6	1	2	1.75	1
6	1	2	1.63	2
6	1	2	1.75	2
7	1	2	1.75	1
7	1	3	1.75	1
7	1	2	1.38	2
7	1	3	2.00	1
7	4	32	18.63	20
7	62	164	107.38	64
7	65	356	244.75	163
7	42	543	398.25	262
7	51	704	555.88	548
7	42	840	621.00	417
7	55	902	724.13	745
7	147	995	804.25	769
7	322	966	822.63	746
7	188	947	755.00	351
7	130	842	612.13	177
7	94	735	530.25	199
7	24	602	391.75	133
7	59	419	264.75	89
7	25	238	123.88	60
7	6	84	23.63	6
7	1	12	3.25	1
7	1	2	1.50	1
7	1	2	1.38	1
7	1	2	1.50	1
7	0	3	1.63	2
7	1	2	1.25	1
7	1	2	1.50	1
7	1	2	1.25	1
7	2	30	10.63	6
7	10	160	54.50	12
7	13	335	144.13	13
7	29	513	243.63	30
7	60	654	346.38	60
7	66	785	421.38	66
7	50	885	461.38	80
7	67	927	515.25	138
7	94	961	563.75	198
7	87	889	513.13	324
7	52	806	406.63	309
7	60	759	368.50	283
7	49	647	292.63	192
7	24	412	197.13	91
7	10	233	86.50	47
7	3	91	30.50	9
7	1	14	4.50	1
7	1	2	1.38	1
7	1	2	1.50	1
7	1	2	1.38	1
7	1	2	1.25	1
7	1	2	1.63	1
7	1	2	1.38	1
7	1	2	1.38	1
7	1	26	11.25	8
7	3	133	56.63	40
7	3	314	144.13	103
7	13	538	255.50	284
7	17	709	371.88	381
7	89	824	514.38	553
7	157	985	609.88	477
7	126	998	738.50	828
7	204	978	711.50	675
7	345	899	729.13	523
7	208	857	656.50	513
7	149	752	525.88	695
7	141	495	365.88	495
7	154	318	231.75	318
7	39	210	129.00	131
7	9	87	30.38	16
7	1	10	3.63	2
7	1	2	1.75	2
7	1	2	1.38	1
7	1	2	1.38	1
7	1	2	1.63	2
7	1	2	1.38	1
7	1	2	1.38	1
7	1	3	1.50	1
7	3	29	18.38	29
7	28	159	97.13	159
7	102	342	237.00	340
7	260	526	392.75	494
7	260	684	502.88	636
7	315	820	632.25	774
7	208	921	763.25	903
7	215	974	771.50	786
7	366	982	790.75	982
7	292	946	754.13	892
7	327	858	663.38	618
7	524	764	625.88	525
7	330	568	467.38	433
7	173	412	261.00	337
7	13	240	109.75	144
7	1	82	28.38	21
7	2	8	3.50	3
7	1	2	1.50	1
7	1	2	1.75	2
7	1	2	1.38	1
7	1	2	1.25	1
7	1	1	1.00	1
7	1	2	1.25	1
7	1	3	1.75	1
7	3	37	19.00	30
7	24	160	99.88	160
7	23	330	213.50	330
7	32	498	357.13	490
7	255	678	507.50	609
7	178	891	657.50	775
7	261	959	691.63	877
7	245	941	670.63	941
7	282	990	692.25	923
7	380	986	708.13	912
7	387	886	613.75	759
7	230	772	507.50	420
7	152	620	359.75	187
7	104	421	230.25	139
7	82	250	137.13	113
7	8	85	32.75	20
7	2	10	3.50	2
7	1	2	1.63	1
7	1	2	1.50	1
7	1	2	1.38	1
7	1	2	1.63	1
7	1	2	1.63	2
7	1	2	1.63	1
7	1	3	1.88	3
7	1	29	16.00	29
7	6	159	94.25	159
7	30	353	222.25	341
7	89	593	374.50	502
7	30	714	470.63	646
7	135	791	585.00	781
7	226	1007	615.13	901
7	373	991	791.38	943
7	126	977	688.25	927
7	48	906	645.75	882
7	173	791	620.13	771
7	85	753	530.13	672
7	93	604	350.63	505
7	18	414	218.88	259
7	16	243	107.00	97
7	3	67	28.25	30
7	1	10	3.75	2
7	1	2	1.63	1
7	1	2	1.38	1
7	0	2	1.50	2
7	1	2	1.50	1
7	1	2	1.50	1
7	0	2	1.25	0
7	1	3	2.00	1
7	1	46	20.63	23
7	37	152	99.25	63
7	166	339	257.63	199
7	371	556	479.00	459
7	501	679	610.50	611
7	579	817	732.75	786
7	559	914	790.13	812
7	591	947	818.00	754
7	197	1007	776.88	489
7	15	953	726.75	658
7	163	855	665.38	512
7	93	774	553.75	555
7	119	627	398.00	319
7	44	453	250.88	198
7	17	248	140.13	147
7	14	83	35.25	20
7	1	9	3.50	2
7	1	2	1.63	1
7	1	2	1.50	1
7	1	2	1.50	1
7	1	2	1.63	1
7	1	2	1.25	1
7	1	2	1.50	2
7	1	2	1.38	2
7	3	28	9.50	28
7	8	147	54.25	147
7	27	308	167.63	308
7	38	490	352.88	465
7	52	684	471.75	618
7	105	792	563.13	749
7	150	907	675.00	839
7	229	949	692.00	924
7	223	954	605.88	549
7	59	950	601.38	284
7	171	787	497.50	232
7	45	666	416.75	45
7	160	593	328.75	170
7	79	433	217.75	144
7	74	236	125.13	139
7	7	82	34.13	21
7	1	9	3.38	1
7	1	2	1.75	2
7	1	2	1.50	1
7	1	2	1.38	1
7	1	2	1.13	1
