Mois	temp
4	281.33
4	280.58
4	280.20
4	279.60
4	279.24
4	278.94
4	278.54
4	278.15
4	277.75
4	278.03
4	279.33
4	280.81
4	281.93
4	282.99
4	283.73
4	284.36
4	285.04
4	285.38
4	285.46
4	285.38
4	284.84
4	283.79
4	282.71
4	281.53
4	280.70
4	279.96
4	279.31
4	278.86
4	278.36
4	278.20
4	278.13
4	277.73
4	277.36
4	277.73
4	279.71
4	281.80
4	283.48
4	284.91
4	285.86
4	286.61
4	287.16
4	287.60
4	287.84
4	287.86
4	287.23
4	286.09
4	284.70
4	283.34
4	282.64
4	282.18
4	281.66
4	281.08
4	280.16
4	279.56
4	279.09
4	278.84
4	278.44
4	279.03
4	281.29
4	283.79
4	286.09
4	286.74
4	287.46
4	288.04
4	288.54
4	288.56
4	288.56
4	288.13
4	287.14
4	285.93
4	284.88
4	283.95
4	283.14
4	282.35
4	281.36
4	280.55
4	279.94
4	279.35
4	279.33
4	279.23
4	279.33
4	279.71
4	281.16
4	282.94
4	284.13
4	285.34
4	286.51
4	287.06
4	287.46
4	287.51
4	287.45
4	287.16
4	286.60
4	285.45
4	284.59
4	283.75
4	282.95
4	281.99
4	281.29
4	280.66
4	280.09
4	279.81
4	279.66
4	279.21
4	278.89
4	279.26
4	281.06
4	283.25
4	285.00
4	286.13
4	287.18
4	287.88
4	288.34
4	288.69
4	288.00
4	287.66
4	287.20
4	286.19
4	284.68
4	283.61
4	282.76
4	282.06
4	281.49
4	281.08
4	280.63
4	280.33
4	280.19
4	279.70
4	279.36
4	280.18
4	281.91
4	283.66
4	284.83
4	285.76
4	286.59
4	287.44
4	288.11
4	288.19
4	288.13
4	287.84
4	286.53
4	285.48
4	284.38
4	283.11
4	281.98
4	281.15
4	280.69
4	280.10
4	279.55
4	279.05
4	278.71
4	278.51
4	278.35
4	279.35
4	281.51
4	283.63
4	285.08
4	286.14
4	286.99
4	287.66
4	288.08
4	288.34
4	288.23
4	287.93
4	287.39
4	286.30
4	284.83
4	283.64
4	282.81
4	282.19
4	281.59
4	281.26
4	280.93
4	280.23
4	280.06
4	279.88
4	279.65
4	280.21
4	282.14
4	283.95
4	285.23
4	286.15
4	286.99
4	287.68
4	287.91
4	288.10
4	288.13
4	287.88
4	287.30
4	286.18
4	285.15
4	284.29
4	283.33
4	282.75
4	282.35
4	281.96
4	281.65
4	281.33
4	281.03
4	280.71
4	280.68
4	281.38
4	282.40
4	283.86
4	285.33
4	286.33
4	286.59
4	287.05
4	287.19
4	287.21
4	287.13
4	286.48
4	285.83
4	285.08
4	284.09
4	283.33
4	282.84
4	282.49
4	282.19
4	281.46
4	281.14
4	280.61
4	279.98
4	279.61
4	279.56
4	280.38
4	282.11
4	283.48
4	284.45
4	285.40
4	286.35
4	287.21
4	287.71
4	288.10
4	288.33
4	288.11
4	287.64
4	286.66
4	285.39
4	284.23
4	283.28
4	282.78
4	282.19
4	281.45
4	280.93
4	280.60
4	280.39
4	280.11
4	279.74
4	279.99
4	281.34
4	283.00
4	284.18
4	285.25
4	285.95
4	286.64
4	287.06
4	287.23
4	286.84
4	286.13
4	285.44
4	284.44
4	283.50
4	282.36
4	281.28
4	280.65
4	280.00
4	279.35
4	278.90
4	278.58
4	278.36
4	278.10
4	277.91
4	278.46
4	279.44
4	280.64
4	281.78
4	283.21
4	284.28
4	284.79
4	285.60
4	285.75
4	285.78
4	285.76
4	285.09
4	283.66
4	282.79
4	281.76
4	280.95
4	280.43
4	279.69
4	279.03
4	278.39
4	277.69
4	277.33
4	276.91
4	276.63
4	277.43
4	279.60
4	281.75
4	283.51
4	285.08
4	286.31
4	287.34
4	287.84
4	288.00
4	288.29
4	288.03
4	287.50
4	286.49
4	285.55
4	284.14
4	283.08
4	282.19
4	281.38
4	281.04
4	280.46
4	280.30
4	279.84
4	279.39
4	279.11
4	279.78
4	281.71
4	284.06
4	285.84
4	287.08
4	288.08
4	289.11
4	289.79
4	290.13
4	289.69
4	289.31
4	288.78
4	287.83
4	286.69
4	285.13
4	284.04
4	283.36
4	282.58
4	281.68
4	281.24
4	280.76
4	280.48
4	280.39
4	280.26
4	281.04
4	283.23
4	285.75
4	287.60
4	288.51
4	289.58
4	290.36
4	290.85
4	291.04
4	290.93
4	289.78
4	288.99
4	287.80
4	286.80
4	285.71
4	284.78
4	284.29
4	283.79
4	283.29
4	282.54
4	282.10
4	281.86
4	281.46
4	281.26
4	282.19
4	283.86
4	285.16
4	286.64
4	287.95
4	288.84
4	289.76
4	290.11
4	290.05
4	289.44
4	288.93
4	287.69
4	286.49
4	285.45
4	284.43
4	283.54
4	282.76
4	281.94
4	281.21
4	280.51
4	280.09
4	279.54
4	279.06
4	278.96
4	279.98
4	282.59
4	284.54
4	286.36
4	287.71
4	288.45
4	289.23
4	289.98
4	290.06
4	289.51
4	289.04
4	288.56
4	287.66
4	286.30
4	284.80
4	283.73
4	282.91
4	282.66
4	282.28
4	282.04
4	281.76
4	281.40
4	281.48
4	281.36
4	282.45
4	284.15
4	285.80
4	286.90
4	287.73
4	288.25
4	288.20
4	288.31
4	288.69
4	288.61
4	288.58
4	287.61
4	286.46
4	285.18
4	284.31
4	283.93
4	283.64
4	283.46
4	283.00
4	282.76
4	282.53
4	282.08
4	281.99
4	282.08
4	282.75
4	283.45
4	284.31
4	285.06
4	285.81
4	286.29
4	286.71
4	287.23
4	287.16
4	286.95
4	287.05
4	286.64
4	285.79
4	284.74
4	283.64
4	282.61
4	281.76
4	281.41
4	281.05
4	280.70
4	280.36
4	279.98
4	279.86
4	279.53
4	280.10
4	281.09
4	282.35
4	283.28
4	284.06
4	284.91
4	285.56
4	286.03
4	286.16
4	285.79
4	285.50
4	284.89
4	284.05
4	283.45
4	282.59
4	281.71
4	281.00
4	280.20
4	279.76
4	279.44
4	279.23
4	279.06
4	278.71
4	278.70
4	279.13
4	280.25
4	281.58
4	282.50
4	283.39
4	284.25
4	284.44
4	284.81
4	285.29
4	285.46
4	285.25
4	284.76
4	284.10
4	283.20
4	282.64
4	282.19
4	281.81
4	280.84
4	280.19
4	279.55
4	280.13
4	279.38
4	279.34
4	278.81
4	279.61
4	281.70
4	283.23
4	284.59
4	285.66
4	286.40
4	287.01
4	287.50
4	287.63
4	287.40
4	287.39
4	287.15
4	286.36
4	285.26
4	283.88
4	282.84
4	281.75
4	281.13
4	280.44
4	280.03
4	279.76
4	279.71
4	279.51
4	279.65
4	280.83
4	282.66
4	284.11
4	285.25
4	286.31
4	287.16
4	287.68
4	287.81
4	287.39
4	287.39
4	287.08
4	286.68
4	285.88
4	284.43
4	283.23
4	282.84
4	282.65
4	282.16
5	281.78
5	281.25
5	280.95
5	280.61
5	280.45
5	280.38
5	280.61
5	281.31
5	282.15
5	282.98
5	283.91
5	284.68
5	285.38
5	285.99
5	286.06
5	285.66
5	285.90
5	285.74
5	285.26
5	284.65
5	283.95
5	283.20
5	282.70
5	282.29
5	281.91
5	281.65
5	281.46
5	281.45
5	281.29
5	281.36
5	282.34
5	283.41
5	284.21
5	285.11
5	286.04
5	286.54
5	286.83
5	287.21
5	287.34
5	287.15
5	286.44
5	285.43
5	284.91
5	284.16
5	283.35
5	282.75
5	282.34
5	282.13
5	281.85
5	281.64
5	281.55
5	281.33
5	281.28
5	281.51
5	282.31
5	283.19
5	283.90
5	284.40
5	285.00
5	285.95
5	286.13
5	286.31
5	286.25
5	286.25
5	285.98
5	285.39
5	284.81
5	284.33
5	283.78
5	283.18
5	282.66
5	282.11
5	281.65
5	281.25
5	280.98
5	280.79
5	280.70
5	281.03
5	282.14
5	283.44
5	284.50
5	285.18
5	285.76
5	286.29
5	286.89
5	287.55
5	288.03
5	288.24
5	287.43
5	286.55
5	285.65
5	284.79
5	284.05
5	283.26
5	282.64
5	282.03
5	281.38
5	280.69
5	280.29
5	279.88
5	279.53
5	279.73
5	281.38
5	283.19
5	284.75
5	285.98
5	287.14
5	288.13
5	289.06
5	289.64
5	289.89
5	289.83
5	289.26
5	288.64
5	288.09
5	286.74
5	285.59
5	284.85
5	283.94
5	283.09
5	282.51
5	282.05
5	281.73
5	281.45
5	281.09
5	281.19
5	282.36
5	284.38
5	286.16
5	287.54
5	288.10
5	288.81
5	289.31
5	289.36
5	289.43
5	289.40
5	288.91
5	288.49
5	287.48
5	286.60
5	285.51
5	284.69
5	284.09
5	283.86
5	283.56
5	283.15
5	282.58
5	282.14
5	281.58
5	281.41
5	282.69
5	284.41
5	285.90
5	287.06
5	288.01
5	288.81
5	289.33
5	289.94
5	290.21
5	290.66
5	290.39
5	289.80
5	288.91
5	287.91
5	286.63
5	285.30
5	284.41
5	283.63
5	283.28
5	282.83
5	282.18
5	281.49
5	281.08
5	281.26
5	283.16
5	285.55
5	287.33
5	288.60
5	289.58
5	290.33
5	290.53
5	290.76
5	290.40
5	289.85
5	289.53
5	288.73
5	287.95
5	286.98
5	286.49
5	286.06
5	285.81
5	285.20
5	284.89
5	284.56
5	284.48
5	284.34
5	284.24
5	284.63
5	285.35
5	286.40
5	287.48
5	288.43
5	289.04
5	289.55
5	290.21
5	290.95
5	290.91
5	290.33
5	289.66
5	289.24
5	288.55
5	287.41
5	286.59
5	285.98
5	285.10
5	284.50
5	283.99
5	283.59
5	283.11
5	282.79
5	282.48
5	282.84
5	284.25
5	285.96
5	287.78
5	288.71
5	289.90
5	290.24
5	291.04
5	291.54
5	291.93
5	292.20
5	291.91
5	291.46
5	290.41
5	289.14
5	288.20
5	287.44
5	286.54
5	286.13
5	285.64
5	285.26
5	284.94
5	284.44
5	283.91
5	284.14
5	284.96
5	286.34
5	287.63
5	288.54
5	289.15
5	289.95
5	291.24
5	291.58
5	290.73
5	290.95
5	290.64
5	290.25
5	289.38
5	287.93
5	286.93
5	285.90
5	285.50
5	285.01
5	284.64
5	284.14
5	283.89
5	283.54
5	283.40
5	283.36
5	284.26
5	285.59
5	286.69
5	287.66
5	288.25
5	288.35
5	288.41
5	288.61
5	288.28
5	288.53
5	288.03
5	287.50
5	286.89
5	286.14
5	285.06
5	284.14
5	283.70
5	283.38
5	283.16
5	283.10
5	283.11
5	283.00
5	282.75
5	282.81
5	283.28
5	284.21
5	284.81
5	285.69
5	286.26
5	287.31
5	288.08
5	288.56
5	288.14
5	288.33
5	288.11
5	287.56
5	286.95
5	285.99
5	285.36
5	284.61
5	284.11
5	283.85
5	283.34
5	282.63
5	282.19
5	281.84
5	281.50
5	281.74
5	282.98
5	284.36
5	285.91
5	286.94
5	287.78
5	288.21
5	288.65
5	288.85
5	288.79
5	289.11
5	288.94
5	288.19
5	287.09
5	285.89
5	284.53
5	283.41
5	282.61
5	282.06
5	281.68
5	281.30
5	281.06
5	280.86
5	280.56
5	280.86
5	282.09
5	283.31
5	284.33
5	284.94
5	285.29
5	285.35
5	285.78
5	285.93
5	286.14
5	285.64
5	284.94
5	284.71
5	284.10
5	283.16
5	282.63
5	282.09
5	281.59
5	281.21
5	280.78
5	280.26
5	279.79
5	279.38
5	279.18
5	279.38
5	280.79
5	282.60
5	284.01
5	285.13
5	285.71
5	286.49
5	287.31
5	287.86
5	288.11
5	288.36
5	288.19
5	287.64
5	286.65
5	285.73
5	284.69
5	283.70
5	282.84
5	282.14
5	281.49
5	281.10
5	280.61
5	280.23
5	279.98
5	280.50
5	282.09
5	283.90
5	285.40
5	286.78
5	288.03
5	288.90
5	289.56
5	290.14
5	290.44
5	290.45
5	290.19
5	289.45
5	288.49
5	287.48
5	286.28
5	285.30
5	284.59
5	283.93
5	283.51
5	282.94
5	282.50
5	281.88
5	281.23
5	281.90
5	283.58
5	285.55
5	287.13
5	288.50
5	289.68
5	290.85
5	291.61
5	292.19
5	292.73
5	292.95
5	292.73
5	292.20
5	291.08
5	289.50
5	288.20
5	287.40
5	286.88
5	286.33
5	285.84
5	284.98
5	284.35
5	283.83
5	283.33
5	283.28
5	283.99
5	285.09
5	285.78
5	286.35
5	286.81
5	287.05
5	287.11
5	287.30
5	288.14
5	287.81
5	287.41
5	286.86
5	286.18
5	285.38
5	284.61
5	284.14
5	283.58
5	282.90
5	282.35
5	281.90
5	281.54
5	281.23
5	280.98
5	281.58
5	282.90
5	284.46
5	285.68
5	286.50
5	287.31
5	288.18
5	288.44
5	288.75
5	289.31
5	289.46
5	289.48
5	289.11
5	288.13
5	287.04
5	285.90
5	285.14
5	284.46
5	283.88
5	283.20
5	282.76
5	282.45
5	282.21
5	282.06
5	282.66
5	284.18
5	285.61
5	286.91
5	288.03
5	288.85
5	289.65
5	290.33
5	290.78
5	290.89
5	291.25
5	290.81
5	290.24
5	289.60
5	288.44
5	287.13
5	286.43
5	285.76
5	285.06
5	284.69
5	284.45
5	284.05
5	283.65
5	283.30
5	283.59
5	284.98
5	286.48
5	288.04
5	289.56
5	290.44
5	291.06
5	291.48
5	291.84
5	292.09
5	291.73
5	290.65
5	289.54
5	288.71
5	287.38
5	286.60
5	285.75
5	285.04
5	284.50
5	283.96
5	283.59
5	283.21
5	282.83
5	282.69
5	282.74
5	283.60
5	285.14
5	286.65
5	287.74
5	288.65
5	289.48
5	289.94
5	290.40
5	290.44
5	289.71
5	289.38
5	289.00
5	288.43
5	287.38
5	286.40
5	285.54
5	284.93
5	284.41
5	283.83
5	283.50
5	283.33
5	282.86
5	282.41
5	282.56
5	284.00
5	286.03
5	287.65
5	288.66
5	289.68
5	290.39
5	291.21
5	291.50
5	292.13
5	292.04
5	291.63
5	290.81
5	289.99
5	288.96
5	287.95
5	286.88
5	286.20
5	285.54
5	284.93
5	284.20
5	283.56
5	283.06
5	282.69
5	283.60
5	285.46
5	287.19
5	288.78
5	290.06
5	291.08
5	291.79
5	291.90
5	292.40
5	292.31
5	291.70
5	290.96
5	290.33
5	289.30
5	288.30
5	287.38
5	286.80
5	286.09
5	285.63
5	285.08
5	284.73
5	284.20
5	283.71
5	283.34
5	283.75
5	285.06
5	286.88
5	288.35
5	288.88
5	289.73
5	290.61
5	291.34
5	291.83
5	291.96
5	291.89
5	291.61
5	291.06
5	290.31
5	289.25
5	288.16
5	287.35
5	286.64
5	286.00
5	285.54
5	284.86
5	284.35
5	283.99
5	283.61
5	284.24
5	285.99
5	287.89
5	289.28
5	290.43
5	291.49
5	292.44
5	292.78
5	293.23
5	293.64
5	293.88
5	293.44
5	292.79
5	291.89
5	290.46
5	288.96
5	287.74
5	287.13
5	286.68
5	286.13
5	285.71
5	285.20
5	284.90
5	284.69
5	285.30
5	286.85
5	288.29
5	289.26
5	290.36
5	291.31
5	291.91
5	292.38
5	292.48
5	292.49
5	292.68
5	292.26
5	291.65
5	290.76
5	289.51
5	288.09
5	287.23
5	286.61
5	286.33
5	285.80
5	285.06
5	284.88
5	284.43
5	284.35
5	284.63
5	285.96
5	287.61
5	288.90
5	290.03
5	290.73
5	291.24
5	291.58
5	291.75
5	292.41
5	292.26
5	291.03
5	290.66
5	290.11
5	288.88
5	287.60
5	286.89
5	286.33
5	285.81
5	285.26
5	284.83
5	284.51
5	284.10
5	283.78
5	284.08
5	285.76
5	287.55
5	289.14
5	290.54
5	291.36
5	292.15
5	292.76
5	293.28
5	293.01
5	292.58
5	292.38
5	291.49
5	290.45
5	289.35
5	288.48
5	287.63
5	286.83
5	286.23
5	285.88
5	285.73
5	285.43
5	284.86
5	284.75
5	284.89
5	285.88
5	287.35
5	288.76
5	290.08
5	290.96
5	291.65
5	292.10
5	292.38
5	292.39
5	292.10
5	291.96
5	291.45
5	290.45
5	289.56
5	288.70
5	287.70
5	286.88
5	286.48
6	286.15
6	285.79
6	285.44
6	285.10
6	284.93
6	285.30
6	286.48
6	288.26
6	289.75
6	290.78
6	291.68
6	292.39
6	293.14
6	293.45
6	293.69
6	293.70
6	293.46
6	292.86
6	292.08
6	290.98
6	289.80
6	288.84
6	288.24
6	287.65
6	286.95
6	286.44
6	286.05
6	285.73
6	285.78
6	286.11
6	287.40
6	288.98
6	290.50
6	291.60
6	292.45
6	293.48
6	294.33
6	294.91
6	295.00
6	294.96
6	295.19
6	294.91
6	293.95
6	292.31
6	291.09
6	290.10
6	289.41
6	288.85
6	288.40
6	287.94
6	287.39
6	286.81
6	286.56
6	286.74
6	287.84
6	289.89
6	291.33
6	292.48
6	293.34
6	294.15
6	294.08
6	293.69
6	293.85
6	293.59
6	293.24
6	291.96
6	290.69
6	289.76
6	288.94
6	288.31
6	287.86
6	287.44
6	287.10
6	286.80
6	286.36
6	286.05
6	285.84
6	286.06
6	287.09
6	288.36
6	289.51
6	290.41
6	291.19
6	291.90
6	292.30
6	293.14
6	293.43
6	293.45
6	292.69
6	292.34
6	291.69
6	290.49
6	289.76
6	288.99
6	288.38
6	287.81
6	287.25
6	286.94
6	286.74
6	286.51
6	286.20
6	286.66
6	288.01
6	289.39
6	290.58
6	291.70
6	292.79
6	293.70
6	294.25
6	294.88
6	295.13
6	295.44
6	295.20
6	294.30
6	293.36
6	292.01
6	290.78
6	289.39
6	288.19
6	287.33
6	286.80
6	286.23
6	285.81
6	285.33
6	285.10
6	286.19
6	287.79
6	288.99
6	290.13
6	291.28
6	292.20
6	292.51
6	292.96
6	293.25
6	293.85
6	294.39
6	294.69
6	294.28
6	292.53
6	290.96
6	289.99
6	289.18
6	288.68
6	287.93
6	287.63
6	287.36
6	287.18
6	286.74
6	286.66
6	287.39
6	288.80
6	290.18
6	291.46
6	292.68
6	293.79
6	294.65
6	295.38
6	296.16
6	296.41
6	296.00
6	295.56
6	294.38
6	293.11
6	291.93
6	290.83
6	289.81
6	289.11
6	288.40
6	287.83
6	287.43
6	287.05
6	286.90
6	286.60
6	287.18
6	288.59
6	290.21
6	291.63
6	292.59
6	293.33
6	294.05
6	294.71
6	295.16
6	295.33
6	295.03
6	294.40
6	293.59
6	292.61
6	291.68
6	290.38
6	289.36
6	288.58
6	288.05
6	287.83
6	287.19
6	287.05
6	286.59
6	286.38
6	286.93
6	288.44
6	289.41
6	290.41
6	291.45
6	292.15
6	292.79
6	293.26
6	293.74
6	294.19
6	293.93
6	292.95
6	292.34
6	291.60
6	290.84
6	289.95
6	289.28
6	288.65
6	288.10
6	287.46
6	287.06
6	286.73
6	286.39
6	286.31
6	286.93
6	288.29
6	289.61
6	290.86
6	291.93
6	292.60
6	293.30
6	293.79
6	294.30
6	294.59
6	294.80
6	294.65
6	293.65
6	292.23
6	291.09
6	290.16
6	289.49
6	288.91
6	288.44
6	287.93
6	287.84
6	287.44
6	287.03
6	286.73
6	287.20
6	288.40
6	289.46
6	291.06
6	292.16
6	292.40
6	292.63
6	293.93
6	294.36
6	294.64
6	294.99
6	294.95
6	294.41
6	293.64
6	292.34
6	291.21
6	290.39
6	289.41
6	288.93
6	288.41
6	288.05
6	287.69
6	287.41
6	287.30
6	287.79
6	289.03
6	290.04
6	290.95
6	291.93
6	292.74
6	293.54
6	293.98
6	294.34
6	294.69
6	294.54
6	294.28
6	293.80
6	292.35
6	291.26
6	290.48
6	289.86
6	289.25
6	288.93
6	288.48
6	288.08
6	287.75
6	287.43
6	287.14
6	287.55
6	288.63
6	289.90
6	291.08
6	291.98
6	292.65
6	293.66
6	294.20
6	294.81
6	295.16
6	295.23
6	295.10
6	294.16
6	293.09
6	291.63
6	289.96
6	288.96
6	288.34
6	287.84
6	287.34
6	286.85
6	286.39
6	285.90
6	285.84
6	286.20
6	287.05
6	288.44
6	289.69
6	290.90
6	291.95
6	292.90
6	293.51
6	293.71
6	293.55
6	293.68
6	293.18
6	292.63
6	291.80
6	290.83
6	290.10
6	289.41
6	288.83
6	288.34
6	287.94
6	287.59
6	287.09
6	286.76
6	286.78
6	287.08
6	288.33
6	289.93
6	291.26
6	292.46
6	293.64
6	294.51
6	294.94
6	295.48
6	295.85
6	295.66
6	295.26
6	293.83
6	293.05
6	292.14
6	291.11
6	290.33
6	289.63
6	289.25
6	288.69
6	288.25
6	287.88
6	287.28
6	287.20
6	287.63
6	288.89
6	290.39
6	291.54
6	292.65
6	293.65
6	294.54
6	295.21
6	295.66
6	295.99
6	295.79
6	295.41
6	294.69
6	293.95
6	292.78
6	291.54
6	290.65
6	289.81
6	289.06
6	288.63
6	287.83
6	287.25
6	286.64
6	286.48
6	287.09
6	288.70
6	289.95
6	291.41
6	292.58
6	293.61
6	294.58
6	295.40
6	296.10
6	296.44
6	296.39
6	296.31
6	295.76
6	294.26
6	292.65
6	291.70
6	290.73
6	290.05
6	289.35
6	288.76
6	288.14
6	287.69
6	287.39
6	287.31
6	287.96
6	289.75
6	291.59
6	293.04
6	294.38
6	295.29
6	296.01
6	296.73
6	297.21
6	297.26
6	296.59
6	296.35
6	295.98
6	294.58
6	293.33
6	292.25
6	291.26
6	290.61
6	289.90
6	289.03
6	288.45
6	287.75
6	287.34
6	287.05
6	287.73
6	289.46
6	291.45
6	292.84
6	294.31
6	295.48
6	296.38
6	297.06
6	297.09
6	297.19
6	297.40
6	297.15
6	296.51
6	295.98
6	294.64
6	293.48
6	292.26
6	291.34
6	290.49
6	289.41
6	288.89
6	288.51
6	288.12
6	287.97
6	288.47
6	289.47
6	291.08
6	292.61
6	293.41
6	293.95
6	294.88
6	295.75
6	296.39
6	296.66
6	296.65
6	295.69
6	295.18
6	294.39
6	293.42
6	291.98
6	290.97
6	290.24
6	289.56
6	289.11
6	288.68
6	288.31
6	288.19
6	288.08
6	288.48
6	289.68
6	291.05
6	292.45
6	293.78
6	294.92
6	295.89
6	296.73
6	297.27
6	297.68
6	297.16
6	296.67
6	295.93
6	295.08
6	293.86
6	292.61
6	291.59
6	290.88
6	290.31
6	289.84
6	289.42
6	289.06
6	288.64
6	288.19
6	288.62
6	289.88
6	291.28
6	292.71
6	293.87
6	294.82
6	295.89
6	296.86
6	297.24
6	297.64
6	296.83
6	295.85
6	295.13
6	294.31
6	293.39
6	292.29
6	291.25
6	290.32
6	289.77
6	289.36
6	288.79
6	288.38
6	288.15
6	287.96
6	288.31
6	289.65
6	291.03
6	291.86
6	292.93
6	293.74
6	294.01
6	294.46
6	295.23
6	295.61
6	295.87
6	295.78
6	295.37
6	294.39
6	293.16
6	291.95
6	290.87
6	289.82
6	289.18
6	288.57
6	288.01
6	287.68
6	287.37
6	287.05
6	287.63
6	288.94
6	290.13
6	291.28
6	292.09
6	293.03
6	293.87
6	294.64
6	295.33
6	295.62
6	295.96
6	295.75
6	295.42
6	294.46
6	293.13
6	292.08
6	290.46
6	289.42
6	288.76
6	288.22
6	287.56
6	286.91
6	286.71
6	286.55
6	286.96
6	288.33
6	290.12
6	291.62
6	292.74
6	293.86
6	294.65
6	295.24
6	295.19
6	295.42
6	295.57
6	295.54
6	295.16
6	294.24
6	293.01
6	291.77
6	290.56
6	289.74
6	288.82
6	288.16
6	287.52
6	286.84
6	286.33
6	286.02
6	286.98
6	288.97
6	290.88
6	292.51
6	293.76
6	294.81
6	295.69
6	296.27
6	296.87
6	297.27
6	297.38
6	297.26
6	296.62
6	295.41
6	294.06
6	292.64
6	291.47
6	290.66
6	290.06
6	289.49
6	288.87
6	288.31
6	288.12
6	287.63
6	288.19
6	289.86
6	291.99
6	293.46
6	294.83
6	296.03
6	297.02
6	297.81
6	298.16
6	298.57
6	298.71
6	298.36
6	297.87
6	296.85
6	295.53
6	293.85
6	292.15
6	291.09
6	290.65
6	289.91
6	289.33
6	288.58
6	287.94
6	287.57
6	288.41
6	290.58
6	292.45
6	293.91
6	294.94
6	295.74
6	296.59
6	297.31
6	297.88
6	298.24
6	298.06
6	297.83
6	296.99
6	295.85
6	294.65
6	293.44
6	292.26
6	291.42
6	290.53
6	290.01
6	289.35
6	289.13
6	288.87
6	288.63
6	288.98
6	290.21
6	291.61
6	292.49
6	293.13
6	294.07
6	295.03
6	295.54
6	296.02
6	296.55
6	296.78
6	296.52
6	295.72
6	294.57
6	293.28
6	292.53
6	291.64
6	290.75
6	290.03
6	289.64
6	289.15
6	288.49
6	287.91
6	287.54
6	288.12
6	289.96
6	291.56
6	292.94
6	294.38
6	295.38
6	296.32
6	296.94
6	297.61
6	297.93
6	297.97
6	297.92
6	297.49
6	295.95
6	294.82
6	293.51
6	292.14
6	291.35
6	290.48
7	289.72
7	289.14
7	289.07
7	288.18
7	287.63
7	288.18
7	289.97
7	291.73
7	293.18
7	294.07
7	295.17
7	296.19
7	297.03
7	297.62
7	297.85
7	297.85
7	297.64
7	297.18
7	296.11
7	294.62
7	293.08
7	292.03
7	291.33
7	290.67
7	290.12
7	289.55
7	289.12
7	288.67
7	288.22
7	288.52
7	289.77
7	290.97
7	292.06
7	292.94
7	293.54
7	294.23
7	295.04
7	295.62
7	295.59
7	295.59
7	295.56
7	295.26
7	294.53
7	293.13
7	292.27
7	291.32
7	290.53
7	290.16
7	289.72
7	289.08
7	288.77
7	288.42
7	288.08
7	288.38
7	289.33
7	290.32
7	291.37
7	292.46
7	293.49
7	294.49
7	295.34
7	296.26
7	296.96
7	297.26
7	297.25
7	296.84
7	295.95
7	294.58
7	293.09
7	291.58
7	290.59
7	289.88
7	289.15
7	288.72
7	288.22
7	287.73
7	287.46
7	288.15
7	289.93
7	291.86
7	293.49
7	294.76
7	295.97
7	296.98
7	297.86
7	298.62
7	299.24
7	299.57
7	299.56
7	299.01
7	296.87
7	295.01
7	293.46
7	292.34
7	291.38
7	290.87
7	290.51
7	290.16
7	289.79
7	289.37
7	289.06
7	289.62
7	291.32
7	293.19
7	294.71
7	296.19
7	297.09
7	297.58
7	298.26
7	298.97
7	299.46
7	299.14
7	298.82
7	298.24
7	297.39
7	296.07
7	294.69
7	293.44
7	292.57
7	291.92
7	291.25
7	290.59
7	290.12
7	289.28
7	288.76
7	289.47
7	290.82
7	292.84
7	294.17
7	295.04
7	295.88
7	297.01
7	297.43
7	297.63
7	298.11
7	298.49
7	298.19
7	296.87
7	295.99
7	294.82
7	293.77
7	292.76
7	291.82
7	291.27
7	290.83
7	290.18
7	289.79
7	289.19
7	289.03
7	289.52
7	291.01
7	293.07
7	294.95
7	296.43
7	297.59
7	298.43
7	298.92
7	299.26
7	299.07
7	299.09
7	298.53
7	298.09
7	297.35
7	296.14
7	294.76
7	293.66
7	292.59
7	291.67
7	291.02
7	290.53
7	290.18
7	289.81
7	289.57
7	289.94
7	290.68
7	292.41
7	293.63
7	294.65
7	295.62
7	296.45
7	296.79
7	297.08
7	296.94
7	296.51
7	295.96
7	295.54
7	294.83
7	293.65
7	292.69
7	291.82
7	291.12
7	290.47
7	290.12
7	289.76
7	289.35
7	288.85
7	288.56
7	288.78
7	290.07
7	291.58
7	292.83
7	293.81
7	294.68
7	295.61
7	296.44
7	296.79
7	296.32
7	296.03
7	295.83
7	295.11
7	294.26
7	293.22
7	292.14
7	291.22
7	290.28
7	289.46
7	288.78
7	288.17
7	287.58
7	287.26
7	286.92
7	287.43
7	288.98
7	290.74
7	292.37
7	293.32
7	294.02
7	294.74
7	295.72
7	296.13
7	296.38
7	296.72
7	296.43
7	295.96
7	294.74
7	293.51
7	292.72
7	291.63
7	290.56
7	290.09
7	289.51
7	288.86
7	288.68
7	288.34
7	287.99
7	288.43
7	290.04
7	291.75
7	293.24
7	294.46
7	295.24
7	295.69
7	295.88
7	296.61
7	296.86
7	296.65
7	296.37
7	295.92
7	294.95
7	293.87
7	292.65
7	291.69
7	290.77
7	290.08
7	289.35
7	288.93
7	288.38
7	287.86
7	287.65
7	288.16
7	289.79
7	291.53
7	292.95
7	293.84
7	294.93
7	295.82
7	296.31
7	296.58
7	296.72
7	296.53
7	296.26
7	295.68
7	294.75
7	293.39
7	292.35
7	291.49
7	290.82
7	290.17
7	289.45
7	289.05
7	288.68
7	288.24
7	287.98
7	288.39
7	289.56
7	291.04
7	292.23
7	293.11
7	293.75
7	294.64
7	295.11
7	295.46
7	295.75
7	295.71
7	295.22
7	294.56
7	293.49
7	292.52
7	291.61
7	290.75
7	289.89
7	289.25
7	288.83
