Mois	temp
1	276.46
1	276.30
1	276.30
1	276.80
1	277.39
1	278.04
1	278.78
1	278.96
1	278.85
1	278.41
1	277.90
1	277.50
1	277.09
1	276.58
1	276.36
1	276.01
1	275.88
1	275.68
1	275.71
1	275.44
1	275.33
1	275.26
1	274.95
1	274.59
1	274.53
1	274.54
1	275.09
1	275.91
1	276.79
1	277.84
1	278.60
1	279.03
1	278.93
1	278.48
1	278.09
1	277.60
1	277.66
1	277.70
1	277.23
1	277.00
1	276.83
1	276.51
1	276.43
1	276.49
1	276.64
1	276.55
1	276.49
1	276.33
1	276.15
1	276.15
1	276.15
1	276.60
1	277.43
1	278.33
1	278.83
1	279.29
1	279.43
1	279.19
1	278.81
1	278.38
1	278.01
1	277.25
1	276.83
1	276.51
1	276.38
1	276.19
1	276.05
1	275.98
1	275.73
1	275.59
1	275.33
1	275.20
1	275.05
1	275.20
1	275.31
1	275.81
1	276.64
1	277.39
1	277.95
1	278.20
1	277.98
1	277.60
1	277.36
1	277.00
1	276.98
1	276.41
1	276.26
1	276.14
1	275.98
1	275.86
1	275.63
1	275.45
1	275.18
1	274.93
1	274.85
1	274.81
1	274.68
1	274.68
1	274.69
1	275.23
1	275.98
1	276.76
1	277.50
1	278.16
1	278.16
1	277.90
1	277.33
1	277.04
1	276.53
1	275.99
1	276.01
1	275.95
1	276.10
1	275.76
1	275.36
1	275.11
1	274.69
1	274.58
1	274.36
1	274.19
1	274.28
1	274.80
1	274.73
1	275.30
1	276.13
1	276.83
1	277.54
1	277.84
1	277.85
1	277.70
1	277.20
1	277.11
1	276.66
1	276.23
1	276.09
1	275.88
1	275.59
1	275.40
1	275.35
1	275.03
