Timestep	2016	2017	2018	2019
1813	281.25	289.65	281.55	289.85
1814	281.85	291.65	282.15	290.05
1815	282.75	294.05	281.95	290.95
1816	284.05	294.85	281.45	289.95
1817	284.85	294.45	281.15	285.75
1818	285.55	292.65	281.35	283.35
1819	285.45	291.05	281.25	282.95
1820	284.35	290.05	281.05	283.05
1821	282.75	289.65	280.75	280.95
1822	281.65	289.35	280.65	280.65
1823	280.75	288.15	280.55	281.05
1824	280.15	287.45	280.45	281.35
1825	279.55	287.65	280.05	281.05
1826	278.85	287.85	279.95	279.95
1827	277.95	286.45	279.75	279.65
1828	277.35	285.95	279.55	280.15
1829	276.85	286.05	279.05	279.65
1830	276.25	286.15	278.15	279.35
1831	275.95	284.95	277.45	278.95
1832	275.65	284.55	277.35	279.15
1833	276.15	284.45	277.35	279.55
1834	278.55	284.35	277.25	280.85
1835	279.85	284.45	277.75	281.45
1836	281.25	284.45	278.15	281.85
1837	282.25	284.35	278.95	283.65
1838	283.55	285.35	278.95	282.45
1839	284.65	285.85	279.45	282.85
1840	285.75	285.45	280.25	283.35
1841	286.55	284.45	279.75	283.05
1842	286.85	284.85	279.45	283.35
1843	286.85	285.05	279.15	281.05
1844	286.25	284.95	278.65	281.25
1845	284.35	284.05	278.35	280.45
1846	283.35	284.05	278.05	279.95
1847	281.95	284.25	277.75	279.45
1848	280.95	284.45	277.45	279.45
1849	279.95	283.55	277.35	279.25
1850	278.95	283.65	277.05	278.25
1851	278.15	283.65	277.05	277.75
1852	277.35	283.75	277.05	277.35
1853	276.85	283.85	276.95	276.95
1854	276.45	283.75	276.45	276.85
1855	276.15	283.65	276.15	276.75
1856	275.95	283.85	276.05	276.35
1857	276.25	283.65	276.05	276.65
1858	278.75	284.45	276.25	277.95
1859	280.95	285.25	276.35	279.95
1860	282.25	287.55	278.15	280.35
1861	283.35	288.85	279.05	281.55
1862	284.45	289.15	278.65	282.25
1863	285.05	290.45	279.45	283.75
1864	286.25	290.95	279.35	283.75
1865	287.25	290.85	279.55	284.05
1866	287.55	290.55	279.55	283.95
1867	287.65	290.05	278.75	283.95
1868	286.85	289.35	278.05	282.95
1869	284.85	288.85	277.35	281.55
1870	283.05	288.15	276.45	280.95
1871	282.15	287.25	275.95	280.25
1872	281.25	286.45	275.95	279.55
1873	280.55	285.95	275.75	278.65
1874	279.75	285.05	275.65	278.25
1875	279.25	284.25	274.95	277.95
1876	278.95	283.75	274.45	278.05
1877	278.25	283.65	274.15	277.45
1878	278.45	283.65	274.15	277.25
1879	278.05	284.35	274.15	277.15
1880	277.45	284.75	273.95	277.05
1881	277.75	284.95	274.35	277.75
1882	278.95	284.95	274.65	279.15
1883	279.95	286.55	276.15	280.35
1884	278.95	287.65	277.25	282.15
1885	279.85	287.95	277.25	283.65
1886	280.45	288.95	278.05	284.85
1887	282.25	289.95	277.25	285.75
1888	283.55	290.95	277.55	286.15
1889	284.35	291.15	278.05	286.25
1890	284.55	291.55	278.05	286.05
1891	284.85	290.65	277.55	285.45
1892	284.35	288.95	277.05	284.25
1893	283.45	288.45	276.75	282.65
1894	282.95	287.55	276.25	281.85
1895	282.85	286.75	275.65	281.25
1896	282.55	285.75	275.25	280.45
1897	281.15	285.25	275.75	280.05
1898	280.55	284.75	275.45	280.05
1899	279.85	284.35	274.95	279.45
1900	279.15	283.65	274.85	278.75
1901	278.55	283.45	274.75	278.35
1902	278.15	284.15	274.85	277.65
1903	277.55	284.65	274.95	277.55
1904	277.05	284.95	274.95	276.95
1905	277.35	285.05	274.95	277.25
1906	279.05	285.75	275.45	279.75
1907	280.85	286.85	275.95	281.65
1908	281.55	288.15	276.45	282.85
1909	281.95	287.95	277.05	283.45
1910	282.85	288.75	276.95	283.35
1911	283.75	290.05	277.35	284.35
1912	285.05	289.75	277.45	285.45
1913	285.25	289.25	277.85	286.25
1914	284.95	289.05	278.05	286.45
1915	284.05	287.45	277.85	286.35
1916	282.65	287.45	276.85	285.55
1917	281.35	287.25	275.95	284.05
1918	280.45	286.65	275.35	282.95
1919	280.05	285.85	274.75	281.95
1920	279.75	285.35	274.45	280.85
1921	279.05	284.05	274.25	279.85
1922	278.35	284.35	273.95	279.05
1923	278.05	284.15	273.85	278.35
1924	277.95	283.45	273.55	277.95
1925	277.65	283.45	273.25	277.55
1926	277.45	283.05	273.05	277.25
1927	277.15	282.95	272.75	276.75
1928	276.75	282.35	272.45	276.45
1929	276.75	282.75	273.05	277.25
1930	279.05	282.95	275.25	280.05
1931	280.95	281.85	276.45	281.15
1932	282.45	282.35	277.35	282.75
1933	283.75	282.45	278.05	283.75
1934	284.75	283.75	279.75	284.95
1935	285.65	284.05	279.65	286.45
1936	286.15	284.95	281.65	287.85
1937	286.25	285.15	280.95	288.75
1938	286.15	285.05	280.65	288.95
1939	285.55	285.15	279.95	288.95
1940	284.25	285.05	279.35	288.15
1941	282.85	284.85	279.05	286.45
1942	282.05	284.15	278.65	285.05
1943	280.95	282.55	278.25	284.05
1944	280.65	282.15	278.55	283.15
1945	280.35	282.05	278.55	282.25
1946	279.75	281.45	278.65	281.65
1947	279.65	281.15	278.25	280.85
1948	279.15	281.25	278.55	280.25
1949	278.75	281.25	278.35	279.55
1950	278.45	280.95	278.45	278.95
1951	277.65	280.95	278.35	278.85
1952	277.35	280.35	278.45	278.55
1953	278.15	281.05	278.55	280.25
1954	279.65	282.65	279.45	282.05
1955	280.65	283.45	279.85	283.95
1956	281.55	284.85	280.45	284.95
1957	282.35	285.85	281.35	286.15
1958	282.65	285.25	282.25	288.05
1959	283.25	286.55	283.25	289.25
1960	283.45	287.55	283.35	290.05
1961	282.45	288.65	283.55	290.75
1962	282.45	289.95	283.65	291.25
1963	282.85	289.65	283.95	291.25
1964	282.75	288.65	283.25	290.55
1965	282.35	287.15	281.85	288.35
1966	282.05	286.55	280.75	286.95
1967	281.85	285.95	280.05	286.15
1968	281.25	285.05	279.35	284.55
1969	280.55	285.15	278.75	283.35
1970	279.95	285.25	277.95	282.25
1971	279.15	285.15	277.55	281.55
1972	278.95	284.95	277.25	281.05
1973	279.45	284.65	276.75	280.45
1974	278.95	284.65	276.25	279.85
1975	277.95	284.75	275.55	279.45
1976	277.75	284.65	275.45	279.05
1977	278.65	284.65	276.15	279.55
1978	280.65	284.75	277.95	282.25
1979	282.65	285.95	279.55	283.95
1980	283.85	285.85	280.15	286.25
1981	284.05	286.45	280.95	287.15
1982	284.35	286.55	282.15	289.15
1983	285.85	286.55	283.45	290.75
1984	285.85	288.15	284.55	291.95
1985	286.05	289.05	285.05	292.35
1986	286.35	288.55	285.95	292.05
1987	285.95	287.65	286.45	291.65
1988	284.75	287.05	285.75	290.15
1989	283.95	286.65	284.35	288.55
1990	283.15	286.65	283.55	287.55
1991	282.35	286.65	282.55	286.15
1992	281.75	286.05	281.45	285.25
1993	281.05	285.15	280.65	284.25
1994	280.95	284.35	279.85	283.55
1995	280.85	284.05	279.45	282.75
1996	280.95	283.95	279.45	281.85
1997	280.85	283.85	279.45	281.45
1998	280.85	283.75	279.65	281.25
1999	280.75	283.45	279.45	282.05
2000	280.75	283.35	279.45	282.85
2001	280.85	283.25	279.75	283.45
2002	281.45	283.45	280.05	284.55
2003	282.35	283.65	279.75	285.25
2004	283.25	284.15	281.05	285.75
2005	284.65	284.65	282.35	286.95
2006	284.45	286.15	284.25	286.75
2007	283.75	286.75	286.05	285.85
2008	283.75	287.75	286.65	285.35
2009	284.35	288.25	287.05	284.95
2010	284.15	288.35	286.35	284.65
2011	283.75	288.95	286.65	283.65
2012	283.45	288.15	286.55	283.15
2013	283.25	287.25	286.05	282.35
2014	282.65	286.95	285.45	281.75
2015	282.75	286.15	285.15	281.35
2016	282.75	285.65	284.75	281.75
2017	282.55	284.65	284.35	281.15
2018	282.35	284.35	283.75	281.15
2019	282.35	283.45	283.05	280.75
2020	281.95	283.15	282.15	279.75
2021	281.45	282.95	281.25	279.75
2022	281.35	282.45	281.05	279.55
2023	280.85	282.35	280.35	279.05
2024	280.35	281.85	279.25	278.55
2025	280.55	282.05	279.15	279.35
2026	282.05	282.65	279.85	280.05
2027	283.45	282.55	282.55	281.15
2028	284.05	282.45	284.35	282.55
2029	284.85	283.25	284.35	283.55
2030	286.05	284.95	285.25	284.35
2031	286.65	284.85	285.85	284.55
2032	287.55	285.45	286.45	285.15
2033	288.35	285.95	286.85	285.55
2034	288.75	285.65	286.55	285.15
2035	288.15	285.95	285.95	284.65
2036	287.45	285.35	284.35	283.45
2037	286.05	285.65	284.05	281.95
2038	284.85	284.95	283.55	281.25
2039	283.55	283.75	283.45	280.75
2040	282.45	282.95	283.15	280.35
2041	282.15	282.35	283.05	279.85
2042	281.55	281.85	282.75	279.35
2043	281.15	281.65	282.65	279.25
2044	280.95	281.25	282.45	278.85
2045	280.65	280.75	282.25	278.25
2046	280.15	280.25	282.05	277.85
2047	280.45	280.15	282.05	277.65
2048	280.95	279.85	281.45	277.55
2049	281.55	279.65	281.45	278.15
2050	284.15	279.95	281.95	279.95
2051	283.95	281.65	282.55	281.65
2052	283.85	283.65	284.25	283.35
2053	283.95	285.15	284.25	284.65
2054	284.45	285.05	284.65	285.65
2055	285.15	285.95	285.15	286.45
2056	286.45	287.45	285.95	287.15
2057	286.45	288.55	286.15	287.35
2058	286.15	289.15	284.35	286.95
2059	285.25	289.15	283.15	286.35
2060	285.25	289.75	282.45	285.15
2061	284.55	289.15	281.55	283.85
2062	283.15	287.55	281.15	283.15
2063	282.05	286.35	281.15	282.35
2064	281.25	285.25	281.35	281.65
2065	280.45	284.95	281.35	281.35
2066	279.55	284.55	281.35	280.85
2067	278.75	283.75	281.55	280.15
2068	278.35	283.35	281.65	279.95
2069	278.95	282.75	281.45	279.65
2070	278.95	282.85	281.75	279.35
2071	278.65	282.15	282.05	279.15
2072	278.65	281.65	282.15	278.85
2073	279.15	281.55	282.65	279.35
2074	280.45	282.65	283.35	281.15
2075	281.85	283.85	284.05	282.95
2076	282.35	285.45	285.65	284.35
2077	282.65	287.55	286.65	285.55
2078	283.65	288.75	287.05	286.85
2079	285.65	289.75	287.05	287.65
2080	286.65	291.35	286.95	288.45
2081	287.25	292.25	287.55	288.85
2082	287.05	292.85	287.45	288.85
2083	287.05	293.25	287.15	288.55
2084	287.25	292.05	286.75	287.45
2085	287.15	290.95	286.35	285.95
2086	286.75	289.45	285.45	284.95
2087	287.05	289.35	285.05	284.35
2088	287.05	288.75	284.55	283.75
2089	286.85	286.95	284.15	283.45
2090	286.55	285.95	283.75	282.85
2091	286.35	284.75	283.35	282.25
2092	285.65	284.05	282.85	281.45
2093	285.05	283.35	282.55	280.65
2094	284.45	282.95	282.65	280.35
2095	284.25	282.25	282.35	279.55
2096	283.95	281.85	282.15	278.45
2097	283.55	281.55	281.85	279.25
2098	283.95	282.45	282.15	282.15
2099	284.65	284.95	282.35	284.25
2100	286.25	286.35	282.25	284.95
2101	287.75	287.25	282.15	284.85
2102	289.65	289.05	282.15	285.65
2103	290.85	289.75	283.45	286.85
2104	291.25	290.45	283.45	287.75
2105	291.25	291.55	284.05	288.45
2106	289.55	291.85	284.55	288.55
2107	287.25	292.45	285.35	289.15
2108	286.95	292.35	284.85	288.65
2109	286.95	291.85	283.55	287.05
2110	286.55	290.15	282.05	285.55
2111	286.05	288.75	281.35	284.05
2112	285.55	287.55	280.85	283.15
2113	285.35	286.65	280.15	282.05
2114	285.25	285.75	279.45	281.35
2115	285.15	284.65	279.45	280.45
2116	284.95	283.65	279.55	279.85
2117	285.15	282.75	279.65	279.35
2118	285.15	282.15	279.35	278.85
2119	285.45	281.65	279.45	278.45
2120	284.95	281.35	278.75	278.05
2121	284.75	281.25	278.15	278.95
2122	285.15	282.05	278.75	281.45
2123	285.75	284.85	278.55	283.25
2124	286.45	287.35	278.75	284.85
2125	287.85	287.55	279.95	286.15
2126	290.65	288.65	279.65	287.45
2127	292.85	290.25	281.05	288.85
2128	294.05	291.05	280.85	289.65
2129	294.35	292.45	281.85	290.25
2130	294.25	292.75	282.55	290.85
2131	294.15	293.05	281.75	290.75
2132	293.85	293.15	281.15	289.85
2133	292.75	292.45	280.55	287.65
2134	291.65	290.45	280.15	285.85
2135	290.85	288.85	280.05	284.25
2136	289.45	287.65	279.65	283.25
2137	288.05	286.55	279.75	282.25
2138	287.85	285.65	280.25	281.45
2139	287.25	285.05	280.25	280.85
2140	286.15	284.35	280.25	280.55
2141	285.15	283.65	280.05	280.25
2142	284.65	283.15	280.35	279.75
2143	284.15	282.55	280.25	279.45
2144	283.75	282.15	280.15	278.75
2145	282.85	281.85	279.85	278.35
2146	283.75	283.35	280.15	279.55
2147	285.15	285.25	280.45	282.45
2148	286.55	286.05	281.35	283.95
2149	287.25	288.85	280.95	285.85
2150	288.15	290.55	281.55	286.65
2151	288.85	292.25	282.05	287.75
2152	287.45	293.65	282.15	289.95
2153	288.55	294.65	282.25	291.35
2154	289.85	294.95	283.35	292.75
2155	290.95	294.95	283.85	293.05
2156	289.85	294.45	283.25	292.85
2157	289.75	292.55	282.25	291.35
2158	289.25	290.25	281.65	289.25
2159	288.55	288.95	281.25	287.75
2160	288.25	287.65	280.65	286.35
2161	287.55	287.35	280.55	285.15
2162	287.15	287.25	280.65	284.25
2163	288.05	286.45	280.05	283.65
2164	287.65	285.85	279.85	283.15
2165	286.55	285.55	280.45	282.45
2166	286.35	285.15	280.55	281.65
2167	286.15	284.75	280.45	280.95
2168	285.65	284.05	279.75	279.95
2169	285.55	283.55	279.75	279.55
2170	285.55	284.65	280.05	281.15
2171	285.95	286.35	280.35	284.65
2172	286.25	287.85	280.95	286.55
2173	286.35	288.65	281.55	286.95
2174	286.65	289.75	281.55	287.75
2175	287.45	291.05	281.85	288.85
2176	288.15	290.55	282.85	289.75
2177	288.75	289.35	283.85	290.25
2178	288.95	288.45	284.35	290.95
2179	288.75	287.75	284.05	291.65
2180	287.65	287.55	283.45	291.25
2181	286.55	287.25	282.65	290.55
2182	285.85	286.35	281.85	288.75
2183	285.85	285.75	280.85	287.15
2184	285.65	285.45	279.85	285.95
2185	285.45	284.85	278.95	284.95
2186	284.65	285.05	278.55	284.05
2187	284.35	284.55	277.95	283.25
2188	283.95	284.65	277.45	282.65
2189	283.65	284.75	276.95	282.25
2190	283.35	284.65	276.45	281.45
2191	283.15	284.85	276.55	281.05
2192	283.05	284.85	276.55	280.55
2193	282.85	284.65	276.85	280.45
2194	283.25	284.65	278.05	281.55
2195	283.45	284.85	279.35	283.75
2196	283.95	285.35	280.15	285.65
2197	285.05	286.45	280.85	287.35
2198	285.55	286.75	281.75	289.05
2199	286.75	287.25	283.05	291.45
2200	286.55	287.75	283.95	294.15
2201	286.55	288.25	284.35	295.05
2202	286.75	288.65	284.35	294.55
2203	287.35	288.85	285.15	293.95
2204	288.05	288.75	284.55	292.95
2205	287.85	287.95	284.55	291.85
2206	287.35	287.65	284.15	290.95
2207	286.85	287.25	283.75	290.15
2208	286.35	286.95	283.15	289.25
2209	285.75	286.45	283.35	288.65
2210	285.45	285.45	283.95	288.15
2211	285.15	284.95	284.55	287.05
2212	285.35	285.35	284.15	286.25
2213	284.95	285.75	284.15	286.15
2214	284.15	286.15	283.75	285.45
2215	283.85	285.85	282.85	285.65
2216	283.85	284.85	281.95	284.45
2217	283.95	284.65	281.15	284.45
2218	284.35	285.55	281.35	284.55
2219	285.25	287.25	282.85	284.65
2220	286.75	288.75	284.45	285.35
2221	287.85	289.15	285.75	287.25
2222	287.95	290.05	286.45	286.15
2223	288.75	291.75	288.85	283.85
2224	289.05	293.15	290.25	282.05
2225	289.75	293.65	290.45	282.05
2226	290.55	293.75	289.45	281.05
2227	290.85	293.15	289.95	280.95
2228	291.15	292.55	289.25	280.35
2229	290.55	291.75	289.05	280.25
2230	289.55	290.05	288.35	279.65
2231	289.15	289.75	287.05	279.15
2232	288.65	289.05	285.75	279.05
2233	288.35	288.65	284.55	278.75
2234	287.85	287.95	284.25	278.45
2235	287.25	287.05	283.95	277.85
2236	286.15	286.05	283.65	278.35
2237	285.85	285.05	283.05	278.45
2238	285.55	284.35	282.65	278.25
2239	285.05	283.75	282.15	278.05
2240	284.55	283.25	281.75	277.75
2241	283.95	283.15	281.45	278.15
2242	284.95	284.55	282.75	277.95
2243	286.65	286.15	284.85	278.15
2244	288.75	287.85	285.95	278.45
2245	290.45	289.45	287.35	278.55
2246	291.45	289.75	288.05	278.95
2247	291.45	291.15	287.25	279.55
2248	291.65	291.85	286.35	279.75
2249	292.25	292.05	284.95	280.55
2250	291.65	292.25	284.75	280.95
2251	292.15	292.05	283.85	281.35
2252	291.45	291.65	284.25	281.55
2253	291.05	290.65	284.45	281.45
2254	290.15	289.55	284.15	280.05
2255	288.75	288.65	283.55	279.35
2256	288.35	287.75	283.55	279.05
2257	288.15	287.15	283.35	278.55
2258	287.95	286.55	283.05	278.45
2259	288.15	285.75	283.05	277.55
2260	287.85	285.55	283.25	277.55
2261	287.45	285.25	282.95	277.15
2262	286.75	285.05	282.95	276.85
2263	286.95	284.85	282.85	276.75
2264	286.75	284.05	282.75	276.95
2265	286.65	283.45	283.45	277.15
2266	286.35	284.75	283.85	277.55
2267	285.85	285.45	284.65	278.15
2268	286.65	286.05	285.05	277.95
2269	287.25	286.55	285.75	279.05
2270	287.75	288.15	287.25	281.05
2271	287.25	289.35	288.65	282.25
2272	288.05	289.85	288.25	283.15
2273	287.55	290.45	289.15	282.85
2274	288.05	290.65	288.75	281.85
2275	287.25	290.05	287.65	281.95
2276	287.05	290.15	287.65	281.45
2277	286.85	288.95	286.75	281.55
2278	286.25	288.05	285.45	281.05
2279	285.65	287.15	284.35	280.35
2280	285.35	286.45	283.35	279.95
2281	285.15	285.95	282.25	279.55
2282	285.15	285.15	281.55	278.85
2283	285.05	284.65	281.15	278.35
2284	284.95	284.05	280.55	277.95
2285	284.85	283.35	280.05	277.75
2286	284.25	282.45	279.65	277.35
2287	284.25	282.15	279.55	277.25
2288	284.05	281.65	279.15	277.45
2289	283.75	281.75	279.15	277.75
2290	283.75	282.95	279.85	278.45
2291	284.25	284.05	281.25	279.65
2292	285.85	285.15	282.55	279.85
2293	287.15	286.45	283.55	281.65
2294	287.45	286.65	284.75	283.15
2295	288.65	287.45	286.35	285.05
2296	289.25	288.65	286.75	285.85
2297	290.15	288.75	287.55	287.25
2298	290.15	288.95	288.25	287.75
2299	290.75	288.95	288.55	288.75
2300	290.35	288.55	288.95	287.75
2301	288.95	287.65	288.85	287.35
2302	287.85	286.25	287.45	286.15
2303	287.35	285.05	286.05	285.45
2304	286.65	284.35	285.05	285.05
2305	286.05	283.85	283.95	285.15
2306	285.45	283.35	283.15	285.15
2307	284.75	282.55	282.45	285.15
2308	284.05	281.85	281.85	285.05
2309	283.85	281.35	281.45	284.75
2310	283.45	280.95	280.95	284.45
2311	283.05	280.75	280.55	284.15
2312	284.15	280.45	280.05	284.05
2313	284.35	280.35	280.05	283.75
2314	284.95	281.45	281.85	283.45
2315	286.85	283.25	284.05	283.45
2316	286.05	284.75	285.35	283.05
2317	286.85	285.25	285.35	283.75
2318	286.35	286.25	287.35	284.45
2319	285.55	287.55	289.05	284.75
2320	285.95	288.75	290.95	285.35
2321	286.65	289.95	291.75	286.05
2322	285.65	291.05	292.35	285.75
2323	285.25	291.75	292.65	285.75
2324	284.55	292.15	293.85	285.65
2325	284.25	291.65	292.85	285.15
2326	284.35	290.15	291.05	284.75
2327	284.25	289.05	289.65	284.15
2328	283.45	288.05	288.85	284.55
2329	283.45	287.15	288.05	284.45
2330	283.45	286.65	287.15	284.15
2331	282.25	285.55	286.45	283.95
2332	281.95	284.65	286.15	283.65
2333	281.95	283.85	285.85	282.85
2334	281.85	283.45	285.55	282.55
2335	281.65	282.65	284.65	282.35
2336	281.55	282.25	284.65	281.95
2337	281.45	282.15	284.85	282.15
2338	281.95	283.25	284.85	282.75
2339	281.85	285.05	286.65	283.75
2340	282.65	287.35	287.75	285.25
2341	282.35	287.45	288.45	286.85
2342	282.95	288.75	290.45	287.35
2343	283.45	290.15	291.85	288.15
2344	283.75	291.15	293.05	288.85
2345	283.45	291.85	294.05	288.65
2346	283.25	292.55	294.65	289.05
2347	283.35	293.45	295.85	289.05
2348	283.05	293.75	294.65	288.35
2349	282.95	293.35	293.75	287.45
2350	284.65	291.15	292.55	286.45
2351	285.35	289.05	291.45	285.75
2352	283.75	287.55	290.45	285.25
2353	281.15	286.45	289.05	284.35
2354	280.65	285.55	288.35	283.85
2355	280.45	284.75	288.05	283.05
2356	280.45	284.15	288.95	282.25
2357	280.45	283.65	288.35	281.45
2358	280.65	282.95	287.85	280.75
2359	280.65	282.55	287.55	280.15
2360	280.85	282.05	287.25	279.85
2361	280.95	281.95	286.85	279.85
2362	281.55	283.35	287.25	281.45
2363	282.75	286.75	288.35	283.75
2364	282.65	287.85	289.65	285.45
2365	282.35	289.05	292.35	286.45
2366	283.15	290.95	292.65	286.35
2367	282.95	292.25	294.35	287.25
2368	282.95	294.35	294.95	288.35
2369	282.85	295.15	295.05	288.85
2370	283.05	296.35	293.85	289.95
2371	283.25	297.05	293.15	290.25
2372	283.45	297.05	292.45	289.75
2373	283.35	295.55	291.25	289.25
2374	283.05	293.55	289.65	287.75
2375	283.05	291.85	289.15	286.75
2376	282.95	290.35	289.25	285.85
2377	282.75	289.35	288.85	285.05
2378	282.45	288.75	288.05	284.45
2379	282.05	288.05	287.85	283.75
2380	280.95	287.15	287.15	282.85
2381	280.05	286.05	286.05	282.05
2382	279.35	285.35	284.85	281.45
2383	278.75	285.45	284.55	280.95
2384	278.25	284.95	284.85	282.05
2385	278.35	284.75	284.95	282.85
2386	279.95	286.95	286.35	284.15
2387	282.45	289.05	286.55	285.75
2388	283.75	291.45	286.85	287.05
2389	285.15	293.65	284.45	286.75
2390	285.55	295.65	283.45	286.85
2391	286.15	297.55	284.05	288.15
2392	287.15	298.75	284.45	289.45
2393	287.75	298.65	284.65	289.75
2394	288.65	298.45	285.15	289.85
2395	289.05	297.05	285.35	289.25
2396	289.35	295.05	283.75	287.55
2397	289.05	294.65	283.55	286.55
2398	287.75	293.95	283.35	286.35
2399	286.55	292.35	282.55	285.85
2400	285.55	290.35	281.85	285.65
2401	284.35	289.25	281.15	285.25
2402	283.15	288.75	280.65	285.25
2403	282.35	287.85	280.25	285.15
2404	281.65	287.05	279.65	285.05
2405	281.15	286.35	279.25	284.95
2406	280.55	285.45	279.05	284.95
2407	279.95	285.25	278.85	284.75
2408	279.75	285.05	278.55	284.65
2409	280.25	285.25	278.75	284.55
2410	283.15	285.85	280.25	284.65
2411	286.15	286.45	281.35	284.75
2412	286.95	287.15	283.65	284.85
2413	287.05	287.75	285.35	285.75
2414	287.85	288.35	285.25	286.85
2415	289.75	289.55	287.05	287.75
2416	290.65	290.15	288.95	288.65
2417	290.35	290.85	290.85	288.55
2418	291.35	291.75	290.85	287.75
2419	290.75	291.85	291.15	286.85
2420	290.85	291.55	290.35	286.35
2421	290.05	290.25	289.45	286.05
2422	288.75	288.75	288.85	285.15
2423	287.95	287.45	287.95	284.65
2424	287.55	286.75	287.25	284.05
2425	287.25	285.75	286.65	283.45
2426	286.85	284.75	286.25	282.85
2427	286.05	283.85	285.35	282.45
2428	285.45	283.15	284.65	282.15
2429	285.55	282.35	284.45	281.65
2430	285.05	281.85	284.75	281.25
2431	283.75	281.15	284.75	280.65
2432	282.95	280.65	284.55	280.05
2433	282.75	280.75	283.95	280.15
2434	284.35	282.55	284.35	281.15
2435	286.05	285.55	286.15	282.65
2436	287.85	286.35	288.75	284.35
2437	287.85	288.15	288.95	285.65
2438	288.95	288.05	290.45	286.85
2439	290.45	289.15	290.65	287.95
2440	290.35	290.75	290.65	288.55
2441	291.15	292.55	290.85	288.95
2442	291.75	293.75	291.25	289.05
2443	292.45	294.55	292.25	288.75
2444	292.85	294.65	291.65	287.85
2445	290.55	294.05	290.35	286.45
2446	290.15	292.05	288.85	285.35
2447	288.85	290.75	287.75	284.45
2448	288.25	290.15	287.05	283.75
2449	287.85	288.95	286.45	282.95
2450	287.65	288.35	286.35	282.25
2451	287.15	287.65	286.15	281.35
2452	285.95	287.45	286.45	280.65
2453	285.15	286.95	285.55	279.85
2454	285.05	286.25	285.35	279.15
2455	284.65	285.55	284.95	278.55
2456	284.55	285.25	284.35	278.25
2457	284.85	285.95	283.95	278.25
2458	285.25	286.75	284.45	279.75
2459	286.65	289.15	285.95	281.75
2460	286.35	291.05	287.25	282.95
2461	286.55	293.45	289.15	283.55
2462	286.45	294.25	290.85	284.15
2463	287.35	294.65	291.75	284.85
2464	289.05	295.15	292.55	285.75
2465	287.65	295.55	290.45	286.35
2466	287.35	294.85	291.05	286.15
2467	287.35	294.05	290.85	285.45
2468	284.65	293.45	291.35	284.65
2469	284.35	292.25	290.25	283.55
2470	284.45	290.65	288.65	282.55
2471	284.45	289.35	287.55	281.75
2472	283.55	288.15	287.05	281.55
2473	283.85	287.55	285.75	280.75
2474	284.05	286.45	284.85	280.25
2475	284.15	285.15	283.85	279.85
2476	283.95	284.45	283.25	279.25
2477	283.65	284.45	283.25	279.05
2478	283.85	283.85	283.45	278.25
2479	283.35	283.05	283.55	277.65
2480	283.15	282.65	283.35	277.95
2481	283.25	282.55	283.45	278.15
2482	284.15	284.05	284.55	278.45
2483	284.65	286.45	285.75	279.85
2484	286.45	287.85	286.75	280.05
2485	288.35	289.35	287.65	282.25
2486	288.15	290.75	289.15	284.15
2487	288.35	291.45	290.45	283.05
2488	288.95	292.15	291.85	283.05
2489	289.75	292.75	291.75	283.45
2490	290.45	292.95	292.05	283.35
2491	290.35	292.95	292.15	283.05
2492	290.45	292.75	291.85	282.55
2493	289.65	291.55	291.55	281.85
2494	288.75	290.05	290.65	280.85
2495	287.75	289.05	289.75	280.55
2496	287.25	288.85	288.75	280.25
2497	287.25	288.65	288.45	280.45
2498	286.95	288.35	288.15	280.35
2499	286.45	287.25	287.55	279.95
2500	285.95	286.55	287.25	280.05
2501	285.45	285.35	287.05	279.85
2502	285.65	284.55	286.55	279.75
2503	285.25	284.35	285.75	279.65
2504	284.95	284.35	284.95	279.55
2505	285.25	284.75	284.05	279.85
2506	285.85	285.25	285.65	280.45
2507	286.55	287.05	287.15	281.55
2508	287.25	288.35	288.15	282.05
2509	288.25	289.25	288.65	282.45
2510	289.55	290.55	290.35	283.25
2511	289.45	290.25	290.85	283.65
2512	291.15	289.75	291.95	284.35
2513	290.75	289.55	293.35	285.25
2514	290.15	290.95	293.65	285.95
2515	288.55	290.45	292.75	286.65
2516	287.75	289.05	292.05	286.65
2517	287.45	288.15	290.85	285.95
2518	287.05	287.65	290.05	285.45
2519	286.85	287.55	290.25	284.65
2520	286.25	287.45	289.75	283.85
2521	285.95	287.25	288.95	282.95
2522	286.05	286.95	288.65	282.35
2523	285.95	286.75	288.65	281.75
2524	285.95	286.65	288.45	281.35
2525	285.75	286.45	288.35	281.05
2526	285.45	286.25	288.15	280.55
2527	285.45	285.85	287.95	281.25
2528	286.05	285.85	287.05	281.45
2529	285.95	285.85	286.95	282.25
2530	285.45	285.65	288.35	282.95
2531	285.15	286.15	289.65	283.75
2532	285.15	287.55	290.45	285.15
2533	286.55	287.35	292.55	286.55
2534	288.55	288.25	292.05	288.15
2535	291.75	287.85	292.85	289.65
2536	293.05	287.75	293.25	289.05
2537	293.05	288.25	293.05	289.45
2538	293.15	287.75	293.55	289.25
2539	293.15	286.95	293.65	288.15
2540	291.55	286.45	292.85	287.55
2541	291.55	286.35	292.05	286.95
2542	289.85	285.85	290.45	286.55
2543	288.35	285.45	289.75	285.75
2544	287.65	285.55	288.95	285.45
2545	287.45	284.95	289.45	285.65
2546	287.75	285.25	288.75	285.25
2547	286.25	285.15	287.85	285.15
