Timestep	2016	2017	2018	2019
6570	289.85	290.85	286.35	296.75
6571	289.75	290.65	285.65	296.55
6572	289.35	290.55	284.65	295.15
6573	289.15	289.85	284.65	292.05
6574	289.05	288.95	284.75	290.25
6575	289.25	288.15	284.55	290.25
6576	289.05	287.75	284.65	289.65
6577	289.25	287.75	284.55	289.55
6578	288.95	287.65	284.25	289.55
6579	288.95	287.45	284.05	289.55
6580	288.65	287.45	283.55	289.65
6581	288.65	287.45	283.55	289.45
6582	288.45	287.75	283.85	288.95
6583	288.45	287.55	283.95	288.75
6584	288.35	287.75	283.85	288.65
6585	288.15	287.75	283.25	288.55
6586	288.25	288.05	284.05	288.65
6587	289.05	287.95	285.05	288.65
6588	289.85	288.15	286.45	289.85
6589	290.35	288.45	287.55	291.05
6590	290.45	289.65	287.65	292.05
6591	290.95	291.25	288.65	291.05
6592	290.85	291.35	289.45	291.85
6593	291.05	291.65	288.75	292.05
6594	291.05	292.05	288.65	291.85
6595	290.85	291.95	288.75	290.25
6596	289.55	291.55	288.85	288.65
6597	288.25	291.45	288.65	287.65
6598	287.55	291.25	288.55	287.25
6599	287.35	291.05	288.35	287.05
6600	286.15	290.85	288.05	286.75
6601	285.15	290.85	288.05	286.25
6602	284.05	290.65	287.85	285.65
6603	283.25	290.65	286.95	284.95
6604	282.65	290.75	286.35	284.15
6605	282.15	290.75	285.85	283.45
6606	281.75	290.45	285.75	283.15
6607	281.35	290.15	285.75	282.25
6608	280.95	290.75	285.65	281.75
6609	280.45	291.35	285.55	281.15
6610	280.85	291.15	285.85	281.55
6611	283.75	290.75	287.05	283.55
6612	286.45	290.25	289.75	285.55
6613	287.65	290.25	290.45	286.45
6614	288.45	291.35	290.25	287.25
6615	289.25	291.95	290.95	287.55
6616	290.25	291.95	291.35	288.35
6617	290.95	292.05	292.05	288.95
6618	291.25	292.25	293.25	289.45
6619	290.85	291.95	293.25	288.85
6620	290.05	291.15	292.95	288.45
6621	288.35	289.65	291.95	287.65
6622	287.15	288.25	291.05	287.15
6623	286.25	287.85	289.95	286.75
6624	285.25	287.25	288.95	286.25
6625	284.55	286.75	288.25	285.45
6626	284.15	285.95	287.95	284.45
6627	283.75	285.25	287.55	283.75
6628	283.25	284.45	287.15	283.25
6629	282.75	284.05	286.95	282.65
6630	282.35	283.35	286.75	282.65
6631	282.15	283.15	286.45	283.25
6632	281.95	283.25	286.15	284.15
6633	281.65	283.15	286.05	283.95
6634	282.45	284.25	286.25	285.05
6635	284.35	285.25	287.25	285.85
6636	285.65	286.65	287.85	285.75
6637	286.95	287.75	289.35	286.15
6638	287.65	288.55	290.35	286.65
6639	288.45	289.75	290.85	287.05
6640	289.45	290.55	292.05	287.15
6641	290.05	290.95	293.35	287.35
6642	290.35	291.35	293.75	287.35
6643	290.05	291.65	293.65	287.15
6644	289.15	291.15	292.85	287.55
6645	288.05	289.75	291.35	287.75
6646	287.35	288.35	290.25	287.65
6647	286.65	287.45	289.15	287.85
6648	285.95	286.75	287.95	287.75
6649	285.35	286.25	287.25	287.65
6650	284.95	285.85	286.55	287.75
6651	284.65	286.15	286.05	287.55
6652	284.65	285.95	285.65	287.65
6653	284.45	286.25	285.15	287.55
6654	284.65	285.95	284.85	287.25
6655	284.75	285.55	284.45	286.45
6656	284.15	284.85	284.15	286.35
6657	283.85	284.65	283.95	286.25
6658	283.95	284.65	284.55	286.35
6659	284.15	285.65	286.55	286.85
6660	284.65	287.65	288.15	287.75
6661	285.45	289.45	289.45	288.45
6662	285.75	291.95	290.15	288.65
6663	286.25	293.15	290.85	289.85
6664	286.35	294.95	292.25	290.25
6665	286.25	296.15	293.15	291.05
6666	286.65	296.25	293.85	291.05
6667	286.35	295.25	294.45	290.15
6668	285.25	294.15	293.85	289.95
6669	283.95	293.35	292.15	289.75
6670	283.15	292.75	290.65	288.85
6671	282.55	291.95	289.55	288.15
6672	281.95	290.45	288.75	288.25
6673	281.25	289.35	288.15	288.05
6674	280.65	288.75	287.75	287.95
6675	280.25	288.45	287.45	287.75
6676	280.05	288.35	287.15	287.55
6677	279.55	288.05	287.05	287.45
6678	279.35	287.35	286.95	287.45
6679	279.05	286.05	287.05	287.35
6680	278.75	285.55	287.05	287.25
6681	278.75	284.75	287.05	287.25
6682	278.95	284.45	287.25	287.35
6683	279.95	284.65	288.35	288.05
6684	281.65	286.35	290.05	288.25
6685	283.75	288.05	290.85	289.25
6686	284.55	288.05	291.55	289.85
6687	285.15	286.85	293.35	290.65
6688	286.35	287.35	294.85	290.15
6689	287.05	287.15	296.05	290.15
6690	287.15	286.65	295.95	290.45
6691	286.75	285.75	295.75	289.95
6692	285.65	286.25	295.35	288.95
6693	284.25	285.55	294.25	288.25
6694	283.45	284.95	292.65	287.95
6695	282.95	285.45	291.05	287.35
6696	282.45	284.95	289.85	287.45
6697	282.05	284.35	289.05	287.05
6698	281.75	283.55	288.45	287.05
6699	281.55	282.45	288.15	285.65
6700	281.05	281.95	288.55	285.55
6701	280.45	281.55	288.55	285.25
6702	280.55	280.95	287.65	284.65
6703	281.15	280.35	287.45	284.35
6704	281.15	279.75	286.95	284.75
6705	280.55	279.35	286.55	284.75
6706	280.95	279.35	287.05	285.05
6707	282.45	281.75	288.75	285.65
6708	283.45	284.15	289.55	287.45
6709	284.35	284.45	291.05	288.65
6710	285.55	285.55	291.55	289.45
6711	285.75	286.65	292.35	289.45
6712	286.75	287.15	293.25	289.55
6713	286.95	287.45	293.05	289.75
6714	287.15	287.75	293.55	289.55
6715	287.15	287.95	293.55	289.35
6716	287.05	288.25	293.35	288.95
6717	286.35	287.75	293.15	287.85
6718	285.05	287.15	293.05	287.35
6719	284.65	286.65	292.95	286.05
6720	284.05	286.35	292.15	285.15
6721	283.25	286.15	290.85	284.35
6722	282.45	286.35	290.35	283.75
6723	282.15	286.35	290.55	283.15
6724	282.75	285.75	290.55	282.85
6725	283.35	284.55	289.85	283.25
6726	283.85	284.05	288.85	283.25
6727	283.75	283.95	288.05	283.35
6728	283.55	284.15	287.35	284.05
6729	283.85	284.45	287.75	284.35
6730	284.65	284.75	288.55	285.45
6731	284.75	285.85	289.35	286.15
6732	285.05	286.75	289.85	286.95
6733	285.35	287.65	290.75	289.05
6734	285.85	288.45	291.15	290.05
6735	286.55	289.15	291.85	291.55
6736	286.85	289.55	292.85	292.85
6737	286.85	290.35	293.55	293.75
6738	286.75	290.05	293.65	293.35
6739	286.05	288.95	292.75	293.35
6740	285.55	288.45	292.25	292.45
6741	285.05	288.15	291.35	291.65
6742	284.75	287.85	290.05	291.25
6743	284.55	287.85	289.15	290.85
6744	284.35	287.65	288.35	290.55
6745	283.65	287.35	287.65	291.95
6746	282.95	287.05	287.25	292.05
6747	282.35	286.85	286.75	291.75
6748	281.75	286.65	286.35	291.55
6749	281.15	285.85	286.65	290.15
6750	280.95	285.65	286.75	289.85
6751	280.45	285.15	286.95	289.85
6752	280.05	285.05	287.05	289.55
6753	280.05	285.15	287.05	289.15
6754	280.55	285.55	286.95	288.95
6755	281.55	286.95	288.05	288.65
6756	282.65	288.25	290.15	288.35
6757	283.65	289.35	291.25	287.85
6758	285.05	290.85	291.95	287.55
6759	286.25	290.15	292.65	287.25
6760	286.85	290.85	293.25	286.65
6761	286.85	290.65	293.65	286.95
6762	284.45	290.35	293.85	286.15
6763	285.65	290.25	293.85	286.55
6764	285.25	289.65	293.55	286.95
6765	283.35	289.25	292.05	286.85
6766	282.25	288.15	291.05	286.65
6767	281.45	287.35	290.15	286.65
6768	280.95	287.15	289.35	286.55
6769	280.35	286.95	288.75	286.25
6770	280.05	285.65	288.25	286.05
6771	280.05	284.65	287.95	285.95
6772	279.35	283.55	287.45	286.45
6773	278.95	282.85	287.15	286.35
6774	279.15	282.35	286.55	286.15
6775	279.35	282.05	286.05	286.45
6776	279.45	281.55	286.65	286.05
6777	279.15	281.35	287.35	286.05
6778	279.65	281.85	287.95	286.25
6779	280.65	284.05	288.25	286.45
6780	281.95	285.65	288.95	287.85
6781	282.85	286.75	289.45	289.95
6782	283.35	287.45	289.75	289.85
6783	283.95	288.85	290.25	289.85
6784	283.95	289.75	291.45	289.95
6785	284.25	291.05	291.05	289.85
6786	284.45	290.85	291.75	289.95
6787	284.25	291.05	290.75	289.55
6788	283.85	290.05	290.75	288.75
6789	282.85	288.55	290.55	287.75
6790	282.55	287.45	290.15	286.95
6791	282.15	286.45	289.75	286.05
6792	281.35	286.15	289.15	285.35
6793	280.85	285.55	288.65	284.85
6794	280.35	284.55	288.15	283.85
6795	280.35	283.85	287.45	283.05
6796	280.75	283.25	287.05	282.45
6797	280.85	282.75	286.85	282.35
6798	281.05	282.25	287.05	282.35
6799	281.25	281.95	287.15	281.65
6800	281.15	281.35	287.25	281.25
6801	281.35	281.35	287.65	280.95
6802	281.55	282.05	288.45	281.15
6803	281.95	283.95	288.75	283.15
6804	282.75	286.35	289.35	284.95
6805	283.35	287.35	290.05	286.15
6806	283.85	288.05	290.35	286.65
6807	284.65	289.15	291.55	288.15
6808	284.65	290.05	292.95	288.95
6809	285.15	292.05	293.25	289.75
6810	285.55	292.55	293.55	290.65
6811	285.05	292.65	293.45	290.85
6812	284.05	291.95	293.05	290.25
6813	283.05	290.85	291.45	288.45
6814	282.05	289.85	290.25	287.05
6815	281.05	288.95	290.25	285.95
6816	280.55	288.15	290.35	285.25
6817	280.05	288.55	290.05	284.65
6818	279.55	288.45	289.55	284.25
6819	279.45	288.35	288.85	283.95
6820	278.75	287.95	288.55	283.45
6821	278.35	287.65	288.05	283.05
6822	278.05	287.65	287.45	283.15
6823	277.75	287.35	286.95	282.85
6824	277.75	287.35	286.55	282.65
6825	277.65	287.25	286.15	282.65
6826	278.25	287.55	286.25	283.05
6827	278.55	289.15	288.25	284.95
6828	280.45	289.95	289.85	286.65
6829	281.65	291.25	291.55	288.35
6830	282.35	292.95	292.65	289.35
6831	283.15	293.55	293.25	290.75
6832	283.35	294.05	294.45	291.85
6833	284.15	294.55	295.25	292.75
6834	284.45	294.55	296.25	293.15
6835	284.35	294.05	296.05	292.85
6836	283.35	292.85	295.05	292.45
6837	282.25	291.55	292.95	291.65
6838	281.45	289.85	291.35	291.15
6839	280.95	288.95	290.25	290.75
6840	280.25	288.05	289.25	289.55
6841	279.85	287.15	288.55	288.85
6842	280.05	286.45	288.05	288.25
6843	279.95	285.55	287.45	287.65
6844	279.95	284.95	286.95	287.85
6845	280.35	284.45	286.55	287.25
6846	280.35	284.05	286.15	287.05
6847	280.35	283.65	285.85	286.55
6848	280.25	283.15	285.55	285.95
6849	279.75	282.75	285.15	285.45
6850	279.75	282.85	285.35	285.65
6851	279.95	285.05	287.45	287.25
6852	280.65	287.35	289.75	289.45
6853	280.85	288.15	290.75	290.35
6854	281.25	289.65	291.65	292.35
6855	282.15	290.55	293.05	293.65
6856	281.95	291.35	293.95	294.75
6857	282.25	292.25	295.05	295.05
6858	282.15	292.45	295.05	295.65
6859	281.95	292.55	295.35	295.65
6860	281.95	292.05	294.45	294.65
6861	281.65	290.15	292.45	292.45
6862	281.65	288.85	291.15	290.85
6863	281.85	287.95	290.15	289.95
6864	281.95	286.85	289.25	289.25
6865	282.05	286.15	288.35	288.55
6866	282.15	285.35	287.85	288.05
6867	282.05	284.95	287.25	287.75
6868	282.05	284.45	286.75	288.15
6869	282.05	283.95	286.25	287.85
6870	281.95	283.65	285.65	287.25
6871	281.75	283.05	285.15	286.65
6872	281.65	282.55	284.75	286.45
6873	281.85	282.15	284.35	286.55
6874	281.95	282.35	284.45	286.65
6875	282.15	284.65	286.75	287.45
6876	282.65	286.75	288.95	288.35
6877	284.05	288.05	291.25	289.75
6878	284.35	289.15	291.75	290.65
6879	284.75	290.05	293.15	292.35
6880	285.25	291.35	293.35	293.35
6881	285.15	292.15	294.35	294.05
6882	284.95	292.65	295.65	293.75
6883	284.95	292.55	295.15	293.75
6884	284.85	291.35	293.95	292.55
6885	284.25	289.25	291.75	290.95
6886	284.25	287.85	290.25	289.95
6887	283.55	286.85	289.05	289.25
6888	282.95	286.05	288.05	288.75
6889	282.55	285.55	287.35	287.95
6890	283.15	284.95	286.65	287.55
6891	283.75	284.45	286.05	287.15
6892	283.65	283.95	285.45	286.85
6893	283.55	283.55	284.85	286.65
6894	283.45	283.05	284.55	286.75
6895	283.35	282.55	284.05	286.95
6896	283.35	282.15	283.45	287.05
6897	283.75	281.85	283.05	287.05
6898	284.35	282.05	283.05	287.55
6899	284.65	284.25	285.55	288.25
6900	285.75	286.85	288.15	288.35
6901	286.65	288.25	289.85	288.35
6902	287.35	289.25	290.45	288.25
6903	287.55	290.75	291.75	288.55
6904	289.05	292.05	293.05	288.85
6905	289.35	293.55	294.05	288.65
6906	288.95	294.05	294.45	288.25
6907	288.85	293.55	292.95	287.45
6908	288.45	292.35	292.05	287.15
6909	287.15	290.05	290.45	286.55
6910	286.75	288.45	289.15	286.05
6911	286.35	287.35	288.25	285.65
6912	284.95	286.55	287.65	285.45
6913	283.95	285.95	287.05	285.35
6914	283.25	285.15	286.45	285.35
6915	283.65	284.65	285.95	284.85
6916	284.45	284.15	285.65	284.65
6917	284.65	283.75	285.45	284.65
6918	284.95	283.35	285.05	284.45
6919	284.95	282.95	284.85	283.85
6920	284.85	282.65	284.75	284.05
6921	284.65	282.35	284.35	283.95
6922	284.55	282.45	284.15	284.05
6923	284.65	284.65	285.45	284.65
6924	284.65	287.05	288.15	285.95
6925	284.65	288.45	289.85	286.85
6926	284.95	289.75	290.65	287.55
6927	285.75	291.05	291.15	288.15
6928	286.65	292.25	292.25	288.95
6929	286.65	293.75	293.25	289.55
6930	285.85	294.15	294.05	290.25
6931	286.05	294.05	293.55	289.65
6932	285.65	292.15	292.25	288.45
6933	285.15	289.95	290.25	286.75
6934	285.05	288.45	288.85	285.65
6935	284.95	287.35	287.65	284.75
6936	285.05	286.55	286.85	284.45
6937	285.25	285.85	286.15	284.05
6938	285.05	285.15	285.55	284.05
6939	285.05	284.65	284.95	284.25
6940	284.95	284.15	284.35	284.45
6941	285.05	283.75	283.85	284.75
6942	285.05	283.05	283.35	284.75
6943	284.95	282.55	282.85	284.85
6944	284.75	282.05	282.45	284.75
6945	284.95	281.55	282.15	284.25
6946	285.55	281.75	282.65	284.65
6947	285.65	285.05	285.25	285.85
6948	286.05	287.55	287.25	286.95
6949	285.85	288.55	288.35	288.15
6950	285.65	289.35	289.55	288.55
6951	286.55	290.45	290.25	289.65
6952	286.85	291.85	291.15	290.65
6953	287.15	293.05	292.25	290.15
6954	287.35	293.45	292.55	289.75
6955	287.15	293.45	292.05	289.45
6956	286.95	291.75	290.95	288.55
6957	286.75	289.55	289.55	287.95
6958	286.55	288.05	288.55	287.65
6959	286.45	287.05	287.75	287.65
6960	286.35	286.25	286.95	287.75
6961	286.25	285.45	286.35	287.85
6962	286.15	284.85	285.75	287.85
6963	286.25	284.15	285.15	287.65
6964	286.05	283.65	284.85	287.45
6965	286.05	283.95	284.65	287.15
6966	285.95	283.45	284.25	287.05
6967	285.85	282.95	283.95	287.05
6968	285.75	282.25	283.65	286.65
6969	285.75	281.75	283.15	286.15
6970	285.85	281.75	283.05	286.15
6971	286.25	283.35	284.65	287.25
6972	287.15	285.85	287.35	288.55
6973	287.35	287.55	288.65	289.05
6974	288.85	288.75	290.15	289.55
6975	289.65	289.95	291.45	290.55
6976	289.95	290.55	292.95	291.85
6977	289.55	291.35	294.95	292.25
6978	289.65	291.95	295.15	292.05
6979	289.65	291.95	294.65	291.45
6980	288.55	290.35	293.15	290.55
6981	287.05	288.35	291.25	290.25
6982	285.95	287.15	290.35	289.55
6983	285.65	286.25	290.05	289.15
6984	284.35	285.55	289.75	288.55
6985	283.85	284.85	289.55	288.65
6986	283.85	285.15	289.15	288.45
6987	284.15	285.15	288.45	288.35
6988	284.55	284.75	287.55	288.25
6989	284.45	284.25	287.25	288.05
6990	284.05	284.15	286.15	288.05
6991	284.25	283.95	285.35	288.05
6992	284.25	283.25	284.65	287.85
6993	284.15	282.85	284.05	287.75
6994	284.25	283.35	283.85	287.55
6995	284.75	284.55	285.25	287.55
6996	285.15	286.25	287.45	287.65
6997	285.55	287.65	288.55	287.95
6998	286.15	289.35	289.45	288.25
6999	286.25	289.85	289.95	288.95
7000	286.25	290.35	290.45	288.95
7001	286.15	291.25	290.65	289.55
7002	286.95	291.85	291.25	289.35
7003	286.45	291.75	291.45	289.05
7004	286.05	290.55	290.55	288.85
7005	285.35	288.75	289.35	288.65
7006	284.45	287.45	288.75	288.65
7007	284.05	286.55	287.85	288.65
7008	283.85	285.85	286.65	288.65
7009	283.55	285.65	285.75	288.55
7010	283.05	285.05	285.15	288.55
7011	282.15	284.35	284.85	288.65
7012	281.45	283.95	284.75	288.45
7013	280.85	283.45	284.35	288.25
7014	280.55	283.35	284.45	288.25
7015	280.65	283.75	285.35	288.25
7016	281.15	284.15	285.65	288.35
7017	280.95	284.35	286.05	288.35
7018	280.25	284.55	286.15	287.95
7019	281.75	285.55	286.35	287.75
7020	284.15	287.75	286.75	287.95
7021	285.25	288.95	287.35	288.45
7022	285.75	288.65	288.15	288.35
7023	285.55	289.15	289.45	289.05
7024	285.85	288.45	290.05	289.15
7025	286.05	288.05	290.35	289.45
7026	286.35	289.05	291.15	288.85
7027	286.25	289.05	291.65	288.65
7028	285.55	288.95	290.35	288.75
7029	284.85	289.15	288.95	288.75
7030	284.15	289.15	288.25	288.85
7031	282.95	289.35	287.55	288.65
7032	282.15	289.45	286.95	288.35
7033	281.85	289.15	286.35	288.35
7034	282.05	289.25	286.05	288.35
7035	281.35	289.55	285.45	288.45
7036	281.25	289.75	284.85	288.45
7037	281.85	290.05	284.35	288.45
7038	282.35	290.15	283.75	288.45
7039	282.75	289.85	283.35	288.65
7040	282.55	289.75	282.55	288.65
7041	282.35	289.35	281.75	288.75
7042	282.05	289.55	282.25	288.85
7043	282.25	290.55	283.45	289.05
7044	282.75	291.95	284.75	289.25
7045	284.15	293.05	285.75	289.45
7046	285.35	293.65	287.25	289.65
7047	285.95	294.15	288.45	289.95
7048	286.15	295.05	290.05	289.85
7049	286.35	295.45	290.85	289.65
7050	285.55	295.25	290.75	289.45
7051	284.75	294.55	289.65	289.25
7052	283.75	291.05	287.95	289.25
7053	283.65	287.55	286.75	288.85
7054	283.55	287.35	286.25	288.95
7055	283.35	287.15	285.95	288.85
7056	282.15	286.75	285.65	288.65
7057	281.05	286.05	285.05	288.55
7058	280.45	286.15	284.55	288.45
7059	279.65	286.35	284.05	288.05
7060	278.95	285.95	283.35	287.65
7061	278.55	285.25	282.85	287.85
7062	278.15	285.25	282.15	287.85
7063	278.05	284.65	281.55	287.65
7064	278.05	284.55	280.85	287.55
7065	277.65	284.25	280.15	287.55
7066	277.45	284.05	279.85	287.45
7067	278.55	285.55	281.55	287.65
7068	280.95	285.15	282.65	288.25
7069	282.05	286.15	284.75	288.95
7070	282.45	286.35	286.35	289.65
7071	283.35	285.85	287.45	289.55
7072	283.85	286.25	288.75	289.25
7073	284.35	285.85	289.35	289.35
7074	284.75	286.25	290.05	289.65
7075	284.65	285.35	289.45	289.65
7076	283.65	284.15	287.95	289.45
7077	282.25	283.45	286.75	289.15
7078	281.15	283.25	286.35	289.05
7079	280.25	283.05	285.85	288.95
7080	279.75	283.05	285.55	288.95
7081	279.35	283.05	285.35	288.95
7082	279.25	282.75	285.05	289.05
7083	279.45	282.65	284.55	288.75
7084	279.65	282.65	284.05	288.85
7085	279.65	282.35	283.95	288.85
7086	280.05	282.15	283.35	288.75
7087	280.15	282.35	283.05	288.65
7088	280.25	282.35	282.95	288.65
7089	280.45	282.25	282.25	288.55
7090	280.35	282.25	281.75	288.55
7091	280.95	282.45	283.05	288.95
7092	281.65	282.85	283.15	289.35
7093	282.15	283.65	284.65	289.55
7094	282.55	285.15	285.95	289.65
7095	282.95	285.05	286.75	289.45
7096	283.15	285.15	287.65	289.85
7097	282.85	284.95	288.75	290.05
7098	283.05	285.05	289.45	289.55
7099	282.95	284.85	289.25	289.65
7100	282.75	284.55	288.15	289.25
7101	282.55	284.35	286.65	288.65
7102	282.45	284.15	286.65	288.15
7103	282.75	284.15	286.15	287.95
7104	282.75	284.15	285.05	287.75
7105	282.35	284.25	285.15	287.45
7106	282.25	284.15	286.15	287.25
7107	282.25	283.95	286.45	287.45
7108	282.05	283.65	285.65	287.65
7109	281.45	283.25	285.15	287.95
7110	280.85	282.95	284.55	287.75
7111	280.65	282.85	284.45	287.45
7112	280.75	282.75	284.95	286.75
7113	280.65	282.85	285.25	286.65
7114	280.35	282.95	285.25	286.65
7115	281.35	283.35	286.15	287.15
7116	282.85	284.45	287.95	288.15
7117	284.15	285.45	288.95	288.95
7118	284.95	286.65	289.85	289.95
7119	286.05	287.35	291.55	291.25
7120	286.65	287.45	292.75	292.65
7121	286.65	287.85	293.45	292.25
7122	287.15	288.15	293.35	291.75
7123	287.05	288.25	292.55	291.15
7124	286.45	287.55	291.05	290.65
7125	286.35	286.35	290.05	289.75
7126	286.35	285.35	289.25	289.45
7127	286.45	284.55	288.25	289.25
7128	286.25	283.95	287.65	288.95
7129	286.35	283.55	287.05	288.35
7130	286.25	283.05	286.35	287.45
7131	286.55	282.65	285.95	287.05
7132	286.65	282.15	285.55	286.55
7133	286.75	281.85	284.95	286.25
7134	286.65	281.95	284.45	285.75
7135	286.75	282.15	283.75	285.25
7136	286.95	282.25	283.55	284.55
7137	286.75	282.15	283.05	283.95
7138	286.65	282.25	282.75	283.95
7139	286.95	282.95	284.35	284.95
7140	287.15	285.15	286.85	286.95
7141	287.25	286.85	288.05	288.15
7142	287.45	287.55	289.15	288.05
7143	287.45	288.55	290.15	288.65
7144	287.35	289.15	291.05	290.25
7145	287.55	290.15	290.85	290.35
7146	287.55	290.25	291.45	290.65
7147	287.45	289.95	291.35	290.55
7148	287.35	288.85	290.05	289.15
7149	287.25	287.45	288.25	287.95
7150	287.25	287.05	286.95	287.05
7151	287.25	286.25	285.95	286.35
7152	287.25	285.45	285.15	285.85
7153	287.15	284.75	284.35	285.25
7154	287.15	284.15	283.75	284.85
7155	287.15	283.65	283.25	284.45
7156	287.05	283.05	282.65	284.05
7157	287.15	282.85	282.35	283.75
7158	287.25	282.35	281.95	283.45
7159	287.25	282.05	282.15	283.25
7160	287.25	281.95	283.25	283.55
7161	287.15	281.65	284.05	283.85
7162	287.15	281.55	284.25	283.95
7163	287.15	282.95	283.95	284.85
7164	287.15	284.85	284.85	285.75
7165	287.15	286.25	285.25	286.65
7166	287.55	287.35	286.15	287.05
7167	287.55	288.45	286.95	287.25
7168	288.25	289.35	287.35	287.85
7169	288.55	290.95	287.95	289.35
7170	288.55	291.05	288.95	290.05
7171	288.35	290.65	288.85	290.15
7172	287.75	289.65	288.35	288.95
7173	287.55	287.95	288.15	288.05
7174	287.15	287.35	288.35	287.25
7175	286.95	287.65	287.95	286.75
7176	286.65	286.05	287.95	286.25
7177	286.55	285.05	287.35	286.05
7178	286.35	285.05	287.25	285.75
7179	286.25	285.95	287.55	285.15
7180	286.05	286.05	287.25	284.75
7181	285.85	286.55	286.85	284.35
7182	285.25	286.65	286.75	283.95
7183	284.95	286.45	286.35	283.65
7184	284.65	286.35	285.85	284.35
7185	283.65	287.35	285.25	284.85
7186	283.45	288.45	284.85	285.65
7187	283.95	289.15	284.75	286.45
7188	285.25	289.55	284.95	287.45
7189	286.45	289.35	284.95	288.95
7190	287.25	289.15	284.55	289.05
7191	287.85	289.35	283.65	289.55
7192	288.25	289.05	283.85	290.15
7193	288.35	288.55	283.35	290.05
7194	288.25	288.25	282.15	289.45
7195	287.55	287.35	281.25	289.15
7196	286.45	286.45	281.15	289.05
7197	285.35	285.35	280.55	288.95
7198	284.45	285.05	279.15	288.95
7199	283.75	285.05	278.65	288.65
7200	283.15	284.85	278.75	288.45
7201	282.55	284.25	278.75	288.45
7202	282.25	283.45	278.75	288.45
7203	281.75	282.85	278.55	288.45
7204	280.95	282.15	278.55	288.15
7205	280.55	281.65	278.85	288.25
7206	279.95	281.35	278.85	288.15
7207	279.15	281.05	278.95	288.05
7208	279.15	280.75	278.95	287.95
7209	279.35	280.35	278.85	288.05
7210	280.15	280.05	278.75	288.25
7211	281.25	281.45	278.55	288.55
7212	281.95	283.25	278.55	289.05
7213	282.35	285.15	279.25	290.15
7214	282.85	286.15	280.25	290.75
7215	282.95	287.35	280.55	289.95
7216	282.85	286.55	280.75	290.05
7217	282.65	286.95	280.45	289.85
7218	283.55	287.05	279.75	289.45
7219	283.65	286.05	279.25	289.25
7220	283.25	285.05	279.15	289.05
7221	282.95	284.05	279.05	289.05
7222	282.65	282.75	278.95	288.95
7223	282.55	282.05	279.05	288.85
7224	282.55	281.45	279.15	288.45
7225	282.35	281.15	279.25	288.25
7226	282.25	280.85	279.35	287.75
7227	282.45	280.85	279.45	287.15
7228	282.35	282.45	279.45	286.95
7229	282.05	282.95	279.45	287.15
7230	281.85	282.85	279.45	287.15
7231	281.65	283.15	279.65	287.05
7232	281.75	283.35	279.15	286.85
7233	281.45	283.55	279.15	286.65
7234	281.15	283.55	279.35	286.65
7235	281.15	283.55	279.65	286.65
7236	281.15	284.95	279.85	287.05
7237	281.55	286.15	280.15	287.35
7238	281.95	286.45	280.45	287.45
7239	282.85	286.65	280.15	287.15
7240	283.85	286.55	280.45	287.05
7241	285.05	286.65	280.35	286.95
7242	286.25	286.55	280.15	286.65
7243	285.95	285.95	279.85	286.15
7244	284.95	285.55	279.85	285.95
7245	284.25	285.25	280.25	285.55
7246	283.75	285.05	281.15	285.25
7247	283.85	284.85	281.05	285.05
7248	283.85	284.05	281.35	285.05
7249	283.65	283.45	281.45	284.95
7250	283.55	283.15	280.85	284.95
7251	283.65	282.85	280.05	284.55
7252	283.85	282.65	279.35	284.45
7253	283.65	282.45	278.65	284.35
7254	283.45	282.15	278.35	284.35
7255	283.25	281.85	277.95	284.25
7256	283.05	281.45	277.95	284.15
7257	283.05	280.85	277.85	284.05
7258	283.15	280.75	278.35	284.05
7259	283.45	281.55	278.85	284.25
7260	283.85	282.55	279.85	284.55
7261	284.55	283.45	280.85	284.95
7262	285.25	283.95	280.95	284.75
7263	286.25	284.15	281.55	285.05
7264	286.95	284.15	282.55	285.35
7265	287.45	283.95	283.35	285.75
7266	287.15	283.15	283.45	286.05
7267	285.85	281.95	282.55	285.85
7268	284.55	281.25	281.95	285.45
7269	283.95	280.75	281.45	285.35
7270	283.45	280.15	280.95	285.25
7271	282.95	279.65	280.15	284.95
7272	282.45	279.35	279.85	284.65
7273	281.85	278.95	279.35	284.75
7274	280.95	278.65	278.75	284.75
7275	280.65	278.25	278.45	284.55
7276	280.25	278.05	278.45	284.75
7277	280.15	277.45	278.95	284.55
7278	279.85	276.95	279.55	284.65
7279	280.05	276.85	279.75	284.55
7280	280.65	276.55	279.55	284.45
7281	281.15	276.55	279.55	285.05
7282	281.65	277.55	280.45	284.55
7283	282.05	279.25	280.85	284.75
7284	282.45	280.55	281.55	285.15
7285	282.75	281.35	281.95	285.45
7286	282.95	281.65	282.55	285.75
7287	282.95	282.45	283.25	286.15
7288	282.85	283.05	283.05	286.45
7289	283.05	283.65	283.55	286.65
7290	283.15	283.55	283.25	286.05
7291	282.75	282.65	282.25	286.15
7292	282.75	281.55	281.25	286.25
7293	282.55	280.45	280.35	286.15
7294	282.55	279.65	279.75	286.25
7295	282.45	279.05	279.65	286.35
7296	282.45	278.55	279.55	286.45
7297	282.55	277.65	279.65	286.45
7298	282.55	277.05	279.75	286.25
7299	282.55	276.85	279.75	286.15
7300	282.35	276.55	280.05	286.05
7301	282.35	276.25	280.25	286.05
7302	282.25	276.05	280.35	286.05
7303	281.65	276.05	280.75	286.15
7304	281.45	275.85	281.25	285.85
