Timestep	2021air	2021sol
3979	26.1	21
3980	24.2	21.1
3981	22.9	21
3982	21.6	21
3983	19.9	20.8
3984	18.8	20.7
3985	17.6	20.5
3986	16.1	20.3
3987	15.3	20.1
3988	14.9	20
3989	14.3	19.8
3990	14	19.6
3991	16.7	19.5
3992	19.1	19.3
3993	21.8	19.3
3994	23.4	19.3
3995	24.5	19.4
3996	25.6	19.6
3997	26.5	19.9
3998	27.2	20.3
3999	27.6	20.6
4000	28.1	20.9
4001	28.5	21.2
4002	28.5	21.4
4003	27.3	21.5
4004	24.6	21.5
4005	23.5	21.5
4006	21.4	21.4
4007	20	21.3
4008	19.4	21.1
4009	19.4	21
4010	18	20.8
4011	17.8	20.6
4012	16.5	20.4
4013	16	20.3
4014	16.8	20.1
4015	18.7	20
4016	20.5	19.8
4017	22.9	19.7
4018	24.6	19.7
4019	25.8	19.9
4020	26.5	20.1
4021	27.3	20.4
4022	27.8	20.7
4023	27.8	21.1
4024	27.8	21.4
4025	27.7	21.6
4026	27.4	21.8
4027	26.7	21.9
4028	25.5	21.9
4029	24.9	21.8
4030	22.7	21.7
4031	20.8	21.6
4032	20.1	21.4
4033	19.5	21.3
4034	19.4	21.1
4035	18.9	21
4036	18.5	20.9
4037	17.7	20.8
4038	17.6	20.6
4039	18.5	20.5
4040	20.3	20.4
4041	22	20.4
4042	23.4	20.4
4043	24.7	20.5
4044	25.9	20.7
4045	26.7	20.9
4046	27.5	21.3
4047	28.1	21.6
4048	26.3	21.9
4049	23.6	22.1
4050	21.8	22.1
4051	20.9	22.1
4052	21.2	22
4053	21	22
4054	19.4	21.9
4055	18.5	21.8
4056	18.6	21.6
4057	19.2	21.5
4058	19.5	21.3
4059	19.1	21.2
4060	17.3	21
4061	17	20.9
4062	16.7	20.8
4063	18.2	20.6
4064	19.3	20.5
4065	20.9	20.5
4066	22.2	20.5
4067	23.8	20.5
4068	24.8	20.7
4069	25.9	21
4070	26.5	21.3
4071	27.3	21.6
4072	28.1	21.9
4073	28.4	22.2
4074	27.5	22.4
4075	26.7	22.5
4076	25	22.5
4077	23.7	22.5
4078	22.8	22.4
4079	22.4	22.3
4080	21.9	22.2
4081	22.5	22.1
4082	21.6	21.9
4083	21.5	21.8
4084	21.3	21.7
4085	20.4	21.6
4086	19.7	21.5
4087	19.6	21.3
4088	20.2	21.2
4089	21.4	21.1
4090	22.9	21.1
4091	24.2	21.2
4092	25	21.3
4093	25.1	21.5
4094	23.9	21.8
4095	20.5	22
4096	19.2	21.9
4097	21.5	21.8
4098	18.1	21.8
4099	14.8	21.5
4100	15.2	21.4
4101	15.1	21.2
4102	15	21.1
4103	15.4	21
4104	15.1	20.9
4105	15.3	20.7
4106	15.7	20.6
4107	15.5	20.4
4108	15.2	20.3
4109	14.5	20.2
4110	14.7	20.1
4111	15.3	20
4112	16.1	19.9
4113	17.2	19.9
4114	18.4	19.9
4115	19.9	19.9
4116	21.2	20.1
4117	22.5	20.4
4118	23	20.7
4119	23	21.1
4120	21.4	21.4
4121	21.1	21.5
4122	20.1	21.6
4123	17.9	21.6
4124	15.7	21.6
4125	15.7	21.4
4126	15.7	21.3
4127	15.3	21.1
4128	15.1	20.9
4129	14.7	20.8
4130	14.7	20.6
4131	14.8	20.5
4132	14.8	20.4
4133	13.9	20
4134	14	19.9
4135	14.1	19.8
4136	13.8	19.7
4137	15	19.5
4138	16.8	19.5
4139	17.8	19.5
4140	18.9	19.6
4141	19.8	19.8
4142	20.3	20.1
4143	21	20.3
4144	21	20.5
4145	20.5	20.8
4146	19.6	20.9
4147	16.4	21
4148	15.7	21
4149	15.6	20.9
4150	15.6	20.8
4151	15.5	20.7
4152	14.9	20.6
4153	14.7	20.5
4154	14.4	20.4
4155	13.6	20.3
4156	13.5	20.1
4157	13	20
4158	12.8	19.9
4159	13.2	19.8
4160	14.4	19.7
4161	16	19.7
4162	17.7	19.7
4163	19.2	19.8
4164	19.8	19.9
4165	20.6	20.1
4166	20.9	20.4
4167	21	20.7
4168	20.9	20.9
4169	20.6	21
4170	19	21.1
4171	17.6	21.1
4172	16.3	21
4173	15.4	20.9
4174	14.9	20.8
4175	13.7	20.7
4176	13.9	20.5
4177	13.5	20.4
4178	12.2	20.2
4179	12.2	20.1
4180	12.4	20
4181	12.2	19.8
4182	12.2	19.7
4183	12.7	19.6
4184	13	19.5
4185	13.9	19.4
4186	15.4	19.3
4187	16.4	19.3
4188	17.9	19.3
4189	19.2	19.4
4190	19.7	19.5
4191	19.8	19.7
4192	18.4	19.9
4193	14.7	19.9
4194	15.7	19.7
4195	16.2	19.6
4196	15.5	19.5
4197	14.3	19.4
4198	13.8	19.3
4199	13.3	19.2
4200	13.3	19.1
4201	13.3	19
4202	12.9	19
4203	12.8	18.9
4204	12.7	18.8
4205	12.7	18.7
4206	12.7	18.6
4207	13.1	18.5
4208	14	18.5
4209	14.4	18.4
4210	15.3	18.4
4211	14.9	18.4
4212	14.7	18.5
4213	15.2	18.5
4214	15.6	18.6
4215	16.1	18.6
4216	16.5	18.7
4217	16.9	18.8
4218	17.1	18.8
4219	17.1	18.9
4220	15.9	19
4221	15	19
4222	14.1	19
4223	13.3	19
4224	12.3	18.9
4225	11.8	18.8
4226	11.3	18.7
4227	10.5	18.6
4228	9.8	18.5
4229	9.4	18.4
4230	9.6	18.2
4231	11.2	18.1
4232	13.6	18
4233	15.9	17.9
4234	17.3	17.9
4235	18.2	18
4236	19.1	18.2
4237	19.9	18.5
4238	20.7	18.7
4239	21.3	19
4240	22.1	19.3
4241	22.5	19.6
4242	22.7	19.9
4243	22.6	20.1
4244	21.1	20.2
4245	19.7	20.3
4246	17.6	20.3
4247	16.1	20.2
4248	15	20.1
4249	14.4	20
4250	13	19.9
4251	13	19.8
4252	12.5	19.6
4253	12	19.5
4254	11.6	19.4
4255	13.6	19.2
4256	16	19.1
4257	18.9	19
4258	20	19
4259	22.1	19.1
4260	22.9	19.3
4261	23.2	19.5
4262	23.8	19.8
4263	24.2	20
4264	24.8	20.3
4265	23.9	20.6
4266	23.4	20.8
4267	22.6	20.9
4268	21.9	21
4269	20.8	21
4270	19.4	21
4271	18.1	21
4272	17.1	20.9
4273	17	20.9
4274	16.5	20.7
4275	15.6	20.6
4276	15.1	20.5
4277	14.5	20.4
4278	14.6	20.2
4279	15.7	20.1
4280	17.7	20
4281	19.8	19.9
4282	21	19.9
4283	22	20
4284	22.9	20.2
4285	24	20.4
4286	25	20.6
4287	25	20.9
4288	19.4	21.5
4289	16.2	21.5
4290	16.5	21.4
4291	16.2	21.3
4292	16.2	21.1
4293	15.9	21
4294	15.7	20.9
4295	15.6	20.8
4296	15.9	20.7
4297	15	20.6
4298	14.8	20.5
4299	14.7	20.4
4300	14.9	20.3
4301	14.8	20.1
4302	14.9	20
4303	15.3	20
4304	16.1	19.9
4305	17	19.9
4306	17.1	19.8
4307	13.3	19.9
4308	14	19.8
4309	15.1	19.8
4310	18.2	19.7
4311	18.6	19.7
4312	18.4	19.7
4313	18.1	19.8
4314	18.2	19.9
4315	16.8	20
4316	14.7	20
4317	13.4	19.9
4318	13.1	19.9
4319	12.3	19.7
4320	11.9	19.5
4321	12	19.4
4322	12.1	19.3
4323	12.3	19.1
4324	11.8	19
4325	11.6	18.9
4326	11.6	18.7
4327	12.3	18.6
4328	13	18.5
4329	14.2	18.4
4330	15.1	18.4
4331	15.9	18.4
4332	17	18.4
4333	17.8	18.5
4334	17.7	18.6
4335	17.5	18.8
4336	16.6	18.9
4337	16	18.9
4338	15.4	19
4339	14.5	19
4340	14.1	18.9
4341	13.2	18.9
4342	13.3	18.8
4343	13.2	18.7
4344	13.3	18.7
4345	13.4	18.6
4346	13.4	18.5
4347	13.2	18.5
4348	13.4	18.4
4349	13.4	18.3
4350	13.5	18.3
4351	13.7	18.2
4352	14.3	18.2
4353	15.2	18.1
4354	16.3	18.1
4355	16.9	18.1
4356	17.8	18.1
4357	18.6	18.2
4358	19.3	18.3
4359	19.5	18.4
4360	19.9	18.6
4361	19.9	18.7
4362	19.6	18.9
4363	19.4	19
4364	18.6	19.1
4365	17.5	19.1
4366	16.4	19.1
4367	15.8	19.1
4368	15.3	19
4369	14.4	19
4370	13.2	18.9
4371	12.7	18.9
4372	12.1	18.8
4373	12.3	18.7
4374	12.7	18.5
4375	13.9	18.4
4376	15.5	18.4
4377	17.3	18.3
4378	18.6	18.3
4379	19.7	18.4
4380	20.7	18.5
4381	21.4	18.7
4382	21.7	19
4383	22.2	19.3
4384	22.5	19.5
4385	22.4	19.8
4386	21.4	20
4387	20.9	20.2
4388	19.6	20.3
4389	18.2	20.3
4390	17	20.3
4391	15.8	20.3
4392	15.2	20.2
4393	14.3	20.1
4394	14.2	20
4395	13.4	19.9
4396	13.4	19.8
4397	13.1	19.7
4398	13.4	19.6
4399	14.3	19.5
4400	16.8	19.4
4401	18.5	19.3
4402	19.5	19.3
4403	19.7	19.3
4404	19.7	19.4
4405	19.9	19.5
4406	18.8	19.6
4407	18.1	19.7
4408	16.9	19.7
4409	16	19.7
4410	16.1	19.7
4411	15.5	19.7
4412	15.5	19.7
4413	15.1	19.7
4414	14.8	19.6
4415	14.6	19.6
4416	14.4	19.5
4417	14.1	19.5
4418	14	19.4
4419	14.1	19.3
4420	13.8	19.2
4421	13.6	19.1
4422	13.7	19.1
4423	14.3	19
4424	16.3	18.9
4425	16.3	18.9
4426	16.7	18.9
4427	17.4	18.9
4428	18.3	18.9
4429	18.4	18.9
4430	18.7	19
4431	18.2	19
4432	17.5	19.1
4433	18.7	19.1
4434	18.4	19.1
4435	18.1	19.1
4436	17.8	19.1
4437	17	19
4438	15.7	19
4439	15.3	18.9
4440	14.6	18.9
4441	14.5	18.8
4442	14.3	18.7
4443	14.4	18.6
4444	14.4	18.5
4445	14.4	18.4
4446	14.5	18.3
4447	14.7	18.3
4448	14.9	18.2
4449	15.6	18.1
4450	17.4	18.1
4451	18.5	18.1
4452	20.1	18.1
4453	21.1	18.1
4454	22.3	18.2
4455	22.2	18.3
4456	22.7	18.4
4457	23.6	18.5
4458	23.9	18.7
4459	23.5	18.8
4460	22.7	18.9
4461	21.1	18.9
4462	19.6	18.9
4463	18.2	18.9
4464	17.2	18.9
4465	16.6	18.8
4466	16	18.8
4467	15	18.7
4468	14	18.6
4469	13.4	18.5
4470	13.5	18.5
4471	15.3	18.4
4472	19.4	18.3
4473	20.4	18.3
4474	18.5	18.3
4475	18.1	18.3
4476	19.1	18.3
4477	18	18.3
4478	18.6	18.4
4479	19.3	18.5
4480	18.3	18.5
4481	17.9	18.6
4482	17.7	18.7
4483	17.2	18.7
4484	15.9	18.8
4485	15.5	18.8
4486	15.6	18.7
4487	15.3	18.7
4488	15.3	18.7
4489	15.2	18.6
4490	15.4	18.6
4491	14.7	18.5
4492	14.4	18.5
4493	14.6	18.4
4494	14.6	18.4
4495	14.7	18.3
4496	14.9	18.3
4497	15.4	18.2
4498	16.1	18.2
4499	17.7	18.2
4500	18.7	18.2
4501	19.4	18.3
4502	20.1	18.4
4503	20.8	18.6
4504	20.6	18.8
4505	20.3	19
4506	20.2	19.2
4507	19.8	19.4
4508	18.6	19.5
4509	17.6	19.5
4510	16.3	19.5
4511	15.9	19.5
4512	15.8	19.5
4513	15.6	19.4
4514	15.5	19.4
4515	15.5	19.3
4516	15.4	19.3
4517	15	19.2
4518	15.3	19.1
4519	15.5	19.1
4520	15.3	19
4521	16.8	18.9
4522	16.7	18.9
4523	17.9	18.9
4524	17.7	19
4525	17.7	19
4526	16.6	19.1
4527	15.3	19.2
4528	14.2	19
4529	14	18.9
4530	13.8	18.9
4531	13.7	18.9
4532	13.4	18.8
4533	13.4	18.7
4534	13.3	18.6
4535	13.2	18.5
4536	13.4	18.5
4537	13.1	18.4
4538	13.3	18.3
4539	13.2	18.2
4540	13.1	18.1
4541	12.7	18.1
4542	12.7	18
4543	13.7	17.9
4544	14.7	17.9
4545	15.7	17.8
4546	17.3	17.8
4547	17.9	17.9
4548	19.2	18
4549	19.5	18.2
4550	20	18.4
4551	19.9	18.7
4552	19.8	19
4553	20.1	19.2
4554	20.4	19.4
4555	19.9	19.5
4556	19.1	19.6
4557	17.9	19.6
4558	16.7	19.6
4559	15	19.6
4560	13.8	19.5
4561	13.1	19.5
4562	12.2	19.4
4563	11.6	19.3
4564	11.1	19.1
4565	10.7	19
4566	10.8	18.9
4567	12.3	18.8
4568	14.9	18.6
4569	17.2	18.6
4570	18.6	18.5
4571	19.6	18.6
4572	20.6	18.7
4573	21.1	18.9
4574	22.4	19.1
4575	23.6	19.3
4576	24.1	19.5
4577	24.2	19.8
4578	23.1	20
4579	19.1	20.1
4580	15.6	20.2
4581	15.5	20.2
4582	14.6	20.2
4583	14.4	20
4584	14.2	19.9
4585	13.3	19.8
4586	12.9	19.7
4587	12.8	19.5
4588	12.8	19.5
4589	12.4	19.4
4590	12.1	19.3
4591	13.1	19.1
4592	14.8	19.1
4593	16.2	19
4594	17.1	19
4595	18.4	19
4596	19.1	19.1
4597	19.4	19.2
4598	20.5	19.4
4599	21.1	19.6
4600	21.6	19.8
4601	22.1	20
4602	21.7	20.2
4603	21.3	20.4
4604	20	20.5
4605	18.4	20.5
4606	16.9	20.5
4607	15.1	20.5
4608	14.5	20.4
4609	13.8	20.3
4610	13	20.2
4611	12.9	20.1
4612	12.9	19.9
4613	12.2	19.8
4614	12.4	19.7
4615	13.6	19.6
4616	15.6	19.5
4617	17.5	19.4
4618	18.8	19.4
4619	20.3	19.4
4620	22.4	19.5
4621	22.3	19.6
4622	22.9	19.7
4623	22.5	19.8
4624	22.2	19.9
4625	22.5	20.1
4626	20.2	20.2
4627	19.2	20.3
4628	18.6	20.4
4629	17.9	20.4
4630	17.7	20.3
4631	16.8	20.3
4632	15.9	20.2
4633	15.5	20.1
4634	15	19.8
4635	13.3	19.4
4636	12.7	19.4
4637	12.5	18.9
4638	12.4	19
4639	12	18.7
4640	11.8	18.3
4641	11.7	18.3
4642	12.8	18.4
4643	14.1	18.4
4644	15.1	18.3
4645	14.3	18.4
4646	15.2	18.4
4647	14.9	18.5
4648	14.4	18.5
4649	13.8	18.6
4650	13	18.6
4651	12.9	18.6
4652	12.8	18.6
4653	12.8	18.5
4654	12.1	18.5
4655	12	18.4
4656	11.9	18.4
4657	11.7	18.3
4658	11.5	18.2
4659	11.2	18.1
4660	11.2	18.1
4661	11.4	18
4662	11.5	17.9
4663	11.7	17.8
4664	12.6	17.7
4665	13.8	17.6
4666	15.8	17.5
4667	16.7	17.5
4668	17.5	17.6
4669	16.3	17.7
4670	15.9	17.8
4671	15.7	17.9
4672	16	18
4673	15.2	18.1
4674	14.5	18.1
4675	13.9	18.1
4676	13.7	18.1
4677	13.4	18
4678	13.2	17.9
4679	13.1	17.9
4680	13	17.8
4681	13	17.7
4682	13	17.6
4683	13.1	17.4
4684	13.2	17.3
4685	13.2	17.2
4686	13.2	17.1
4687	13.7	17.1
4688	13.9	17
4689	15.2	17
4690	15.5	17
4691	16	16.9
4692	15.7	16.9
4693	15.2	16.9
4694	15.4	16.9
4695	15	17
4696	15	17
4697	15.1	17
4698	15.4	17
4699	15.4	17
4700	14.9	17
4701	14.5	17
4702	14.6	17
4703	14.8	17
4704	14.8	17
4705	14.8	16.9
4706	14.5	16.9
4707	14.3	16.9
4708	14.2	16.9
4709	14.2	16.9
4710	14	16.8
4711	14.5	16.8
4712	15	16.8
4713	15.7	16.8
4714	15.5	16.8
4715	16.5	16.8
4716	17.1	16.9
4717	18.6	16.9
4718	18.9	17.1
4719	19.4	17.3
4720	17.3	17.5
4721	16.4	17.6
4722	17.2	17.7
4723	17.5	17.8
4724	16.8	17.9
4725	15.7	17.9
4726	14.7	18
4727	14	18
4728	13.6	18
4729	12.9	17.9
4730	12.4	17.9
4731	12.6	17.8
4732	13	17.7
4733	13.7	17.6
4734	14.6	17.6
4735	14.9	17.5
4736	15.5	17.5
4737	16.9	17.4
4738	18.3	17.4
4739	18.9	17.4
4740	19.5	17.5
4741	20.3	17.6
4742	20.5	17.6
4743	21.1	17.8
4744	21.4	17.9
4745	20.5	18
4746	20.6	18.1
4747	19.5	18.2
4748	18.8	18.3
4749	18.3	18.3
4750	18.1	18.4
4751	17.8	18.4
4752	17.4	18.4
4753	17.1	18.4
4754	16.9	18.3
4755	17.1	18.3
4756	17.1	18.3
4757	17.3	18.2
4758	17.1	18.2
4759	17.1	18.2
4760	18	18.1
4761	19.4	18.1
4762	20.7	18.1
4763	22.1	18.2
4764	23	18.3
4765	23.7	18.4
4766	24.2	18.5
4767	24	18.7
4768	24.2	18.9
4769	23.9	19.1
4770	23.3	19.2
4771	22.7	19.3
4772	21.5	19.3
4773	20.1	19.4
4774	19.8	19.4
4775	18.9	19.3
4776	17.9	19.3
4777	17.2	19.2
4778	16.9	19.2
4779	16.5	19.1
4780	15.9	19
4781	15.4	19
4782	15.5	18.9
4783	16.6	18.8
4784	18.3	18.7
4785	20.1	18.7
4786	21.5	18.6
4787	22.6	18.7
4788	23.9	18.7
4789	24.8	18.9
4790	25.4	19
4791	25.9	19.2
4792	26	19.4
4793	25.9	19.5
4794	25.5	19.7
4795	24.6	19.8
4796	23.1	19.8
4797	21.5	19.9
4798	20.2	19.9
4799	18.8	19.9
4800	17.9	19.8
4801	17.4	19.8
4802	16.9	19.7
4803	16.1	19.6
4804	14.9	19.5
4805	14	19.4
4806	13.4	19.3
4807	14.8	19.2
4808	17	19.1
4809	18.9	19.1
4810	21	19
4811	23	19.1
4812	24.4	19.2
4813	25	19.4
4814	25.7	19.5
4815	26.4	19.8
4816	26.4	20
4817	26.1	20.2
4818	25.5	20.4
4819	24.2	20.5
4820	22.4	20.6
4821	20.6	20.6
4822	19.4	20.6
4823	17.9	20.5
4824	16.5	20.5
4825	15.3	20.4
4826	14.4	20.3
4827	13.6	20.2
4828	13.2	20.1
4829	12.6	20
4830	12.5	19.8
4831	13.7	19.7
4832	16.1	19.6
4833	18.6	19.5
4834	20.3	19.5
4835	21.9	19.5
4836	23.4	19.6
4837	24.7	19.8
4838	25.5	20
4839	26.3	20.2
4840	26.9	20.5
4841	27.1	20.7
4842	26.5	21
4843	25.5	21.1
4844	23.8	21.2
4845	21.7	21.3
4846	20.2	21.3
4847	18.5	21.3
4848	17.4	21.2
4849	16.4	21.2
4850	15.4	21.1
4851	14.9	21
4852	14.4	20.8
4853	14	20.7
4854	13.7	20.6
4855	14.6	20.4
4856	17.4	20.3
4857	19.6	20.2
4858	21.5	20.2
4859	22.9	20.2
4860	24.3	20.3
4861	25.3	20.5
4862	26.1	20.7
4863	27	20.9
4864	27.2	21.2
4865	27.1	21.4
4866	26.6	21.6
4867	25.3	21.8
4868	23.4	21.9
4869	22.1	21.9
4870	20.2	21.9
4871	19	21.9
4872	18.2	21.8
4873	17.2	21.7
4874	16.4	21.6
4875	15.6	21.5
4876	15.1	21.4
4877	14.7	21.2
4878	14.4	21.1
4879	15.1	20.9
4880	18	20.8
4881	19.9	20.7
4882	21.5	20.7
4883	23.5	20.7
4884	24.4	20.8
4885	25.5	20.9
4886	26.7	21.1
4887	27.4	21.3
4888	28.6	21.6
4889	28.7	21.8
4890	27.5	22
4891	26.8	22.1
4892	24.6	22.2
4893	23.4	22.3
4894	21.7	22.3
4895	21	22.2
4896	20.5	22.2
4897	19.3	22.1
4898	19.3	22
4899	19.1	22
4900	19	21.9
4901	18.6	21.8
4902	18.8	21.7
4903	18.5	21.6
4904	18.8	21.5
4905	19.5	21.5
4906	22.1	21.4
4907	23.6	21.4
4908	23.6	21.4
4909	23.1	21.5
4910	24.3	21.5
4911	22.7	21.5
4912	21.8	21.6
4913	22.6	21.6
4914	22	21.7
4915	21	21.8
4916	19.7	21.8
4917	19	21.8
4918	18.4	21.8
4919	16.7	21.7
4920	16.4	21.6
4921	16.4	21.5
4922	16.1	21.4
4923	16.2	21.4
4924	16	21.3
4925	16	21.2
4926	16	21.1
4927	15.9	21
4928	15.9	21
4929	15.6	20.9
4930	15.7	20.8
4931	16	20.6
4932	17.1	20.6
4933	18.8	20.5
4934	20.2	20.5
4935	21.9	20.6
4936	22.5	20.7
4937	23.4	20.9
4938	23.4	21
4939	22.1	21.1
4940	20.4	21.1
4941	19.3	21.2
4942	18.2	21.2
4943	17.2	21.2
4944	16.5	21.1
4945	16.7	21.1
4946	16.5	21
4947	16.2	21
4948	15.8	20.9
4949	15.3	20.8
4950	15.1	20.7
4951	15.6	20.6
4952	16.5	20.6
4953	17.7	20.5
4954	19	20.5
4955	20	20.5
4956	19.8	20.5
4957	18.9	20.5
4958	20.3	20.6
4959	21.2	20.7
4960	21.6	20.8
4961	21.5	20.9
4962	21	21
4963	18.1	21
4964	17.4	21.1
4965	17.6	21.1
4966	17.9	21.1
4967	17.4	21.1
4968	16.9	21
4969	16	21
4970	15	21
4971	14.1	20.9
4972	13.2	20.8
4973	12.8	20.7
4974	12.5	20.6
4975	13.4	20.5
4976	16	20.4
4977	17.3	20.3
4978	18.3	20.3
4979	19.9	20.2
4980	21.1	20.3
4981	22.7	20.4
4982	23.3	20.5
4983	24.5	20.6
4984	23.6	20.8
4985	22.3	20.9
4986	21.9	21.1
4987	22	21.2
4988	20.8	21.2
4989	20.2	21.3
4990	19.6	21.3
4991	19.1	21.3
4992	17.6	21.3
4993	17.3	21.2
4994	16.7	21.1
4995	16.6	21.1
4996	16.7	21
4997	16.1	21
4998	14.7	20.9
4999	14.7	20.8
5000	15.3	20.7
5001	16	20.6
5002	17.1	20.5
5003	18.2	20.5
5004	19.2	20.4
5005	20.6	20.4
5006	21.9	20.4
5007	22.2	20.5
5008	22.2	20.5
5009	22.5	20.6
5010	22.4	20.7
5011	21.9	20.7
5012	20.5	20.8
5013	18.9	20.8
5014	18.1	20.8
5015	17.5	20.7
5016	16.7	20.7
5017	16.2	20.7
5018	15.8	20.6
5019	15.2	20.5
5020	14.2	20.5
5021	14	20.4
5022	13.7	20.3
5023	14.8	20.2
5024	17.1	20.2
5025	18.7	20.1
5026	19.7	20.1
5027	20.4	20.1
5028	21.8	20.1
5029	22.8	20.2
5030	23.8	20.3
5031	24.6	20.5
5032	25	20.6
5033	25.3	20.8
5034	25.1	20.9
5035	24.1	21
5036	22.3	21.1
5037	21	21.1
5038	19	21.1
5039	17.9	21.1
5040	17.1	21.1
5041	16.4	21
5042	16.1	21
5043	15.7	20.9
5044	15.4	20.9
5045	14.8	20.8
5046	14.3	20.7
5047	15.5	20.6
5048	17.8	20.5
5049	19.1	20.5
5050	20.4	20.4
5051	22.4	20.4
5052	24.2	20.5
5053	25.2	20.6
5054	24.4	20.7
5055	21	20.8
5056	22.1	21
5057	21.3	21
5058	19.7	21.1
5059	20	21.2
5060	19.1	21.2
5061	18.8	21.1
5062	18.2	21.1
5063	17.9	21.1
5064	17.9	21.1
5065	17.1	21
5066	17	21
5067	17.2	20.9
5068	16.4	20.9
5069	16	20.8
5070	15.5	20.8
5071	16.1	20.7
5072	16.9	20.7
5073	17.9	20.6
5074	18.7	20.6
5075	19.6	20.6
5076	20.3	20.6
5077	20.7	20.6
5078	20.1	20.7
5079	20.5	20.8
5080	21.4	20.8
5081	20.2	20.9
5082	19.8	20.9
5083	18.2	20.9
5084	15.3	20.9
5085	14.4	20.9
5086	14.2	20.8
5087	14.3	20.7
5088	14.1	20.6
5089	13.6	20.6
5090	13.1	20.5
5091	13.1	20.4
5092	12.7	20.3
5093	12.4	20.2
5094	12.4	20.1
5095	12.5	20
5096	12.5	20
5097	12.7	19.9
5098	12.7	19.8
5099	13	19.8
5100	13.5	19.7
5101	14.1	19.7
5102	14.9	19.6
5103	14.4	19.6
5104	13.8	19.6
5105	14	19.6
5106	14.1	19.6
5107	14.9	19.6
5108	14.1	19.6
5109	13	19.5
5110	12	19.5
5111	11.3	19.5
5112	10.5	19.4
5113	10.4	19.3
5114	10.5	19.3
5115	10.4	19.2
5116	10.2	19.1
5117	10.2	19
5118	10.4	19
5119	11	18.9
5120	11.8	18.8
5121	14	18.8
5122	15.7	18.7
5123	16.8	18.7
5124	17	18.7
5125	18	18.8
5126	18.8	18.9
5127	18.1	19
5128	18.1	19.1
5129	19.2	19.2
5130	19.4	19.4
5131	18.7	19.5
5132	16.6	19.6
5133	15.3	19.6
5134	13.7	19.6
5135	12.8	19.5
5136	12.4	19.5
5137	11.8	19.4
5138	11.3	19.3
5139	10.8	19.2
5140	10.6	19.1
5141	10.9	19
5142	10.8	18.9
5143	12	18.8
5144	12.9	18.7
5145	14.2	18.6
5146	16.1	18.6
5147	17.2	18.6
5148	17.7	18.6
5149	17.2	18.6
5150	18.6	18.7
5151	18.8	18.7
5152	17.7	18.8
5153	16.2	18.8
5154	14.8	18.8
5155	13.8	18.7
5156	12.5	18.7
5157	12.1	18.6
5158	12.4	18.6
5159	12.3	18.5
5160	12.3	18.4
5161	12.2	18.3
5162	12.3	18.2
5163	12.2	18.2
5164	12.1	18.1
5165	12	18.1
5166	12.1	18
5167	12.3	18
5168	12.6	18
5169	13.1	17.9
5170	13.4	17.9
5171	13.7	17.9
5172	14.1	17.9
5173	13.9	17.9
5174	14.3	17.9
5175	14.7	18
5176	14.5	18
5177	14.3	18
5178	13.9	18
5179	13.8	18.1
5180	13.7	18.1
5181	13.5	18
5182	13.5	18
5183	13.3	18
5184	12.7	18
5185	12.8	17.9
5186	12.8	17.9
5187	12.6	17.8
5188	12.8	17.8
5189	12.9	17.7
5190	12.7	17.7
5191	13.2	17.6
5192	14.8	17.6
5193	16.2	17.6
5194	17.1	17.6
5195	16.5	17.6
5196	16.3	17.7
5197	16.6	17.7
5198	16.8	17.8
5199	18.3	17.9
5200	19.4	17.9
5201	19.4	18
5202	19.5	18.1
5203	18.9	18.1
5204	17.8	18.1
5205	17	18.1
5206	16.3	18.1
5207	16.2	18
5208	16	18
5209	15.6	17.9
5210	15.5	17.9
5211	15.6	17.9
5212	16.1	17.8
5213	16.4	17.8
5214	16.8	17.7
5215	16.3	17.7
5216	16.3	17.6
5217	17	17.6
5218	18	17.6
5219	18.2	17.6
5220	19.3	17.6
5221	20.7	17.6
5222	21.4	17.7
5223	21.8	17.9
5224	22.1	18.1
5225	21.8	18.3
5226	21.7	18.4
5227	20.7	18.5
5228	19.2	18.5
5229	18.3	18.6
5230	17.4	18.6
5231	15.8	18.5
5232	15.1	18.5
5233	14.7	18.5
5234	14.7	18.4
5235	14.6	18.4
5236	14.2	18.3
5237	14.4	18.3
5238	14.3	18.2
5239	14.2	18.2
5240	14.8	18.1
5241	16.6	18.1
5242	19.4	18.1
5243	18.3	18.1
5244	17	18.2
5245	14	18.3
5246	13.6	18.4
5247	14.1	18.3
5248	14.1	18.2
5249	14.2	18
5250	14.1	17.9
5251	14.2	17.8
5252	14.7	17.8
5253	13.8	17.8
5254	12.8	17.8
5255	12.4	17.7
5256	13.8	17.7
5257	13.7	17.6
5258	13.9	17.6
5259	14	17.5
5260	13.6	17.5
5261	13.6	17.4
5262	13.3	17.4
5263	13.1	17.3
5264	13.7	17.3
5265	14.5	17.3
5266	15.5	17.3
5267	16.3	17.3
5268	17.2	17.3
5269	17.8	17.4
5270	17.9	17.4
5271	18.3	17.5
5272	19.1	17.6
5273	19.6	17.6
5274	19.8	17.7
5275	19.3	17.8
5276	17.8	17.8
5277	16.2	17.8
5278	13.6	17.8
5279	12.5	17.7
5280	12	17.7
5281	11.4	17.6
5282	10.3	17.5
5283	10.1	17.4
5284	9.8	17.3
5285	9.8	17.2
5286	10	17.1
5287	10.9	17
5288	12.4	17
5289	13.9	16.9
5290	15.6	16.9
5291	17.2	16.9
5292	18.3	17
5293	19.4	17.1
5294	19.6	17.3
5295	20.1	17.5
5296	20.8	17.7
5297	20.5	17.9
5298	19.2	18
5299	18.4	18.1
5300	17.1	18.1
