Timestep	2021air	2021sol
1361	13.3	5.7
1362	12.6	5.8
1363	11.8	5.9
1364	10.7	5.9
1365	10.1	6
1366	9.3	6
1367	8.7	6.1
1368	8.2	6.1
1369	7.6	6.1
1370	6.9	6
1371	6.4	6
1372	5.4	6
1373	5	6
1374	5	6
1375	4.5	5.9
1376	4.2	5.9
1377	4.2	5.9
1378	4	5.8
1379	4	5.8
1380	4.3	5.8
1381	4.3	5.8
1382	4.3	5.7
1383	4.2	5.7
1384	4.2	5.7
1385	4.5	5.7
1386	4.6	5.6
1387	4.6	5.6
1388	4.5	5.6
1389	4.4	5.6
1390	4.2	5.5
1391	4	5.5
1392	3.8	5.5
1393	3.5	5.4
1394	3.1	5.4
1395	2.8	5.4
1396	2.5	5.3
1397	2.2	5.3
1398	2	5.3
1399	1.9	5.3
1400	1.8	5.2
1401	1.8	5.2
1402	2	5.2
1403	2.4	5.1
1404	2.8	5.1
1405	3.6	5.1
1406	4.6	5.2
1407	5.6	5.2
1408	6.4	5.3
1409	6.4	5.4
1410	5.4	5.4
1411	4.1	5.5
1412	3.2	5.6
1413	2.1	5.6
1414	1	5.6
1415	0	5.5
1416	-0.6	5.5
1417	-1.1	5.4
1418	-1.3	5.4
1419	-1.6	5.3
1420	-2	5.2
1421	-2.3	5.1
1422	-2.4	5
1423	-2.7	5
1424	-2.6	4.9
1425	-1.8	4.8
1426	0.6	4.7
1427	3.7	4.6
1428	6	4.6
1429	7.8	4.6
1430	9.1	4.7
1431	10.1	4.8
1432	10.7	4.9
1433	10.8	5.1
1434	9.5	5.2
1435	7.9	5.3
1436	6.1	5.4
1437	4.6	5.5
1438	3.2	5.5
1439	2.3	5.5
1440	1.5	5.4
1441	0.9	5.4
1442	0.5	5.3
1443	-0.1	5.2
1444	-0.7	5.2
1445	-0.8	5.1
1446	-1.3	5
1447	-1.5	4.9
1448	-1.7	4.8
1449	-0.4	4.8
1450	3.1	4.7
1451	7.1	4.6
1452	9.7	4.6
1453	11.5	4.6
1454	12.8	4.7
1455	13.3	4.8
1456	13.7	5
1457	13.4	5.2
1458	11.7	5.3
1459	10.2	5.4
1460	8.4	5.5
1461	6.8	5.6
1462	5.7	5.6
1463	5.2	5.6
1464	4.6	5.6
1465	3.9	5.5
1466	3.7	5.5
1467	3.1	5.4
1468	3.4	5.4
1469	3.2	5.3
1470	3.5	5.3
1471	2.9	5.3
1472	2.5	5.2
1473	2.8	5.2
1474	3.5	5.1
1475	4.9	5.1
1476	7	5.1
1477	8.5	5.1
1478	9.5	5.1
1479	10	5.2
1480	10.1	5.2
1481	9.7	5.3
1482	8.6	5.4
1483	7.8	5.5
1484	6.7	5.5
1485	5.8	5.5
1486	5.2	5.5
1487	4.4	5.5
1488	4.1	5.5
1489	4.3	5.5
1490	4	5.4
1491	3.8	5.4
1492	4.7	5.4
1493	5.1	5.4
1494	4.2	5.4
1495	4.1	5.3
1496	4.1	5.3
1497	4.2	5.3
1498	7.1	5.3
1499	9.5	5.3
1500	10.9	5.3
1501	11.2	5.3
1502	11.8	5.4
1503	12	5.5
1504	12.1	5.6
1505	11.8	5.6
1506	11.3	5.7
1507	9.5	5.8
1508	8.1	5.8
1509	6.9	5.9
1510	6.7	5.9
1511	6.5	5.9
1512	6	5.9
1513	5.9	5.9
1514	5.5	5.9
1515	5.3	5.9
1516	5.1	5.9
1517	5.2	5.8
1518	4.9	5.8
1519	4.4	5.8
1520	4.3	5.8
1521	4.4	5.8
1522	5.3	5.7
1523	6.6	5.7
1524	7	5.7
1525	7.5	5.8
1526	7.3	5.8
1527	6	5.8
1528	5.8	5.9
1529	5.2	5.9
1530	4.2	6
1531	3.4	6
1532	2.9	6
1533	2.8	6
1534	2.3	6
1535	2.2	5.9
1536	2.2	5.9
1537	1.7	5.8
1538	1.4	5.8
1539	1.4	5.7
1540	1.2	5.7
1541	0.9	5.6
1542	0.6	5.6
1543	0.3	5.5
1544	0	5.5
1545	0.1	5.4
1546	0.6	5.4
1547	1.3	5.3
1548	2	5.3
1549	2.5	5.3
1550	3.1	5.3
1551	3.4	5.4
1552	3.5	5.4
1553	3.6	5.4
1554	3.5	5.5
1555	2.6	5.5
1556	1.9	5.6
1557	1.1	5.6
1558	0.3	5.6
1559	-0.4	5.5
1560	-0.8	5.5
1561	-0.8	5.4
1562	-0.5	5.4
1563	-0.2	5.3
1564	0	5.3
1565	-0.2	5.2
1566	0	5.2
1567	0.3	5.1
1568	0.8	5.1
1569	1.4	5.1
1570	2.5	5
1571	3.9	5
1572	5.6	5
1573	7.9	5.1
1574	8.8	5.1
1575	8.5	5.2
1576	8.6	5.3
1577	9.2	5.4
1578	8.7	5.5
1579	7.6	5.6
1580	6.8	5.7
1581	6.4	5.7
1582	5.5	5.8
1583	4.9	5.8
1584	4.6	5.8
1585	4.5	5.8
1586	3.9	5.8
1587	3.8	5.7
1588	3.7	5.7
1589	3.7	5.7
1590	3.8	5.7
1591	3.1	5.7
1592	3	5.6
1593	3.1	5.6
1594	3.9	5.6
1595	5.1	5.6
1596	5.5	5.6
1597	7.5	5.6
1598	8.3	5.6
1599	8.7	5.7
1600	8.8	5.8
1601	8.7	5.9
1602	7.8	6
1603	6.5	6.1
1604	5.2	6.1
1605	4.3	6.2
1606	3.3	6.1
1607	2.3	6.1
1608	1.7	6.1
1609	0.3	6
1610	-0.5	5.9
1611	-1.2	5.9
1612	-1.1	5.8
1613	-1.1	5.7
1614	-1	5.6
1615	-1.4	5.6
1616	-1.4	5.5
1617	-0.4	5.4
1618	1.7	5.3
1619	3.6	5.3
1620	4.7	5.3
1621	5.5	5.3
1622	6.6	5.3
1623	6.7	5.4
1624	6.9	5.5
1625	6.8	5.6
1626	6.5	5.7
1627	5.9	5.8
1628	4.8	5.9
1629	4.3	5.9
1630	3	5.9
1631	1.9	5.9
1632	0.4	5.9
1633	-0.2	5.8
1634	-0.8	5.8
1635	-1.4	5.7
1636	-1.7	5.7
1637	-2.2	5.6
1638	-2.5	5.5
1639	-2.5	5.4
1640	-2.5	5.3
1641	-1.4	5.2
1642	1.4	5.1
1643	4	5.1
1644	5.9	5
1645	7.4	5
1646	8.3	5.1
1647	8.6	5.2
1648	8.8	5.3
1649	9	5.5
1650	8.9	5.6
1651	7.6	5.8
1652	7	5.8
1653	7	5.9
1654	6.6	5.9
1655	7.2	5.9
1656	8.5	5.9
1657	8.5	5.9
1658	7.5	5.9
1659	7.1	5.8
1660	8.1	5.8
1661	8.2	5.8
1662	8.4	5.8
1663	8.7	5.7
1664	8.8	5.7
1665	9	5.7
1666	9.9	5.7
1667	10.2	5.7
1668	11.3	5.7
1669	11.7	5.7
1670	12	5.8
1671	12	5.8
1672	13.4	5.9
1673	13.3	6
1674	12.6	6.1
1675	10.5	6.1
1676	8.8	6.3
1677	8.5	6.3
1678	7.9	6.3
1679	8	6.4
1680	8	6.4
1681	7.4	6.3
1682	7.3	6.3
1683	6.5	6.3
1684	5.6	6.3
1685	4.7	6.2
1686	4.1	6.2
1687	4	6.1
1688	3.9	6.1
1689	5.1	6
1690	6.6	6
1691	7.1	5.9
1692	8	5.9
1693	8.6	5.9
1694	8.9	6
1695	8.4	6
1696	9.1	6.1
1697	8.7	6.1
1698	8.3	6.2
1699	7.4	6.2
1700	7.1	6.2
1701	7	6.2
1702	6.9	6.2
1703	7.2	6.2
1704	7.3	6.1
1705	6.3	6.1
1706	5.4	6
1707	5.8	6
1708	5.6	6
1709	5.4	5.9
1710	5.2	5.9
1711	5.3	5.8
1712	5.9	5.8
1713	6.6	5.8
1714	7.8	5.7
1715	9.1	5.7
1716	9.5	5.7
1717	10.1	5.7
1718	10.5	5.8
1719	10	5.8
1720	10.7	5.8
1721	10.1	5.9
1722	8.6	5.9
1723	4.7	5.9
1724	3.9	5.9
1725	4.9	5.9
1726	5	5.9
1727	5.6	5.8
1728	4.1	5.8
1729	2.9	5.7
1730	1.8	5.6
1731	2.3	5.5
1732	2.5	5.5
1733	2.3	5.4
1734	1.8	5.4
1735	1.1	5.4
1736	0.5	5.3
1737	1.7	5.3
1738	2.5	5.3
1739	3	5.2
1740	3	5.2
1741	1.7	5.2
1742	2.2	5.2
1743	2.1	5.2
1744	2.5	5.2
1745	2.8	5.2
1746	3.2	5.2
1747	1.9	5.2
1748	1	5.2
1749	1.2	5.2
1750	1.8	5.1
1751	1.8	5.1
1752	1.8	5.1
1753	1.7	5.1
1754	2.1	5
1755	2.5	5
1756	1.9	5
1757	1.6	4.9
1758	1.8	4.9
1759	1.8	4.9
1760	1.8	4.8
1761	1	4.8
1762	1.4	4.7
1763	1.6	4.7
1764	2.6	4.6
1765	3	4.6
1766	3.4	4.6
1767	4	4.7
1768	3.7	4.7
1769	2.9	4.7
1770	3.1	4.7
1771	3.1	4.8
1772	2.7	4.8
1773	2.8	4.8
1774	1.7	4.8
1775	0.6	4.8
1776	0.8	4.8
1777	0.9	4.8
1778	0.9	4.8
1779	0.9	4.8
1780	1.1	4.7
1781	0.7	4.7
1782	0.6	4.7
1783	0.5	4.7
1784	0.7	4.7
1785	1	4.6
1786	1.3	4.6
1787	2.5	4.6
1788	2.9	4.6
1789	2.4	4.6
1790	2.5	4.6
1791	3	4.7
1792	3.5	4.7
1793	3.3	4.8
1794	3	4.8
1795	2.4	4.9
1796	2.1	4.9
1797	1.6	4.9
1798	1.1	4.9
1799	1	4.9
1800	0.6	4.9
1801	0.4	4.9
1802	0.3	4.9
1803	0.3	4.8
1804	0.2	4.8
1805	0.1	4.8
1806	0.1	4.8
1807	0.2	4.8
1808	0.3	4.8
1809	0.5	4.8
1810	0.8	4.8
1811	1.2	4.7
1812	2	4.7
1813	2.7	4.7
1814	3	4.8
1815	2.7	4.8
1816	3.4	4.8
1817	2.2	4.9
1818	2.6	4.9
1819	2.5	4.9
1820	2.2	5
1821	1.5	5
1822	1.4	5
1823	1.2	5
1824	1.1	5
1825	1	5
1826	0.9	4.9
1827	0.5	4.9
1828	0.1	4.9
1829	-0.1	4.9
1830	-0.2	4.8
1831	-0.5	4.8
1832	-0.8	4.8
1833	-0.7	4.7
1834	0.5	4.7
1835	0.8	4.7
1836	1.4	4.7
1837	2.2	4.6
1838	2.4	4.6
1839	2.4	4.7
1840	3	4.7
1841	2.5	4.7
1842	2	4.8
1843	1.2	4.8
1844	0.6	4.8
1845	-0.2	4.8
1846	-0.9	4.8
1847	-1.7	4.8
1848	-2.1	4.8
1849	-2.1	4.7
1850	-2.1	4.7
1851	-2.1	4.6
1852	-2.2	4.6
1853	-2.3	4.5
1854	-2.8	4.4
1855	-3.4	4.4
1856	-3.2	4.3
1857	-1.3	4.3
1858	0.9	4.2
1859	2	4.2
1860	3.1	4.2
1861	3.8	4.2
1862	4.1	4.2
1863	4.5	4.3
1864	4.7	4.4
1865	4.4	4.5
1866	3.4	4.6
1867	1.8	4.6
1868	0.8	4.6
1869	0.6	4.7
1870	0.4	4.6
1871	-0.1	4.6
1872	-0.3	4.6
1873	-0.2	4.5
1874	-0.4	4.5
1875	-0.8	4.4
1876	-1	4.4
1877	-1.2	4.3
1878	-1.4	4.3
1879	-2.2	4.3
1880	-2.1	4.2
1881	-1.4	4.1
1882	-0.2	4.1
1883	0.9	4.1
1884	1.1	4.1
1885	1.5	4.1
1886	1.8	4.1
1887	2.2	4.2
1888	2.4	4.2
1889	2.4	4.2
1890	1.8	4.3
1891	1	4.3
1892	0.2	4.3
1893	-0.4	4.3
1894	-0.8	4.3
1895	-1.1	4.3
1896	-1.3	4.2
1897	-1	4.2
1898	-0.7	4.1
1899	-0.8	4
1900	-1.2	4
1901	-1.8	3.9
1902	-2.5	3.9
1903	-3	3.8
1904	-2.5	3.8
1905	-1.5	3.8
1906	0.8	3.7
1907	2.5	3.7
1908	3.5	3.7
1909	4.6	3.7
1910	4.8	3.8
1911	5.1	3.9
1912	4.7	4
1913	4.4	4.2
1914	4	4.3
1915	3.4	4.4
1916	2.9	4.4
1917	2.4	4.4
1918	2.4	4.5
1919	2.4	4.5
1920	2.2	4.5
1921	2.2	4.4
1922	2.2	4.4
1923	2.2	4.4
1924	2.1	4.4
1925	1.6	4.4
1926	1.5	4.4
1927	1	4.3
1928	1.3	4.3
1929	2.5	4.3
1930	3.2	4.3
1931	3.7	4.3
1932	4.6	4.3
1933	4.6	4.3
1934	4.6	4.4
1935	5.1	4.4
1936	5.1	4.5
1937	4.7	4.6
1938	4.1	4.6
1939	3.3	4.7
1940	2.7	4.7
1941	2.1	4.7
1942	1.8	4.7
1943	1.4	4.7
1944	0.6	4.7
1945	0.1	4.6
1946	-0.2	4.6
1947	-0.8	4.5
1948	-1	4.5
1949	-1.5	4.4
1950	-1.9	4.4
1951	-2.6	4.3
1952	-2.2	4.3
1953	0.2	4.2
1954	2.5	4.2
1955	4.7	4.1
1956	6	4.1
1957	7.4	4.2
1958	8.6	4.3
1959	9.4	4.4
1960	9.8	4.6
1961	9.9	4.8
1962	9.7	4.9
1963	8.6	5.1
1964	7.4	5.2
1965	6.4	5.2
1966	4.5	5.3
1967	3.2	5.3
1968	1.9	5.3
1969	1.1	5.2
1970	0.5	5.2
1971	-0.3	5.1
1972	-0.7	5
1973	-1.2	5
1974	-1.4	4.9
1975	-1.5	4.8
1976	-0.9	4.7
1977	2.7	4.6
1978	5.6	4.6
1979	7.9	4.5
1980	9.8	4.5
1981	10.8	4.6
1982	11.8	4.7
1983	12.7	4.9
1984	13.5	5.1
1985	13.9	5.3
1986	13.8	5.5
1987	12.5	5.7
1988	9.6	5.8
1989	7.4	5.9
1990	6	5.9
1991	4.5	5.9
1992	3.6	5.8
1993	3	5.8
1994	3.9	5.7
1995	2.3	5.6
1996	1.5	5.6
1997	0.6	5.5
1998	0.4	5.4
1999	0	5.3
2000	0.7	5.2
2001	4.4	5.1
2002	8.3	5.1
2003	11	5
2004	12.7	5
2005	13.6	5.1
2006	13.6	5.2
2007	14.2	5.4
2008	14.2	5.6
2009	13.5	5.8
2010	13.4	5.9
2011	12.8	6.1
2012	11.6	6.2
2013	9.9	6.3
2014	7.7	6.3
2015	6	6.3
2016	5.3	6.3
2017	4.2	6.3
2018	3.4	6.2
2019	2.6	6.2
2020	2.2	6.1
2021	1.8	6
2022	1	5.9
2023	0.7	5.8
2024	1.4	5.8
2025	5.4	5.7
2026	8	5.6
2027	9.6	5.6
2028	11.5	5.6
2029	12.8	5.7
2030	14.3	5.8
2031	15	5.9
2032	15.6	6.1
2033	14.8	6.3
2034	14.4	6.4
2035	13.7	6.6
2036	12.9	6.7
2037	12.8	6.7
2038	12.9	6.8
2039	11.7	6.8
2040	10.9	6.8
2041	9.6	6.8
2042	8.4	6.8
2043	8.2	6.8
2044	7.3	6.8
2045	6.9	6.8
2046	6.6	6.8
2047	5.7	6.8
2048	4.8	6.8
2049	5.6	6.7
2050	6.3	6.7
2051	7.3	6.7
2052	7.6	6.6
2053	8	6.6
2054	8.4	6.7
2055	9	6.7
2056	9	6.7
2057	9.2	6.8
2058	8.9	6.8
2059	8.1	6.9
2060	6.8	6.9
2061	5.1	6.9
2062	3.3	6.9
2063	2.4	6.9
2064	1.6	6.8
2065	0.8	6.7
2066	0.4	6.7
2067	-0.5	6.6
2068	-0.9	6.5
2069	-1.2	6.4
2070	-1.5	6.3
2071	-1.7	6.2
2072	-0.3	6.1
2073	2.8	6
2074	5.6	5.9
2075	7.8	5.9
2076	9.1	5.9
2077	10.5	5.9
2078	11.9	6
2079	13	6.2
2080	14	6.3
2081	14.4	6.6
2082	13.9	6.8
2083	12.4	6.9
2084	10.7	7
2085	8.5	7.1
2086	6.8	7.2
2087	5.8	7.1
2088	5.4	7.1
2089	4.4	7.1
2090	3.3	7
2091	2.5	6.9
2092	2.2	6.8
2093	2	6.8
2094	1.2	6.7
2095	1	6.6
2096	1.9	6.5
2097	5.8	6.4
2098	9.5	6.3
2099	12	6.3
2100	14	6.3
2101	15.5	6.4
2102	16.4	6.5
2103	17.1	6.7
2104	17.5	6.9
2105	17.6	7.1
2106	17.2	7.3
2107	16.1	7.4
2108	13.9	7.6
2109	11.3	7.7
2110	9.4	7.7
2111	8.3	7.7
2112	7.3	7.7
2113	6.5	7.6
2114	5.7	7.5
2115	5.5	7.5
2116	4.7	7.4
2117	4.4	7.3
2118	4	7.2
2119	3.9	7.1
2120	4.7	7
2121	8.2	6.9
2122	12.1	6.9
2123	14.6	6.9
2124	16.5	6.9
2125	17.4	7
2126	18.4	7.1
2127	19.2	7.3
2128	19.8	7.5
2129	20	7.7
2130	19	7.9
2131	17.7	8.1
2132	15.5	8.3
2133	12.9	8.3
2134	11.1	8.4
2135	10	8.4
2136	9.3	8.4
2137	8.7	8.3
2138	9.1	8.3
2139	7.3	8.2
2140	7	8.1
2141	6	8
2142	5.8	8
2143	5.4	7.9
2144	6.3	7.8
2145	9.8	7.7
2146	13.6	7.6
2147	16	7.6
2148	18	7.7
2149	19.1	7.7
2150	19.7	7.9
2151	20.3	8.1
2152	20.8	8.3
2153	20.9	8.4
2154	20.8	8.6
2155	19.7	8.8
2156	16.7	8.9
2157	14.2	9
2158	12.2	9.1
2159	11.2	9
2160	11.6	9
2161	11.5	9
2162	10	8.9
2163	9.5	8.8
2164	8.3	8.8
2165	7.3	8.7
2166	6.5	8.6
2167	6.5	8.5
2168	7.4	8.4
2169	11	8.3
2170	14.5	8.3
2171	16.8	8.3
2172	18.4	8.3
2173	19.1	8.4
2174	19.8	8.5
2175	20.5	8.7
2176	20.9	8.9
2177	20.9	9.1
2178	20.2	9.2
2179	19.3	9.4
2180	16.8	9.5
2181	14	9.5
2182	12.5	9.6
2183	11.3	9.5
2184	10.3	9.5
2185	9.5	9.4
2186	8.5	9.4
2187	7.9	9.3
2188	7.4	9.2
2189	6.4	9.1
2190	6.5	9
2191	5.6	8.9
2192	7.1	8.8
2193	9.9	8.7
2194	13.2	8.7
2195	15	8.6
2196	16.9	8.7
2197	18.2	8.7
2198	19.2	8.9
2199	19.2	9
2200	19.2	9.2
2201	18.6	9.4
2202	16.8	9.5
2203	14.9	9.6
2204	13.2	9.7
2205	11.9	9.8
2206	10.6	9.8
2207	9.5	9.7
2208	8.5	9.7
2209	7.6	9.6
2210	6.8	9.6
2211	5.8	9.5
2212	5	9.4
2213	4.2	9.3
2214	3.4	9.2
2215	3	9.1
2216	3.5	8.9
2217	4.4	8.9
2218	4.4	8.8
2219	4.7	8.7
2220	5.3	8.6
2221	6.5	8.6
2222	7.4	8.6
2223	7.8	8.6
2224	8	8.6
2225	7.9	8.6
2226	7.5	8.6
2227	6.5	8.6
2228	5.6	8.6
2229	4.5	8.5
2230	3.8	8.4
2231	3.5	8.4
2232	3	8.3
2233	2.4	8.2
2234	1.9	8.1
2235	1.5	8
2236	1	7.9
2237	0.9	7.8
2238	0.3	7.7
2239	0	7.7
2240	1.3	7.6
2241	4.1	7.5
2242	5.6	7.4
2243	7.2	7.4
2244	8.8	7.4
2245	10.1	7.4
2246	10.9	7.6
2247	11.4	7.7
2248	11.8	7.8
2249	11.7	7.9
2250	11.1	8.1
2251	10	8.1
2252	8.7	8.2
2253	7.2	8.2
2254	5.3	8.2
2255	4.2	8.2
2256	2.7	8.1
2257	1.6	8
2258	1	7.9
2259	0.5	7.9
2260	0.5	7.8
2261	0.5	7.7
2262	2.1	7.6
2263	2.6	7.5
2264	4.4	7.4
2265	7.2	7.3
2266	10.2	7.2
2267	11.4	7.2
2268	12	7.3
2269	13.1	7.3
2270	13.5	7.4
2271	13.1	7.4
2272	12.8	7.5
2273	13.1	7.6
2274	12.1	7.7
2275	11.1	7.7
2276	7.5	7.8
2277	5.8	7.8
2278	4.8	7.8
2279	2.1	7.8
2280	1.3	7.7
2281	0	7.7
2282	-1.5	7.6
2283	-2	7.6
2284	-2.2	7.5
2285	-2.2	7.4
2286	-2.6	7.3
2287	-2.8	7.3
2288	-1.8	7.2
2289	-0.9	7.1
2290	-0.1	7.1
2291	0.6	7
2292	1.6	7
2293	1.8	7
2294	2.3	7.1
2295	2.3	7.1
2296	2.2	7.2
2297	2.9	7.2
2298	1.3	7.3
2299	0.2	7.3
2300	-0.6	7.3
2301	-0.9	7.3
2302	-1.1	7.3
2303	-0.9	7.3
2304	-1.4	7.2
2305	-1.3	7.2
2306	-1.7	7.1
2307	-2.9	7
2308	-2.7	7
2309	-2.5	6.9
2310	-2.6	6.8
2311	-3.1	6.8
2312	-2.8	6.7
2313	-2.2	6.6
2314	-1.4	6.6
2315	-0.5	6.6
2316	0.5	6.5
2317	1.4	6.5
2318	1.5	6.5
2319	2.1	6.6
2320	2.4	6.6
2321	2.4	6.6
2322	2.4	6.7
2323	2.3	6.7
2324	1.4	6.7
2325	0.1	6.7
2326	-1.2	6.7
2327	-1.2	6.7
2328	-1.6	6.6
2329	-1.3	6.6
2330	-1.4	6.5
2331	-1.6	6.4
2332	-1.8	6.4
2333	-2	6.3
2334	-2.3	6.2
2335	-2.6	6.1
2336	-1.5	6.1
2337	1	6
2338	3.3	6
2339	4.6	5.9
2340	6.2	6
2341	7.3	6.1
2342	8.6	6.2
2343	9.8	6.4
2344	10.4	6.5
2345	10.7	6.7
2346	10.5	6.9
2347	9.5	7
2348	7.8	7.1
2349	5.5	7.1
2350	4.2	7.1
2351	3.9	7.1
2352	2.9	7.1
2353	1.8	7
2354	0.3	6.9
2355	-0.2	6.9
2356	-0.6	6.8
2357	-0.8	6.7
2358	-0.6	6.6
2359	-0.6	6.5
2360	0.5	6.4
2361	3.5	6.4
2362	7.7	6.3
2363	9.9	6.3
2364	11.1	6.3
2365	12.4	6.4
2366	13.2	6.5
2367	13.4	6.7
2368	13.2	6.8
2369	13.2	7
2370	12.7	7.1
2371	12.2	7.2
2372	11.3	7.2
2373	10.4	7.3
2374	10.2	7.3
2375	9.8	7.3
2376	9.5	7.3
2377	9.2	7.3
2378	8.8	7.3
2379	8.4	7.3
2380	8.2	7.3
2381	6.4	7.3
2382	5.4	7.3
2383	6	7.3
2384	6.7	7.2
2385	8.5	7.2
2386	9.5	7.2
2387	10.4	7.3
2388	12	7.3
2389	12.7	7.4
2390	12.9	7.5
2391	12.8	7.6
2392	12.4	7.8
2393	12.2	7.9
2394	12	7.9
2395	11.3	8
2396	10.6	8.1
2397	9.7	8.1
2398	8.8	8.1
2399	7.8	8.1
2400	7.7	8.1
2401	7.9	8.1
2402	7.3	8
2403	7.1	8
2404	6.5	8
2405	6.2	7.9
2406	5.5	7.9
2407	5.8	7.8
2408	6.8	7.8
2409	9.8	7.8
2410	12.1	7.7
2411	13.6	7.8
2412	14.7	7.8
2413	15.9	7.9
2414	16.1	8
2415	15.1	8.2
2416	14.5	8.3
2417	13.7	8.5
2418	11.2	8.6
2419	9.8	8.6
2420	8.7	8.7
2421	7.9	8.7
2422	7.4	8.7
2423	7	8.7
2424	5.8	8.7
2425	4.5	8.6
2426	2.7	8.6
2427	1.3	8.5
2428	0.4	8.4
2429	0.2	8.3
2430	0.3	8.2
2431	0.3	8.1
2432	0.3	8.1
2433	0.5	8
2434	1	7.9
2435	1.7	7.8
2436	2.4	7.7
2437	3	7.7
2438	3.2	7.6
2439	3	7.6
2440	3.8	7.6
2441	3.9	7.6
2442	4.1	7.6
2443	3.6	7.6
2444	1.6	7.6
2445	1.1	7.6
2446	0.7	7.6
2447	0.2	7.5
2448	-0.6	7.5
2449	-1.2	7.4
2450	-1.6	7.4
2451	-2.1	7.3
2452	-2.5	7.2
2453	-2.9	7.1
2454	-2.9	7
2455	-2.8	6.9
2456	-1.7	6.8
2457	1.2	6.7
2458	3.7	6.7
2459	4.9	6.6
2460	5.5	6.6
2461	5.6	6.7
2462	6	6.7
2463	5.8	6.8
2464	5.7	6.9
2465	5.5	7
2466	5	7.1
2467	3.8	7.1
2468	2.8	7.1
2469	1.4	7.1
2470	1.2	7.1
2471	0.6	7.1
2472	-0.1	7
2473	-0.5	7
2474	-0.9	6.9
2475	-1	6.9
2476	-1	6.8
2477	-1.8	6.7
2478	-1.7	6.7
2479	-1.6	6.6
2480	-0.2	6.5
2481	1.8	6.4
2482	3.4	6.4
2483	4.5	6.3
2484	5	6.4
2485	5.7	6.4
2486	6.2	6.5
2487	6.5	6.6
2488	6.5	6.7
2489	6.2	6.8
2490	6	6.9
2491	5.3	7
2492	4	7
2493	2.7	7
2494	1.9	7
2495	1	7
2496	0.5	6.9
2497	-0.1	6.9
2498	-0.5	6.8
2499	-0.7	6.7
2500	-1.1	6.7
2501	-1.5	6.6
2502	-1.8	6.5
2503	-1.3	6.4
2504	0.3	6.4
2505	1.7	6.3
2506	2.8	6.3
2507	3.8	6.3
2508	5	6.3
2509	5.9	6.3
2510	6.1	6.4
2511	6.5	6.5
2512	6.1	6.7
2513	5.7	6.8
2514	5.4	6.9
2515	4.6	7
2516	3.8	7.1
2517	3	7.1
2518	2.5	7
2519	2	7
2520	1.4	6.9
2521	0.9	6.8
2522	0.5	6.7
2523	0.2	6.7
2524	-0.5	6.6
2525	-1.2	6.5
2526	-1.6	6.4
2527	-1.3	6.3
2528	0.2	6.3
2529	1.9	6.2
2530	3.4	6.1
2531	4.6	6.1
2532	5.6	6.2
2533	6.5	6.4
2534	7.1	6.6
2535	7.7	6.8
2536	7.9	7.1
2537	7.5	7.3
2538	7.2	7.4
2539	6.7	7.5
2540	6.1	7.5
2541	5.2	7.5
2542	3.6	7.5
2543	2.9	7.4
2544	2	7.3
2545	1.1	7.2
2546	0.3	7.1
2547	-0.3	7
2548	-0.8	6.9
2549	-1.2	6.8
2550	-1.6	6.7
2551	-1.4	6.6
2552	0.2	6.5
2553	1.7	6.4
2554	3.3	6.4
2555	4.7	6.4
2556	6	6.4
2557	7.3	6.6
2558	8.1	6.8
2559	8.5	7.1
2560	8.6	7.3
2561	8.7	7.5
2562	7.8	7.6
2563	6.9	7.7
2564	5.9	7.7
2565	5.3	7.7
2566	4.8	7.7
2567	3.9	7.6
2568	3.4	7.5
2569	2.9	7.4
2570	2	7.3
2571	0.9	7.2
2572	0.2	7.1
2573	-0.7	7
2574	-0.4	6.9
2575	0	6.8
2576	1.1	6.7
2577	3.2	6.6
2578	5.7	6.6
2579	6.5	6.6
2580	7.6	6.7
2581	7.9	6.8
2582	8.4	7
2583	8.8	7.2
2584	8.4	7.4
2585	8	7.6
2586	7.7	7.7
2587	6.8	7.8
2588	5.8	7.8
2589	5	7.8
2590	4.1	7.8
2591	3.4	7.7
2592	2.9	7.6
2593	2.1	7.5
2594	1	7.4
2595	0.1	7.3
2596	-0.7	7.2
2597	-0.9	7.1
2598	-1.2	6.9
2599	-1.2	6.8
2600	0.7	6.7
2601	4.5	6.6
2602	7.4	6.6
2603	8.9	6.6
2604	9.9	6.8
2605	10.7	7
2606	11.1	7.3
2607	11.1	7.6
2608	11.3	7.8
2609	10.8	8
2610	10.6	8.2
2611	9.3	8.3
2612	8.4	8.4
2613	7.4	8.4
2614	5.9	8.3
2615	4.4	8.2
2616	3.6	8.1
2617	2.6	8
2618	1.6	7.9
2619	1	7.8
2620	0.6	7.6
2621	0	7.5
2622	-0.5	7.4
2623	0.2	7.3
2624	2.6	7.2
2625	6	7.1
2626	8.4	7.1
2627	10.4	7.1
2628	11.6	7.2
2629	12.7	7.4
2630	13.4	7.7
2631	13.6	8.1
2632	13.3	8.4
2633	13.7	8.6
2634	12.9	8.8
2635	12.2	8.9
2636	11	9
2637	9.3	9
2638	7.4	8.9
2639	6.2	8.8
2640	4.7	8.7
2641	4	8.6
2642	3	8.5
2643	2.8	8.3
2644	2.3	8.2
2645	2.7	8.1
2646	3.4	7.9
2647	3.8	7.8
2648	6.4	7.7
2649	9.6	7.6
2650	10.3	7.6
2651	11.7	7.6
2652	12.5	7.7
2653	13.2	7.8
2654	13.3	8
2655	13.1	8.2
2656	11.9	8.4
2657	11	8.5
2658	9.8	8.6
